"iWAT_M03(r1)"	"iWAT_M03(r2)"	"Beige/brite (RG on iWAT)_M03(r1)"	"Beige/brite (RG on iWAT)_M03(r2)"
"ENSMUSG00000043687"	7.39437	7.46177	7.56107	7.75788
"ENSMUSG00000043702"	9.77915	9.85445	9.97044	9.85373
"ENSMUSG00000043716"	13.79576	13.733575	13.488315	13.46518
"ENSMUSG00000043733"	8.74086	8.80375	8.77601666666667	8.73978666666667
"ENSMUSG00000043760"	4.02237	4.06159	4.06758	4.02691
"ENSMUSG00000043770"	13.4874625	13.5003075	13.4490775	13.477035
"ENSMUSG00000043787"	4.72178	4.64252	4.90951	4.76378
"ENSMUSG00000043801"	13.328635	13.30058	13.33333	13.33334
"ENSMUSG00000043811"	6.75728	6.88597	6.73787	6.85925
"ENSMUSG00000043822"	6.06577	6.16373	6.30486	6.06125
"ENSMUSG00000043866"	8.70012	8.58434	8.611735	8.481485
"ENSMUSG00000043870"	9.59587	9.4473	9.73467	9.64756
"ENSMUSG00000043872"	7.93562	7.94959	8.0214	7.80054
"ENSMUSG00000043889"	14.483	14.47174	14.45444	14.37078
"ENSMUSG00000043897"	5.0595	4.93992	4.73072	4.82873
"ENSMUSG00000043909"	8.88615	8.80728	8.60849	8.57115
"ENSMUSG00000043923"	6.920585	6.89389	7.052985	7.00785
"ENSMUSG00000043924"	5.23628	5.32176	5.26097	5.20402
"ENSMUSG00000043925"	5.54175	5.39974	5.62829	5.50846
"ENSMUSG00000043931"	4.47835	4.74871	4.62731	4.49663
"ENSMUSG00000043940"	8.77261	8.89551	8.62496	8.34051
"ENSMUSG00000043943"	7.013195	7.00705	6.91831	6.96133
"ENSMUSG00000043953"	5.76903	5.81589	5.8047	5.71972
"ENSMUSG00000043962"	8.44540333333333	8.53985333333333	8.56765333333333	8.42223333333333
"ENSMUSG00000043982"	4.78797	4.78572	5.10381	4.82385
"ENSMUSG00000043991"	9.87345	9.95778	9.707285	9.720005
"ENSMUSG00000043998"	10.11013	10.08401	9.6708	9.651675
"ENSMUSG00000044006"	6.09189	6.14401	6.187745	6.27522
"ENSMUSG00000044014"	4.83247	4.678795	4.72073	4.766715
"ENSMUSG00000044017"	9.74308	9.64136	9.46714	9.25992
"ENSMUSG00000044018"	9.4213	9.510605	9.840295	9.820995
"ENSMUSG00000044022"	6.46694	6.28297	5.92001	6.41156
"ENSMUSG00000044024"	6.38226	6.37706	6.42379	6.58563
"ENSMUSG00000044030"	7.85266	7.99082	7.87215	8.05503
"ENSMUSG00000044037"	5.00223	5.10582	5.1928	4.99943
"ENSMUSG00000044041"	4.48025	4.41111	4.41519	4.54158
"ENSMUSG00000044042"	6.56695	6.40538	6.64279	6.60827
"ENSMUSG00000044043"	4.465745	4.453035	4.400065	4.628685
"ENSMUSG00000044052"	5.30131	5.43766	5.3203	5.49437
"ENSMUSG00000044055"	4.99419	4.72463	4.93236	4.80811
"ENSMUSG00000044065"	4.48933	4.44804	4.51102	4.34648
"ENSMUSG00000044066"	6.557485	6.467565	6.4117225	6.4987925
"ENSMUSG00000044068"	8.14362	8.24975	8.09469	8.32401
"ENSMUSG00000044072"	4.97498	4.96838	4.63086	4.85011
"ENSMUSG00000044080"	9.879875	9.80397	10.861825	10.98524
"ENSMUSG00000044081"	4.14377	4.06058	4.19777	4.26108
"ENSMUSG00000044098"	8.56606	8.50015	8.60854	8.54263
"ENSMUSG00000044103"	4.76586	5.10028	5.17881	5.04975
"ENSMUSG00000044117"	5.79064	5.43796	5.80191	5.58807
"ENSMUSG00000044147"	10.0848425	10.0111325	9.876865	9.9858175
"ENSMUSG00000044148"	7.69435	7.60704	7.550235	7.600295
"ENSMUSG00000044155"	10.14847	10.15381	9.95968	9.98022
"ENSMUSG00000044156"	4.92142	4.75848	4.85147	4.96513
"ENSMUSG00000044165"	4.44381	4.51252	4.70471	4.59389
"ENSMUSG00000044167"	8.44729666666667	8.49329666666667	8.73587333333333	8.74770666666667
"ENSMUSG00000044186"	6.74479	6.90193	6.86971	6.98038
"ENSMUSG00000044197"	6.090315	6.067235	6.719105	6.577115
"ENSMUSG00000044199"	5.46638	5.43384	5.71138	5.59209
"ENSMUSG00000044201"	6.02015	6.43794	6.71951	6.83932
"ENSMUSG00000044206"	5.51225	5.4366	5.58374	5.41111
"ENSMUSG00000044216"	5.85378	5.85978	5.81701	5.92896
"ENSMUSG00000044217"	6.15123	6.66164	6.18952	6.48811
"ENSMUSG00000044220"	6.45966	6.419855	6.563925	6.72277
"ENSMUSG00000044221"	10.6471933333333	10.6239633333333	10.8263933333333	10.9687233333333
"ENSMUSG00000044222"	4.95897	5.12281	5.07052	4.94752
"ENSMUSG00000044224"	8.72212	8.77202	8.68021	8.74978
"ENSMUSG00000044248"	3.92641	3.92641	3.92641	3.92641
"ENSMUSG00000044252"	8.856615	8.96244	8.912755	8.969515
"ENSMUSG00000044258"	11.78145	11.66567	11.48855	11.55781
"ENSMUSG00000044279"	6.031505	6.087135	6.37162	6.360855
"ENSMUSG00000044285"	14.4886366666667	14.48595	14.4746333333333	14.4465433333333
"ENSMUSG00000044288"	5.04012	5.21336	5.2564	5.34607
"ENSMUSG00000044294"	5.88761	6.11189	6.33372	6.22678
"ENSMUSG00000044303"	7.03284	7.13	6.2979	6.48886
"ENSMUSG00000044306"	5.35622	5.36481	5.37998	5.38187
"ENSMUSG00000044308"	9.22999	9.19498	8.95706	9.12303
"ENSMUSG00000044312"	4.576695	4.5653	4.803585	4.734205
"ENSMUSG00000044320"	5.3224	5.45645	5.36868	5.65942
"ENSMUSG00000044322"	4.57446	4.59597	4.83049	4.64655
"ENSMUSG00000044328"	8.18603	7.98723	8.11659	7.97861
"ENSMUSG00000044330"	12.96085	12.9244	13.40123	13.74517
"ENSMUSG00000044337"	9.22328	9.23137	9.03589	9.05686
"ENSMUSG00000044338"	5.466655	5.5539	5.41118	5.45515
"ENSMUSG00000044340"	7.94188	7.9216	7.85038	7.81955
"ENSMUSG00000044345"	10.34669	10.371655	10.12059	10.037585
"ENSMUSG00000044348"	5.93695	5.83264	5.91867	5.85092
"ENSMUSG00000044349"	7.26335	7.53105	7.10096	7.12211
"ENSMUSG00000044352"	4.30772	4.16668	4.39449	4.34206
"ENSMUSG00000044359"	5.29314	5.46871	5.41016	5.4302
"ENSMUSG00000044361"	5.05812	4.99769	5.06879	4.98871
"ENSMUSG00000044375"	4.99621	4.97129	5.0009	5.00013
"ENSMUSG00000044377"	10.23134	10.2683	10.17678	10.11895
"ENSMUSG00000044378"	3.9681	3.88526	3.87826	3.85577
"ENSMUSG00000044393"	4.718022	4.72701	4.726944	4.784932
"ENSMUSG00000044405"	10.15953	10.24642	11.73984	11.88987
"ENSMUSG00000044408"	12.50326	12.62652	11.70744	11.8232
"ENSMUSG00000044424"	13.9633	13.896525	13.807715	13.754445
"ENSMUSG00000044429"	4.79552	5.012	4.7779	4.8994
"ENSMUSG00000044434"	9.99256	10.06646	10.26875	10.30361
"ENSMUSG00000044444"	4.87417	4.75951	4.84726	4.7924
"ENSMUSG00000044447"	7.73936	7.769385	7.61322	7.562975
"ENSMUSG00000044461"	4.43227	4.39802	4.53694	4.67483
"ENSMUSG00000044465"	6.346125	6.3983	6.74978	6.66297
"ENSMUSG00000044468"	5.04187	5.0941	4.94694	4.91873
"ENSMUSG00000044469"	6.16805	6.51627	5.85237	6.03986
"ENSMUSG00000044471"	4.40887	4.29798	4.23877	4.298
"ENSMUSG00000044475"	7.52648	7.44551	7.54257	7.4503
"ENSMUSG00000044477"	8.97969	8.95154	8.840985	8.8407925
"ENSMUSG00000044485"	4.40887	4.38143	4.41468	4.67731
"ENSMUSG00000044496"	9.666465	9.609055	9.68226	9.8215
"ENSMUSG00000044501"	7.80462	7.71231	7.51124	7.44193
"ENSMUSG00000044505"	5.3937	5.46517	5.32875	5.11811
"ENSMUSG00000044518"	5.27689	4.9236	5.20479	5.18516
"ENSMUSG00000044526"	5.39436	5.37606	5.41995	5.43402
"ENSMUSG00000044528"	6.25492	6.24398	6.04902	5.92861
"ENSMUSG00000044533"	14.44167	14.43323	14.334435	14.31677
"ENSMUSG00000044534"	5.161105	5.176925	5.2149	5.379125
"ENSMUSG00000044542"	4.57973	4.82403	5.07444	5.01214
"ENSMUSG00000044548"	6.8855	7.06282	6.63236	6.53008
"ENSMUSG00000044550"	5.53836	5.44015	5.49593	5.49927
"ENSMUSG00000044562"	4.78383	4.86956	4.9551	4.88817
"ENSMUSG00000044573"	9.898772	9.905226	9.852662	9.945494
"ENSMUSG00000044583"	4.61471333333333	4.52876333333333	4.64656666666667	4.57481333333333
"ENSMUSG00000044595"	6.04521	6.15402	6.53488	6.50096
"ENSMUSG00000044597"	4.67434	4.57768	4.69117	4.80285
"ENSMUSG00000044600"	8.75450666666667	8.70584666666667	8.64532333333333	8.56588333333333
"ENSMUSG00000044609"	14.15511	14.12076	13.94361	13.9331
"ENSMUSG00000044627"	12.36589	12.4068	12.24037	12.29538
"ENSMUSG00000044628"	5.55444	5.64003	5.74977	5.76862
"ENSMUSG00000044641"	4.33632	4.26044	4.31558	4.45067
"ENSMUSG00000044645"	11.40263	11.36486	11.1249	11.02918
"ENSMUSG00000044646"	5.21801	5.31921	5.33561	5.3497
"ENSMUSG00000044649"	4.44967	4.37608	4.32861	4.35848
"ENSMUSG00000044664"	5.88628	5.9871	5.94765	6.01199
"ENSMUSG00000044667"	6.28635	6.49453	5.85953	6.08855
"ENSMUSG00000044674"	6.59181	6.61634	6.67165	6.52934
"ENSMUSG00000044676"	4.58028	4.57601	4.81088	4.64893
"ENSMUSG00000044708"	4.51513	4.56107	4.50823	4.52144
"ENSMUSG00000044709"	9.91877	9.88119	9.76218	9.7857
"ENSMUSG00000044734"	7.933425	7.816855	7.314925	7.329995
"ENSMUSG00000044743"	4.37705	4.25622	4.42873	4.47987
"ENSMUSG00000044748"	4.620125	4.48115	4.545645	4.621075
"ENSMUSG00000044751"	12.71774	12.72009	13.2845	13.24373
"ENSMUSG00000044757"	11.5291675	11.48584	11.4475975	11.4729625
"ENSMUSG00000044763"	9.13462	9.13278	9.57147	9.60076
"ENSMUSG00000044768"	6.597555	6.634105	6.74804	6.642065
"ENSMUSG00000044770"	5.20421	5.34158	5.290355	5.38886
"ENSMUSG00000044783"	7.21569	7.26203	7.29135666666667	7.03395
"ENSMUSG00000044786"	8.5508	8.55221	8.28592	8.17525
"ENSMUSG00000044792"	10.638395	10.651425	11.305215	11.26846
"ENSMUSG00000044795"	8.9567	8.84778	9.06831	9.03077
"ENSMUSG00000044801"	4.97669	4.84032	4.89184	5.07557
"ENSMUSG00000044807"	5.25818	4.94847	5.05896	4.97179
"ENSMUSG00000044811"	6.98998	6.85396	6.77462	6.82002
"ENSMUSG00000044820"	5.21825	5.0274	5.38068	5.02805
"ENSMUSG00000044827"	5.6885	5.58672	5.67895	5.61021
"ENSMUSG00000044857"	9.1645	9.09679	9.03886	9.01597
"ENSMUSG00000044876"	6.03113	6.03774	5.99233	6.14772
"ENSMUSG00000044894"	9.0085	9.181605	9.24722	9.201415
"ENSMUSG00000044921"	4.16547	4.12561	4.21113	4.20682
"ENSMUSG00000044927"	6.65691	6.65649	6.52749	6.61404
"ENSMUSG00000044933"	5.30157	5.30659	5.32837	5.24951
"ENSMUSG00000044986"	7.72054	7.77529	7.05531	7.09258
"ENSMUSG00000045005"	5.12322	4.97524	5.16055	4.96776
"ENSMUSG00000045019"	5.14595	5.2855	5.17557	5.44304
"ENSMUSG00000045027"	5.32978	5.12741	5.18587	5.14922
"ENSMUSG00000045038"	6.332655	6.37216	6.925335	6.95513
"ENSMUSG00000045048"	6.95737	6.97616	6.80361	6.62864
"ENSMUSG00000045055"	14.19172	14.11529	14.01684	13.9881
"ENSMUSG00000045062"	5.10815	5.59356	4.57709	4.92803
"ENSMUSG00000045064"	5.01528	4.98974	4.80626	4.96935
"ENSMUSG00000045087"	4.73184	4.36898	4.50823	4.4872
"ENSMUSG00000045092"	7.85037	7.85559	7.89342	7.82512
"ENSMUSG00000045095"	5.21087	5.15162666666667	5.13479666666667	5.24809666666667
"ENSMUSG00000045098"	6.8819925	6.9048125	6.95007	6.9300275
"ENSMUSG00000045100"	6.812755	6.91268	7.590885	7.611605
"ENSMUSG00000045103"	5.52709	5.46790333333333	5.28527	5.26617333333333
"ENSMUSG00000045104"	10.0844933333333	10.1278966666667	10.6621433333333	10.7667133333333
"ENSMUSG00000045107"	8.42567	8.4414	8.3894	8.44788
"ENSMUSG00000045136"	7.85095	7.94161	7.954195	7.98343
"ENSMUSG00000045179"	5.29721	5.33225	5.390885	5.430265
"ENSMUSG00000045193"	8.91609	9.04335	8.76928	8.71832
"ENSMUSG00000045201"	5.02906	5.11697	5.19615	5.07279
"ENSMUSG00000045216"	8.58735	8.49474	8.38607	8.31919
"ENSMUSG00000045217"	5.7012	5.74041	5.55728	5.85287
"ENSMUSG00000045236"	4.93733	4.97266	5.19045	5.03576
"ENSMUSG00000045237"	9.79498	9.73644	9.67871	9.78991
"ENSMUSG00000045248"	7.16066	7.13148	7.1295	7.08882
"ENSMUSG00000045251"	7.66609	7.68971	7.53149	7.44259
"ENSMUSG00000045252"	7.29667666666667	7.33410333333333	7.46026	7.46113
"ENSMUSG00000045267"	4.25879	4.46628	4.5507	4.46628
"ENSMUSG00000045273"	6.60362	6.3191	6.27989	6.12399
"ENSMUSG00000045302"	9.75968	9.763655	9.627415	9.60931
"ENSMUSG00000045316"	8.1689	8.34157	8.84489	8.79271
"ENSMUSG00000045318"	6.62786	6.56188	6.75069	6.78884
"ENSMUSG00000045319"	4.7912	4.81325	4.90231	4.8072
"ENSMUSG00000045322"	4.84571	4.9494	5.01001	5.01214
"ENSMUSG00000045326"	5.19762	5.19293	5.53055	5.3725
"ENSMUSG00000045328"	6.66278	6.37642	6.27009	6.30244
"ENSMUSG00000045333"	8.0823	8.17094	7.77393	7.8768
"ENSMUSG00000045337"	3.98323	4.1706	4.38012	4.45714
"ENSMUSG00000045374"	9.76699	9.72485	9.5751	9.50912
"ENSMUSG00000045382"	4.75821	4.86031	4.92446	4.63702
"ENSMUSG00000045391"	4.89026	4.82403	4.93087	4.99812
"ENSMUSG00000045394"	4.97914	4.99902	4.88835	5.1376
"ENSMUSG00000045404"	6.01149	6.24735	6.29467	6.22054
"ENSMUSG00000045409"	7.76296	7.86836	7.54156	7.35823
"ENSMUSG00000045410"	9.60024	9.58529	9.41785	9.51626
"ENSMUSG00000045411"	8.68943	8.68369	8.44932	8.38062
"ENSMUSG00000045414"	9.169975	9.201495	9.80385	9.845
"ENSMUSG00000045427"	11.37625	11.34806	11.13174	11.14052
"ENSMUSG00000045435"	10.51308	10.53171	11.27639	11.34193
"ENSMUSG00000045438"	11.35256	11.4253	12.09712	12.09728
"ENSMUSG00000045440"	4.46547	4.32899	4.37377	4.44655
"ENSMUSG00000045455"	9.937225	10.03487	11.02845	11.037085
"ENSMUSG00000045463"	4.31292	4.31595	4.43429	4.39717
"ENSMUSG00000045464"	7.19656	7.13227	7.29751	6.96604
"ENSMUSG00000045471"	6.67303	6.68433	6.57816	6.78286
"ENSMUSG00000045475"	7.58383	7.55086	7.74316	7.6885
"ENSMUSG00000045482"	9.47439	9.512	9.36089	9.34619
"ENSMUSG00000045493"	4.75837	4.95456	5.10952	4.98038
"ENSMUSG00000045498"	4.80608	4.44924	4.40737	4.3637
"ENSMUSG00000045502"	5.97734	5.96293	7.92767	7.92714
"ENSMUSG00000045503"	8.15525333333333	8.11045	8.17076666666667	8.22786666666667
"ENSMUSG00000045515"	4.58902	4.94289	4.71631	5.00391
"ENSMUSG00000045518"	4.94829	4.8431	4.9147	5.10536
"ENSMUSG00000045521"	4.42975	4.43538	4.42824	4.58531
"ENSMUSG00000045532"	5.36156	5.63874	5.62441	5.54725
"ENSMUSG00000045534"	4.32853	4.2814	4.24953	4.24117
"ENSMUSG00000045539"	4.93228	5.1373	5.04801	5.1618
"ENSMUSG00000045545"	4.84497	4.945205	5.074295	4.957105
"ENSMUSG00000045551"	4.83034	4.92499	4.93027	4.9506
"ENSMUSG00000045569"	7.28654	7.2726	7.75491	7.80282
"ENSMUSG00000045573"	7.72074	7.78236	7.51012	7.42588
"ENSMUSG00000045576"	8.94347	9.04766	9.12374	9.11896
"ENSMUSG00000045591"	4.58529	4.53555	4.62793	4.57749
"ENSMUSG00000045594"	9.6807	9.61442	9.31884	9.25202
"ENSMUSG00000045598"	7.27403	7.29829	7.205195	7.16159
"ENSMUSG00000045609"	5.91941	5.96237	5.85135	5.761785
"ENSMUSG00000045624"	9.83502	9.7744	9.81896	9.72902
"ENSMUSG00000045639"	4.81618	5.07418	5.05647	4.85131
"ENSMUSG00000045657"	4.55629	4.44117	4.44518	4.46117
"ENSMUSG00000045659"	4.635655	4.70685	4.729325	4.647295
"ENSMUSG00000045665"	10.04499	9.99192	10.02047	9.959
"ENSMUSG00000045671"	8.56599	8.486735	8.50728	8.615495
"ENSMUSG00000045679"	9.32874	9.36758	9.05468	8.97296
"ENSMUSG00000045680"	4.88549	5.14939	4.96678	5.1368
"ENSMUSG00000045689"	4.24878	4.22452	4.22452	4.18546
"ENSMUSG00000045690"	14.43313	14.43967	14.37691	14.38622
"ENSMUSG00000045691"	7.32737	7.285195	7.13028	7.24979
"ENSMUSG00000045725"	4.413085	4.348875	4.65135	4.72615
"ENSMUSG00000045730"	4.36714	4.39446	4.65755	4.43238
"ENSMUSG00000045731"	6.28333	6.24992	6.28333	6.28774
"ENSMUSG00000045751"	6.42906	6.22968	6.48859	6.04635
"ENSMUSG00000045752"	8.87318	8.9595	8.69897	8.77423
"ENSMUSG00000045757"	8.07909	8.00487	7.77381	7.728195
"ENSMUSG00000045763"	12.7626	12.68314	12.60372	12.39071
"ENSMUSG00000045767"	11.30677	11.39477	11.34345	11.26837
"ENSMUSG00000045777"	6.42658	6.48616	5.98326	5.93424
"ENSMUSG00000045799"	13.95744	13.98011	13.81442	13.73776
"ENSMUSG00000045817"	8.260965	8.293985	8.453565	8.430675
"ENSMUSG00000045826"	6.35636	6.31975	6.1181	6.2828
"ENSMUSG00000045827"	8.97294	9.01752	9.42703	9.40784
"ENSMUSG00000045835"	5.435825	5.47235	5.46293	5.549605
"ENSMUSG00000045854"	8.913775	8.88412	8.583185	8.543915
"ENSMUSG00000045867"	7.48052	7.53629	6.85936	7.03606
"ENSMUSG00000045875"	5.35435	5.25522	5.91815	5.67478
"ENSMUSG00000045876"	5.71112	5.83541	5.86599	5.6421
"ENSMUSG00000045886"	11.81025	11.79231	12.15222	12.22594
"ENSMUSG00000045896"	9.1048	9.08833	8.88351	8.77265
"ENSMUSG00000045917"	6.67810666666667	6.70522333333333	6.67248	6.70791333333333
"ENSMUSG00000045930"	5.416065	5.434345	5.13982	5.08706
"ENSMUSG00000045932"	7.79082	7.60175	7.39599	7.4809
"ENSMUSG00000045948"	10.71785	10.70556	10.86712	10.93987
"ENSMUSG00000045954"	11.260385	11.22869	12.70906	12.74128
"ENSMUSG00000045962"	11.30946	11.29616	11.03237	11.038305
"ENSMUSG00000045969"	9.75033	9.781375	9.34036	9.3253
"ENSMUSG00000045973"	9.56797333333333	9.69285333333333	10.48991	10.4516033333333
"ENSMUSG00000045975"	6.54762	6.66029	6.81703	6.78718
"ENSMUSG00000045983"	9.19619666666667	9.25859333333333	9.32186	9.28828666666667
"ENSMUSG00000045994"	5.16017	5.18901666666667	5.23632	5.23990333333333
"ENSMUSG00000045996"	11.55301	11.64326	11.46709	11.63118
"ENSMUSG00000046000"	4.3988	4.65041	4.64182	4.70065
"ENSMUSG00000046008"	5.386275	5.408845	5.41537	5.512865
"ENSMUSG00000046010"	7.23696333333333	7.27750666666667	7.16735666666667	7.14603333333333
"ENSMUSG00000046020"	6.31483	6.28038	6.32105	6.298465
"ENSMUSG00000046027"	6.67305666666667	6.80108333333333	6.92454666666667	6.90314333333333
"ENSMUSG00000046032"	9.148855	9.09559	8.887055	8.76874
"ENSMUSG00000046034"	9.13205	9.16361	9.19438	9.22481
"ENSMUSG00000046057"	9.64354	9.63375	9.61451	9.32884
"ENSMUSG00000046062"	8.24543	8.25128	8.632835	8.59997
"ENSMUSG00000046070"	7.67237	7.82458	6.92835	6.4256
"ENSMUSG00000046095"	5.49255	5.68961	5.55421	5.63314
"ENSMUSG00000046109"	5.04146	5.19825	5.28927	5.32884
"ENSMUSG00000046110"	6.12834	5.98356	5.80323	6.14913
"ENSMUSG00000046152"	5.47318	5.50992	5.526	5.59076
"ENSMUSG00000046157"	6.47314	6.29487	6.0672	5.96455
"ENSMUSG00000046159"	4.4555	4.61734	4.53674	4.77838
"ENSMUSG00000046160"	4.57954	4.71581	4.74514	4.8638
"ENSMUSG00000046178"	4.50159	4.76625	4.77623	4.64076
"ENSMUSG00000046179"	6.75928	6.48514	6.7298	6.39902
"ENSMUSG00000046180"	4.61113	4.39333	4.50072	4.56243
"ENSMUSG00000046185"	6.4259	6.527395	6.45465	6.38301
"ENSMUSG00000046186"	7.66588	7.57085	7.74563	7.59812
"ENSMUSG00000046191"	6.38358	6.49469	6.22622	6.12921
"ENSMUSG00000046196"	4.36476	4.56236	4.47828	4.58203
"ENSMUSG00000046201"	9.09181	9.31203	9.06101	9.04082
"ENSMUSG00000046223"	9.45532	9.42554	9.40317	9.21207
"ENSMUSG00000046229"	10.43308	10.37433	10.14762	10.23769
"ENSMUSG00000046245"	6.58878	6.56534	6.2104	6.30237
"ENSMUSG00000046259"	6.00499	6.27707	5.96634	5.86682
"ENSMUSG00000046269"	4.93772	4.94891	4.99393	5.0048
"ENSMUSG00000046280"	5.48908	5.61164	5.09447	5.5068
"ENSMUSG00000046311"	7.023105	6.888935	6.67689	6.593335
"ENSMUSG00000046312"	7.29287	7.44788	6.99913	7.05431
"ENSMUSG00000046314"	4.80903	4.75365	4.70852	4.63141
"ENSMUSG00000046323"	5.62832	5.55686	5.52339	5.51096
"ENSMUSG00000046324"	9.54381	9.70444	11.23409	11.20772
"ENSMUSG00000046329"	5.71471	5.79683	5.55168	5.81315
"ENSMUSG00000046330"	14.35091	14.34013	14.2713	14.193795
"ENSMUSG00000046341"	8.816245	8.775875	8.63875	8.38128
"ENSMUSG00000046351"	8.69478	8.65818	8.39511	8.34544
"ENSMUSG00000046352"	7.80462	7.52286	7.56088	7.08033
"ENSMUSG00000046364"	13.72904	13.69396	13.58028	13.59909
"ENSMUSG00000046380"	6.61362	6.60999	6.24596	6.43997
"ENSMUSG00000046387"	8.15319	8.26959	7.6195	7.59802
"ENSMUSG00000046402"	8.89554	8.81438	8.53854	8.473
"ENSMUSG00000046432"	10.35706	10.30479	10.19529	10.05743
"ENSMUSG00000046434"	10.6677233333333	10.66635	10.41771	10.30386
"ENSMUSG00000046440"	13.224182	13.25585	13.071102	13.019212
"ENSMUSG00000046441"	6.02475	6.061505	5.71766	5.841825
"ENSMUSG00000046449"	4.99216	4.91098	4.71734	4.80405
"ENSMUSG00000046450"	4.67505	4.71905	4.72637	4.65795
"ENSMUSG00000046456"	5.83978	5.68999	5.79912	5.82962
"ENSMUSG00000046470"	8.42239	8.50179	8.25575	8.09477
"ENSMUSG00000046474"	4.41622	4.32557	4.44862	4.55368
"ENSMUSG00000046516"	8.30801	8.27891	8.4498	8.58361
"ENSMUSG00000046518"	4.55115	4.53291	4.60587	4.60639
"ENSMUSG00000046519"	7.19408	7.102555	6.946185	6.90663
"ENSMUSG00000046523"	4.49452	4.55032	4.58345	4.70294
"ENSMUSG00000046532"	7.10013	6.91129	6.86456	6.72316
"ENSMUSG00000046546"	8.29022	8.30021	7.75952	7.59938
"ENSMUSG00000046556"	6.42157	6.487035	6.593275	6.58477
"ENSMUSG00000046562"	8.775205	8.74821	8.95434	8.841335
"ENSMUSG00000046567"	5.39019	5.3357	5.47705	5.43437
"ENSMUSG00000046572"	6.79404	6.80554	6.58728	6.62769
"ENSMUSG00000046574"	6.19172	6.278305	6.336305	6.204075
"ENSMUSG00000046580"	13.189775	13.17242	12.98386	12.99519
"ENSMUSG00000046598"	5.38569	5.381175	5.301545	5.37135
"ENSMUSG00000046605"	6.21908	6.19828	6.01388	6.07345
"ENSMUSG00000046607"	5.785	5.7951	5.69568	6.05188
"ENSMUSG00000046615"	5.15003	5.17789	5.2032	5.21316
"ENSMUSG00000046623"	5.19491	5.20537	5.2294	5.27827
"ENSMUSG00000046636"	10.73933	10.69848	10.40599	10.30108
"ENSMUSG00000046658"	5.37854	5.490905	5.45093	5.304265
"ENSMUSG00000046668"	9.494325	9.492295	9.34113	9.32914
"ENSMUSG00000046671"	10.529865	10.48984	10.655875	10.66575
"ENSMUSG00000046676"	4.29167	4.12216	4.2054	4.31555
"ENSMUSG00000046679"	6.69696	6.53083	6.54523	6.35316
"ENSMUSG00000046687"	8.99278	8.76618	8.29123	8.13273
"ENSMUSG00000046688"	6.77595	6.81292	6.2209	6.33469
"ENSMUSG00000046691"	9.89304	9.89314	9.61881	9.64084
"ENSMUSG00000046707"	9.27514	9.38912	9.33816	9.31132
"ENSMUSG00000046709"	4.663255	4.67206	4.781315	4.7581
"ENSMUSG00000046711"	9.36772	9.36311	9.70375	9.5716
"ENSMUSG00000046714"	6.99143	6.88631	6.5556	6.61219
"ENSMUSG00000046717"	4.39513	4.53908	4.57138	4.42103
"ENSMUSG00000046718"	11.82248	11.81167	11.97061	11.84341
"ENSMUSG00000046719"	7.21129	7.31811	7.28832	7.38766
"ENSMUSG00000046721"	13.306094	13.212246	12.962068	12.993054
"ENSMUSG00000046722"	9.596655	9.70339	9.775325	9.71194
"ENSMUSG00000046723"	5.91013	5.72859	5.78287	5.85424
"ENSMUSG00000046727"	8.24302	8.3079	9.02183	9.18308
"ENSMUSG00000046731"	9.70036	9.60533	9.73513	9.59018
"ENSMUSG00000046750"	6.10491	6.35228	6.26084	5.98195
"ENSMUSG00000046756"	10.79365	10.78642	11.01315	10.93855
"ENSMUSG00000046761"	5.500515	5.578405	5.674725	5.620075
"ENSMUSG00000046768"	11.65694	11.55865	11.28293	11.16106
"ENSMUSG00000046785"	6.17767	6.21	6.01462	6.25551
"ENSMUSG00000046791"	8.10886	8.18895	8.18724	8.12616
"ENSMUSG00000046792"	6.553665	6.482985	6.68863	6.546975
"ENSMUSG00000046804"	5.44321	5.49178	5.58729	5.54895
"ENSMUSG00000046805"	9.14263	9.28731	8.75112	8.80614
"ENSMUSG00000046818"	6.855095	7.09137	6.4723	6.41409
"ENSMUSG00000046822"	7.528055	7.53834	7.47816	7.54218
"ENSMUSG00000046834"	5.41893	5.48285	5.89346	5.81577
"ENSMUSG00000046836"	8.36851	8.41154	8.27769	8.27223
"ENSMUSG00000046840"	5.12277	5.19583	5.33942	5.30063
"ENSMUSG00000046841"	11.455795	11.33446	11.005455	10.940075
"ENSMUSG00000046845"	6.12635	6.0721	6.03933	6.00381
"ENSMUSG00000046846"	4.48374	4.534105	4.485625	4.41489
"ENSMUSG00000046854"	5.30571	5.08206	5.34033	5.33533
"ENSMUSG00000046861"	8.04282	8.03997	8.05568	8.00238
"ENSMUSG00000046865"	11.17583	11.20614	10.893665	10.842595
"ENSMUSG00000046876"	5.48137	5.56042	5.67505	5.52661
"ENSMUSG00000046879"	9.62058	9.66964	9.74097	9.6275
"ENSMUSG00000046886"	5.27169	5.31716	5.32071	5.27924
"ENSMUSG00000046897"	8.7156	8.71359	8.7484	8.6009
"ENSMUSG00000046899"	3.9596	3.92861	3.97766	3.95529
"ENSMUSG00000046908"	5.16746	5.14646	4.88424	5.05786
"ENSMUSG00000046909"	8.41042	8.51921	8.88288	8.90787
"ENSMUSG00000046916"	5.92934	5.732075	5.621405	5.698805
"ENSMUSG00000046934"	5.45027	5.45441	5.55978	5.45791
"ENSMUSG00000046949"	9.08184	9.13916	9.09889	9.09823
