"Beige/brite (cold on sWAT)_M10(r1)"	"Beige/brite (cold on sWAT)_M10(r2)"	"Beige/brite (cold on sWAT)_M10(r3)"	"Treated BAT (cold)_M10(r1)"	"Treated BAT (cold)_M10(r2)"	"Treated BAT (cold)_M10(r3)"	"sWAT_M10(r1)"	"sWAT_M10(r2)"	"sWAT_M10(r3)"	"mWAT_M10(r1)"	"mWAT_M10(r2)"	"Beige/brite (cold on mWAT)_M10(r1)"	"Beige/brite (cold on mWAT)_M10(r2)"	"BAT_M10(r1)"	"Beige/brite (cold on mWAT)_M10(r3)"	"mWAT_M10(r3)"	"BAT_M10(r2)"	"BAT_M10(r3)"
"ENSMUSG00000022360"	9.0282	9.35966	9.57498	8.21465	8.65905	8.36215	10.4284	9.18554	9.89932	10.32036	9.00137	10.08264	9.94721	8.58981	8.94191	10.01833	8.4159	8.39393
"ENSMUSG00000022361"	10.03881	9.70154	9.91983	9.78382	9.96649	9.98882	9.74577	10.0165	9.9687	9.96218	10.21388	9.90665	9.9751	9.62603	10.17063	10.07764	9.80883	9.67558
"ENSMUSG00000022362"	10.03881	9.70154	9.91983	9.78382	9.96649	9.98882	9.74577	10.0165	9.9687	9.96218	10.21388	9.90665	9.9751	9.62603	10.17063	10.07764	9.80883	9.67558
"ENSMUSG00000022364"	7.66937	7.61135	7.2189	7.38396	7.56496666666667	7.29917	7.14641	7.34137333333333	7.07734666666667	7.03723333333333	7.01859666666667	7.16169	7.17904666666667	7.87523	7.29606333333333	6.81037333333333	7.96539666666667	7.86395
"ENSMUSG00000022365"	11.94363	11.9149825	11.8663425	12.2464825	12.25805	12.3190625	11.5207775	11.8840675	11.4069975	11.4458225	11.5140675	11.5086175	11.543065	11.7327775	11.76516	11.4275225	11.79604	11.87353
"ENSMUSG00000022366"	3.85183	3.79506	3.716	3.5748	3.90493	3.87114	3.4695	3.47949	3.36668	3.19542	3.50828	3.21608	3.28672	3.0837	3.60846	3.12167	3.73962	3.90555
"ENSMUSG00000022367"	6.23045	5.60241	5.835095	4.43101	4.777115	4.644565	7.596915	6.126015	6.65332	5.521375	5.41298	5.537785	4.90006	5.046755	5.535535	5.264325	4.809665	4.77939
"ENSMUSG00000022369"	7.80354	7.89904	7.92014	7.25711	7.50096	7.55313	8.64427	7.52911	8.29266	8.27784	7.88112	8.41944	8.50257	8.26627	7.82847	8.28853	7.92832	7.98798
"ENSMUSG00000022370"	9.5959025	9.789495	9.6305425	10.0690325	10.0272925	10.0655125	9.66443	9.5462575	9.54163	9.5435075	9.604035	9.5941225	9.4810675	10.2519925	9.63668	9.5038675	10.322505	10.27634
"ENSMUSG00000022371"	8.86698	8.30150333333333	8.06726333333333	6.82266	7.51327333333333	6.32331333333333	8.83606666666667	8.44706	8.58386	8.52523666666667	9.14192333333333	8.52397	8.37791333333333	7.81771	9.10663	8.57928666666667	6.81603	7.20507333333333
"ENSMUSG00000022372"	8.196975	8.133335	8.493775	6.0291	5.98403	5.827935	8.10712	7.937855	9.346735	9.2823	6.946195	9.49613	9.51535	6.466465	6.888145	9.21524	6.242595	6.179555
"ENSMUSG00000022375"	2.4411	2.40343	2.54324	2.63139	2.5832	2.60613	2.44866	2.5867	2.73894	2.59964	2.52992	2.56861	2.51775	2.72281	2.55837	2.58462	2.74715	2.67509
"ENSMUSG00000022376"	3.59466	3.60297	3.48601	3.65194	3.95333	3.82865	3.67686	3.54494	3.53219	3.43625	3.53096	3.41186	3.137	3.65436	3.5221	3.70583	3.62319	4.01804
"ENSMUSG00000022377"	9.4882275	9.342195	9.4752425	8.8612825	8.84816	8.8240725	9.3063225	9.422175	9.528295	9.68463	9.46441	9.6919225	9.7344575	9.13976	9.3731475	9.5643275	8.9477425	9.069275
"ENSMUSG00000022378"	8.882755	8.86102	8.842055	8.847535	8.932425	9.109985	8.940025	8.841225	9.150655	9.405965	8.90909	9.15725	9.101485	8.332205	8.836195	9.306185	8.11266	8.461225
"ENSMUSG00000022382"	5.63986	5.541245	5.603775	5.065355	5.239455	5.31208	5.212735	5.59284	5.529025	5.04656	5.04097	4.85492	4.78565	5.135855	5.1352	4.9753	5.245755	4.917895
"ENSMUSG00000022383"	8.12826	8.11667	8.41629	11.12469	10.5151	10.53328	5.88808	6.27136	5.29739	6.01897	6.87611	6.24047	6.42228	10.6815	7.12786	5.88808	10.97527	10.82908
"ENSMUSG00000022385"	6.11018	6.59238	6.11244	6.22061	5.98099	6.49412	7.19425	5.57294	6.66794	6.80063	5.73287	6.79371	6.49515	5.91097	5.82556	6.62809	6.0132	5.99565
"ENSMUSG00000022386"	10.03754	9.86816	9.89159	10.70481	10.72555	10.83695	9.5235	9.68239	9.53566	9.29643	9.46687	9.47372	9.32171	10.27486	9.27273	9.27235	10.45819	10.07782
"ENSMUSG00000022387"	7.4709525	7.34534	7.49251	7.4400225	7.2678975	7.44435	7.41252	7.5675875	7.4878175	7.3660875	7.2249275	7.40367	7.3680675	7.23985	6.9800475	7.3606775	7.46312	7.4005575
"ENSMUSG00000022388"	6.123395	6.311175	6.33266	8.145655	7.955875	7.54844	5.17509	5.55762	5.161715	5.320875	5.015225	5.37964	5.63741	6.3295	5.867935	4.98581	6.404595	6.12676
"ENSMUSG00000022389"	8.63475333333333	8.33893	9.18406	9.10658333333333	9.18336666666667	9.28742666666667	7.52513	8.22681	7.59715666666667	7.40038	7.98474333333333	8.73389	8.00707333333333	8.80363	8.22928333333333	7.78394	8.99323333333333	9.17254666666667
"ENSMUSG00000022390"	7.834755	7.7583	7.80036	7.79853	7.94818	7.898435	7.766395	7.782915	7.706025	7.779465	8.03478	7.692715	7.579645	8.12989	7.90507	7.895175	8.20608	7.975905
"ENSMUSG00000022391"	9.588265	9.45795	9.454415	9.662785	9.65527	9.720515	9.83804	9.50502	9.68108	9.67695	9.390955	9.67612	9.449625	9.579605	9.41616	9.55364	9.6088	9.6133
"ENSMUSG00000022394"	10.74203	10.76675	10.7951	10.90838	10.9409	11.00466	10.72567	10.64998	10.73017	10.94776	10.55175	10.84996	10.87198	10.97698	10.58716	10.6996	10.99895	10.98049
"ENSMUSG00000022400"	12.2568866666667	12.24736	12.1773066666667	12.46994	12.517	12.52125	12.1720766666667	12.1561366666667	12.1443133333333	12.0788333333333	12.2448433333333	12.11522	12.0946466666667	12.1384633333333	12.18828	12.0562866666667	12.13518	12.10401
"ENSMUSG00000022401"	8.85645	8.13038	8.62615	9.5052	9.61404	9.36397	8.05307	8.33343	7.8767	8.04738	8.38631	7.81605	7.90812	8.86991	8.25777	7.674	9.15834	9.09229
"ENSMUSG00000022403"	10.31899	10.4523166666667	10.3754733333333	10.602	10.60417	10.6976	10.42919	10.4062166666667	10.2789166666667	10.2651866666667	10.4152633333333	10.2730933333333	10.0872833333333	10.5885866666667	10.3494233333333	10.2879733333333	10.64347	10.6527566666667
"ENSMUSG00000022404"	10.84802	10.34948	10.54099	11.74481	11.73618	11.92959	10.40517	10.12042	9.95617	9.78693	10.18203	9.88154	9.73391	10.53554	10.18047	9.78184	10.7865	10.42456
"ENSMUSG00000022407"	10.19025	10.25753	10.19043	10.56618	10.6988	10.64158	10.4736	10.17012	10.30293	10.13337	10.24228	10.22359	10.14754	11.0825	10.20952	10.2204	10.90965	10.94263
"ENSMUSG00000022408"	6.5347	6.52959	6.37408	5.02766	4.96942	5.0144	6.57059	6.7165	6.78028	5.54975	4.56657	6.04904	6.76482	4.9786	4.94735	5.68224	5.29555	4.8217
"ENSMUSG00000022412"	10.244755	10.21346	10.313335	11.122315	10.991705	11.08402	9.9702	10.11162	9.961695	10.05969	10.10942	9.97309	9.767135	10.845605	10.029515	9.926285	10.86809	10.842425
"ENSMUSG00000022414"	7.31654	7.10752	7.19576	7.55278	7.38901	7.52101	7.21634	7.02942	7.04531	6.72343	7.09	6.96527	7.03522	7.60053	7.25488	7.0294	7.39424	7.5202
"ENSMUSG00000022415"	6.579465	6.663895	6.60954	7.17452	7.269695	7.2847	6.30011	6.659815	6.209895	6.70637	7.64604	6.82741	6.8325	7.14087	7.665255	6.9345	7.42844	7.194955
"ENSMUSG00000022419"	11.07479	11.1868775	10.9301225	12.1755625	12.154825	12.1887825	10.409565	10.99912	10.69463	10.5612375	10.8045525	10.04053	10.4310325	11.418945	10.8479175	10.45236	11.60223	11.76949
"ENSMUSG00000022420"	8.77487	8.62944	8.46593	8.68899	8.85933	8.74428	8.52634	8.72398	8.32032	8.61573	9.30526	8.70771	8.50277	8.77563	9.08679	8.59214	8.94137	8.80194
"ENSMUSG00000022421"	4.94774666666667	5.12929	5.01937	5.57997	5.22981	5.37724666666667	5.04782666666667	4.97717333333333	4.9504	5.58026666666667	6.02116666666667	5.45953666666667	5.47324	5.15037666666667	6.06116333333333	5.85019666666667	4.89716	5.11828333333333
"ENSMUSG00000022422"	6.114925	6.00219	5.78728	5.19788	5.054455	4.67652	7.350205	5.88487	6.23229	6.173615	5.22501	6.513775	6.478515	5.05722	5.448295	6.209605	5.174575	5.31443
"ENSMUSG00000022425"	9.176525	9.330485	9.603905	8.463185	8.67791	8.58295	9.06211	9.06599	9.27763	9.478015	9.07651	9.492405	9.55208	9.425485	9.18683	9.396345	9.50204	9.32384
"ENSMUSG00000022426"	11.38433	11.31488	11.38509	12.13946	11.90589	11.93665	11.31215	11.25705	10.93753	10.99474	11.33675	11.05844	11.15159	11.98778	11.20886	10.98864	12.01996	11.89095
"ENSMUSG00000022427"	11.534965	11.72931	11.892295	12.38271	12.35813	12.407895	11.83239	11.738105	11.747845	11.75495	11.719015	11.740465	11.69477	12.460465	11.73302	11.74737	12.426155	12.382395
"ENSMUSG00000022428"	8.15103	8.06001	7.9135	8.163	8.28484	8.08262	7.85846	7.99512	7.82189	8.10288	8.5694	7.92738	7.99664	8.54952	8.50459	8.0731	8.67742	8.45968
"ENSMUSG00000022429"	4.69972	4.39643	4.59574	4.762415	4.621925	5.023175	4.59184	4.3463	4.38377	4.60731	4.70808	4.53666	4.645005	4.552305	4.66076	4.719785	4.57073	4.69733
"ENSMUSG00000022431"	5.18976	5.11649	5.04431	5.91035	5.46572	5.77922	4.99337	5.3501	5.1512	5.10682	4.95627	5.07551	4.76559	5.38702	5.20136	5.1811	5.62938	5.72469
"ENSMUSG00000022432"	4.54935	4.81019	4.71988	4.83445	4.45406	4.78986	4.72566	4.67971	4.86661	5.21581	4.73416	5.8726	5.7568	4.61487	4.48113	5.3484	4.8332	4.50008
"ENSMUSG00000022433"	7.28701333333333	6.81346666666667	6.90662666666667	6.99123333333333	7.01291	7.07185666666667	6.90959	7.14897666666667	6.88751333333333	6.66589333333333	6.99794666666667	6.84167	6.59242333333333	6.76699	7.04494	6.72648333333333	6.92660666666667	6.88213666666667
"ENSMUSG00000022434"	10.53694	10.64089	10.63292	10.76614	10.77324	10.83031	10.54931	10.6103	10.56456	10.85274	11.09965	10.73192	10.79524	10.47036	11.22382	10.97703	10.62552	10.4526
"ENSMUSG00000022435"	8.21952	6.28707	6.14947	6.57523	6.83277	6.61799	6.76777	6.72046	6.09379	5.77128	6.10298	5.80193	5.84661	6.3349	5.77362	6.06647	6.27066	6.42549
"ENSMUSG00000022436"	8.11946	8.456665	8.45637	6.224285	6.342345	6.25089	8.593165	8.2242	9.13954	9.046415	7.98329	8.97562	8.995625	6.87	7.842205	9.025545	6.48787	7.01239
"ENSMUSG00000022437"	12.50512	12.27149	12.365645	13.12307	13.12019	13.16475	12.12388	11.96797	11.782115	11.783785	12.28893	12.175165	12.037075	13.204745	12.22432	11.97379	13.250905	13.14119
"ENSMUSG00000022438"	7.17609	6.90096	6.821225	7.2106	7.03003	7.36886	6.939475	7.035475	6.84381	7.14215	7.372475	6.894545	7.07166	7.212395	7.412195	7.16251	6.79519	7.21514
"ENSMUSG00000022439"	6.627695	6.939785	7.328465	5.87885	5.466085	5.688255	7.09788	6.66141	8.076695	8.34722	5.673285	8.287975	8.29692	5.659375	5.51317	8.12407	5.618235	5.747865
"ENSMUSG00000022440"	9.1975	8.7359	8.17666	8.15254	8.12759	7.94746	9.02101	9.26728	9.06605	7.86553	7.92398	7.92518	7.97501	7.8005	8.12396	7.83105	7.13472	7.67541
"ENSMUSG00000022441"	3.64412	3.3624	3.51074	3.91499	3.79401	3.81507	3.39816	3.3574	3.57883	3.42014	3.5071	3.69225	3.30074	3.88639	3.6422	3.46846	3.89821	3.99736
"ENSMUSG00000022442"	7.75842333333333	7.4561	7.70604333333333	7.89968666666667	7.67049666666667	7.90864	7.71614333333333	7.79268	7.91087666666667	8.15591	8.84815	8.20709333333333	8.16882	7.85811666666667	8.77137666666667	8.38009666666667	8.13497666666667	8.06548
"ENSMUSG00000022443"	10.22771	10.27945	10.2719333333333	9.61143333333333	9.64629333333333	9.65211666666667	10.2238633333333	10.3523566666667	10.4308366666667	10.3968666666667	9.85068	10.41773	10.2501333333333	9.67261	9.9517	10.35756	9.46747666666667	9.67084333333333
"ENSMUSG00000022445"	3.70145	3.91478	3.87197	3.7101	3.86961	4.36448	3.85982	3.7639	3.90182	4.18229	3.7476	3.69442	3.58701	4.02996	4.14549	3.93126	3.95854	3.88477
"ENSMUSG00000022449"	5.41556	5.7077	6.63058	3.57171	3.75511	3.94421	8.26776	6.6949	7.37227	7.08301	5.92909	6.84034	6.64295	4.8731	5.93676	6.99676	3.7348	4.15728
"ENSMUSG00000022450"	11.90795	11.79297	11.78618	12.57574	12.67321	12.651	11.40286	11.53387	11.41559	11.23255	11.5599	11.4356	11.47564	12.61763	11.46559	11.17326	12.69263	12.63437
"ENSMUSG00000022451"	9.92224	9.73744	9.89963	10.3348466666667	10.3092866666667	10.3598366666667	9.55601666666667	9.83682666666667	9.60547666666667	9.87801	10.3080166666667	9.89738	9.96502333333333	9.66812333333333	10.2853633333333	9.90786666666667	9.89532	9.87150333333333
"ENSMUSG00000022452"	12.45132	12.32281	12.24472	12.75076	12.89279	12.85988	12.0042	12.01478	11.87721	12.00618	12.20509	11.98826	12.0363	12.44017	12.22528	11.83275	12.48192	12.39039
"ENSMUSG00000022453"	9.61001	9.51486	9.21282	9.24255	9.12248	8.72728	9.55571	9.63503	9.52713	9.16148	9.06645	9.22095	9.5806	9.0821	9.09771	9.27039	9.02654	9.00877
"ENSMUSG00000022454"	5.197465	4.97662	4.92985	5.6993	5.778215	5.622835	5.08925	4.9584	5.136875	6.261525	7.034	6.340605	6.292615	5.33285	7.01898	6.50291	5.5131	5.462845
"ENSMUSG00000022455"	4.5987	4.64354	4.78616	5.06126	5.43112	5.15788	4.82326	4.51613	4.49561	4.65571	4.50506	4.15446	4.62443	4.7643	4.66962	4.6088	4.70481	4.96003
"ENSMUSG00000022456"	6.76783	6.271655	6.18257	6.17704	6.11657	5.89808	6.49672	7.061345	6.877325	6.84052	7.2161	7.031405	6.782365	6.18542	6.96554	7.132835	6.09003	5.804165
"ENSMUSG00000022462"	9.77128	9.87517	9.92297	9.56887	9.617295	9.78015	10.099215	9.86661	10.189415	10.227435	10.038885	10.12731	10.214055	9.446865	9.97715	10.111925	9.66479	9.455345
"ENSMUSG00000022463"	9.835515	9.964215	10.116935	9.679	9.765515	9.81196	10.249575	10.24245	10.44863	10.50115	10.19592	10.54635	10.451735	9.632205	10.190325	10.556615	9.622295	9.645145
"ENSMUSG00000022464"	6.658395	7.2611	6.823065	5.28445	5.778815	5.2937	7.87376	6.33425	7.14662	7.240745	7.26971	7.72153	7.63781	6.535755	7.44213	7.15664	5.17795	6.952355
"ENSMUSG00000022466"	8.359	8.65332	8.39983	8.07829	7.99367	7.92079	8.41596	8.20649	8.33981	8.45305	8.41421	8.46189	8.58731	8.73914	8.49963	8.50541	8.73521	8.69375
"ENSMUSG00000022468"	5.61702	5.676095	5.77197	5.86393	6.048165	6.02633	5.56894	5.49275	5.8218	6.49127	4.74377	5.46726	5.388755	5.37754	4.648585	5.46512	5.488175	5.554205
"ENSMUSG00000022469"	7.838875	8.1086975	7.9690025	8.43076	8.120505	8.405035	7.481305	8.0672925	7.0766125	7.1169475	7.490055	7.3967225	7.08394	8.242255	7.5877125	7.0928875	8.123945	8.1462675
"ENSMUSG00000022471"	10.54159	10.37075	10.51179	12.24482	12.05578	12.08646	10.04735	9.72781	9.6143	9.334	9.55788	9.92379	9.68385	11.80974	9.68984	9.28589	11.74259	11.54982
"ENSMUSG00000022472"	9.836205	9.925585	9.48013	8.600855	8.461735	8.66909	9.248265	9.543345	9.30623	8.9946	8.938065	9.12964	9.734405	7.98384	9.064515	8.937385	7.740695	8.326985
"ENSMUSG00000022474"	11.33454	11.00828	11.05924	11.31913	11.353045	11.37811	10.287445	10.85503	9.91826	9.93554	10.56032	10.49416	10.31681	10.005505	10.83591	10.06848	10.183835	10.175895
"ENSMUSG00000022475"	9.06073	8.880815	8.866625	8.601095	8.711665	8.580795	8.943405	9.090465	9.1517	8.918535	8.64796	8.9821	9.00234	8.78911	8.65857	8.897525	8.62678	8.62159
"ENSMUSG00000022476"	8.2858	8.16517	8.16466	7.619545	7.73953	7.782325	8.42518	8.263405	8.06069	7.910425	8.23563	8.00913	7.779235	8.12036	8.090565	7.99379	7.992165	7.986235
"ENSMUSG00000022477"	13.67926	13.578865	13.623465	14.060075	14.06632	14.04825	12.879905	13.00851	12.67285	12.30731	12.770755	12.76347	12.76718	14.134435	12.94579	12.491075	14.09858	14.05922
"ENSMUSG00000022479"	7.90185	7.880755	7.491255	6.730805	6.612425	6.43845	9.18261	8.38381	7.896085	6.201275	5.837235	6.155215	6.129505	6.603875	6.21782	6.10249	6.52446	6.240535
"ENSMUSG00000022483"	4.64694	4.79073	4.6114	5.0339	4.74724	5.00396	4.68987	4.63305	4.47836	4.47906	4.65675	4.37702	4.16638	4.81137	4.58032	4.84666	4.89318	4.79465
"ENSMUSG00000022484"	10.17595	9.89794	10.10918	3.61016	3.99028	4.69681	9.55364	10.10253	9.87086	5.34122	4.17479	6.24669	3.97795	3.78251	4.01282	5.66865	4.15611	4.04765
"ENSMUSG00000022485"	7.90771333333333	7.72098	7.92933666666667	8.93734	8.90652666666667	9.33086333333333	7.28695666666667	7.87089	7.62678	8.13537333333333	8.75628	7.94615666666667	7.71548333333333	8.85234666666667	8.82729666666667	8.12670666666667	9.17359	8.84185333333333
"ENSMUSG00000022487"	4.52979	4.62708	4.57313	4.2214	4.86433	5.00522	4.55939	4.65924	4.5592	4.60247	4.70929	4.60243	4.35582	4.54582	5.03516	4.76041	4.69577	4.43618
"ENSMUSG00000022488"	9.193145	9.253925	9.312185	6.917415	7.308845	7.045275	9.431185	9.111495	10.2068	10.306285	7.927955	10.255285	10.328515	7.60764	8.08454	10.120395	7.074455	7.366665
"ENSMUSG00000022489"	9.40548	9.6809	9.2417	8.34461	8.29454	8.03123	8.89884	8.84188	9.61389	10.13854	10.55565	10.28437	10.49591	8.75042	10.45969	10.48444	8.5437	8.60206
"ENSMUSG00000022490"	12.00803	11.79276	11.98441	10.84209	11.31508	10.9308	11.22254	11.63254	10.39047	10.24918	11.25369	11.56254	11.16876	10.74267	11.66111	10.8429	10.59639	10.92587
"ENSMUSG00000022491"	12.65083	12.84749	13.25047	6.33822	8.17952	8.32104	13.24723	12.80444	13.61551	13.50298	6.48676	13.59399	13.47968	9.03077	5.83688	13.36381	5.91774	5.91896
"ENSMUSG00000022494"	4.13348333333333	5.05644333333333	4.43823666666667	4.23947	4.14580666666667	4.27703666666667	3.98686	4.16556	5.07146333333333	4.04434	4.03474333333333	4.02267333333333	3.86122	4.53232333333333	3.96086	4.02338	4.67579333333333	4.84322333333333
"ENSMUSG00000022496"	6.41624	6.16885	6.59215	5.89085	6.08676	6.09259	6.15127	5.9503	6.80394	7.66864	6.37441	8.22345	8.00582	6.39132	6.64984	7.71896	6.30998	5.80036
"ENSMUSG00000022498"	7.86009	7.718555	7.97837	7.850185	7.9069	7.71199	7.629925	7.511395	7.707935	7.855445	7.60898	7.78061	7.79643	7.620855	7.63267	7.631895	7.636405	7.51476
"ENSMUSG00000022500"	9.91208333333333	9.81965	9.73243	9.25103666666667	9.10305333333333	9.27898333333333	9.83456333333333	10.08008	9.89171666666667	9.76796	9.83392666666667	9.48299333333333	9.67048	8.98582333333333	9.87730666666667	9.62437333333333	8.83946666666667	8.97413
"ENSMUSG00000022501"	4.87416	4.74638	4.7924	5.33061333333333	5.29317333333333	5.39949333333333	4.97743	4.76356	4.83363666666667	5.34319333333333	4.90459333333333	4.92865666666667	5.06776	4.87601666666667	4.84703666666667	4.99005333333333	4.93634666666667	4.94865666666667
"ENSMUSG00000022503"	8.21945	8.190185	8.25038	8.353885	8.246015	8.399275	8.29998	8.1314825	8.46085	8.52262	8.1727075	8.5330675	8.3848675	8.03079	8.124815	8.41774	8.0498525	7.97896
"ENSMUSG00000022504"	7.168725	7.43672	7.575315	5.396315	5.732975	5.974585	7.592215	7.085985	8.42283	8.56507	6.334145	8.581185	8.623525	5.83095	6.20603	8.3015	5.5849	5.342275
"ENSMUSG00000022505"	7.98354333333333	7.66099333333333	7.69007666666667	6.85245	6.99978333333333	6.70611	8.06368666666667	8.09672	7.88185333333333	8.46	9.42882666666667	8.31707666666667	8.14811666666667	7.10961666666667	9.07843	8.48767666666667	6.99249333333333	7.10769666666667
"ENSMUSG00000022507"	9.498345	9.79584	9.964065	9.93207	9.89745	10.012995	9.258545	9.49702	9.421935	9.71019	9.71022	9.83751	9.62555	9.60403	9.72789	9.616385	9.66391	9.82964
"ENSMUSG00000022508"	10.83809	10.30655	10.275855	11.104885	11.238	10.750045	10.649035	10.241995	10.542415	10.525585	10.64627	10.101135	10.09477	12.0055	10.130565	10.09505	11.619955	11.35454
"ENSMUSG00000022510"	6.0296875	5.89494	5.995825	4.9288575	5.004705	5.1493175	6.6765825	6.3930525	6.3003225	4.84278	5.0752775	5.2071975	4.7076475	5.239915	4.89073	4.95903	4.8910375	5.2564775
"ENSMUSG00000022512"	6.565965	6.30635	6.23889	7.02897	6.900855	6.653865	6.987075	6.42457	6.542705	6.32135	6.71466	6.979985	6.32844	6.35252	6.798625	6.18587	6.048695	5.928785
"ENSMUSG00000022514"	4.887288	4.603608	4.869888	4.709036	4.790202	4.611236	5.11187	4.948202	4.898458	4.873424	5.318978	5.091234	5.107676	4.951344	5.401016	4.853298	4.943224	4.878504
"ENSMUSG00000022515"	9.23593	9.21079	9.16751	9.18841	9.21354	9.34936	9.17118	9.16886	9.32424	8.99663	8.94927	9.07364	9.15881	9.14127	8.87919	9.16108	9.25926	8.95107
"ENSMUSG00000022516"	10.62036	10.708025	10.61654	10.452995	10.422835	10.21411	10.714285	10.666185	10.681595	10.664505	10.61556	10.473465	10.61584	11.02184	10.58706	10.502505	10.976715	10.898675
"ENSMUSG00000022517"	9.4051	9.32577666666667	9.27408333333333	9.87650666666667	9.75803	9.78374	9.04199	9.10334666666667	9.16682666666667	9.18939333333333	9.38781333333333	9.18535333333333	9.25588	9.98312	9.35465333333333	9.14259333333333	9.98842666666667	9.81800666666667
"ENSMUSG00000022518"	6.01525	5.82689	5.86834	6.22995	6.197445	6.219095	5.70749	5.862035	5.78599	5.91571	6.37549	5.86373	5.720805	6.15361	6.108715	6.04309	5.767195	5.80546
"ENSMUSG00000022519"	9.28926	10.03928	9.53522	11.71974	11.6335	11.8419	11.08763	8.00713	8.95912	8.73722	9.61798	8.97844	8.72719	11.54512	9.73808	9.10879	10.08338	12.00998
"ENSMUSG00000022521"	11.04437	11.0676733333333	11.1636566666667	10.8988233333333	10.89638	10.9932833333333	11.12699	11.2281633333333	11.1816166666667	11.2358233333333	11.19595	11.30433	11.23008	10.85275	11.0750133333333	11.25838	10.9744833333333	11.0166766666667
"ENSMUSG00000022523"	4.28471	4.10026	3.93672333333333	4.21410333333333	4.28735	4.08486	4.22849666666667	4.01911	4.17941333333333	4.97986333333333	6.23876	5.24335	5.04215	3.83726333333333	6.38815	5.23225	4.14884333333333	4.16607
"ENSMUSG00000022525"	4.03335	4.58312	4.260925	4.62623	4.69607	4.40736	5.91276	4.22796	4.54661	5.434245	6.662205	5.64436	5.73062	5.875495	7.046225	5.915715	4.657215	6.644355
"ENSMUSG00000022526"	10.72024	11.02039	11.02608	10.46332	10.41557	10.55537	11.25778	11.05971	11.30833	11.47077	11.64164	11.55664	11.54521	11.00908	11.49613	11.67475	10.99127	11.09542
"ENSMUSG00000022528"	7.58831	7.60926	7.54216	7.62228	7.9098	7.4469	8.08953	7.92973	7.3633	6.84573	7.31505	7.25992	6.92739	7.73118	7.3465	6.98323	7.95351	8.08264
"ENSMUSG00000022529"	10.221555	10.479665	10.50739	10.10084	9.98251	10.095215	10.60254	10.50232	10.72593	10.75995	10.38219	10.732165	10.57683	10.240005	10.357765	10.702385	10.276735	10.269825
"ENSMUSG00000022533"	9.56244333333333	9.57597666666667	9.61895333333333	9.75549666666667	9.73433	9.98639	9.00379333333333	9.53654666666667	9.64027666666667	9.09871333333333	9.09568333333333	9.22580333333333	9.09180333333333	9.13216666666667	9.25968	9.12271333333333	9.38836666666667	9.36059
"ENSMUSG00000022534"	5.96062	5.37938	6.02093	4.9463	5.09114	4.80858	5.8919	5.6715	7.07003	6.71164	5.07816	6.81807	6.41768	5.04504	5.23278	6.67465	5.13819	4.67436
"ENSMUSG00000022536"	11.97573	11.88291	11.99815	12.07679	12.06396	12.10195	11.94724	11.97376	11.93537	11.89441	11.74801	11.97852	11.95075	11.73498	11.82967	11.89008	11.79715	11.7687
"ENSMUSG00000022537"	5.98761333333333	6.09968333333333	5.9278	6.55565	6.53863	6.66090666666667	6.04817666666667	6.31585333333333	5.77166333333333	5.59669	5.85065666666667	5.52941	5.48123333333333	6.11894	5.64334	5.69108333333333	6.11872	6.16674333333333
