"gWAT_M02(r1)"	"gWAT_M02(r2)"	"BAT_M02(r1)"	"BAT_M02(r2)"
"ENSMUSG00000051401"	4.5975	4.87773	4.63435	5.3237
"ENSMUSG00000051403"	7.26693	7.53556	7.70785	7.75653
"ENSMUSG00000051412"	8.33992	7.669405	7.58713	7.828605
"ENSMUSG00000051413"	5.53671666666667	5.12176	5.12883	4.70340666666667
"ENSMUSG00000051427"	8.66728	8.28039	9.4443	9.19711
"ENSMUSG00000051431"	3.41911	3.41709	3.27025	3.33821
"ENSMUSG00000051435"	4.82068	4.62987	4.34859	3.97482
"ENSMUSG00000051437"	3.02917	3.33349	3.10879	3.15953
"ENSMUSG00000051439"	11.39464	9.66236	8.56542	8.39608
"ENSMUSG00000051444"	5.21428	5.64901	5.32262	5.04035
"ENSMUSG00000051451"	7.8278675	7.8624	8.1324125	8.0312525
"ENSMUSG00000051455"	2.36041	2.39948	2.64037	2.95116
"ENSMUSG00000051456"	3.91351	3.88373	4.55312	3.8554
"ENSMUSG00000051457"	5.72833	4.74339	4.925915	4.56346
"ENSMUSG00000051469"	7.24508	7.18756333333333	7.73690166666667	7.77688666666667
"ENSMUSG00000051483"	10.49292	10.81513	10.86129	11.06545
"ENSMUSG00000051486"	2.56138	2.64636	2.6071	2.762535
"ENSMUSG00000051490"	2.39739	2.16452	2.18274	2.23743
"ENSMUSG00000051495"	9.65941	8.898765	8.253665	8.69623
"ENSMUSG00000051497"	3.96697	2.97434	2.45821	2.72609
"ENSMUSG00000051498"	6.70225	5.07131	4.56353	4.78658
"ENSMUSG00000051499"	2.90871	3.03298	2.791	2.88475
"ENSMUSG00000051502"	6.43575	7.34599	6.91748	7.18469
"ENSMUSG00000051504"	5.55128	5.11878	4.67407	4.80617
"ENSMUSG00000051506"	8.54986	6.97629	6.04386	5.7388
"ENSMUSG00000051510"	8.78286	9.20814	8.48964	8.628945
"ENSMUSG00000051515"	5.25316	5.03266	7.84406	6.65387
"ENSMUSG00000051517"	4.76411	3.38844	2.79008	2.92674
"ENSMUSG00000051518"	9.75818	10.29817	9.34981	9.5624
"ENSMUSG00000051527"	3.01003	3.22473	2.70601	2.92397
"ENSMUSG00000051537"	3.980565	4.07152	4.223955	4.373975
"ENSMUSG00000051548"	9.13573	8.96113	9.12151	9.28259
"ENSMUSG00000051550"	7.5697	7.7356	7.98396	7.20637
"ENSMUSG00000051579"	10.36616	10.31257	9.09363	9.17222
"ENSMUSG00000051586"	11.24498	11.63712	11.23673	11.31889
"ENSMUSG00000051592"	2.20844	2.12369	2.16772	2.28663
"ENSMUSG00000051596"	9.62538	7.77889	12.10581	12.20999
"ENSMUSG00000051599"	2.62745	2.6748	2.50901	2.87397
"ENSMUSG00000051606"	3.09502	3.67113	2.75659	2.84119
"ENSMUSG00000051611"	2.95145	2.57571	2.57571	2.6577
"ENSMUSG00000051615"	6.16323	6.314005	6.26126	6.313825
"ENSMUSG00000051618"	2.06436	2.25804	2.05818	2.18816
"ENSMUSG00000051627"	6.00991	6.62023	4.63595	4.17095
"ENSMUSG00000051639"	10.06069	9.96127	9.414945	9.637365
"ENSMUSG00000051650"	7.06859	6.11636	6.554975	6.640815
"ENSMUSG00000051652"	7.91614	8.583325	4.67796	4.7659
"ENSMUSG00000051663"	2.22839	2.31563	2.06235	2.13694
"ENSMUSG00000051669"	4.4923	3.96313	5.69849	5.86877
"ENSMUSG00000051671"	8.7567	9.1409	8.81496	9.1264
"ENSMUSG00000051674"	8.7377	8.99873	8.76158	8.76257
"ENSMUSG00000051675"	9.45975	9.8075	9.64558	9.74712
"ENSMUSG00000051682"	4.20639	3.36238	4.29143	3.84312
"ENSMUSG00000051695"	11.49776	11.4385	11.97132	11.60844
"ENSMUSG00000051703"	3.5558	3.85587	3.45461	3.22211
"ENSMUSG00000051705"	4.93910666666667	5.18455	4.72458666666667	4.72425333333333
"ENSMUSG00000051716"	3.17523	3.17795	4.20572	3.95192
"ENSMUSG00000051721"	5.108425	5.163695	4.979005	5.1436
"ENSMUSG00000051723"	13.38437	13.35044	13.27463	13.22045
"ENSMUSG00000051726"	3.464595	3.38037	3.17981	3.315625
"ENSMUSG00000051727"	4.03228	4.2632075	4.706835	4.477675
"ENSMUSG00000051728"	3.20767	3.39141	3.33349	3.11794
"ENSMUSG00000051730"	9.01292	9.15238	9.39156	9.67619
"ENSMUSG00000051732"	2.79167	2.79898	2.95245	2.65575
"ENSMUSG00000051735"	8.4029	7.78005	7.90544	7.86742
"ENSMUSG00000051736"	8.65119	9.07374	8.26557	8.61687
"ENSMUSG00000051747"	2.99572166666667	3.02959833333333	3.371475	3.10305333333333
"ENSMUSG00000051748"	10.91255	11.52181	7.18481	8.57816
"ENSMUSG00000051758"	2.67708	2.58494	2.86211	2.964005
"ENSMUSG00000051768"	7.57913	7.8741	8.57737	7.87794
"ENSMUSG00000051769"	4.32272	4.17642	4.05614	4.19777
"ENSMUSG00000051786"	6.53137	6.80251	6.88426	6.75331
"ENSMUSG00000051788"	5.35339	5.42246	5.01037	5.149
"ENSMUSG00000051790"	5.42376333333333	5.38397	5.24931333333333	5.24613
"ENSMUSG00000051802"	2.26984	2.29139	2.2035	2.31285
"ENSMUSG00000051804"	2.72136	2.700745	2.92571	3.02011
"ENSMUSG00000051811"	7.00806	6.80966	8.48471	7.87717
"ENSMUSG00000051817"	4.682215	4.582545	4.78122	4.857175
"ENSMUSG00000051827"	3.10938	3.38851	2.90952	3.23863
"ENSMUSG00000051832"	5.67184	4.19553	3.721	3.4551
"ENSMUSG00000051839"	2.508545	2.57757	2.547815	2.80849
"ENSMUSG00000051851"	9.38566	9.77386	7.32629	7.69726
"ENSMUSG00000051853"	9.29961	9.0833525	8.68936	8.94776
"ENSMUSG00000051855"	11.79615	11.34654	9.07078	8.64826
"ENSMUSG00000051860"	2.42808	2.69789	2.91708	2.51668
"ENSMUSG00000051864"	9.29558	9.087385	9.73254	9.378645
"ENSMUSG00000051879"	3.07358	3.47855	3.21188	2.88965
"ENSMUSG00000051890"	7.80637	8.05328	7.27374	7.22967
"ENSMUSG00000051896"	3.53238	3.91178	3.70096	3.82722
"ENSMUSG00000051900"	2.50633	2.61079	2.52052	2.61777
"ENSMUSG00000051906"	10.74324	10.6335	6.94097	9.35235
"ENSMUSG00000051910"	7.76303	8.57324333333333	8.53746333333333	8.69978
"ENSMUSG00000051920"	2.05343	2.19605	2.14304	2.03493
"ENSMUSG00000051934"	10.0799	10.26125	9.97281	10.14387
"ENSMUSG00000051936"	2.36041	2.6748	2.55908	2.68833
"ENSMUSG00000051940"	3.26350666666667	3.38302666666667	4.37996333333333	4.14033333333333
"ENSMUSG00000051950"	10.21954	10.53901	9.25267	9.71225
"ENSMUSG00000051956"	2.66794	2.64591	2.4069	2.83018
"ENSMUSG00000051977"	5.49639	5.89195	5.32115	5.20484
"ENSMUSG00000051980"	3.465625	3.42912	3.445475	3.652565
"ENSMUSG00000051989"	9.53326	9.85922	10.29836	10.28049
"ENSMUSG00000051998"	3.83479	4.22824	4.06421	3.99474
"ENSMUSG00000052013"	4.65761	3.83697	5.0439	5.61249
"ENSMUSG00000052025"	2.88081	2.77124	2.63684	3.27202
"ENSMUSG00000052026"	4.84687	4.36565	4.56353	4.64379
"ENSMUSG00000052031"	10.11538	9.97636	9.78413	9.88378
"ENSMUSG00000052033"	8.28236	8.23037	8.52029	8.72627
"ENSMUSG00000052040"	8.89227	9.16567	9.07229	9.278565
"ENSMUSG00000052056"	10.22562	10.01707	9.92642	10.10875
"ENSMUSG00000052062"	5.35384666666667	5.9864	5.66367	5.32935333333333
"ENSMUSG00000052075"	2.80409	2.87786	2.66146	3.02868
"ENSMUSG00000052085"	7.18678	6.35378	6.80614	6.774955
"ENSMUSG00000052087"	4.77027	3.82923	3.29473	3.3849
"ENSMUSG00000052099"	4.91082	4.67145	4.62294	4.6248
"ENSMUSG00000052102"	9.02331	8.380475	8.015975	7.911585
"ENSMUSG00000052105"	3.45892	3.5036	4.25562	4.143045
"ENSMUSG00000052117"	2.18671	2.31178	2.29397	2.20201
"ENSMUSG00000052131"	4.60075	3.74808	4.44302	4.10197
"ENSMUSG00000052133"	3.24022	3.334045	3.149415	3.242765
"ENSMUSG00000052137"	6.40739	6.31297	7.59692	7.04856
"ENSMUSG00000052139"	7.36872333333333	7.65458666666667	7.15703333333333	7.74681
"ENSMUSG00000052142"	4.9697	4.07756	3.84278	3.920085
"ENSMUSG00000052144"	10.378015	10.26014	10.953835	11.03622
"ENSMUSG00000052146"	11.024098	10.831676	10.938326	10.90772
"ENSMUSG00000052151"	8.94522	9.57659	7.72211	7.6572
"ENSMUSG00000052154"	4.42172	5.59134	7.32529	6.99861
"ENSMUSG00000052155"	8.841235	9.046795	9.458335	9.404365
"ENSMUSG00000052160"	10.73334	9.03103	7.96221	7.31022
"ENSMUSG00000052180"	2.52716	2.74689	2.85277	2.66896
"ENSMUSG00000052187"	2.31535333333333	2.42487333333333	2.45171333333333	2.29880333333333
"ENSMUSG00000052188"	4.73912	4.56736	4.62606	4.76341
"ENSMUSG00000052192"	12.68043	12.6701766666667	12.6236166666667	12.5511966666667
"ENSMUSG00000052212"	2.56084	2.61148	2.40117	2.33782
"ENSMUSG00000052214"	8.18346666666667	8.60484	8.13015	8.22130666666667
"ENSMUSG00000052217"	3.19713666666667	3.11162666666667	3.20096	3.20313
"ENSMUSG00000052221"	4.34002	4.22958	3.40082	3.18412
"ENSMUSG00000052229"	2.95783	3.11105	2.92116	2.92116
"ENSMUSG00000052234"	3.2385	3.63158	3.21159	2.93131
"ENSMUSG00000052241"	5.66582	5.79841	6.94006	7.2101
"ENSMUSG00000052253"	7.75524	7.79954333333333	7.45913333333333	7.72647333333333
"ENSMUSG00000052270"	5.84502	4.77591	4.0943	3.81901
"ENSMUSG00000052271"	2.636145	2.505545	2.385965	2.57543
"ENSMUSG00000052291"	5.58576	5.54728	6.33456	5.67955
"ENSMUSG00000052293"	10.26204	10.126575	10.03882	10.007105
"ENSMUSG00000052296"	7.53356	7.49879	7.59436	7.52179
"ENSMUSG00000052298"	9.66114	8.31747	9.18275	9.05846
"ENSMUSG00000052299"	7.359804	7.475908	7.13173	7.223864
"ENSMUSG00000052301"	8.41603	8.22717	7.88742	8.02821
"ENSMUSG00000052302"	3.26973	3.220765	3.527145	3.334675
"ENSMUSG00000052305"	12.11466	11.09483	12.99353	13.00697
"ENSMUSG00000052310"	11.31526	11.31833	10.44018	10.6226
"ENSMUSG00000052316"	3.156955	3.13291	3.99323	4.221355
"ENSMUSG00000052331"	6.78328	7.18493	6.759045	6.825885
"ENSMUSG00000052334"	2.8219	3.0726	3.93416	4.0325
"ENSMUSG00000052336"	4.59639	3.88228	3.67397	3.776965
"ENSMUSG00000052337"	8.831195	9.0100925	9.758955	9.8690175
"ENSMUSG00000052353"	3.58342	3.59025666666667	3.59545666666667	3.65546333333333
"ENSMUSG00000052363"	2.37422	2.65818	2.11318	2.37422
"ENSMUSG00000052364"	6.08261	6.08261	6.283	5.42142
"ENSMUSG00000052369"	10.233335	10.38467	9.828655	10.03355
"ENSMUSG00000052371"	6.38133	6.259735	6.368175	6.44514
"ENSMUSG00000052372"	2.16287	2.201	2.43323	2.45871
"ENSMUSG00000052373"	4.910245	5.10023	5.129685	4.9485
"ENSMUSG00000052374"	2.95693	2.73768	7.44978	5.09156
"ENSMUSG00000052376"	2.83748	2.61167	2.6679	2.65733
"ENSMUSG00000052384"	9.65824	7.8698	8.34644	7.21721
"ENSMUSG00000052387"	3.112875	3.02988	3.013055	2.837495
"ENSMUSG00000052392"	4.440285	4.798335	4.603365	4.982805
"ENSMUSG00000052396"	7.88991	8.42563	3.24801	4.15642
"ENSMUSG00000052397"	8.32132	6.53813	7.07896	6.28997
"ENSMUSG00000052406"	8.934835	9.087445	8.710535	8.561245
"ENSMUSG00000052407"	3.21966	3.02868	2.69783	3.38291
"ENSMUSG00000052414"	6.36113	6.92046	7.96346	7.33712
"ENSMUSG00000052415"	3.83697	3.38352	3.87505	3.36216
"ENSMUSG00000052419"	10.65726	10.15065	9.81459	9.99306
"ENSMUSG00000052423"	6.70281	6.49129	7.3595	6.91752
"ENSMUSG00000052428"	11.62443	11.69059	11.57871	11.68556
"ENSMUSG00000052429"	9.41861	9.38413	9.35617	9.56483
"ENSMUSG00000052430"	2.93137333333333	3.07486	2.85344666666667	3.09163
"ENSMUSG00000052446"	4.752085	4.718065	5.1046	5.329695
"ENSMUSG00000052456"	10.06525	10.15742	9.74004	10.21446
"ENSMUSG00000052459"	11.180405	10.37547	10.17908	10.40007
"ENSMUSG00000052468"	5.31484	4.83956	5.92189	5.55026
"ENSMUSG00000052469"	3.40617333333333	3.48827666666667	4.43399	4.52552333333333
"ENSMUSG00000052477"	6.53860333333333	5.03177333333333	5.51531	5.08766333333333
"ENSMUSG00000052479"	3.102565	3.003895	4.23044	3.75893
"ENSMUSG00000052485"	5.59705	4.63829	4.5166	5.0808
"ENSMUSG00000052488"	7.92103	8.150905	8.314405	7.792635
"ENSMUSG00000052496"	2.81567	2.92739	3.28455	3.3848
"ENSMUSG00000052504"	2.2698775	2.3523025	2.56694	2.575565
"ENSMUSG00000052512"	3.89650375	3.57692375	4.33991	4.24007125
"ENSMUSG00000052516"	2.00204	1.99303	2.29363	2.67508
"ENSMUSG00000052520"	2.317815	2.422085	2.574495	2.683345
"ENSMUSG00000052525"	3.16842	3.17071	3.82294333333333	3.70548
"ENSMUSG00000052533"	6.09927	6.413365	6.236615	6.00101
"ENSMUSG00000052534"	7.127538	7.787122	6.396234	6.677514
"ENSMUSG00000052539"	7.02284333333333	7.4213	7.33702333333333	7.22515666666667
"ENSMUSG00000052544"	3.74597666666667	3.16754	5.35836333333333	5.34315
"ENSMUSG00000052549"	2.58593	2.40871	2.47895	2.41478
"ENSMUSG00000052551"	2.62020666666667	2.62137	2.44619666666667	2.62213333333333
"ENSMUSG00000052557"	6.21633666666667	6.62623666666667	6.03511	6.17111666666667
"ENSMUSG00000052560"	9.44421	9.61830333333333	8.07779666666667	8.08147666666667
"ENSMUSG00000052562"	2.29327	2.15792	3.25667	3.21518
"ENSMUSG00000052563"	4.40800666666667	4.86686	4.47975	4.46506333333333
"ENSMUSG00000052566"	5.88582	5.72358	5.55998	5.95654
"ENSMUSG00000052572"	3.91213666666667	3.83905	3.76105666666667	3.69204
"ENSMUSG00000052581"	2.393255	2.73736	2.913125	3.27383
"ENSMUSG00000052593"	8.57377666666667	7.82181666666667	7.67217	8.02866666666667
"ENSMUSG00000052595"	2.64234	2.76148	2.68364	2.67544
"ENSMUSG00000052605"	8.65074	8.99128	9.09319	9.35668
"ENSMUSG00000052609"	6.33746	5.97386	6.23237	5.79975
"ENSMUSG00000052613"	2.35377	2.45574666666667	2.83371666666667	2.60169333333333
"ENSMUSG00000052616"	2.51513	2.14563	2.61334	2.52491
"ENSMUSG00000052629"	2.99849	3.12218	6.5297	6.67518
"ENSMUSG00000052631"	4.17255	4.72234	4.15426	4.36387
"ENSMUSG00000052632"	6.07041	6.928735	5.73011	6.336075
"ENSMUSG00000052642"	4.15022	3.86849	3.93127	3.92743
"ENSMUSG00000052656"	7.58995666666667	7.79235666666667	7.77916	7.80881
"ENSMUSG00000052658"	5.13089	5.27816	6.69543	7.53078
"ENSMUSG00000052675"	5.67103	6.26973	6.14696	6.38787
"ENSMUSG00000052676"	7.913	7.90533	8.46685	8.57275
"ENSMUSG00000052681"	11.2930233333333	10.64824	10.6160633333333	10.5284233333333
"ENSMUSG00000052684"	11.75466	11.604595	12.40795	12.05004
"ENSMUSG00000052688"	9.73601666666667	7.36850666666667	6.50374333333333	5.60287
"ENSMUSG00000052698"	8.30528666666667	8.87117666666667	7.11338	7.08400666666667
"ENSMUSG00000052707"	8.76007857142857	8.96612714285714	8.60707714285714	8.62644
"ENSMUSG00000052712"	8.891982	9.092622	8.913774	8.988034
"ENSMUSG00000052713"	5.83778	5.75718	6.123395	6.024715
"ENSMUSG00000052726"	3.57198	2.57685	2.96481	2.76977
"ENSMUSG00000052727"	4.8195725	5.049475	4.7231575	4.8386025
"ENSMUSG00000052736"	2.643095	2.42674	2.41828	2.899285
"ENSMUSG00000052738"	11.14676	11.23808	12.84185	12.64521
"ENSMUSG00000052748"	7.07743	7.32553	7.863015	7.504175
"ENSMUSG00000052749"	3.96951	4.33389	4.51901	4.2615
"ENSMUSG00000052751"	7.23572	7.5769925	7.1809875	7.414025
"ENSMUSG00000052752"	7.13925	7.35946	8.22616	7.36981
"ENSMUSG00000052759"	2.55309	2.51078	2.27855	2.72592
"ENSMUSG00000052760"	5.80143	4.05219	4.12022	3.95807
"ENSMUSG00000052763"	9.3815	9.53576	9.90367	9.45324
"ENSMUSG00000052776"	8.53482	7.12611	7.25989	7.17873
"ENSMUSG00000052783"	3.954705	3.976805	4.98372	4.726925
"ENSMUSG00000052794"	7.26429	7.66172	7.46719	7.42317
"ENSMUSG00000052798"	8.74434	8.86024	8.29059	7.95686
"ENSMUSG00000052819"	3.40764	3.30898	3.19289	3.41488
"ENSMUSG00000052821"	5.280795	3.77889	3.06006	2.795065
"ENSMUSG00000052825"	10.5308825	10.6177	10.1752875	10.3466
"ENSMUSG00000052833"	9.277295	9.506625	8.86845	8.91722
"ENSMUSG00000052837"	9.43386	8.84234	9.80742	9.1696
"ENSMUSG00000052848"	3.10648	3.36541	3.59414	3.3848
"ENSMUSG00000052852"	6.38287	8.13719	5.71239	5.92794
"ENSMUSG00000052854"	2.20510666666667	2.32544	3.05733666666667	2.99577
"ENSMUSG00000052861"	3.67619	3.33349	3.66657	3.72202
"ENSMUSG00000052889"	7.57487	6.46074666666667	5.46682333333333	5.43977333333333
"ENSMUSG00000052906"	9.52933	9.86453	8.52491	8.97374
"ENSMUSG00000052911"	9.63861	10.13425	10.53776	10.17106
"ENSMUSG00000052912"	9.88364	9.75464	9.76558	9.68109
"ENSMUSG00000052914"	8.185035	8.227345	8.20625	8.292375
"ENSMUSG00000052915"	8.9560375	9.20015	9.3993775	9.2870825
"ENSMUSG00000052917"	5.88095	5.94302333333333	5.55150666666667	5.70996
"ENSMUSG00000052920"	4.40581	3.67619	5.33093	5.12441
"ENSMUSG00000052921"	6.13080333333333	4.92963333333333	9.79149333333333	9.59222333333333
"ENSMUSG00000052926"	9.24214	9.13331	8.89269	8.79239
"ENSMUSG00000052928"	10.76463	11.23662	10.86202	10.86007
"ENSMUSG00000052934"	6.443095	7.09225	7.27786	6.920445
"ENSMUSG00000052942"	8.27858	8.98937	6.55156	7.44485
"ENSMUSG00000052949"	3.872596	3.158474	3.736494	3.39747
"ENSMUSG00000052951"	2.46049	2.44716	3.1818	2.79902
"ENSMUSG00000052955"	4.2419	4.26962	4.05975	4.25961
"ENSMUSG00000052957"	8.017025	7.100315	9.465305	9.05609
"ENSMUSG00000052962"	7.267185	7.8137	7.6792275	7.903605
"ENSMUSG00000052974"	7.13291	9.4744	7.38708	8.55508
"ENSMUSG00000052981"	3.02868	3.16929	7.72207	8.0369
"ENSMUSG00000052997"	10.055695	9.906525	10.40728	10.104755
"ENSMUSG00000053004"	5.07705	4.885625	3.90732	3.689345
"ENSMUSG00000053007"	3.7001475	3.650495	3.57353	3.19989
"ENSMUSG00000053012"	10.14431	10.14884	10.23828	10.07839
"ENSMUSG00000053024"	3.4426675	3.6599175	3.15904	3.0754025
"ENSMUSG00000053025"	2.579375	2.88219	2.62488	2.59619
"ENSMUSG00000053030"	5.34704	4.973	4.38513	4.09733
"ENSMUSG00000053038"	12.46256	12.31108	11.91524	11.87267
"ENSMUSG00000053040"	9.27038	8.774565	8.09484	7.95676
"ENSMUSG00000053044"	2.6889	2.86091	2.95652	2.77859
"ENSMUSG00000053046"	2.86976	3.01374	2.97474666666667	3.42417333333333
"ENSMUSG00000053054"	3.09085	3.18192	3.28854	2.82003
"ENSMUSG00000053062"	5.978536	4.964904	8.985992	8.37676
"ENSMUSG00000053070"	7.56292	8.24179	7.02383	7.34707
"ENSMUSG00000053080"	9.36313	10.02738	9.98644	10.17526
"ENSMUSG00000053091"	4.312215	4.68645	4.528695	4.54366
"ENSMUSG00000053093"	4.024235	4.12488	4.702745	3.64462
"ENSMUSG00000053094"	9.30501666666667	9.43001333333333	8.7636	9.06773666666667
"ENSMUSG00000053110"	8.71352	9.13103	9.054345	8.88388
"ENSMUSG00000053111"	3.6859175	4.1310525	3.14146	3.652445
"ENSMUSG00000053113"	10.52655	10.2153266666667	10.6945466666667	10.7548366666667
"ENSMUSG00000053117"	2.87271	2.70702	2.55962	2.47549
"ENSMUSG00000053119"	7.14094	7.01074333333333	7.26209333333333	7.17368333333333
"ENSMUSG00000053121"	4.21197	4.00517	4.50195	4.58254
"ENSMUSG00000053128"	10.42023	10.53594	9.83795	10.10992
"ENSMUSG00000053129"	2.94792	3.09925	3.17633	2.97485
"ENSMUSG00000053134"	6.358255	6.4655	6.65241	6.533345
"ENSMUSG00000053137"	5.879425	6.30663	6.020445	5.939245
"ENSMUSG00000053141"	2.57964666666667	2.68310666666667	2.49071333333333	3.04699333333333
"ENSMUSG00000053153"	3.095875	3.02987	3.12588	3.1445725
"ENSMUSG00000053158"	8.56792	6.602605	7.5125	7.30026
"ENSMUSG00000053161"	2.70326	2.76743	2.8142	2.69294
"ENSMUSG00000053166"	3.98176	3.86413	3.83697	4.02515
"ENSMUSG00000053168"	8.07489	8.11101	5.02632	5.58968
"ENSMUSG00000053173"	12.40204	12.3181566666667	12.0370733333333	12.0815866666667
"ENSMUSG00000053175"	7.31446	7.56061	8.33153	8.04666
"ENSMUSG00000053178"	7.10722	7.30458	7.56243	7.46294
"ENSMUSG00000053181"	4.15952	4.61279	4.97623	4.77381
"ENSMUSG00000053184"	4.4038	4.39634	4.38365	4.82147
"ENSMUSG00000053185"	2.33579	2.5628	2.29363	2.54937
"ENSMUSG00000053192"	5.744005	5.79678	6.151815	6.398825
"ENSMUSG00000053194"	2.756	2.89817	2.75989	2.62623
"ENSMUSG00000053198"	3.83025	4.14108	4.56985	4.04148
"ENSMUSG00000053199"	6.021245	7.015765	3.816685	4.309475
"ENSMUSG00000053205"	7.60294	7.57617	7.34465	7.64572
"ENSMUSG00000053208"	5.1143	4.54135	4.41289	4.65998
"ENSMUSG00000053211"	2.75017	2.6748	3.43989	3.27461
"ENSMUSG00000053214"	6.1883	5.85236	9.5867	9.59087
"ENSMUSG00000053219"	5.35777	4.52863	3.42231	3.80329
"ENSMUSG00000053226"	8.01459	8.49878	8.72615	8.95959
"ENSMUSG00000053253"	8.96905	8.31298	9.16047	8.67289
"ENSMUSG00000053268"	2.27696	2.2467	2.40207	2.3082
"ENSMUSG00000053279"	11.25035	11.64466	8.79705	9.3998
"ENSMUSG00000053286"	5.32354333333333	5.40757666666667	5.3506	5.31262333333333
"ENSMUSG00000053289"	7.538695	7.530805	7.04862	7.1669
"ENSMUSG00000053291"	9.07238	9.25488	8.52539	8.60195
"ENSMUSG00000053293"	8.80925	9.218225	9.50309	9.223415
"ENSMUSG00000053297"	3.45024666666667	3.39577333333333	4.67489333333333	4.28530666666667
"ENSMUSG00000053303"	2.614085	2.651685	2.598435	2.514
"ENSMUSG00000053310"	3.67619	3.70031	5.19788	4.63658
"ENSMUSG00000053317"	11.69787	11.66705	11.06382	11.4329
"ENSMUSG00000053318"	9.22385	6.16114	5.60493	3.37635
"ENSMUSG00000053329"	10.55292	10.71778	11.79013	11.72172
"ENSMUSG00000053332"	9.84063	9.845995	9.836655	9.6728375
"ENSMUSG00000053333"	4.37154666666667	4.41434	4.55789	4.66519666666667
"ENSMUSG00000053334"	8.76654	9.29641	8.51509	8.82976
"ENSMUSG00000053347"	5.375465	5.267	5.763455	6.10544
"ENSMUSG00000053353"	5.79297	5.78279	6.38739	5.80405
"ENSMUSG00000053358"	5.25211	5.4588	4.50705	4.90969
"ENSMUSG00000053367"	3.22176	4.12598	2.98848	3.59563
"ENSMUSG00000053368"	3.11078	3.074785	2.987365	3.047545
"ENSMUSG00000053375"	3.26029	2.93766	2.96635	2.79303
"ENSMUSG00000053390"	7.51178	8.13758	7.58103	7.60957
"ENSMUSG00000053395"	4.441445	4.29307	4.247375	4.23005
"ENSMUSG00000053398"	11.488974	11.832292	9.316644	9.61366
"ENSMUSG00000053399"	2.704905	3.110135	3.19354	3.32179
"ENSMUSG00000053411"	5.771765	6.23936	6.90424	6.30882
"ENSMUSG00000053414"	3.67619	3.98515	3.1793	3.14606
"ENSMUSG00000053420"	4.38057	4.41918	4.41848	4.37987
"ENSMUSG00000053436"	7.0380575	6.96079	6.32906	6.99007
"ENSMUSG00000053453"	10.21568	10.32325	10.67303	10.49306
"ENSMUSG00000053460"	6.50831	6.81335	5.79109	6.500235
"ENSMUSG00000053461"	3.20358	3.37783	3.17613	3.63583
"ENSMUSG00000053465"	3.47139	3.67619	3.42318	3.36162
"ENSMUSG00000053469"	3.24412	3.00316	3.17509	3.0184
"ENSMUSG00000053470"	9.21949	9.03654	10.10535	9.67795
"ENSMUSG00000053475"	5.66723	4.34156	3.21756	2.72369
"ENSMUSG00000053477"	8.30005625	7.92105	9.54885375	9.46923
"ENSMUSG00000053483"	7.55344	7.60258	8.52576	8.04704
"ENSMUSG00000053490"	3.166995	3.093665	3.04474	3.17495
"ENSMUSG00000053510"	10.10001	10.267585	9.95633	10.03199
"ENSMUSG00000053519"	3.26601	3.336595	3.276545	3.485685
"ENSMUSG00000053522"	5.48883	5.30985	4.28885	4.28462
"ENSMUSG00000053536"	10.24445	10.17888	10.2646	10.17603
"ENSMUSG00000053550"	4.48	4.70806	4.36875	4.21359
"ENSMUSG00000053552"	3.76284	3.62357	5.1595	4.1983
"ENSMUSG00000053553"	7.21427	6.83187	7.05228	7.18999
"ENSMUSG00000053559"	8.42541	7.19813	9.87063	9.43635
"ENSMUSG00000053560"	10.39866	10.5146	10.78964	10.66123
"ENSMUSG00000053565"	12.42328	12.25758	11.97718	12.08303
"ENSMUSG00000053574"	3.89692	4.0712	4.17667	4.17061
"ENSMUSG00000053580"	7.05194	7.91007	6.550905	6.2183
"ENSMUSG00000053581"	9.82281333333333	9.77346666666667	9.08617333333333	9.04928
"ENSMUSG00000053600"	7.20905	7.10539	7.38538	6.91763
"ENSMUSG00000053603"	3.19999	2.97399	2.76126	2.89589
"ENSMUSG00000053604"	10.12677	10.322	10.5514	10.86965
"ENSMUSG00000053617"	8.352135	8.9786	7.930505	8.135005
"ENSMUSG00000053624"	2.69839	2.69839	2.69839	3.02868
"ENSMUSG00000053626"	2.14624	2.34472	2.08901	2.06831
"ENSMUSG00000053641"	8.27501	8.35386	8.34405	8.31154
"ENSMUSG00000053644"	5.75931	6.07457333333333	5.56062333333333	5.94543666666667
"ENSMUSG00000053646"	4.281345	3.905515	4.6598	4.14623
"ENSMUSG00000053647"	5.03965	4.601195	6.071825	5.333615
"ENSMUSG00000053654"	5.041895	5.038515	4.947855	5.10321
"ENSMUSG00000053656"	6.40739	7.01027	7.3935	7.58783
"ENSMUSG00000053675"	3.40755	3.35695	2.96647	3.55317
"ENSMUSG00000053684"	8.75934	8.9952	7.87769	7.9388
"ENSMUSG00000053693"	4.90976	4.83723	4.75417	5.07443
"ENSMUSG00000053702"	2.95178666666667	2.69573333333333	4.29175333333333	4.30326333333333
"ENSMUSG00000053716"	6.27107333333333	6.08802	6.99576666666667	7.22380333333333
"ENSMUSG00000053719"	3.9692	3.817005	4.11432	3.817395
"ENSMUSG00000053729"	2.28191	2.04963	2.52195	2.1099
"ENSMUSG00000053730"	6.89291	6.96052	6.92899	6.66639
"ENSMUSG00000053740"	10.41125	10.20863	10.36756	10.27453
"ENSMUSG00000053746"	7.19756	7.14639	5.41386	5.94164
"ENSMUSG00000053747"	3.21927	3.14286	2.87271	3.21578
