"BAT_M01(r1)"	"BAT_M01(r2)"	"WAT_M01(r1)"	"WAT_M01(r2)"
"ENSMUSG00000026999"	7.07369	7.26808	7.73545	7.65176
"ENSMUSG00000027001"	8.187495	8.267465	7.61415	7.56864
"ENSMUSG00000027002"	11.52182	11.55592	11.81302	11.83155
"ENSMUSG00000027004"	4.148205	5.25479	3.89248	3.995635
"ENSMUSG00000027006"	7.84163333333333	7.70544333333333	11.4470333333333	11.5357266666667
"ENSMUSG00000027007"	9.99619	10.20372	8.92478	9.10154
"ENSMUSG00000027009"	4.727598	4.710386	4.656398	4.686222
"ENSMUSG00000027010"	8.43903	8.76069	6.51681	6.79362
"ENSMUSG00000027011"	7.13003	6.942265	7.197195	6.968255
"ENSMUSG00000027012"	9.2035	9.16309	9.49385	9.65594
"ENSMUSG00000027014"	6.01022	6.26062	6.28352	6.46649
"ENSMUSG00000027015"	4.2291	4.197865	4.0961	4.228115
"ENSMUSG00000027016"	5.56184	5.17677	5.39305	5.43819
"ENSMUSG00000027018"	7.60998	7.76561	8.35674	8.49094
"ENSMUSG00000027030"	6.38926666666667	6.34431666666667	7.22355666666667	7.51623333333333
"ENSMUSG00000027035"	6.03666	5.6234	8.91368	9.16329
"ENSMUSG00000027048"	4.37995	4.29166	4.30654	4.21525
"ENSMUSG00000027067"	8.57531333333333	8.43074333333333	9.29156666666667	9.10490666666667
"ENSMUSG00000027070"	4.39824	4.27446	7.312205	8.12985
"ENSMUSG00000027071"	5.4791	5.50991	5.40221	5.34897
"ENSMUSG00000027072"	4.18709	4.36454	4.29963	3.94571
"ENSMUSG00000027073"	4.43259	4.61379	4.51651	4.5383
"ENSMUSG00000027074"	8.74357	8.65012	8.2023	8.36904
"ENSMUSG00000027075"	8.62389	8.21457	7.51599	7.24795
"ENSMUSG00000027076"	10.45265	10.64984	9.0961	8.82854
"ENSMUSG00000027077"	9.34424	8.77327	4.61057	4.54319
"ENSMUSG00000027078"	5.11269	4.64315	4.95036	4.46666
"ENSMUSG00000027079"	7.78876	7.80334	7.76827	7.71401
"ENSMUSG00000027080"	7.12289	7.127025	7.51151	7.821645
"ENSMUSG00000027082"	6.6550375	6.4090675	7.63365	7.4477325
"ENSMUSG00000027086"	7.359375	7.8722	6.48092	6.23144
"ENSMUSG00000027087"	6.85330666666667	6.96611	7.0469	7.23749
"ENSMUSG00000027088"	6.66964333333333	6.55477666666667	6.43241666666667	6.53358
"ENSMUSG00000027091"	9.67463666666667	9.72305333333333	9.73913333333333	9.77466666666667
"ENSMUSG00000027099"	10.51066	10.72195	9.16529	9.18326
"ENSMUSG00000027102"	8.30858	8.58159	10.072285	10.57301
"ENSMUSG00000027104"	8.21453	8.388782	7.678478	7.812128
"ENSMUSG00000027107"	6.82492	6.94748	5.38256	5.28663
"ENSMUSG00000027108"	7.1101325	7.193195	7.161185	7.072365
"ENSMUSG00000027109"	7.7871	7.7515	8.58275	8.53857
"ENSMUSG00000027111"	7.43336333333333	7.33531666666667	7.88187666666667	7.56714666666667
"ENSMUSG00000027115"	3.746885	3.71312	3.887135	3.92886
"ENSMUSG00000027120"	3.87399	4.11726	3.75825	3.6259
"ENSMUSG00000027122"	5.65081	5.71416333333333	5.86558666666667	5.87929
"ENSMUSG00000027130"	6.52146	6.265025	6.594765	6.763505
"ENSMUSG00000027131"	8.75695	8.89343	8.5337	8.62421
"ENSMUSG00000027132"	6.38606666666667	6.28737666666667	7.11797333333333	7.15310666666667
"ENSMUSG00000027133"	11.2817	11.353205	11.432685	11.36774
"ENSMUSG00000027134"	5.98209	5.8829	5.89027	5.79895
"ENSMUSG00000027157"	3.79282	3.95943	3.71554	3.63923
"ENSMUSG00000027160"	4.136875	4.31288	5.00159	5.15567
"ENSMUSG00000027162"	7.7969975	7.71742	8.3581125	8.5198225
"ENSMUSG00000027163"	7.94215666666667	8.08994	8.07487333333333	8.10588333333333
"ENSMUSG00000027164"	5.3392	5.388195	5.245575	5.24694666666667
"ENSMUSG00000027165"	6.5111	6.62668	6.43004666666667	6.48388333333333
"ENSMUSG00000027166"	6.312465	6.05618	5.967485	5.970605
"ENSMUSG00000027167"	5.550815	5.51043	5.450625	5.31467
"ENSMUSG00000027168"	4.30579	4.35831	4.0769225	4.176195
"ENSMUSG00000027170"	6.482795	6.708055	6.961215	7.089005
"ENSMUSG00000027171"	4.477365	4.36513	4.6888	4.625125
"ENSMUSG00000027173"	4.2306	3.8242	8.71477	9.16757
"ENSMUSG00000027176"	6.048665	6.05354	6.77721	6.865455
"ENSMUSG00000027177"	9.633485	9.770625	8.55059	8.76446
"ENSMUSG00000027180"	6.988548	7.063404	6.842834	6.837894
"ENSMUSG00000027184"	9.62665	9.62482	9.76005833333333	9.60872166666667
"ENSMUSG00000027185"	7.09174	6.91904	6.91089	6.73617
"ENSMUSG00000027186"	4.60838	4.666815	8.482965	7.00231
"ENSMUSG00000027187"	12.102635	12.10052	11.1941	11.239455
"ENSMUSG00000027188"	6.49284	5.8881	5.39522	5.35442
"ENSMUSG00000027189"	7.87234666666667	8.0097	7.31466	7.20846666666667
"ENSMUSG00000027193"	9.12777333333333	9.09385666666667	8.83076333333333	8.67567
"ENSMUSG00000027194"	7.14764	7.11049	6.79334	6.78006
"ENSMUSG00000027195"	11.990295	11.977865	10.62739	10.48646
"ENSMUSG00000027196"	5.08067	5.35966	4.97127	4.58906
"ENSMUSG00000027198"	6.528475	6.66523	6.59671	6.48903
"ENSMUSG00000027199"	6.40004	6.34579	6.83174	6.8678
"ENSMUSG00000027200"	6.0477775	5.9581	5.5782	5.4579325
"ENSMUSG00000027201"	5.311285	5.113835	5.81626	5.96263
"ENSMUSG00000027202"	3.70868	3.76761	3.76844	3.53001
"ENSMUSG00000027203"	5.453215	5.671365	5.528035	5.43881
"ENSMUSG00000027204"	10.510115	9.98563	9.74557	9.532305
"ENSMUSG00000027206"	9.015605	9.09375	9.085885	9.145355
"ENSMUSG00000027207"	7.60105	7.29928	8.30562	8.5349
"ENSMUSG00000027208"	5.539615	5.55345	5.36124	5.47068
"ENSMUSG00000027209"	3.74367	3.841805	3.654975	3.73595
"ENSMUSG00000027210"	5.72960333333333	5.61084	5.38248	5.40194666666667
"ENSMUSG00000027215"	7.79801	7.660915	8.60788	8.50491
"ENSMUSG00000027217"	8.23936	8.42810333333333	5.68838	5.66141333333333
"ENSMUSG00000027219"	8.33429	8.1843	7.31597	7.07783
"ENSMUSG00000027220"	4.479625	4.417145	4.169375	4.366495
"ENSMUSG00000027221"	10.23837	9.88423	10.29964	9.86591
"ENSMUSG00000027222"	9.81292	9.70744	8.48675	8.47014
"ENSMUSG00000027223"	5.69725	5.50614	5.033455	5.08902
"ENSMUSG00000027224"	6.23706	6.35958	6.6284	6.17108
"ENSMUSG00000027225"	4.49704	4.69254	4.11916	4.30419
"ENSMUSG00000027227"	9.6727	9.70374	9.54042	9.69679
"ENSMUSG00000027229"	4.78076	4.80924	4.32844	4.62714
"ENSMUSG00000027230"	7.84572	7.44942	7.15156	6.94643
"ENSMUSG00000027233"	4.72562	4.89909	4.50144	4.22312
"ENSMUSG00000027236"	9.63665666666667	9.97116333333333	9.01666666666667	8.89695666666667
"ENSMUSG00000027238"	4.138175	4.09486	4.37477	4.350105
"ENSMUSG00000027239"	6.79379	6.99439	8.59802	8.78022
"ENSMUSG00000027242"	4.327025	4.27058	4.415765	4.185915
"ENSMUSG00000027243"	6.15668	6.19535	6.15036	6.33739
"ENSMUSG00000027244"	7.38615	7.4355	7.26	7.34271
"ENSMUSG00000027245"	10.52454	10.54239	10.7694485714286	10.6114614285714
"ENSMUSG00000027246"	4.71129	4.10331	5.89817	6.37893
"ENSMUSG00000027247"	7.73401	7.65317	7.802335	7.842515
"ENSMUSG00000027248"	8.15279	7.972765	9.099515	8.988725
"ENSMUSG00000027249"	4.45744	4.90748	4.58883	4.42592
"ENSMUSG00000027253"	4.34401	4.60098	5.37105	5.82194
"ENSMUSG00000027254"	5.715385	5.70134	5.48932	5.588575
"ENSMUSG00000027255"	8.719245	8.713505	8.5357625	8.396665
"ENSMUSG00000027257"	8.161075	8.51752	7.249105	7.21736
"ENSMUSG00000027259"	6.998965	7.184595	6.193545	6.23024
"ENSMUSG00000027261"	3.75322	3.78123	3.66149	3.66144
"ENSMUSG00000027263"	6.404275	6.3513625	6.0896975	6.1128975
"ENSMUSG00000027270"	5.7418	5.61745	5.66111	5.5459
"ENSMUSG00000027272"	7.825255	7.891685	7.80153	7.926475
"ENSMUSG00000027273"	6.35256	4.25671	4.62266	3.99013
"ENSMUSG00000027274"	8.692845	8.711595	7.392155	7.234975
"ENSMUSG00000027276"	6.46754333333333	6.25720333333333	6.69220333333333	6.89239333333333
"ENSMUSG00000027281"	5.53357	5.384725	5.762405	5.618835
"ENSMUSG00000027282"	7.42141571428571	7.70422142857143	6.56748142857143	6.56847857142857
"ENSMUSG00000027284"	5.44730333333333	5.45567333333333	5.52587	5.63297333333333
"ENSMUSG00000027285"	6.548475	6.58972	6.493775	6.5810975
"ENSMUSG00000027286"	6.740765	6.824965	6.412505	6.19845
"ENSMUSG00000027287"	7.79107	7.81026333333333	7.55782	7.44591
"ENSMUSG00000027288"	8.241895	8.43703	7.0785875	6.952085
"ENSMUSG00000027291"	7.682045	7.491125	7.30548	7.18953
"ENSMUSG00000027293"	7.85278	7.56064	7.8542	7.71693
"ENSMUSG00000027296"	6.39728	6.42722	4.52067	4.77999
"ENSMUSG00000027297"	5.31431	5.13391	5.36834	4.99862
"ENSMUSG00000027298"	4.7354	4.736385	4.90383	4.70497
"ENSMUSG00000027300"	5.71163	5.73574666666667	5.30049	5.31845
"ENSMUSG00000027301"	8.17312	8.04257	7.4359	7.50064
"ENSMUSG00000027303"	9.06485	8.93868	9.1606	9.17324
"ENSMUSG00000027304"	7.72068	7.94138	8.31001	8.30212
"ENSMUSG00000027305"	9.53246	9.90331	8.20249	8.08778
"ENSMUSG00000027306"	4.53367	4.484455	5.33695	4.54419
"ENSMUSG00000027309"	6.91425714285714	7.08088428571429	5.84549857142857	6.02578571428571
"ENSMUSG00000027312"	7.302665	7.277355	6.978805	7.08418
"ENSMUSG00000027313"	8.81762	9.20911	6.85352	7.00687
"ENSMUSG00000027314"	6.284125	6.19879	5.93711	5.85904
"ENSMUSG00000027315"	5.46595	5.13354	8.32557	8.60468
"ENSMUSG00000027316"	5.87448	5.8589	6.01486	5.64956
"ENSMUSG00000027317"	4.69618	4.6312	4.6296	4.69778
"ENSMUSG00000027318"	6.52656	6.34958	6.16438	5.75521
"ENSMUSG00000027322"	5.13628666666667	5.01339666666667	4.81132333333333	4.63647
"ENSMUSG00000027323"	4.14059	3.9635	5.11816	4.66462
"ENSMUSG00000027324"	3.96428666666667	4.1996	3.88432666666667	3.97084666666667
"ENSMUSG00000027326"	4.17301	3.937085	4.76927	4.372285
"ENSMUSG00000027327"	8.44831333333333	8.36251	6.69868666666667	6.61727666666667
"ENSMUSG00000027329"	5.477165	5.418175	5.27664	5.680695
"ENSMUSG00000027330"	4.89417	5.09197	4.92026	4.74399
"ENSMUSG00000027331"	4.9155	4.89464333333333	5.33575666666667	4.84890666666667
"ENSMUSG00000027332"	11.24109	11.18942	9.83679	9.521415
"ENSMUSG00000027333"	7.4568	8.10479	7.9815	8.02483
"ENSMUSG00000027338"	4.41231	4.12283	5.54734	5.50607
"ENSMUSG00000027339"	4.94462333333333	4.64689333333333	4.63916666666667	4.80485666666667
"ENSMUSG00000027340"	6.787255	6.350415	6.255945	6.24927
"ENSMUSG00000027341"	9.92753	10.09624	10.05465	10.09659
"ENSMUSG00000027342"	10.41261	10.45912	11.26229	10.98313
"ENSMUSG00000027344"	4.14488	4.313715	4.295525	4.471965
"ENSMUSG00000027345"	4.5845	4.67403	4.43122	4.3398
"ENSMUSG00000027346"	7.32840666666667	7.50696333333333	6.44280333333333	6.44254
"ENSMUSG00000027347"	4.8588375	4.6651775	4.90345	4.419645
"ENSMUSG00000027349"	8.74133	8.77665	9.77054	9.74218
"ENSMUSG00000027350"	5.13643	5.08678	5.11458	4.79354
"ENSMUSG00000027351"	5.66468166666667	5.61743	6.24174666666667	6.75708
"ENSMUSG00000027353"	5.60526	5.64297	5.18166	5.43983
"ENSMUSG00000027355"	3.89264	4.05937	3.74115	3.7496
"ENSMUSG00000027357"	11.007215	11.083275	9.190945	9.15948
"ENSMUSG00000027358"	4.51857	4.40361	4.381	4.41853
"ENSMUSG00000027359"	9.9689	10.35948	7.65938	8.34305
"ENSMUSG00000027360"	5.931335	5.965855	7.443805	8.35186
"ENSMUSG00000027361"	6.147995	6.27567	6.16946	6.161165
"ENSMUSG00000027363"	9.48212	9.59472	9.14602	9.08396
"ENSMUSG00000027364"	6.53799333333333	6.74612333333333	6.38254	6.40073
"ENSMUSG00000027365"	7.45948	7.436085	7.4860025	7.5721025
"ENSMUSG00000027366"	8.66293666666667	8.71309333333333	8.6516	8.28013
"ENSMUSG00000027367"	8.36739	8.463195	7.680945	7.55017
"ENSMUSG00000027368"	5.55204	5.66426	5.69479	5.2235
"ENSMUSG00000027371"	8.6231275	8.9261775	8.12569	8.3263525
"ENSMUSG00000027374"	7.077118	6.989012	6.442898	6.373002
"ENSMUSG00000027375"	5.882685	6.992975	9.76371	9.93227
"ENSMUSG00000027376"	5.17452	4.7281	10.1367	10.5005
"ENSMUSG00000027377"	5.526375	5.403535	5.352985	5.528265
"ENSMUSG00000027378"	8.33131	8.37256666666667	7.8716	8.04185
"ENSMUSG00000027379"	4.18342	3.71354	4.87932	4.28932
"ENSMUSG00000027380"	5.51625	5.46559	5.02411	5.26762
"ENSMUSG00000027381"	5.750348	5.659032	6.822042	6.70241
"ENSMUSG00000027384"	8.3534	8.60728	6.69522	6.6284
"ENSMUSG00000027386"	5.62174	6.01071	7.30552	6.36615
"ENSMUSG00000027387"	6.78485	6.86273	6.48939	6.65065
"ENSMUSG00000027394"	6.19385	6.115402	5.440368	5.370026
"ENSMUSG00000027395"	6.931	6.53151	6.29967	6.39544
"ENSMUSG00000027397"	5.23772	5.10443333333333	5.70304	5.50516
"ENSMUSG00000027398"	5.97435	6.10509	6.21474	5.78269
"ENSMUSG00000027400"	4.37723	4.26434	4.33752	4.21011
"ENSMUSG00000027401"	5.564865	5.50056	5.344015	5.28137
"ENSMUSG00000027403"	4.46023	4.4666	4.26579	4.15694
"ENSMUSG00000027404"	10.69205	10.82526	10.82193	10.615
"ENSMUSG00000027405"	7.709975	7.591625	8.06145	7.908125
"ENSMUSG00000027406"	12.89043	13.04676	10.71131	10.57253
"ENSMUSG00000027408"	7.26407	6.07264	7.09226	7.12286
"ENSMUSG00000027409"	4.35752	4.5452	4.20509	4.29987
"ENSMUSG00000027411"	7.22065	7.15702	7.70981	7.60619
"ENSMUSG00000027412"	6.16144	5.94254	6.45385	6.64816
"ENSMUSG00000027416"	3.77273	3.58555	3.74393	3.69355
"ENSMUSG00000027419"	3.77489666666667	3.87322	3.78193333333333	3.75518333333333
"ENSMUSG00000027420"	4.78889	5.16772	4.89231	4.64738
"ENSMUSG00000027422"	8.2368475	8.0593025	8.71472	8.75549
"ENSMUSG00000027423"	9.0443425	8.9018475	9.933105	10.0518975
"ENSMUSG00000027424"	6.41337	6.5159	6.35751	6.194065
"ENSMUSG00000027425"	7.259085	7.33178	7.500145	7.416085
"ENSMUSG00000027427"	5.510802	5.548726	5.700592	5.82405
"ENSMUSG00000027428"	7.90045	7.97195	7.56341	7.67624
"ENSMUSG00000027429"	8.74006	8.72498	10.0353	10.35151
"ENSMUSG00000027430"	8.7973	8.86606	9.03446	9.15777
"ENSMUSG00000027431"	4.0875	3.64525	3.87962	3.85313
"ENSMUSG00000027433"	6.76625666666667	6.86770333333333	6.98617	7.03624666666667
"ENSMUSG00000027434"	3.83225	3.80539	3.99524	3.89313
"ENSMUSG00000027435"	7.0910925	7.245875	6.7398175	6.6459775
"ENSMUSG00000027438"	5.308822	5.154464	4.96352	4.91296
"ENSMUSG00000027439"	8.83383	8.81599	8.6582	8.78957
"ENSMUSG00000027442"	5.02592	4.50493	12.31687	13.5447
"ENSMUSG00000027443"	4.23529	4.26038	12.05124	12.98716
"ENSMUSG00000027444"	4.77315	5.06449	4.93222	4.96741
"ENSMUSG00000027445"	4.29357	3.88955	3.96784	4.10824
"ENSMUSG00000027446"	5.83786	5.67941	12.25379	13.28697
"ENSMUSG00000027447"	13.34303	13.2975	12.68122	12.79639
"ENSMUSG00000027452"	9.52123	9.88635	8.03879	7.69389
"ENSMUSG00000027454"	5.26011	5.52977	5.35985	4.9595
"ENSMUSG00000027455"	10.5555	10.63223	10.67035	10.61061
"ENSMUSG00000027456"	6.20844	6.09703	7.00945	7.84972
"ENSMUSG00000027457"	5.24343	5.04378	4.86343	4.82939
"ENSMUSG00000027459"	4.85616	4.78099	5.83988	6.1455
"ENSMUSG00000027460"	5.5344	5.52856	6.417415	6.614605
"ENSMUSG00000027463"	6.72933	6.73744	7.43793	7.86836
"ENSMUSG00000027465"	9.62719	9.570505	8.584245	8.405875
"ENSMUSG00000027466"	9.3124	9.34299	8.63442	8.26246
"ENSMUSG00000027469"	4.1835	4.10317	4.889315	4.219925
"ENSMUSG00000027470"	8.27301	8.78368	6.03906	6.07288
"ENSMUSG00000027472"	9.399275	9.51047	9.61423	10.07819
"ENSMUSG00000027474"	6.809565	6.90351	6.150535	5.990075
"ENSMUSG00000027475"	6.73264	6.61997	6.525255	6.714265
"ENSMUSG00000027478"	5.26371666666667	5.24000666666667	5.30061	5.21604666666667
"ENSMUSG00000027479"	7.574554	7.473442	8.062316	8.160088
"ENSMUSG00000027480"	5.48937	5.48965	5.17774	5.26223
"ENSMUSG00000027481"	5.09814	4.93218	4.83351	4.8806
"ENSMUSG00000027482"	4.90444	4.91994	4.85978	4.90444
"ENSMUSG00000027483"	4.01926	4.10556	3.84443	3.8607
"ENSMUSG00000027484"	5.88333	5.59444	5.27284	5.42731
"ENSMUSG00000027485"	4.97368	4.99897	4.641765	4.74002
"ENSMUSG00000027487"	7.37857	7.70489	6.86863	6.95007
"ENSMUSG00000027488"	8.97931	9.39551	8.19095	8.05987
"ENSMUSG00000027489"	5.1835	5.16338	5.02674	5.04378
"ENSMUSG00000027490"	5.500445	5.59743	5.48353	5.410095
"ENSMUSG00000027495"	7.29171	7.33222333333333	7.44616	7.15172666666667
"ENSMUSG00000027496"	5.29011	5.57718	5.68939	4.87347
"ENSMUSG00000027498"	6.977635	6.825775	6.63731	6.922455
"ENSMUSG00000027499"	9.467755	10.08109	6.37865	6.520225
"ENSMUSG00000027500"	5.790625	5.662345	5.09207	4.782245
"ENSMUSG00000027502"	9.538295	9.584835	9.01935	8.969105
"ENSMUSG00000027505"	5.5669	5.57112	5.14382	4.85256
"ENSMUSG00000027506"	6.4108225	6.5732075	8.19063	8.37454
"ENSMUSG00000027508"	6.12785	6.0322275	5.992255	5.9377575
"ENSMUSG00000027509"	8.80485	9.0229	9.1808	9.17821
"ENSMUSG00000027510"	8.31805	8.74657	7.21991	6.47862
"ENSMUSG00000027513"	12.94279	12.55504	10.790525	10.92751
"ENSMUSG00000027514"	6.257165	6.11299	6.01906	5.775835
"ENSMUSG00000027518"	5.39014	5.27514	4.9747	4.89115
"ENSMUSG00000027519"	8.1190525	8.0943725	7.9807725	8.0480875
"ENSMUSG00000027520"	5.34801	5.60534	5.01189	5.01639
"ENSMUSG00000027522"	9.07638	8.89557	9.59084	9.6907
"ENSMUSG00000027523"	9.00903	9.163145	8.53313	8.50846
"ENSMUSG00000027524"	4.601965	4.56515	5.124565	5.388425
"ENSMUSG00000027525"	4.95443	5.19987	4.60014	4.56936
"ENSMUSG00000027528"	4.98921	4.7256	5.21673	5.21016
"ENSMUSG00000027530"	5.4448	5.64788	4.77999	4.96116
"ENSMUSG00000027531"	8.946375	9.04452	9.59483	9.937795
"ENSMUSG00000027533"	12.30948	11.96474	10.944985	10.390555
"ENSMUSG00000027534"	6.40464666666667	6.45823666666667	6.31107	6.4078
"ENSMUSG00000027536"	3.9738775	3.9995625	4.545055	4.4874175
"ENSMUSG00000027540"	7.983765	7.88552	8.225965	8.28805
"ENSMUSG00000027544"	5.418418	5.297776	4.86976	4.966996
"ENSMUSG00000027546"	7.55052333333333	7.44963666666667	7.32872	7.62798
"ENSMUSG00000027547"	4.545625	4.770025	4.314335	4.33973
"ENSMUSG00000027550"	4.85709333333333	4.64395	5.45849333333333	5.54684
"ENSMUSG00000027551"	5.560048	5.750836	5.52488	5.395282
"ENSMUSG00000027552"	6.88225	7.077455	7.28052	7.469805
"ENSMUSG00000027555"	6.39853	6.55170333333333	4.99455666666667	4.67724333333333
"ENSMUSG00000027556"	4.747	5.33218	4.99252	4.72047
"ENSMUSG00000027559"	13.1420825	13.10355	12.7255225	12.6319525
"ENSMUSG00000027560"	4.98217	4.87615	4.83564	4.75808
"ENSMUSG00000027562"	7.64404	7.64464	10.07942	9.24016
"ENSMUSG00000027564"	4.21642	4.29659	4.20616	4.13543
"ENSMUSG00000027566"	10.22647	10.24267	11.31818	11.231425
"ENSMUSG00000027568"	4.24122	4.55385	4.27369	5.13251
"ENSMUSG00000027569"	7.59353	7.93459	7.64597	7.39148
"ENSMUSG00000027570"	4.459345	4.403085	4.38307	4.20411
"ENSMUSG00000027573"	9.08726	9.18937	8.73927	8.79366
"ENSMUSG00000027574"	6.52531	6.61625	7.04512	7.11299
"ENSMUSG00000027575"	7.032305	6.712915	7.44069	7.69197
"ENSMUSG00000027577"	5.181645	5.20211	5.15379	5.0776
"ENSMUSG00000027579"	6.33826	6.20963	6.01188	5.82437
"ENSMUSG00000027580"	7.45829	7.36405	6.80069	6.71529
"ENSMUSG00000027581"	5.687315	5.35899	5.371145	4.95814
"ENSMUSG00000027582"	6.7862475	6.75542	6.8104675	6.62359
"ENSMUSG00000027583"	6.2034325	6.0372175	5.70772	5.72648
"ENSMUSG00000027584"	4.02761333333333	4.10564666666667	3.9291	3.86529
"ENSMUSG00000027589"	8.476205	8.75683	8.205725	8.24115
"ENSMUSG00000027593"	5.746015	5.9139	5.844855	5.6439
"ENSMUSG00000027596"	4.66159	4.87944	4.15671	4.19434
"ENSMUSG00000027597"	8.19977	8.34941	9.00588	8.97055
"ENSMUSG00000027598"	6.22335	6.02863333333333	6.74423	6.92762
"ENSMUSG00000027599"	7.77069333333333	7.86868	7.26306333333333	7.32193
"ENSMUSG00000027601"	8.09258	8.125375	7.86139	7.78814
"ENSMUSG00000027602"	11.26603	11.33985	10.727685	10.78987
"ENSMUSG00000027603"	5.59721	5.76875	6.27015	7.25765
"ENSMUSG00000027605"	8.5527625	8.697775	6.644285	6.515495
"ENSMUSG00000027606"	5.0743	4.90075	4.46104	4.78552
"ENSMUSG00000027610"	7.24425	7.51667	6.86729	6.94086
"ENSMUSG00000027611"	8.398	7.7874	7.28934	6.72398
"ENSMUSG00000027612"	5.70822666666667	5.73107333333333	5.41856333333333	5.41101333333333
"ENSMUSG00000027613"	7.43872	7.426115	7.784945	7.90829
"ENSMUSG00000027615"	7.65428	7.59829	7.94	8.05885
"ENSMUSG00000027618"	8.60427333333333	8.63195	7.91313	7.92377333333333
"ENSMUSG00000027620"	7.30829	7.46970222222222	8.11586888888889	8.16531
"ENSMUSG00000027624"	7.53299	7.24012	6.86568666666667	6.77057333333333
"ENSMUSG00000027628"	5.81138666666667	5.93885666666667	5.78192333333333	5.73543666666667
"ENSMUSG00000027630"	6.059914	6.124846	5.8856	6.24969
"ENSMUSG00000027634"	8.978305	8.926565	7.837325	7.767655
"ENSMUSG00000027635"	4.84538	4.76397	4.95727	5.17204
"ENSMUSG00000027636"	5.388085	5.49867	5.151355	5.089485
"ENSMUSG00000027637"	12.06033	12.19923	10.40875	10.21884
"ENSMUSG00000027639"	7.25195	7.05232333333333	7.30489333333333	7.067
"ENSMUSG00000027641"	4.7116725	4.604875	5.0124275	4.8593275
"ENSMUSG00000027642"	9.74758	9.57225	10.85923	10.93105
"ENSMUSG00000027643"	5.11356	5.26072	5.28511	5.08295
"ENSMUSG00000027646"	5.55128	5.15435	5.952715	5.93612
"ENSMUSG00000027649"	8.03733	7.98779	8.34364	8.14033
"ENSMUSG00000027650"	7.9639	8.01285	7.29212	7.53133
"ENSMUSG00000027651"	6.54094666666667	6.54186	6.48826	6.49583666666667
"ENSMUSG00000027652"	7.299475	7.399625	7.214955	7.2806
"ENSMUSG00000027654"	5.15843	4.7965	4.98631	4.72282
"ENSMUSG00000027655"	6.0718	5.86249	6.05399	6.08697
"ENSMUSG00000027656"	5.5954	5.36369	5.155	4.93288
"ENSMUSG00000027660"	7.12511	7.13936	7.513065	8.138105
"ENSMUSG00000027661"	4.590525	4.57511	5.158195	5.273165
"ENSMUSG00000027663"	6.80333	6.71086	6.88325	6.98506
"ENSMUSG00000027665"	6.60625833333333	6.79974	6.78669166666667	6.81673666666667
"ENSMUSG00000027667"	8.63432	8.7715	8.57205	8.49358
"ENSMUSG00000027668"	9.14649	9.212375	8.186005	8.20807
"ENSMUSG00000027669"	6.2593925	6.190965	6.699265	6.3582225
"ENSMUSG00000027670"	5.21706	5.41364	4.75655	4.20125
"ENSMUSG00000027671"	7.79090333333333	7.90053333333333	8.43458	8.13497
"ENSMUSG00000027673"	12.643635	12.85317	10.967085	10.793275
"ENSMUSG00000027674"	4.64116	4.641725	4.456365	4.4337375
"ENSMUSG00000027676"	3.76331666666667	3.92338	4.15506333333333	4.66724666666667
"ENSMUSG00000027677"	6.410587	6.366499	6.780795	6.806875
"ENSMUSG00000027678"	6.35535666666667	6.22094	6.47359666666667	6.52157333333333
"ENSMUSG00000027679"	7.34208	7.366255	6.827545	6.799215
"ENSMUSG00000027680"	8.28844333333333	8.59793	7.45226333333333	7.52411666666667
"ENSMUSG00000027684"	6.22073	6.37409	5.86857	5.787505
"ENSMUSG00000027690"	4.30895	4.53077	4.58436	4.76278
"ENSMUSG00000027692"	4.878415	5.089105	5.139195	4.9669125
"ENSMUSG00000027694"	10.427385	10.53058	10.13977	10.282645
"ENSMUSG00000027695"	5.86035666666667	5.69035666666667	6.05578	6.19837
"ENSMUSG00000027698"	5.68139333333333	5.35477666666667	5.7884	5.80987
"ENSMUSG00000027699"	3.51022	3.52631	4.4277	3.95474
"ENSMUSG00000027702"	4.32551	4.22556	4.84892	5.8792
"ENSMUSG00000027703"	4.22409	4.29638	4.42542	4.23874
"ENSMUSG00000027706"	8.207625	8.254055	8.4217625	8.38592
"ENSMUSG00000027708"	6.55661166666667	6.625115	6.46133166666667	6.37293
"ENSMUSG00000027709"	10.20803	10.017135	9.19613	8.946895
"ENSMUSG00000027710"	7.30325	7.42442333333333	7.22941666666667	6.89636
"ENSMUSG00000027712"	12.48802	12.49581	12.13079	12.14368
"ENSMUSG00000027713"	6.46746	7.05393	7.1513	7.37481
"ENSMUSG00000027714"	8.15427	8.41611	8.31355	8.24567
"ENSMUSG00000027715"	5.56864	5.27753	7.42032	6.238775
"ENSMUSG00000027716"	5.9188	5.95997	5.51717	5.45537
"ENSMUSG00000027718"	3.70253	3.80167	3.62466	3.70756
"ENSMUSG00000027719"	4.03037	4.19313	3.77722	3.66501
"ENSMUSG00000027720"	6.993285	7.052385	6.664915	6.535445
"ENSMUSG00000027722"	5.80099333333333	5.86317	6.18608	6.18775333333333
"ENSMUSG00000027737"	4.0159	4.221395	5.27693	5.825455
"ENSMUSG00000027739"	8.062	7.91093	8.42115	8.39073
"ENSMUSG00000027742"	9.04684	9.04112	8.87622	8.82783
"ENSMUSG00000027744"	3.74626	3.86676	4.018045	4.44125
"ENSMUSG00000027746"	6.571545	6.5470825	6.6645175	6.7266325
"ENSMUSG00000027748"	4.93274	4.9597	4.84912666666667	4.75399333333333
"ENSMUSG00000027750"	10.83041	10.54122	11.12412	10.46166
