"BAT_M01(r1)"	"BAT_M01(r2)"	"WAT_M01(r1)"	"WAT_M01(r2)"
"ENSMUSG00000058643"	5.294835	5.34303	5.12926	5.141755
"ENSMUSG00000058655"	9.65583666666667	9.59153333333333	10.2426166666667	10.17746
"ENSMUSG00000058662"	3.738075	3.846285	3.66003	3.668595
"ENSMUSG00000058665"	3.88535	3.76977	3.40376	3.54196
"ENSMUSG00000058669"	7.27755	7.38027	7.02106	6.97679
"ENSMUSG00000058672"	8.24069	7.83686	8.5103	8.10825
"ENSMUSG00000058685"	5.5394	5.7865	5.30351	5.14197
"ENSMUSG00000058690"	8.97383333333333	8.98125666666667	8.17912333333333	8.08996
"ENSMUSG00000058700"	11.637695	11.64139	12.682345	12.57773
"ENSMUSG00000058704"	9.75204	9.94811	9.06776	8.7256
"ENSMUSG00000058706"	8.088485	8.02041	7.89928	8.03683
"ENSMUSG00000058709"	9.18982	9.13778	9.17255	9.22498
"ENSMUSG00000058715"	8.70961	8.02444	8.48946	8.46662
"ENSMUSG00000058729"	4.35456	4.229365	4.231785	4.20043
"ENSMUSG00000058731"	3.5845	3.79199	3.4622	3.61071
"ENSMUSG00000058740"	4.51137666666667	4.57580333333333	4.53351666666667	4.63210333333333
"ENSMUSG00000058743"	4.62843	4.42008	3.9741	3.95739
"ENSMUSG00000058745"	5.98364	5.90722	6.03214	6.08417
"ENSMUSG00000058748"	5.24422	5.3816	5.50088	5.87903
"ENSMUSG00000058755"	6.04084	6.09605	5.84907	5.78099
"ENSMUSG00000058756"	8.64796	8.54035	8.03321	7.909775
"ENSMUSG00000058761"	5.15769	4.82561	5.458945	5.611565
"ENSMUSG00000058793"	7.674425	7.57324	7.3909	7.46339
"ENSMUSG00000058794"	4.41877	4.41366	4.63024	4.20902
"ENSMUSG00000058799"	9.39518	9.18181285714286	9.90769571428571	9.76405142857143
"ENSMUSG00000058806"	5.07313	5.03846	5.35417	5.1405
"ENSMUSG00000058809"	12.5932	12.61245	11.4287	11.46675
"ENSMUSG00000058812"	4.25238	4.59446	4.22852	4.13668
"ENSMUSG00000058816"	9.40137	9.47652	9.43442	9.25447
"ENSMUSG00000058818"	5.55868	5.26813	5.38649	5.166085
"ENSMUSG00000058831"	4.570265	4.61608	4.509965	4.59659
"ENSMUSG00000058833"	9.55996	9.63687	9.01	8.94059
"ENSMUSG00000058835"	6.6582875	6.5899525	6.9542375	7.01883
"ENSMUSG00000058838"	12.6405	12.59965	13.49693	13.5869
"ENSMUSG00000058873"	11.89667	12.0757	11.13658	10.99782
"ENSMUSG00000058881"	6.32084	6.15507	6.70338	6.84097
"ENSMUSG00000058883"	4.17822	4.23939	4.44381	4.05613
"ENSMUSG00000058886"	6.70106	6.77166	7.32549	7.26362
"ENSMUSG00000058897"	4.90529666666667	4.91432666666667	4.8034	4.72013
"ENSMUSG00000058905"	13.0604	13.02779	13.60371	13.2758
"ENSMUSG00000058908"	6.02713	5.74537	5.51607	5.68426
"ENSMUSG00000058914"	3.79636	3.51347	4.36537	4.68827
"ENSMUSG00000058922"	7.94063333333333	7.86207	9.91852333333333	9.78694333333333
"ENSMUSG00000058925"	4.08133	3.89913	4.11177	4.1041
"ENSMUSG00000058927"	13.45571	13.6409833333333	11.4141833333333	11.2028233333333
"ENSMUSG00000058934"	5.2089	5.62322	5.33976	5.13956
"ENSMUSG00000058935"	4.79496	5.00006	4.75669	4.9302
"ENSMUSG00000058952"	4.89706	4.70644	7.66971	8.31741
"ENSMUSG00000058966"	6.827605	7.24092	5.1736725	4.9501575
"ENSMUSG00000058975"	5.33378666666667	5.97240333333333	4.78942666666667	4.47579666666667
"ENSMUSG00000058976"	4.46713	4.44242333333333	4.22621	4.07198333333333
"ENSMUSG00000058979"	5.194575	5.26293	5.0546	5.13196
"ENSMUSG00000058997"	9.22429	9.24674	8.00695	7.84344
"ENSMUSG00000059003"	4.63046333333333	4.67965666666667	4.46845666666667	4.31845666666667
"ENSMUSG00000059005"	9.5169175	9.5224275	10.634885	10.6233925
"ENSMUSG00000059013"	7.85911	7.80367	7.04356	7.09122
"ENSMUSG00000059022"	8.00929	7.44628	6.67713	6.50952
"ENSMUSG00000059027"	6.42783	6.82221	5.22676	5.23336
"ENSMUSG00000059031"	9.62814	9.74306	10.26017	10.2513
"ENSMUSG00000059040"	13.7634366666667	13.9062533333333	12.2902266666667	12.15193
"ENSMUSG00000059042"	7.19079	6.19067	5.42168	5.83619
"ENSMUSG00000059043"	4.95884	4.96551	5.06512	4.96927
"ENSMUSG00000059049"	4.27699	4.10904	4.68737	4.65982
"ENSMUSG00000059058"	12.37441	12.47957	12.34225	12.09083
"ENSMUSG00000059060"	4.06098	4.19631	4.34196	3.85457
"ENSMUSG00000059064"	13.684455	13.65426	14.242105	14.06682
"ENSMUSG00000059069"	3.8565	4.1154	3.96165	4.14184
"ENSMUSG00000059070"	9.9544325	9.99497	10.8570425	10.7471375
"ENSMUSG00000059077"	3.95835	4.27448	3.8565	4.14184
"ENSMUSG00000059089"	5.70665	5.19405	5.37489	5.20651
"ENSMUSG00000059101"	4.77568	4.71395	4.43443	4.53152
"ENSMUSG00000059108"	6.52074	5.89613	6.2837	6.20432
"ENSMUSG00000059114"	4.10957	4.02246	4.1024	4.01529
"ENSMUSG00000059119"	10.10779	10.18507	9.76751	9.66965
"ENSMUSG00000059142"	6.02323666666667	6.20649333333333	6.69904666666667	6.97998666666667
"ENSMUSG00000059146"	6.46013909090909	6.84154909090909	4.87478454545455	4.78574545454545
"ENSMUSG00000059149"	5.20901	5.3921225	4.8106875	4.6691775
"ENSMUSG00000059159"	13.01616	13.01468	13.42857	13.68967
"ENSMUSG00000059173"	5.37194333333333	5.21866666666667	5.32935333333333	5.32372666666667
"ENSMUSG00000059179"	10.02121	10.12688	11.55432	11.53073
"ENSMUSG00000059182"	8.49792333333333	8.47766666666667	8.38411666666667	8.36843333333333
"ENSMUSG00000059183"	6.29635	6.311165	6.00277	5.758825
"ENSMUSG00000059187"	3.98372	4.26554	4.24084	4.05579
"ENSMUSG00000059195"	12.44916	12.42724	13.40806	13.37569
"ENSMUSG00000059201"	9.2246	9.09248	10.41585	9.94799
"ENSMUSG00000059203"	3.89888666666667	3.96095666666667	3.81597666666667	3.82323333333333
"ENSMUSG00000059208"	6.9442	6.925505	7.202125	7.29424
"ENSMUSG00000059213"	4.96714	5.32257	5.20165	4.34231
"ENSMUSG00000059218"	3.49043	3.63966	3.46095	3.62233
"ENSMUSG00000059230"	3.94056	3.99994	3.79696	3.76512
"ENSMUSG00000059237"	9.40137	9.47652	9.43442	9.25447
"ENSMUSG00000059244"	3.60768	3.63129	3.4237	3.58357
"ENSMUSG00000059246"	4.68943	4.8409	4.41966	4.49062
"ENSMUSG00000059248"	9.18017	9.12375	8.87391	8.80704
"ENSMUSG00000059252"	14.55971	14.56215	14.5898	14.47604
"ENSMUSG00000059256"	3.369225	3.347155	3.562095	3.396235
"ENSMUSG00000059263"	9.537115	9.79993	9.19498	9.24899
"ENSMUSG00000059273"	7.71107	7.8776	7.89597	7.93186
"ENSMUSG00000059277"	6.06099	6.1948	6.02854	5.95222
"ENSMUSG00000059278"	10.47782	10.60379	10.28967	10.25624
"ENSMUSG00000059280"	4.55548	4.44763	4.46727	4.48202
"ENSMUSG00000059288"	6.04599666666667	6.14417	6.46168666666667	6.4705
"ENSMUSG00000059291"	8.606285	8.76546	9.180085	8.992235
"ENSMUSG00000059305"	4.55548	4.44763	4.46727	4.48202
"ENSMUSG00000059316"	7.63031	7.67751	8.0521	8.10445
"ENSMUSG00000059323"	8.497915	8.422355	8.541625	8.478825
"ENSMUSG00000059325"	8.15746	7.981905	10.218585	10.409305
"ENSMUSG00000059326"	6.11781	6.26078	6.487075	6.541185
"ENSMUSG00000059327"	5.283145	5.434225	4.9530325	4.8763125
"ENSMUSG00000059336"	4.129575	4.181385	4.187095	4.165875
"ENSMUSG00000059343"	8.4884	8.662625	7.44167	7.423865
"ENSMUSG00000059355"	9.32372	9.46418	8.8572	9.51855
"ENSMUSG00000059361"	5.30828	5.33984	5.23121	4.61593
"ENSMUSG00000059363"	8.60981	8.73355	7.41076	7.15749
"ENSMUSG00000059395"	4.33227	4.75469	4.32971	4.11685
"ENSMUSG00000059408"	3.99188	4.21916	3.87813	3.74738
"ENSMUSG00000059409"	8.7835	8.73415	7.96341	7.80257
"ENSMUSG00000059412"	6.34873	6.17344	6.68602	7.132455
"ENSMUSG00000059422"	9.488385	10.02887	7.883665	8.242185
"ENSMUSG00000059430"	5.34918	6.09577	11.50143	12.4792
"ENSMUSG00000059434"	4.83296	4.80874	4.80158	4.59154
"ENSMUSG00000059436"	6.7978	6.06584	5.75422	5.75422
"ENSMUSG00000059439"	5.94790333333333	6.1689	5.89074666666667	6.08771333333333
"ENSMUSG00000059447"	11.5091333333333	11.6499666666667	9.49784	9.34452333333333
"ENSMUSG00000059448"	4.05338	4.08356	3.90901	3.83805
"ENSMUSG00000059455"	4.36125	4.05147	4.06241	3.99452
"ENSMUSG00000059456"	6.68607	6.955005	6.76331	6.791655
"ENSMUSG00000059461"	13.29993	13.33879	13.42433	13.1958
"ENSMUSG00000059474"	7.06132666666667	6.97827	7.77705666666667	7.7639
"ENSMUSG00000059475"	7.23051	7.56247	7.34752	7.39342
"ENSMUSG00000059479"	5.71349	5.44172	5.77197	5.66111
"ENSMUSG00000059481"	4.65019	4.71752	4.45235	4.34574
"ENSMUSG00000059482"	6.81017	6.52497	7.3766	7.93583
"ENSMUSG00000059486"	7.001855	7.095445	6.74762	6.83739
"ENSMUSG00000059495"	9.1751	9.20266666666667	8.8081	9.02810333333333
"ENSMUSG00000059498"	8.79447	7.97303	8.5614	8.45224
"ENSMUSG00000059511"	10.24662	10.19303	10.94694	11.2066
"ENSMUSG00000059518"	9.45003	9.66556	9.226955	9.1886
"ENSMUSG00000059534"	11.06063	11.2535933333333	9.26505666666667	9.02912666666667
"ENSMUSG00000059540"	5.45165	5.58951	5.55254	5.70883
"ENSMUSG00000059552"	6.03571666666667	5.95236666666667	6.38956666666667	6.20696666666667
"ENSMUSG00000059554"	6.14606666666667	6.21645666666667	6.42585333333333	6.62775
"ENSMUSG00000059555"	7.05742	7.61577	8.16568	8.32824
"ENSMUSG00000059585"	9.38315	9.48179	9.15553	9.42942
"ENSMUSG00000059586"	7.87851	7.98875	8.58786	8.60281
"ENSMUSG00000059588"	5.27111666666667	5.29465333333333	5.16926	5.23721666666667
"ENSMUSG00000059602"	6.29016	6.22803	6.10303	6.17935
"ENSMUSG00000059606"	3.69791	3.8565	3.64712	3.81106
"ENSMUSG00000059625"	4.35944	4.66789	4.33058	4.22938
"ENSMUSG00000059631"	4.74847	4.6797	4.57343	4.56042
"ENSMUSG00000059632"	4.26248	4.38649	4.25159	4.05587
"ENSMUSG00000059645"	3.84015	3.796095	3.701685	3.727815
"ENSMUSG00000059647"	9.66201666666667	9.69699666666667	9.99946333333333	10.0721633333333
"ENSMUSG00000059654"	12.23299	9.96941	4.67434	4.69591
"ENSMUSG00000059657"	3.79315	3.84805	3.58502	3.55948
"ENSMUSG00000059658"	10.28023	10.43743	11.4611	11.2728
"ENSMUSG00000059663"	4.06638	3.85952	4.05941	3.99544
"ENSMUSG00000059668"	4.45872	4.605745	4.450005	4.17294
"ENSMUSG00000059669"	6.67689	6.48316	7.12353	7.4252
"ENSMUSG00000059689"	8.39499	8.6328	8.12494	8.15353
"ENSMUSG00000059690"	5.05775	5.23231	4.98753	5.04938
"ENSMUSG00000059695"	3.92403	3.82794	4.11378	4.35446
"ENSMUSG00000059708"	5.3231	5.335995	5.583735	5.66469
"ENSMUSG00000059713"	5.183025	5.14885	5.03362	5.22524
"ENSMUSG00000059714"	9.10988	9.22158	8.8897	8.85192
"ENSMUSG00000059734"	12.435344	12.610394	10.941958	10.620368
"ENSMUSG00000059741"	11.58016	10.161485	5.397795	5.521175
"ENSMUSG00000059742"	5.48079	5.85638	5.32536	4.90107
"ENSMUSG00000059743"	9.5134	9.63451	10.4913	10.52437
"ENSMUSG00000059751"	12.96779	12.84488	13.93112	13.86391
"ENSMUSG00000059772"	4.90631	4.95195333333333	4.84216	4.74326333333333
"ENSMUSG00000059775"	12.43886	12.3726	13.77779	13.62735
"ENSMUSG00000059776"	12.49102	12.5084433333333	13.42543	13.1797933333333
"ENSMUSG00000059791"	5.3609	4.98724	5.49091	4.69959
"ENSMUSG00000059796"	11.323	11.2969233333333	11.9228066666667	11.65003
"ENSMUSG00000059810"	7.7980575	7.7970625	7.5223175	7.6065575
"ENSMUSG00000059811"	9.1813375	9.5431	8.16355	8.0146575
"ENSMUSG00000059820"	6.13426	6.474125	6.12379	6.305815
"ENSMUSG00000059824"	8.394655	9.12373	8.225065	8.26458
"ENSMUSG00000059830"	8.34474	8.42774	8.53433	8.34449
"ENSMUSG00000059832"	4.30142	4.15532	4.48303	4.13609
"ENSMUSG00000059834"	5.69936	5.72762	5.955525	6.41029
"ENSMUSG00000059835"	12.49102	12.5084433333333	13.42543	13.1797933333333
"ENSMUSG00000059839"	5.29504	5.13556	5.10893	5.32597
"ENSMUSG00000059842"	5.02236	5.06172	5.09368	4.61475
"ENSMUSG00000059845"	4.55011	4.48426	4.477055	4.255445
"ENSMUSG00000059851"	7.55507	7.58986	7.27702	7.3376
"ENSMUSG00000059852"	5.65369	5.6935	5.14886	5.05299
"ENSMUSG00000059854"	5.18588	5.18977	5.22218	5.7689
"ENSMUSG00000059857"	5.0870225	5.2926575	5.102625	4.9317025
"ENSMUSG00000059866"	4.74885	4.96722	4.803675	4.79689
"ENSMUSG00000059878"	7.86128	7.79188	8.20953	8.23019
"ENSMUSG00000059883"	6.13426333333333	6.06580333333333	5.95317666666667	5.71117333333333
"ENSMUSG00000059887"	4.17966	4.31335	3.77386	3.74627
"ENSMUSG00000059890"	6.25895666666667	6.52104333333333	6.05961	6.1192
"ENSMUSG00000059891"	5.80477	5.93214	5.01991	5.23013
"ENSMUSG00000059895"	7.635535	7.92481	6.13564	5.983805
"ENSMUSG00000059897"	5.17668	5.04378	4.8235	4.86393
"ENSMUSG00000059898"	4.11686	4.13631	4.33452	3.88812
"ENSMUSG00000059900"	5.12542	5.34551666666667	5.64446666666667	5.43340666666667
"ENSMUSG00000059908"	3.829725	3.77938	3.88182	3.748975
"ENSMUSG00000059912"	11.637695	11.64139	12.682345	12.57773
"ENSMUSG00000059920"	6.3482025	6.6494125	5.859065	5.826285
"ENSMUSG00000059921"	4.607885	4.660355	4.539735	4.68682
"ENSMUSG00000059923"	7.4329	7.27203	7.643105	7.79754
"ENSMUSG00000059934"	4.47138	4.38971	4.49192	4.55556
"ENSMUSG00000059939"	5.74103	5.52871	6.03029	5.69856
"ENSMUSG00000059956"	3.830605	4.02327	3.868405	3.72907
"ENSMUSG00000059970"	5.46481	5.58724	7.28596	7.73066
"ENSMUSG00000059974"	4.14466666666667	4.21502666666667	4.01693	3.99727
"ENSMUSG00000059975"	5.56899	5.72851	5.31655	5.58768
"ENSMUSG00000059981"	6.03097	5.94032	5.72237333333333	5.75111
"ENSMUSG00000059991"	4.62273	4.465575	4.43091	4.389825
"ENSMUSG00000059994"	4.339285	4.492165	4.81772	4.53147
"ENSMUSG00000059995"	8.88693	8.81267	9.00535	9.00042
"ENSMUSG00000060002"	12.03127	12.08833	10.44342	10.40959
"ENSMUSG00000060012"	3.89678	3.70247	3.70902	3.65372
"ENSMUSG00000060019"	13.41637	13.29421	14.10992	13.89912
"ENSMUSG00000060029"	5.64793	5.54784	5.35958	5.30982
"ENSMUSG00000060032"	8.15975	8.04964	9.0523	9.11063
"ENSMUSG00000060036"	12.34928	12.23228	13.7194	13.6417
"ENSMUSG00000060038"	7.100315	7.16186	7.21501	7.09181
"ENSMUSG00000060044"	3.77392	3.83206	3.937565	3.987785
"ENSMUSG00000060063"	8.55113	7.91213	8.64545	8.48439
"ENSMUSG00000060073"	9.34988	9.4254	8.75295	8.903015
"ENSMUSG00000060090"	4.97358	4.858672	5.12576	5.339928
"ENSMUSG00000060093"	7.360225	7.040505	6.94281	6.797765
"ENSMUSG00000060096"	9.51088	9.85866	9.39099	9.45935
"ENSMUSG00000060098"	7.070475	7.215725	7.30544	7.14636
"ENSMUSG00000060121"	5.35245	5.59224	5.0756	5.06528
"ENSMUSG00000060126"	14.55971	14.56215	14.5898	14.47604
"ENSMUSG00000060128"	11.11039	11.2701033333333	11.7857433333333	11.7468766666667
"ENSMUSG00000060131"	4.55811	4.24192	4.39471	4.132335
"ENSMUSG00000060147"	10.054	11.27534	10.1362	10.00293
"ENSMUSG00000060149"	4.85716	4.88743	5.39995	5.43022
"ENSMUSG00000060152"	7.35761	7.32755	7.0101	7.07137
"ENSMUSG00000060161"	4.83148	5.33844	4.27072	4.15907
"ENSMUSG00000060166"	6.7218	6.856955	6.798225	6.69265
"ENSMUSG00000060176"	4.28935	4.45163	4.73159	4.54897
"ENSMUSG00000060177"	7.19079	6.19067	5.42168	5.83619
"ENSMUSG00000060181"	7.82003	7.75797	7.63962	7.53145
"ENSMUSG00000060183"	4.22623	3.999845	4.07165	4.0181
"ENSMUSG00000060188"	6.42697	6.25164	6.0123	6.074
"ENSMUSG00000060198"	12.25441	12.25064	13.267835	13.008595
"ENSMUSG00000060204"	3.65809	3.81356	3.59961	3.88456
"ENSMUSG00000060206"	5.513715	5.578385	6.03268	6.57033
"ENSMUSG00000060212"	4.43466	4.30561	4.521865	4.499145
"ENSMUSG00000060216"	7.309685	7.1146	7.62718	8.1611
"ENSMUSG00000060224"	5.792985	5.19653	6.97582	7.219915
"ENSMUSG00000060227"	5.2759	5.178275	7.086175	7.545225
"ENSMUSG00000060240"	4.8294425	4.733175	4.4101175	4.2006375
"ENSMUSG00000060244"	7.65964	7.41583	8.56874	8.53896
"ENSMUSG00000060257"	6.05817	6.20374333333333	6.11490333333333	5.95680333333333
"ENSMUSG00000060260"	6.024545	6.113095	6.078865	6.11497
"ENSMUSG00000060261"	8.1178725	8.057655	8.183825	8.27315
"ENSMUSG00000060275"	4.92292	4.80504	4.61049	4.64315
"ENSMUSG00000060279"	7.9076	7.82848	7.25667	7.29844
"ENSMUSG00000060284"	6.82666	6.85036	6.44601	6.26552
"ENSMUSG00000060288"	6.09741	5.9793875	6.470685	6.3186325
"ENSMUSG00000060301"	5.14665	5.15631	5.26498	5.48166
"ENSMUSG00000060311"	4.44666	4.18558	4.39881	4.0634
"ENSMUSG00000060314"	4.23539	4.210445	4.336945	4.328815
"ENSMUSG00000060317"	4.31058	4.27916	4.40901	4.29482
"ENSMUSG00000060332"	4.38165	4.1316	4.13335	4.15907
"ENSMUSG00000060371"	4.35039	4.25357	4.31403333333333	4.05834333333333
"ENSMUSG00000060373"	9.424085	9.57478	9.787065	9.655415
"ENSMUSG00000060375"	4.04797	4.13005	4.08082	4.1327
"ENSMUSG00000060376"	10.95746	11.00262	9.42128	9.18943
"ENSMUSG00000060380"	5.80566	5.5515	6.16888	6.24073
"ENSMUSG00000060397"	5.167575	5.261405	5.153665	5.126135
"ENSMUSG00000060402"	4.75841	4.59085	4.08982	4.01212
"ENSMUSG00000060407"	5.42893	5.00507	4.86547	4.80285
"ENSMUSG00000060411"	4.17274	4.29659	3.91316	3.98376
"ENSMUSG00000060416"	4.11354	4.07684	3.85384	3.91402
"ENSMUSG00000060419"	12.73033	12.67709	13.79691	13.55168
"ENSMUSG00000060424"	5.08386	5.3205	8.37865	8.27069
"ENSMUSG00000060427"	6.14822	6.30862	6.24481	6.24009
"ENSMUSG00000060429"	7.40784	7.03972	6.720115	6.40581
"ENSMUSG00000060438"	12.2319975	12.15308	13.134525	12.9530425
"ENSMUSG00000060441"	4.30442	4.14166	4.41776	4.28143
"ENSMUSG00000060445"	3.8565	3.96883	3.77177	3.86385
"ENSMUSG00000060450"	8.93546333333333	9.00626666666667	8.4027	8.41512333333333
"ENSMUSG00000060459"	7.66537	8.50835	4.77893	4.48827
"ENSMUSG00000060461"	5.14058	5.22763	4.95565	4.9862
"ENSMUSG00000060467"	12.84197	12.71441	13.030325	13.011185
"ENSMUSG00000060469"	3.95071	3.87723	3.44686	3.5402
"ENSMUSG00000060470"	4.60916	4.8247	5.11978	5.06227
"ENSMUSG00000060475"	7.57855	7.61171666666667	7.78012333333333	7.76722333333333
"ENSMUSG00000060477"	8.38278	8.0571	7.8915	7.75084
"ENSMUSG00000060487"	5.23347	5.705465	6.696415	6.394085
"ENSMUSG00000060491"	4.03977	3.8565	3.79648	3.90747
"ENSMUSG00000060508"	4.50997	4.21634	4.32753	4.25603
"ENSMUSG00000060509"	4.48453	4.23443	4.45724	4.33765
"ENSMUSG00000060510"	6.09595	5.74828	6.40551666666667	6.38066333333333
"ENSMUSG00000060512"	4.99129	5.05537	5.76859	5.7372
"ENSMUSG00000060519"	5.90506	5.61781	5.60382333333333	5.48941333333333
"ENSMUSG00000060534"	7.49135	7.6495	7.06761	6.86125
"ENSMUSG00000060538"	6.48676333333333	6.19561666666667	6.56537333333333	6.65596666666667
"ENSMUSG00000060548"	5.73439	5.7199	5.57005666666667	5.45456666666667
"ENSMUSG00000060550"	7.730445	6.831245	7.76599	7.004795
"ENSMUSG00000060559"	5.01705	4.96961	4.98371	4.82916
"ENSMUSG00000060560"	4.95179	5.0169	4.65499	4.97811
"ENSMUSG00000060568"	5.498575	5.28405	5.009755	5.187825
"ENSMUSG00000060572"	8.32639	7.84271	8.34319	8.39138
"ENSMUSG00000060579"	6.78211	6.58756	7.08842	7.15118
"ENSMUSG00000060586"	10.53182	9.65684	10.85642	10.64079
"ENSMUSG00000060591"	10.92048	10.70437	11.14117	11.31116
"ENSMUSG00000060594"	6.430645	6.363925	6.25455	6.19078
"ENSMUSG00000060600"	12.84338	13.72433	7.84495	7.77435
"ENSMUSG00000060601"	8.82117	8.87047	8.70996	8.7182
"ENSMUSG00000060613"	4.69602	4.69618	4.786585	4.60328
"ENSMUSG00000060615"	4.38536	4.392965	4.358915	4.22163
"ENSMUSG00000060621"	4.95602	4.7547	4.40853	4.51598
"ENSMUSG00000060630"	3.37914	3.32525	3.38905	3.49404
"ENSMUSG00000060636"	12.41787	12.51577	13.35274	13.08704
"ENSMUSG00000060639"	7.696535	7.73776	7.03147	6.73718
"ENSMUSG00000060647"	9.123195	9.126275	8.454635	8.372695
"ENSMUSG00000060657"	6.58266	6.63368	7.10139	6.9296
"ENSMUSG00000060671"	6.10270333333333	6.04794666666667	6.40131666666667	6.45661
"ENSMUSG00000060675"	12.59715	12.389955	12.21505	12.0915
"ENSMUSG00000060678"	10.0398	9.97353	9.2679	9.01283
"ENSMUSG00000060679"	7.6597575	7.8457775	7.2129875	7.2675825
"ENSMUSG00000060680"	12.84197	12.71441	13.030325	13.011185
"ENSMUSG00000060681"	9.205395	8.812725	9.21817	9.218135
"ENSMUSG00000060685"	4.11592	4.05539	4.12197	4.11168
"ENSMUSG00000060691"	3.66511	3.61495	3.59435	3.53463
"ENSMUSG00000060701"	4.42631	4.19939	4.20655	4.10592
"ENSMUSG00000060703"	10.78124	10.382	10.37976	10.20042
"ENSMUSG00000060708"	8.146555	8.0547	7.57036	7.676215
"ENSMUSG00000060715"	3.88109	3.73789	4.03005	3.8752
"ENSMUSG00000060716"	4.96483	5.28838	7.20885666666667	7.57887333333333
"ENSMUSG00000060724"	3.49447	3.626475	3.640885	3.649175
"ENSMUSG00000060726"	5.76984	5.72161	5.27098	5.5538
"ENSMUSG00000060727"	4.91613	4.93115	4.75811	5.17258
"ENSMUSG00000060730"	12.19966	12.1793	13.25502	13.11705
"ENSMUSG00000060733"	6.2905325	6.197205	6.1534325	6.28985
"ENSMUSG00000060738"	4.3152	4.38031	4.61778	3.89111
"ENSMUSG00000060739"	8.974145	8.97413	9.37713	9.47064
"ENSMUSG00000060743"	11.8998633333333	11.89185	12.3309133333333	12.3971733333333
"ENSMUSG00000060756"	4.60473	4.59887	4.51188	4.42412
"ENSMUSG00000060771"	5.526035	5.57644	5.081935	4.93081
"ENSMUSG00000060780"	4.06923666666667	4.03572666666667	4.01372	3.89733666666667
"ENSMUSG00000060791"	6.22431	5.964625	6.93935	6.719375
"ENSMUSG00000060794"	6.12989	5.90945	5.8997	5.92291
"ENSMUSG00000060795"	11.89667	12.0757	11.13658	10.99782
"ENSMUSG00000060798"	4.17263666666667	4.32485333333333	4.77817666666667	4.94680666666667
"ENSMUSG00000060802"	13.89949	13.51579	13.92311	13.794355
"ENSMUSG00000060803"	12.49824	12.52914	12.61433	12.36614
"ENSMUSG00000060807"	4.45231	4.08121	3.76605	3.96437
"ENSMUSG00000060808"	4.71352	4.61064	4.43442	4.645
"ENSMUSG00000060843"	4.38353	4.35436	4.0759	3.79179
"ENSMUSG00000060860"	7.29633	7.117255	7.33537	7.24586
"ENSMUSG00000060862"	5.99799	5.61046	5.52673	5.44581
"ENSMUSG00000060879"	13.13485	13.07666	13.86701	13.90842
"ENSMUSG00000060882"	4.25076	4.17493333333333	3.96995	3.85899
"ENSMUSG00000060890"	3.845655	3.8935	3.829685	3.81748
"ENSMUSG00000060904"	10.127335	10.176685	10.3488	10.319745
"ENSMUSG00000060923"	10.97252	11.37644	8.83923	8.8338
"ENSMUSG00000060924"	3.94562	3.88216666666667	3.92718	3.94849
"ENSMUSG00000060935"	6.704805	6.652635	7.13261	6.98385
"ENSMUSG00000060938"	13.307085	13.2606	14.19559	14.008295
"ENSMUSG00000060950"	5.42538	5.3748	5.526485	5.634935
"ENSMUSG00000060961"	9.275035	9.0371675	7.4565575	8.0349225
"ENSMUSG00000060962"	6.89457	5.05367	7.85834	8.28929
"ENSMUSG00000060969"	6.36316	6.95422	8.51618	7.23269
"ENSMUSG00000060981"	9.280015	9.218615	8.17759	8.11692
"ENSMUSG00000060985"	4.82138	4.70085	4.29601	4.28556
"ENSMUSG00000060988"	3.827295	3.733715	3.82893	3.822575
"ENSMUSG00000060989"	9.84924	9.920565	11.08093	11.084835
"ENSMUSG00000060992"	9.55796	9.50208	9.91279	9.84252
"ENSMUSG00000061013"	3.77466	3.79665	4.03319	3.81809
"ENSMUSG00000061024"	8.89212	8.853805	9.063255	9.202815
"ENSMUSG00000061028"	8.53477	8.56221	8.46729	8.48458
"ENSMUSG00000061032"	9.182595	9.22111	9.716475	9.786395
"ENSMUSG00000061046"	6.33036	6.3556625	7.270655	7.464865
"ENSMUSG00000061048"	4.99191	5.063925	5.545385	5.762515
"ENSMUSG00000061062"	9.11138	9.07121	9.67443	9.57041
"ENSMUSG00000061068"	6.30187	5.8796	5.53649	4.89835
"ENSMUSG00000061079"	4.9139	4.979195	4.8071	4.8827
"ENSMUSG00000061080"	4.43387	4.500785	4.31257	4.209675
"ENSMUSG00000061082"	4.79124	4.53027	5.35582	4.49426
"ENSMUSG00000061086"	6.02613	6.087515	5.79744	5.71861
"ENSMUSG00000061099"	7.37949	7.2113	7.44373	7.82186
"ENSMUSG00000061100"	11.67261	10.94088	11.7016	11.71885
"ENSMUSG00000061104"	10.20286	10.3571033333333	10.2644466666667	10.33499
"ENSMUSG00000061111"	7.86477	7.67146	8.85183	8.80039
"ENSMUSG00000061118"	9.38781	9.34172	9.16741	9.01514
"ENSMUSG00000061119"	7.4998	7.236755	7.897725	7.609735
"ENSMUSG00000061126"	4.31143	4.22409	4.23295	4.45118
"ENSMUSG00000061130"	9.76446666666667	9.83806	9.01441333333333	9.08211666666667
"ENSMUSG00000061132"	6.9414	6.31091	9.29951	8.99479
"ENSMUSG00000061136"	6.29548333333333	6.27163666666667	6.472165	6.50960166666667
"ENSMUSG00000061144"	5.09998	4.95727	11.93529	12.02484
"ENSMUSG00000061165"	4.34378	4.66315	4.33218	4.31635
"ENSMUSG00000061167"	12.37152	12.39361	13.28703	13.10034
