"sWAT_M06(r1)"	"sWAT_M06(r2)"	"sWAT_M06(r3)"	"sWAT_M06(r4)"	"BAT_M06(r1)"	"BAT_M06(r2)"	"BAT_M06(r3)"	"BAT_M06(r4)"
"ENSMUSG00000001380"	8.832755	8.9594	9.610815	9.011145	8.90788	8.953215	8.983805	8.826835
"ENSMUSG00000001383"	7.421375	7.24053	7.4549	7.311145	7.436615	7.1824	7.14306	7.21749
"ENSMUSG00000001403"	8.75172	7.89905	5.67798	8.52697	5.40182	4.94515	5.30125	6.00268
"ENSMUSG00000001415"	5.904005	6.373795	5.900665	6.51276	6.689205	6.790955	6.31556	6.25031
"ENSMUSG00000001416"	8.845144	8.765006	8.20791	9.100562	8.73376	8.758576	8.616994	8.875998
"ENSMUSG00000001418"	8.3296	8.73779	5.58237	8.81417	8.5991	8.5411	8.4827	8.50756
"ENSMUSG00000001419"	7.51723666666667	7.45604	7.15188	7.59299333333333	7.64317666666667	7.63524	7.56949666666667	7.40781666666667
"ENSMUSG00000001420"	5.47665	6.20057	5.07766	5.82414	8.71258	9.2102	8.42205	8.55465
"ENSMUSG00000001424"	7.94405	8.11318	5.74918	8.10494	7.0768	7.20815	7.04104	7.90803
"ENSMUSG00000001435"	7.29391	7.644605	6.919455	6.89644	6.654925	6.628815	6.85591	6.92877
"ENSMUSG00000001436"	7.69229	7.852405	7.21979	7.967955	9.15518	9.33277	9.081675	9.07591
"ENSMUSG00000001440"	9.76033333333333	9.48296	9.52571666666667	9.73225666666667	8.91711333333333	8.93634	8.93436	9.32593333333333
"ENSMUSG00000001441"	7.29776666666667	6.98872666666667	7.23803	7.20853	7.21489	7.34085333333333	7.26435	7.42583333333333
"ENSMUSG00000001444"	7.96663	6.83629	7.19616	7.79341	5.24905	4.37311	4.91508	5.649
"ENSMUSG00000001445"	8.08809	8.33353	6.64452	8.27651	9.83248	9.75675	9.62968	9.40914
"ENSMUSG00000001467"	6.41783	6.28501	6.64444333333333	5.97629333333333	5.56648333333333	5.73509333333333	5.66051	6.12099
"ENSMUSG00000001472"	8.05234	8.4012175	6.305805	8.4537325	8.29857	8.29811	8.253115	8.142335
"ENSMUSG00000001473"	7.63167	8.03282	7.87408	8.08775	6.88068	7.44684	7.0805	8.6887
"ENSMUSG00000001482"	6.44906	6.80631	6.79913	6.2889	7.33697	7.16855	6.96932	7.21002
"ENSMUSG00000001493"	6.6289	6.69732	6.49736	6.89862	5.92325	6.02658	6.28968	5.92904
"ENSMUSG00000001494"	3.283925	3.556715	3.318455	3.324355	3.7239	3.511855	3.42218	3.5493
"ENSMUSG00000001496"	4.64956	4.76763	4.62034	4.89146	4.65671	4.82046	4.7346	4.92144
"ENSMUSG00000001497"	3.31696666666667	3.40628333333333	3.35900666666667	3.24324333333333	3.62296666666667	3.61545333333333	3.37557333333333	3.38154666666667
"ENSMUSG00000001504"	4.81512	5.06606	5.80873	4.76445	5.57218	5.62774	5.26521	5.06792
"ENSMUSG00000001506"	6.78323	8.4262	6.76802	7.24105	5.389445	5.275345	5.088115	7.55417
"ENSMUSG00000001507"	5.11362333333333	5.25486	5.30791666666667	5.145	5.70819	5.56483333333333	5.43645333333333	5.54089333333333
"ENSMUSG00000001508"	5.09773	5.5766	5.52495	5.78503	6.28088	6.53456	5.79403	6.63118
"ENSMUSG00000001510"	4.623085	4.85861	4.997545	5.11387	5.283285	5.20377	4.97375	5.01314
"ENSMUSG00000001517"	5.7886325	5.7103125	5.7429375	5.925105	5.29675	5.1695625	5.1752275	5.2992275
"ENSMUSG00000001518"	6.70153	6.70093	6.32132	6.48275	6.64995	6.7883	6.76949	6.5832
"ENSMUSG00000001520"	5.12636666666667	5.33308	5.31372666666667	5.37185333333333	5.53142333333333	5.47580666666667	5.39940666666667	5.47783
"ENSMUSG00000001521"	5.42341	5.51510333333333	5.52673333333333	5.41708	5.32043333333333	5.39915333333333	5.37834666666667	5.37505666666667
"ENSMUSG00000001524"	5.9036525	5.6636975	4.76354	6.03708	6.25801	6.4293675	6.32752	6.331845
"ENSMUSG00000001525"	11.16353	10.729185	9.729485	11.36179	8.2977	8.68824	8.54392	9.38572
"ENSMUSG00000001542"	9.5353	9.52664	10.3072	9.13058	9.36681	9.31793	9.38175	8.96007
"ENSMUSG00000001552"	6.97838	6.56899	6.30903	6.57136	7.11997	7.15927	7.09138	7.46474
"ENSMUSG00000001555"	5.35684	6.02559	4.787975	5.67933	4.85895	5.076145	4.8584	5.85632
"ENSMUSG00000001558"	3.26742	3.39649	4.35642	3.09031	4.09193	3.96741	4.09299	4.54456
"ENSMUSG00000001566"	3.29464	3.08098	3.45144	3.02069	4.20029	3.49828	3.53681	3.32311
"ENSMUSG00000001576"	7.41690666666667	7.74816	6.79376333333333	7.30195666666667	8.40177666666667	8.22612	8.16628	7.93945666666667
"ENSMUSG00000001583"	4.22344666666667	4.62776666666667	4.67353666666667	4.59540666666667	5.16820666666667	4.92505	4.92853333333333	4.80782333333333
"ENSMUSG00000001588"	9.047205	8.726885	8.995375	9.417925	6.271255	6.13791	6.25702	6.34215
"ENSMUSG00000001604"	4.87676	3.91532	4.41627	3.66223	5.26917	5.49664	5.57047	5.97914
"ENSMUSG00000001622"	2.69704	2.78059	2.928765	2.67505	3.19295	4.880715	3.03341	3.11444
"ENSMUSG00000001627"	9.29906	9.03517	10.14251	8.96048	9.00598	9.28475	9.23543	9.29542
"ENSMUSG00000001630"	5.64672666666667	5.73373	5.3794	5.42147666666667	6.22429333333333	6.16319666666667	6.56558666666667	6.41572333333333
"ENSMUSG00000001632"	8.25026	8.01249	6.91316	8.54174	7.96964	8.01744	8.20567	7.82164
"ENSMUSG00000001642"	10.7805833333333	10.61616	10.89274	10.7977466666667	10.0257566666667	10.48413	10.19328	10.54925
"ENSMUSG00000001655"	4.29912	4.41042	4.10542	3.96114	4.31218	4.51157	4.25251	4.17532
"ENSMUSG00000001657"	8.20695	8.62671	9.25474	8.29393	5.6431	6.1967	6.28708	6.87048
"ENSMUSG00000001661"	5.218065	5.63895	5.45973	5.641745	6.124635	6.233555	6.05336	6.202755
"ENSMUSG00000001663"	9.34984	9.34501	9.60191	8.9841	9.11532	9.18832	9.63167	10.04269
"ENSMUSG00000001665"	5.15421	5.4724	4.63033	5.58183	5.31425	5.83539	5.77312	6.07095
"ENSMUSG00000001666"	9.49943	9.52403	9.32184	9.53947	11.8274	11.67297	11.69175	10.72703
"ENSMUSG00000001670"	4.7075	4.60317	4.93168	4.68757	5.09398	4.95164	5.02947	5.0994
"ENSMUSG00000001672"	3.60761	3.717775	3.93918	3.669755	3.949345	3.685515	3.665575	3.410775
"ENSMUSG00000001674"	7.37813666666667	6.88487	6.91328333333333	7.14991666666667	6.12811666666667	6.1391	6.36525333333333	6.45705666666667
"ENSMUSG00000001687"	10.02022	10.09653	9.55479	10.0229	10.32218	10.15454	10.22537	10.0671
"ENSMUSG00000001700"	8.76542	7.888795	7.722495	8.063465	6.666235	6.818105	6.583835	6.84022
"ENSMUSG00000001707"	9.06501	8.59609	9.38164	8.44631	8.53678	8.43969	8.44542	8.62983
"ENSMUSG00000001729"	6.15658	6.61292333333333	5.76069	6.71702	6.80923666666667	6.65837666666667	6.58403666666667	6.987
"ENSMUSG00000001739"	7.03034	7.20926	5.61209	6.94776	6.69481	6.98823	7.35691	7.0673
"ENSMUSG00000001741"	8.08006666666667	7.59438	7.06372666666667	7.93337333333333	6.13618666666667	5.66791666666667	6.19768666666667	6.40428
"ENSMUSG00000001750"	7.70976	7.824	6.80894	8.35979	6.62408	7.00883	7.00601	7.35457
"ENSMUSG00000001751"	7.1697	7.15477	6.71495	6.9895	6.27712	6.59479	6.39906	6.66466
"ENSMUSG00000001755"	7.107445	7.726705	7.20574	7.05172	9.44233	9.04493	8.640655	8.15634
"ENSMUSG00000001761"	5.16669666666667	5.37099	4.98303	4.97411	5.60545	5.39776	5.43951666666667	5.64265333333333
"ENSMUSG00000001763"	5.082434	5.170188	4.766636	5.128132	4.582648	4.502784	4.55956	4.553844
"ENSMUSG00000001767"	6.79621	6.53028	6.694785	6.404425	6.11209	6.171625	6.296335	6.071085
"ENSMUSG00000001768"	6.54456	7.23816	5.66685	6.5882	7.06502	6.4631	7.2007	7.20309
"ENSMUSG00000001773"	2.28337	2.69284	2.46915	2.58951	2.33775	2.18405	2.40423	2.25186
"ENSMUSG00000001774"	11.03076	10.32347	10.68556	10.28356	9.68822	9.71798	9.43501	9.49083
"ENSMUSG00000001783"	8.62741	8.51096	7.68502	8.53581666666667	7.56060666666667	7.53751666666667	7.87558333333333	7.86068333333333
"ENSMUSG00000001785"	7.168325	7.00411	6.606085	7.003	6.36769	6.46768	6.715175	7.12863
"ENSMUSG00000001786"	7.61586	7.51565	7.04351	7.53094	7.45136	7.54798	7.71613	7.57356
"ENSMUSG00000001794"	9.11134	9.51965	8.19629	9.91577	10.77017	10.13803	10.47734	10.52053
"ENSMUSG00000001802"	3.73767	4.20774	3.84526	3.97997	4.84497	4.82778	4.68172	4.46998
"ENSMUSG00000001815"	4.29025	4.63932	4.35084	4.64301	4.9003	4.93731	4.68489	5.05627
"ENSMUSG00000001819"	3.7656	3.647895	4.214065	3.870065	4.15776	3.94378	3.884475	3.979555
"ENSMUSG00000001823"	2.98007	3.12733	2.91119	3.1548	3.42649	3.32207	3.30917	3.35493
"ENSMUSG00000001827"	3.1935	3.54849	3.72094	3.68546	3.78875	3.72076	3.82276	3.63082
"ENSMUSG00000001829"	9.2863575	9.38835	9.099825	9.3770825	9.967795	9.9832525	10.12006	10.5518075
"ENSMUSG00000001833"	11.314455	11.165005	11.65471	11.239935	10.145295	10.375675	10.406045	10.90589
"ENSMUSG00000001844"	7.54372	7.92169	6.88238	8.04577	8.74789	8.71673	8.8056	8.6901
"ENSMUSG00000001847"	10.4641	10.145005	10.138885	10.477815	9.94916	10.164335	10.223455	10.096935
"ENSMUSG00000001855"	7.217525	7.07047	6.709185	7.442955	6.608425	6.83638	6.60857	6.59474
"ENSMUSG00000001864"	5.78406	6.27990333333333	5.96393	5.64539333333333	5.63611	5.70976333333333	5.46378333333333	6.81961333333333
"ENSMUSG00000001865"	6.44033	7.96677	6.85705	6.55117	4.42659	5.453	5.84484	7.37155
"ENSMUSG00000001870"	4.6301425	4.5599125	4.838805	4.50722	4.27387	4.351135	4.2039975	4.574805
"ENSMUSG00000001891"	9.17968	9.514152	9.10561	9.04703	10.901378	11.240618	10.21485	9.883618
"ENSMUSG00000001909"	6.42587666666667	6.53807	5.95797	6.83365333333333	6.54761333333333	6.67546	6.60726333333333	6.86899
"ENSMUSG00000001910"	5.27121666666667	5.3244	5.56125333333333	5.48402333333333	6.01734333333333	5.79495333333333	5.82954333333333	5.71677333333333
"ENSMUSG00000001911"	6.788278	7.025142	6.943206	7.092738	7.852394	7.792324	7.548922	7.881992
"ENSMUSG00000001918"	10.31592	10.61644	9.83663	10.29863	10.08979	10.09332	10.30681	10.59515
"ENSMUSG00000001924"	6.08276	5.956905	4.94379	6.054255	6.30191	6.452305	6.199195	6.062805
"ENSMUSG00000001930"	6.98077	7.15621	6.24811	6.8806	5.19409	6.39297	6.27497	7.09977
"ENSMUSG00000001942"	6.27518	6.15529	5.83159	5.84339666666667	5.93201333333333	5.80734333333333	6.06007666666667	6.23529
"ENSMUSG00000001943"	5.63385	6.13513	5.68113	5.58492	5.79509	5.85909	6.07698	5.79305
"ENSMUSG00000001946"	8.23992	8.70007	7.81664	8.50714	8.783	9.10467	9.09731	8.90359
"ENSMUSG00000001948"	4.47796	4.50395	5.83149	4.50149	5.85068	6.13132	5.87991	6.3212
"ENSMUSG00000001962"	9.05288	8.81024	8.47383	8.74617	8.58486	8.76921	8.63411	8.69813
"ENSMUSG00000001964"	10.550805	10.46195	10.702355	10.73046	10.500445	10.71709	10.36433	10.508195
"ENSMUSG00000001985"	3.12597	3.49562	3.550795	3.22722	3.64593	3.73513	3.674385	3.63183
"ENSMUSG00000001986"	4.8889	4.789655	4.91248	5.0436	3.91234	4.07637	4.25716	3.979725
"ENSMUSG00000001988"	3.01308	3.37856	3.8127	3.1766	4.29736	3.56722	3.68339	3.44866
"ENSMUSG00000001995"	6.08462	6.11726	5.79778	6.00344	5.78977	6.07194	6.08574	6.48092
"ENSMUSG00000001998"	7.45553	7.47893	7.58769	7.35922	6.34871	6.524465	7.153525	6.695595
"ENSMUSG00000001999"	9.13107	9.26785	9.09443	9.1246	10.29548	10.37043	10.14795	9.81679
"ENSMUSG00000002006"	5.05547	4.76521	5.19834	5.17155	5.71059	5.49903	5.38424	5.23384
"ENSMUSG00000002007"	6.93987666666667	6.7565	6.59329	7.07922666666667	5.54746	5.55958	4.95924	5.42390666666667
"ENSMUSG00000002010"	10.910865	11.04835	10.32651	10.60633	13.07996	12.91592	12.900365	12.737205
"ENSMUSG00000002012"	4.59128	4.64189	4.66616	4.35812	4.62527	4.61354	4.56735	4.68684
"ENSMUSG00000002014"	7.69987	7.80161	7.15901333333333	7.71349	7.73728666666667	7.77869	7.69548333333333	7.67137666666667
"ENSMUSG00000002015"	10.65973	11.22111	10.063835	10.984745	11.402075	11.4323	11.312175	11.22549
"ENSMUSG00000002017"	8.66473	8.7079	8.60261	8.76691	8.62378	8.39418	8.37126	8.51162
"ENSMUSG00000002020"	7.16287	6.91526	7.07644	6.73253	8.98964	9.01347	8.98404	8.79696
"ENSMUSG00000002028"	7.37874666666667	7.14507333333333	6.31584	7.20804333333333	6.36852	6.61005333333333	6.67167	6.50063666666667
"ENSMUSG00000002031"	7.7252	8.05803	7.32677	7.5367	7.97435	7.7535	7.76035	7.89539
"ENSMUSG00000002032"	4.603875	4.511265	4.506175	3.87782	5.72742	5.75612	5.47927	5.696125
"ENSMUSG00000002033"	10.92947	10.28207	10.46366	10.59278	5.6345	6.24062	6.79245	7.13909
"ENSMUSG00000002043"	7.54138	7.88398	6.51085	7.89841	8.76774	7.8744	8.72283	8.63601
"ENSMUSG00000002052"	7.38553	7.10051	6.02171	7.09973	6.84673	6.65626	6.67206	6.79068
"ENSMUSG00000002055"	5.26044333333333	4.56005	4.92266	4.95231	3.94304666666667	3.93052	3.89410666666667	3.99210333333333
"ENSMUSG00000002057"	3.333285	3.41139	3.953185	3.420445	3.994095	3.83466	3.943135	3.804345
"ENSMUSG00000002058"	7.7044	7.99695	6.10798	8.02298	6.78599	7.00084	7.56185	7.9101
"ENSMUSG00000002059"	8.470705	8.93797	8.65798	8.417265	10.02659	10.155175	9.851715	10.009875
"ENSMUSG00000002064"	9.796	9.91652	9.64367	9.88855	9.45571	9.34436	9.53069	9.90952
"ENSMUSG00000002068"	7.01954	6.474	6.681235	6.607295	6.449705	6.33356	6.34149	6.061135
"ENSMUSG00000002076"	4.17958	4.27604	4.294955	4.403075	4.689595	4.436985	4.479275	4.574005
"ENSMUSG00000002083"	6.58659	6.33906	6.06642	6.82144	7.00603	6.59497	6.96715	6.60017
"ENSMUSG00000002100"	5.09017	5.43989	5.08316	4.98986	5.7462	4.95649	4.95793	5.30716
"ENSMUSG00000002102"	9.87879	9.65032	8.14222	9.79882	9.94094	9.80615	9.60923	9.73612
"ENSMUSG00000002103"	7.51916666666667	7.55554	7.11647	7.73365666666667	7.10033333333333	7.25783666666667	7.22697666666667	7.49754333333333
"ENSMUSG00000002104"	4.9136	4.64691	4.67631	4.65101	4.50893	4.38193	4.5346	4.80051
"ENSMUSG00000002105"	7.1499	7.08662	6.84408	6.77248	7.47957	7.13924	7.29208	7.39093
"ENSMUSG00000002107"	7.25714714285714	7.29327142857143	7.50002142857143	7.28886285714286	6.90282428571429	6.97022714285714	7.07682857142857	6.98477571428571
"ENSMUSG00000002108"	6.55378	7.29757	5.88888	7.24811	7.73344	7.4924	7.67665	7.54491
"ENSMUSG00000002109"	8.093825	7.78977	7.77407	7.711375	6.37301	6.55383	6.96316	6.551725
"ENSMUSG00000002111"	6.72869	6.47006	5.73484	7.40343	5.61763	5.74749	5.58521	6.37545
"ENSMUSG00000002129"	6.93874666666667	6.39132333333333	6.48661666666667	6.7939	6.23702666666667	6.14842333333333	6.03794	6.15850333333333
"ENSMUSG00000002147"	7.68623	7.715955	6.737415	7.84142	6.787875	6.72958	7.11355	7.16363
"ENSMUSG00000002190"	3.46696333333333	3.74360666666667	3.8495	3.59957	3.94969	3.76653333333333	3.71068333333333	3.75026333333333
"ENSMUSG00000002204"	8.473705	8.17369	6.442765	8.703965	5.439335	5.074565	4.99566	5.240155
"ENSMUSG00000002205"	8.89625	8.55832	8.63816	9.02634	8.35626	8.13195	8.09783	8.29575
"ENSMUSG00000002210"	6.3986	6.2102	5.26233	6.62517	6.96933	6.84532	6.68513	6.77897
"ENSMUSG00000002221"	7.07476666666667	6.62439666666667	6.14948333333333	6.86960666666667	6.39545666666667	6.42188666666667	6.36091	6.37311333333333
"ENSMUSG00000002222"	7.643335	7.480345	7.834145	7.269295	8.230355	8.203215	8.225815	7.511745
"ENSMUSG00000002227"	5.4533	5.689165	5.15979	5.761415	5.780245	5.843765	5.383885	5.74032
"ENSMUSG00000002228"	5.27567	4.96569	5.01369	5.41117	5.16894	5.3846	5.21898	5.37787
"ENSMUSG00000002233"	6.50505	7.408715	6.160515	7.19135	7.02384	7.15423	7.27486	7.375875
"ENSMUSG00000002240"	4.43382	4.81875	4.33076	4.68961	4.87197	4.80833	4.61892	4.87227
"ENSMUSG00000002249"	5.58148	5.36771	6.15178	5.65447	6.0115	5.59774	5.72039	5.74964
"ENSMUSG00000002250"	5.13288	4.93991	5.34147	5.28735	5.68477	5.45437	5.49627	5.585095
"ENSMUSG00000002257"	8.18755	7.84615	5.92783	8.50244	4.78298	4.9451	4.89134	5.47392
"ENSMUSG00000002265"	5.52746	6.62979	6.37966	5.50052333333333	7.00521333333333	6.23102	7.30796	6.85669333333333
"ENSMUSG00000002266"	2.34455	2.636935	2.727055	2.512085	2.98156	2.7701	2.747715	2.66085
"ENSMUSG00000002274"	5.21944	5.413775	5.536275	5.463495	5.34717	5.284275	5.160785	5.34167
"ENSMUSG00000002279"	6.24803	5.50302	4.77179	5.8363	7.66018	7.59381	7.38794	7.23438
"ENSMUSG00000002280"	7.66283	7.68114	7.67965	7.72804	9.08854	9.10178	8.59971	8.64314
"ENSMUSG00000002289"	6.59453	6.96314	6.18887	6.586095	5.5568	5.66848	6.864455	7.57361
"ENSMUSG00000002297"	5.827555	5.238815	6.176385	5.28295	3.787095	3.922985	3.972545	4.221445
"ENSMUSG00000002307"	7.9373	7.83013	7.61123	8.3713	6.80138	7.14535	7.27324	7.24092
"ENSMUSG00000002308"	5.3559	5.79107	4.588885	5.57741	6.353665	6.232175	6.250505	6.19275
"ENSMUSG00000002319"	8.26240333333333	8.16903	8.52199	8.56392	8.20808	8.41534333333333	8.44983666666667	8.63841666666667
"ENSMUSG00000002320"	7.09865	7.227505	6.995705	7.359755	6.961335	7.201325	7.20279	6.79833
"ENSMUSG00000002324"	4.64956	4.65135	4.93682	4.66678	5.0011	4.6261	4.4435	4.65673
"ENSMUSG00000002325"	8.39772	8.7518	8.28928	9.01922	7.46674	7.61311	8.06099	7.98151
"ENSMUSG00000002326"	8.01068	7.93744	6.46489	7.76365	7.6883	7.77493	7.90669	8.19071
"ENSMUSG00000002329"	8.074665	8.336525	6.64369	8.25717	7.934235	7.95128	8.136825	8.030405
"ENSMUSG00000002332"	8.37552	8.6784	5.47742	8.77978	9.16505	8.92752	9.10169	9.00655
"ENSMUSG00000002341"	5.15317	5.45689	4.582245	4.191505	5.248755	4.313965	4.764085	4.351765
"ENSMUSG00000002342"	6.46087	6.45439333333333	6.43761	6.50678666666667	6.63814333333333	6.60056666666667	6.53053333333333	6.60574333333333
"ENSMUSG00000002343"	5.61164	5.593015	5.209235	5.70904	5.61213	5.520395	5.544545	5.793755
"ENSMUSG00000002345"	8.002035	7.36622	7.03444	7.35038	7.7436	7.319975	7.409745	6.90227
"ENSMUSG00000002346"	5.363045	5.711035	5.727765	5.477895	7.276165	6.90208	7.514105	7.039415
"ENSMUSG00000002365"	7.12432	6.69284	6.09195	6.84836	7.60084	7.44531	7.58408	7.2798
"ENSMUSG00000002372"	7.94283	7.98113	6.16999	8.27426	7.74045	7.76387	7.60131	7.5061
"ENSMUSG00000002379"	7.838675	7.841425	7.209785	7.920595	8.893425	8.92686	8.652915	8.501615
"ENSMUSG00000002384"	3.55895	3.43799	3.76651	3.72086	4.251465	3.84408	3.857585	3.942115
"ENSMUSG00000002393"	7.099665	6.903935	7.120805	7.00676	8.597665	8.50304	8.16526	7.94788
"ENSMUSG00000002395"	8.83774333333333	9.17586666666667	8.31901	9.44945333333333	9.27769333333333	9.33322666666667	9.30139	9.86637333333333
"ENSMUSG00000002396"	8.0208	7.19171	6.44096	6.20178	8.14519	6.68969	8.07572	6.93069
"ENSMUSG00000002409"	6.49544	6.57085	6.66856	6.61801	6.71114	6.65631	6.63457	6.63818
"ENSMUSG00000002413"	6.1893725	5.74548	5.5531925	5.7092225	4.7031425	4.79308	5.96708	5.5839575
"ENSMUSG00000002416"	7.6630525	7.8042225	7.131795	7.8562175	9.1517525	9.0244775	8.9130825	8.82933
"ENSMUSG00000002428"	6.63827	6.40236666666667	5.99698333333333	6.31640333333333	4.19379	4.43246666666667	4.70704666666667	4.86118666666667
"ENSMUSG00000002455"	6.38857666666667	6.62964666666667	6.31042	6.72150666666667	6.34342	6.19128333333333	6.238	6.21651333333333
"ENSMUSG00000002458"	9.198085	8.780595	9.343575	9.318475	6.38905	6.932195	6.929455	7.635035
"ENSMUSG00000002459"	3.85541666666667	3.82375666666667	3.82319666666667	3.89919666666667	4.3346	4.08107333333333	3.92085	4.06190666666667
"ENSMUSG00000002475"	6.04249	6.48301	7.18393	5.46793	5.67081	6.34486	6.45332	5.9696
"ENSMUSG00000002477"	8.9314	8.25603	8.90744	8.63199	7.29724	7.46683	7.56102	7.70482
"ENSMUSG00000002486"	6.29909	6.37332	6.37525	6.53709	5.63301	5.98138	5.81441	6.42965
"ENSMUSG00000002489"	4.58226	4.36990666666667	4.56204666666667	4.5756	4.45299	4.07742333333333	4.10168666666667	4.15338666666667
"ENSMUSG00000002496"	7.28978	7.14831	5.49903	7.07386	7.89702	8.03835	7.58653	7.79407
"ENSMUSG00000002500"	4.73139	4.62533	4.91989	4.86541	6.5471	7.07921	5.8226	7.60613
"ENSMUSG00000002504"	5.806495	5.80157666666667	6.05857666666667	5.791885	6.65616333333333	6.94475666666667	6.80913333333333	6.50363666666667
"ENSMUSG00000002524"	9.65213	9.50473	8.16351	9.97495	9.39708	9.32621	9.09566	9.27406
"ENSMUSG00000002546"	8.26061	8.65917	7.41307	8.42183	8.93405	8.49644	8.62084	8.48585
"ENSMUSG00000002550"	7.93427	8.64548	5.53325	8.04357	10.80253	10.66243	10.43671	9.89568
"ENSMUSG00000002565"	5.02652	4.92037	6.16072	5.58117	4.65673	5.54118	5.38286	4.8926
"ENSMUSG00000002578"	4.66950333333333	4.64706	4.59750333333333	4.71128666666667	4.60222	4.50796333333333	4.36407666666667	4.42051666666667
"ENSMUSG00000002580"	10.08838	9.84579	9.23267	9.8671	10.0517	10.08873	9.93253	10.23477
"ENSMUSG00000002588"	5.06581	5.28197	6.40364	3.79194	6.24623	6.24632	7.19012	6.96115
"ENSMUSG00000002602"	8.49371	8.02564	6.46596	8.02564	6.1263	6.77175	6.69544	7.5276
"ENSMUSG00000002603"	5.92206666666667	5.57721	5.24939	6.03269666666667	5.73018333333333	5.68953666666667	5.54875333333333	5.46046666666667
"ENSMUSG00000002608"	5.9988	5.74361	5.132035	6.22025	6.204955	6.06181	6.011025	6.066245
"ENSMUSG00000002617"	4.30824	4.82219	4.09978	4.06447	3.83613	4.05438	4.41969	4.18135
"ENSMUSG00000002625"	7.73513	8.11686	6.42523	7.9856	6.81065	7.15731	7.1493	7.31404
"ENSMUSG00000002633"	3.119565	3.292305	3.74523	3.548525	3.68806	3.60879	3.618035	3.81755
"ENSMUSG00000002635"	7.489325	7.47799	7.28042	7.07887	7.314575	7.324835	7.17127	7.437445
"ENSMUSG00000002658"	7.34695	7.32819	6.185435	7.831055	7.451355	7.36756	7.298725	7.563445
"ENSMUSG00000002660"	8.635705	8.45763	7.966785	8.463195	10.595785	10.5546	10.38053	9.721755
"ENSMUSG00000002661"	6.89602	6.71715	5.77991	6.71771	9.44625	9.74389	9.3729	8.75166
"ENSMUSG00000002664"	3.70704	4.19018	4.17174	4.21116	3.83219	4.04796	3.89295	3.98409
"ENSMUSG00000002668"	7.48077	6.79232	7.81165	7.58267	4.61341	5.00115	5.10984	5.01522
"ENSMUSG00000002679"	5.86178	5.8378	5.01437	5.90325	5.46999	5.73267	5.67522	6.03285
"ENSMUSG00000002688"	7.430395	7.49418	8.66572	7.05546	8.07956	7.927015	8.110415	8.333365
"ENSMUSG00000002699"	6.55713	6.55907	6.73517666666667	6.48024333333333	4.79014	4.89113333333333	4.86914666666667	5.31100666666667
"ENSMUSG00000002718"	9.82624	9.45531	9.75301	9.46509	8.78414	8.63422	8.82249	8.91972
"ENSMUSG00000002728"	9.1726	9.05304	9.53349	9.02171	10.3109	10.54538	10.17866	10.02917
"ENSMUSG00000002731"	7.86557	7.994	8.34497	7.49529	8.16374	8.18055	8.40611	8.52653
"ENSMUSG00000002732"	8.44491	8.84466	9.24104	8.32463	8.62972	9.04277	9.40389	9.89921
"ENSMUSG00000002733"	7.90572	7.119645	7.159215	7.236815	6.61519	6.92818	7.141865	7.3442
"ENSMUSG00000002741"	7.43801	7.51904	6.51215	7.634355	8.185335	7.905865	7.962665	7.532485
"ENSMUSG00000002748"	6.2507225	6.400145	6.03848	6.69399	6.5705375	6.5018675	6.5311975	6.3918475
"ENSMUSG00000002763"	7.0918875	7.427755	6.625345	7.5177075	8.8653225	8.9017825	8.467985	8.274835
"ENSMUSG00000002767"	8.88876	8.95689	8.34207	8.9023	10.64735	10.84928	10.54256	10.24521
"ENSMUSG00000002768"	7.651465	7.81419	6.101875	7.845995	8.780515	8.728805	8.779595	8.497705
"ENSMUSG00000002769"	4.86703	5.06332	4.79469	4.83136	6.91352	6.66471	6.48959	5.2484
"ENSMUSG00000002771"	5.067805	5.27286	5.410825	5.284525	5.8796	5.698355	5.61715	5.61261
"ENSMUSG00000002778"	9.76987	9.85655	7.8476	10.10086	10.17293	10.26739	10.18023	10.3973
"ENSMUSG00000002781"	5.26615	6.046045	5.215035	5.570155	7.77507	7.57626	7.34174	7.30425
"ENSMUSG00000002797"	5.68447	5.50457333333333	5.85384333333333	5.52394	5.51211	4.93610333333333	5.13233	5.43876333333333
"ENSMUSG00000002799"	4.53486	4.87899	4.05644	4.40299	5.74795	5.90325	6.01901	5.23898
"ENSMUSG00000002803"	6.83922	6.47734	5.96044	6.39096	7.72519	7.7525	7.41219	7.08639
"ENSMUSG00000002804"	7.01478	7.05203	5.91346	7.29865	8.19817	7.87378	7.94404	7.6865
