"BAT_M09(r1)"	"BAT_M09(r2)"	"BAT_M09(r3)"	"eWAT_M09(r1)"	"eWAT_M09(r2)"	"eWAT_M09(r3)"	"pvWAT_M09(r1)"	"pvWAT_M09(r2)"	"pvWAT_M09(r3)"	"iWAT_M09(r1)"	"iWAT_M09(r2)"	"iWAT_M09(r3)"
"ENSMUSG00000081145"	7.69371	7.63913	7.44975	7.05189	7.18168	7.17128	7.24382	7.00545	7.40087	7.3741	7.05024	7.11931
"ENSMUSG00000081151"	4.46166	4.34146	4.25292	4.34423	4.46014	4.81622	4.29429	3.7991	4.14836	4.17262	4.66568	4.45649
"ENSMUSG00000081153"	9.68839	9.86693	9.39828	9.56783	9.54933	9.16949	9.80111	9.9595	9.74596	9.5374	9.57774	9.08573
"ENSMUSG00000081162"	6.39692	6.57374	6.99482	6.68382	6.69578	6.53839	6.77525	6.29249	6.24048	6.84225	6.72081	6.36234
"ENSMUSG00000081167"	12.6117325	12.50745375	12.396764375	12.88272375	12.887041875	12.679979375	12.622105625	12.64428625	12.532623125	13.143319375	13.047485	13.157948125
"ENSMUSG00000081168"	5.97077	6.00544	5.76938	6.15045	6.20022	6.08602	6.05843	5.79964	5.68535	5.8619	5.95566	5.87698
"ENSMUSG00000081170"	12.7051076470588	12.8301176470588	12.7250958823529	12.8434364705882	12.8577176470588	12.73134	12.7941835294118	12.8532394117647	12.8429788235294	12.8924788235294	13.0419694117647	12.9518870588235
"ENSMUSG00000081175"	6.20701	6.13402	6.15603	6.02579	5.84397	6.14254	6.44174	5.76207	5.87129	5.91428	5.94703	6.11292
"ENSMUSG00000081176"	10.368408	10.189954	10.0601	10.596144	10.705472	10.48631	10.253742	10.470164	10.31542	10.768636	10.848638	10.797744
"ENSMUSG00000081179"	8.92811333333333	9.04536333333333	8.85324	8.85774666666667	8.82169666666667	8.85235666666667	8.62008666666667	8.89492333333333	8.90774	8.91828333333333	8.85395666666667	8.99161
"ENSMUSG00000081185"	11.555655	11.6484875	11.67578	11.2597425	11.58819	11.3446725	11.5599175	11.609125	11.4953025	11.2723375	11.4123425	11.2069575
"ENSMUSG00000081191"	7.00214	7.64241	6.91971	7.26002	7.58488	7.1118	7.08722	7.17242	7.01325	7.82674	7.84377	7.54272
"ENSMUSG00000081199"	8.44818	8.44306	8.47299	8.27456	8.61921	8.50605	8.26446	8.20706	8.39339	8.47073	8.43098	8.43149
"ENSMUSG00000081201"	12.371156	12.209394	12.14415	12.474452	12.456848	12.2753	12.223762	12.089926	12.110718	12.473968	12.382682	12.334064
"ENSMUSG00000081205"	10.7751566666667	10.9025711111111	10.8359911111111	10.8891711111111	10.5535377777778	10.5308044444444	10.4045755555556	10.5894888888889	10.7755244444444	10.8349266666667	10.9409244444444	11.0351855555556
"ENSMUSG00000081207"	5.1101	5.09338	5.60438	5.22456	5.21299	5.08499	5.29895	4.80274	5.31265	5.77197	5.9631	5.58539
"ENSMUSG00000081210"	12.726404375	12.85407375	12.747585	12.868664375	12.878270625	12.75758625	12.8163425	12.883736875	12.871009375	12.916500625	13.0675525	12.9741175
"ENSMUSG00000081212"	9.81827	9.95234	9.62247	9.89449	9.46041	9.40461	9.80242	9.88945	9.71832	9.70374	9.38074	9.28998
"ENSMUSG00000081214"	9.99853833333333	10.0398641666667	10.1300791666667	10.5290775	10.0241583333333	9.9938225	10.1615783333333	10.2646658333333	10.3001808333333	10.4104508333333	10.4835691666667	10.9599
"ENSMUSG00000081216"	7.28417	7.1181	7.21414	6.95774	7.02911	6.87275	7.14309	6.78744	6.87569	6.99228	6.88781	6.82832
"ENSMUSG00000081218"	5.68431785714286	5.44601785714286	6.28062357142857	5.62932642857143	5.70696214285714	5.46556928571429	6.33434642857143	6.60352714285714	6.45	5.71176214285714	5.47486357142857	5.51316428571429
"ENSMUSG00000081221"	13.9305106666667	13.9614311111111	13.8821982222222	13.6200084444444	13.7446802222222	13.5799682222222	13.9192828888889	13.9033535555556	13.8617148888889	13.6102508888889	13.6792948888889	13.4025844444444
"ENSMUSG00000081222"	7.68774	7.99989	8.04094	7.56485	7.71304	7.63673	8.00775	7.52881	7.55005	7.55505	7.62771	7.65053
"ENSMUSG00000081223"	8.3259	8.29044	8.18783	8.06881	7.6514	7.88167	8.18588	8.0854	7.84053	7.83543	7.92071	8.13859
"ENSMUSG00000081225"	6.21787	6.18467	6.17546	5.77505	6.00189	5.92842	6.1801	6.14063	6.18451	5.90934	5.90484	5.58655
"ENSMUSG00000081226"	7.73972	7.7869	7.70661	7.60557	7.71472	7.74203	7.68925	7.87597	8.00277	7.68646	7.73854	7.6061
"ENSMUSG00000081228"	13.1584933333333	13.3038433333333	13.3732133333333	12.0719666666667	12.28611	11.9114133333333	12.9342333333333	12.92767	13.0388033333333	12.0966466666667	12.2622066666667	11.6891666666667
"ENSMUSG00000081232"	9.364345	9.64654	9.726745	8.90651	8.794615	8.964705	9.44121	9.539225	9.788585	8.73628	8.771545	8.8616
"ENSMUSG00000081234"	3.79714	4.13272	4.01393	3.76041	3.98316	4.08748	4.06857	4.58952	4.02051	3.72536	3.83332	4.22481
"ENSMUSG00000081238"	11.24291	11.25948	11.05356	11.38375	11.08258	10.92617	11.39709	11.23925	11.14007	11.41938	11.40183	11.54065
"ENSMUSG00000081239"	11.6199966666667	11.4811983333333	11.6012583333333	12.0721633333333	11.9081766666667	11.6329666666667	11.6057916666667	11.4799983333333	11.614455	11.71713	11.5876133333333	11.5984983333333
"ENSMUSG00000081244"	10.76526	10.569	10.30925	11.02879	11.19302	10.898	10.61557	10.85335	10.69186	11.28043	11.32289	11.21012
"ENSMUSG00000081249"	8.16964	7.91273	8.20044	7.99757	8.26153	7.44486	8.43882	7.68518	7.81569	7.84871	8.20387	7.6814
"ENSMUSG00000081251"	11.612475	11.569535	11.29027	12.12809	12.0904725	11.973775	11.678145	11.6734775	11.540165	11.8843425	11.9758875	11.7689425
"ENSMUSG00000081259"	9.4367	9.64853	9.346495	10.10648	9.79777	9.92326	9.55089	9.97111	9.926855	9.881435	9.894615	9.74657
"ENSMUSG00000081260"	9.85557	9.76113	9.93778	9.63114	9.80137	9.71225	9.8258	9.6078	9.55194	9.63742	9.70586	9.74954
"ENSMUSG00000081262"	8.05261	8.18598	8.0595	8.20044	8.30681	7.81261	8.1862	7.63484	7.84245	8.12693	8.15371	7.66695
"ENSMUSG00000081272"	10.25028	10.58933	10.24832	10.75379	10.68445	10.72797	10.3732	10.53334	10.45107	10.54765	10.7616	10.59348
"ENSMUSG00000081274"	10.035795	10.100775	9.89488	10.49905	10.20107	9.905055	10.029925	10.047975	10.1266	10.43857	10.47902	10.62589
"ENSMUSG00000081275"	10.34025	10.39914	10.29409	10.85263	10.76806	10.50589	10.64811	10.74354	10.49207	10.80594	11.03576	11.30169
"ENSMUSG00000081281"	9.91832	9.79887	9.553445	10.318825	9.77891	9.83371	9.929655	9.86105	9.79823	10.39493	10.15679	10.388505
"ENSMUSG00000081287"	7.30825	7.11836	7.69173	7.19228	7.28393	7.20722	7.24545	7.30115	7.29623	7.32585	7.13822	7.18188
"ENSMUSG00000081296"	7.56385	7.37079	7.55153	7.25675	7.30726	7.11902	7.47715	7.43941	7.33153	7.36682	7.23927	7.22414
"ENSMUSG00000081297"	7.56385	7.37079	7.55153	7.25675	7.30726	7.11902	7.47715	7.43941	7.33153	7.36682	7.23927	7.22414
"ENSMUSG00000081302"	6.06163	6.28807	6.20932	6.07825	6.08581	6.12925	6.29816	6.36119	5.71723	6.09149	6.22032	6.21481
"ENSMUSG00000081308"	7.13173	7.12277	6.77097	7.02686	6.95935	6.86572	6.9351	6.64531	6.61327	6.85833	6.89435	6.75017
"ENSMUSG00000081315"	6.0452	6.20324	6.57221	6.20946	6.17443	5.73072	6.7088	6.36794	6.57973	6.05335	5.89191	5.95708
"ENSMUSG00000081317"	5.19211	5.09042	5.21367	5.12547	5.15021	5.25563	5.46535	5.06286	4.83496	5.1091	5.14623	5.1672
"ENSMUSG00000081323"	7.51381	7.72405	7.60946	7.32968	7.48758	7.15184	7.39095	7.41672	7.32279	7.2777	7.46724	7.21916
"ENSMUSG00000081325"	9.96781666666667	9.88224333333333	9.80746666666667	10.17139	10.1371	10.17041	9.98171	10.1966533333333	10.1036766666667	10.37827	10.4816566666667	10.4788566666667
"ENSMUSG00000081328"	6.40063	6.19087	6.376	6.28314	6.33808	6.14147	6.5189	6.56004	6.37281	6.24793	6.29835	6.22977
"ENSMUSG00000081331"	11.938385	12.123	12.088625	10.706205	10.795595	9.838635	11.65809	11.74974	11.778625	10.66042	10.626895	9.928205
"ENSMUSG00000081332"	4.93733	4.62073	4.59348	4.65665	4.7211	4.97913	4.99683	4.78462	4.59195	4.88305	4.70363	4.75479
"ENSMUSG00000081335"	7.32034	7.12502	6.96619	7.81552	8.57294	7.78432	7.64565	8.77653	7.5699	9.50934	10.15517	10.27374
"ENSMUSG00000081342"	8.55989	8.71094	8.47363	8.61078	8.37677	8.65421	8.43904	8.45818	8.78833	8.14549	8.43641	8.39875
"ENSMUSG00000081344"	9.9708575	9.8981825	9.7044225	10.398075	9.6455	9.731205	10.2573575	10.1232025	10.1723275	10.2893325	10.0253025	10.5574375
"ENSMUSG00000081357"	6.34731666666667	6.61632333333333	7.19786	6.79032333333333	6.71006333333333	7.30233333333333	6.89901	7.24146	7.29465666666667	7.88666333333333	7.91947	8.49169333333333
"ENSMUSG00000081358"	5.3596	5.05617	4.78449	5.22353	4.73821	4.92801	4.96434	4.66072	4.85982	4.83941	5.0933	5.20655
"ENSMUSG00000081365"	8.05375	8.38631	8.09872	8.13783	8.07132	7.97028	8.20504	7.95452	8.06749	8.32031	8.14984	8.14966
"ENSMUSG00000081377"	7.27231	6.95522	7.41833	7.32473	7.44145	7.02672	7.4647	6.95092	6.68315	7.24285	7.3834	7.29486
"ENSMUSG00000081378"	9.42121666666667	9.25845	8.87815666666667	9.68958333333333	9.51493	9.23153666666667	9.52279666666667	9.61346666666667	9.54013333333333	10.01763	9.95496333333333	10.1329266666667
"ENSMUSG00000081381"	4.01164	3.77948	4.31784	3.88372	3.89373	3.95884	4.19513	4.28518	4.12117	3.81714	3.79877	3.63287
"ENSMUSG00000081383"	7.15342	6.77128	6.86953	6.72872	6.98129	6.62364	6.89926	6.84697	6.77159	6.90698	6.80349	6.67844
"ENSMUSG00000081388"	7.73171	7.62306	7.7467	7.87725	7.79652	7.72346	7.93283	7.43349	7.48789	7.8709	7.90392	7.91054
"ENSMUSG00000081400"	10.158564	10.247946	10.138472	11.10199	10.583206	10.893442	10.688174	10.715426	10.554684	10.911052	10.896736	11.354972
"ENSMUSG00000081402"	9.64836	9.62138	9.55359	9.48078	9.54974	9.4395	9.61481	9.50487	9.46755	9.88704	9.74903	9.98181
"ENSMUSG00000081405"	12.16525	11.9720333333333	11.9610666666667	11.6035566666667	11.22116	11.1702733333333	11.91716	11.8235233333333	11.96199	11.5361966666667	11.20041	10.9296466666667
"ENSMUSG00000081406"	12.713025	12.6868325	12.546685	12.87664625	13.08435	12.86043875	12.7177925	12.9092425	12.7475175	13.186	13.28131625	13.34549625
"ENSMUSG00000081412"	7.62808	7.51252	7.64114	7.15413	7.13886	7.10293	7.67786	7.27752	7.35097	6.96353	6.83229	6.98405
"ENSMUSG00000081413"	9.86347	10.0225	9.87468	8.64058	8.74192	7.99581	10.04297	9.76737	9.90649	8.62829	8.51657	8.1364
"ENSMUSG00000081418"	8.85375	9.09809	9.10608	9.07143	8.77166	8.77616	8.81807	8.8992	8.87528	8.92592	8.91145	8.69376
"ENSMUSG00000081420"	7.17762	7.17038	7.15479	6.8549	7.12154	6.92346	6.95003	7.08654	6.83846	7.17866	7.07583	7.1546
"ENSMUSG00000081421"	9.36994	9.33255	9.02042	9.56913	9.1862	8.72096	9.61368	9.36151	9.11987	9.55796	9.36293	9.46264
"ENSMUSG00000081429"	5.34504	4.66121	5.20559	5.47162	4.95943	5.0909	5.97938	5.67609	4.50674	6.4506	6.02979	6.22307
"ENSMUSG00000081431"	9.42121666666667	9.25845	8.87815666666667	9.68958333333333	9.51493	9.23153666666667	9.52279666666667	9.61346666666667	9.54013333333333	10.01763	9.95496333333333	10.1329266666667
"ENSMUSG00000081434"	11.12589	11.06039	10.91788	11.36464	11.31817	11.27209	11.334015	11.340755	11.20541	11.531125	11.65364	11.81121
"ENSMUSG00000081436"	7.60008	7.96876	7.97834	7.88535	7.91496	7.77153	7.98403	7.66001	7.80533	7.94829	8.0162	8.00785
"ENSMUSG00000081440"	9.3308	9.63156	9.35935	8.02129	8.47978	7.70978	9.11623	8.85362	8.82247	8.02247	8.22394	7.74717
"ENSMUSG00000081441"	10.7751566666667	10.9025711111111	10.8359911111111	10.8891711111111	10.5535377777778	10.5308044444444	10.4045755555556	10.5894888888889	10.7755244444444	10.8349266666667	10.9409244444444	11.0351855555556
"ENSMUSG00000081453"	10.645695	10.560245	10.461305	11.010325	10.58264	10.436495	10.93401	10.65705	10.644505	10.9155	10.70019	10.802735
"ENSMUSG00000081455"	10.7348977419355	10.7505993548387	10.8671474193548	10.5330483870968	10.79248	10.7119	10.4723193548387	10.6230748387097	10.7091880645161	10.7815603225806	10.9227029032258	10.8669941935484
"ENSMUSG00000081459"	9.32045	9.410955	9.43836	9.638125	9.83619	9.731865	9.36818	9.62061	9.407935	9.641685	9.72396	9.6852
"ENSMUSG00000081461"	11.322859	10.964162	10.788358	11.478235	11.506007	10.846899	11.21496	11.252922	10.919789	11.890539	11.78672	11.606019
"ENSMUSG00000081470"	8.62297	8.68305	8.73682	8.90692	8.661	8.67605	8.4346	8.51862	8.80114	8.68387	8.68622	8.5588
"ENSMUSG00000081473"	10.8090633333333	10.6587116666667	10.7340483333333	9.58457	9.23203333333333	8.79902333333333	10.7510766666667	10.5196416666667	10.8370683333333	9.33005833333333	9.173505	8.91460166666667
"ENSMUSG00000081476"	8.789175	8.928135	9.084555	8.995345	8.6657	8.8965	9.069435	9.05659	9.163125	8.717525	8.73468	8.94073
"ENSMUSG00000081485"	13.4867433333333	13.5658133333333	13.62078	12.89597	12.9574733333333	12.56706	13.3538233333333	13.3474466666667	13.4445966666667	12.8921233333333	12.90935	12.58427
"ENSMUSG00000081486"	8.62222	8.490835	8.530905	8.411695	8.607085	8.232345	8.37254	8.384465	8.197565	8.44312	8.48295	8.4651
"ENSMUSG00000081490"	10.85014	10.85691	10.95506625	10.65170875	10.908755	10.8434275	10.57626	10.7253325	10.81035125	10.88576	11.03078375	10.99223875
"ENSMUSG00000081491"	9.91187625	9.9601575	10.0626275	10.45236	9.94459125	9.9312175	10.0767025	10.19662625	10.25460875	10.3328025	10.420465	10.86755875
"ENSMUSG00000081494"	13.58386	13.4962	13.45671	12.94468	13.03897	12.87672	13.54783	13.4669	13.3807	12.91344	12.88668	12.60953
"ENSMUSG00000081501"	7.49295066666667	7.59984933333333	7.50772066666667	7.70037066666667	7.78965066666667	7.69311933333333	7.58547133333333	7.41833066666667	7.30141733333333	7.56741533333333	7.71971333333333	7.64863466666667
"ENSMUSG00000081502"	4.50387	4.48019	4.37171	4.20879	4.13415	4.30981	4.53572	4.43576	4.43355	4.22285	4.21495	4.2199
"ENSMUSG00000081504"	11.7857453846154	11.7221965384615	11.1015807692308	11.9399692307692	12.1151030769231	11.7133073076923	11.9136238461538	11.9270038461538	11.6105884615385	12.3333307692308	12.2301826923077	12.1417773076923
"ENSMUSG00000081505"	7.64336	7.29764	7.57344	7.51146	7.57579	7.50761	7.62037	7.36979	7.57591	7.41908	7.59513	7.44976
"ENSMUSG00000081519"	13.140645	13.044485	12.967985	13.074535	13.151075	13.08468	13.077185	13.09781	13.030155	13.116945	12.98911	12.94817
"ENSMUSG00000081520"	9.12297	9.23439	9.34906333333333	9.63774333333333	9.19762	9.14260333333333	9.22877	9.38829666666667	9.4324	9.49534333333333	9.62747333333333	10.0888933333333
"ENSMUSG00000081522"	9.28292	9.12132666666667	9.28122666666667	8.87062333333333	9.08748	9.02053	8.87058	9.05315	9.10317	9.06543333333333	9.24987333333333	9.18526
"ENSMUSG00000081526"	5.80515	5.90046	5.75526	5.21403	5.45552	5.67133	5.53778	5.77737	5.63496	5.41308	5.49441	5.51817
"ENSMUSG00000081531"	7.717125	7.64143	7.57912	7.40491	7.6069	7.36646	7.63409	7.60933	7.43511	7.45836	7.619905	7.390325
"ENSMUSG00000081534"	11.5529	11.43524	11.38402	12.41647	12.24703	12.31529	11.62893	11.56442	11.70123	12.05724	11.77656	11.52345
"ENSMUSG00000081540"	8.82931	8.93412	9.04758	8.53398	8.41942	8.45075	8.84259	8.64819	8.78814	8.37371	8.38709	8.21061
"ENSMUSG00000081553"	9.91217	10.14331	9.65719	9.95683	10.34561	10.16237	9.87009	9.9967	9.82954	10.08141	10.23726	10.12368
"ENSMUSG00000081557"	6.93142	7.07006	6.71755	6.99155	6.88088	6.94694	6.88518	6.79857	6.77755	6.79329	6.70833	6.84606
"ENSMUSG00000081559"	12.4920894871795	12.3939592307692	12.28425	12.7847682051282	12.7802202564103	12.57741	12.5075776923077	12.5376074358974	12.4304976923077	13.0297520512821	12.9494058974359	13.0513148717949
"ENSMUSG00000081562"	9.6960175	9.61704	9.4831	9.722885	9.6866825	9.29862	9.642915	9.7403975	9.5994175	9.6107325	9.5896375	9.4701125
"ENSMUSG00000081565"	9.66501444444445	9.72753611111111	9.49140444444444	10.6352705555556	9.70416833333333	9.63630277777778	10.1774088888889	9.89350666666667	9.86017444444444	10.19319	10.071375	10.441835
"ENSMUSG00000081568"	7.4384	7.91161	5.24672	7.05748	8.32322	6.94781	6.25201	6.87081	6.88308	8.27124	8.21206	8.01933
"ENSMUSG00000081572"	12.713025	12.6868325	12.546685	12.87664625	13.08435	12.86043875	12.7177925	12.9092425	12.7475175	13.186	13.28131625	13.34549625
"ENSMUSG00000081580"	6.23154	6.11163	6.1296	5.77989	5.99468	5.67208	5.7059	6.23529	6.14062	5.79341	5.7104	5.78149
"ENSMUSG00000081587"	5.11057	5.18167	5.11125	4.98719	4.67767	4.93825	4.80503	4.892	4.77872	4.82295	4.90449	4.91297
"ENSMUSG00000081590"	7.3124	7.45782	7.32624	7.00999	7.49146	7.10276	7.33403	7.15717	7.36152	7.17454	7.12274	6.84061
"ENSMUSG00000081591"	6.92729	7.02716	7.13186	6.76941	6.92979	6.76092	6.94436	6.89046	6.60126	6.70118	6.92985	6.9953
"ENSMUSG00000081593"	9.37846333333333	9.56878666666667	9.42588333333333	9.10698333333333	9.12663666666667	9.05627	9.37291333333333	9.27167333333333	9.27964666666667	9.03684333333333	9.09723666666667	9.00685666666667
"ENSMUSG00000081594"	11.5050271428571	11.4811685714286	10.85173	11.6397157142857	11.8480842857143	11.4130271428571	11.6257914285714	11.6821185714286	11.3375971428571	12.0339228571429	11.9580942857143	11.8700571428571
"ENSMUSG00000081595"	10.06347	10.4896566666667	10.06905	10.01741	9.56337	9.57950333333333	9.92063666666667	10.01449	10.25071	9.68724666666667	9.76974666666667	9.81588
"ENSMUSG00000081598"	5.6476	5.91387	5.62638	5.87691	5.9929	5.82264	5.80116	5.65336	5.67635	5.99131	6.00781	5.90358
"ENSMUSG00000081600"	13.9305106666667	13.9614311111111	13.8821982222222	13.6200084444444	13.7446802222222	13.5799682222222	13.9192828888889	13.9033535555556	13.8617148888889	13.6102508888889	13.6792948888889	13.4025844444444
"ENSMUSG00000081604"	10.06679	10.20064	10.020395	10.4988625	10.3897	10.2019825	10.3561925	10.386035	10.2739925	10.526425	10.56959	10.7257325
"ENSMUSG00000081606"	6.35139666666667	6.44295333333333	6.48182	6.22385333333333	6.24766333333333	6.27739333333333	6.6375	6.43521666666667	6.07098	6.25451666666667	6.27721	6.26977333333333
"ENSMUSG00000081611"	8.90945	9.03241	9.18892	9.07474	8.96209	9.26453	8.92185	9.16474	9.13716	8.97731	9.05504	9.37792
"ENSMUSG00000081612"	7.091965	6.78458	7.22867	6.460895	6.68856	6.493725	7.124555	8.131155	6.930265	7.319825	7.968375	8.65338
"ENSMUSG00000081613"	9.73386	10.03425	9.9638	9.76884	9.869	9.70737	9.9723	9.88717	9.83554	9.96951	10.02298	10.01336
"ENSMUSG00000081620"	9.80057666666667	9.76594833333333	9.61672666666667	10.5521533333333	9.943855	9.81280833333333	10.2748216666667	10.163385	10.0583333333333	10.4166183333333	10.3153933333333	10.7210866666667
"ENSMUSG00000081622"	10.7343062068966	10.7437	10.8558548275862	10.5278765517241	10.7891089655172	10.7057127586207	10.4670765517241	10.6163762068966	10.7035727586207	10.7799531034483	10.9203479310345	10.8633489655172
"ENSMUSG00000081624"	7.77059	7.97168	8.14194	8.00174	8.12861	8.08458	8.13246	7.82074	7.8144	8.00056	8.034	8.03932
"ENSMUSG00000081625"	6.99854	7.10191	6.79918	7.38342	6.82033	6.61615	7.3457	6.94572	6.78403	7.00167	7.02738	7.0213
"ENSMUSG00000081626"	7.5047675	7.28967	7.7040925	7.449325	7.690575	7.0778375	7.66454	7.6839775	7.732535	7.6065975	7.4162175	7.128175
"ENSMUSG00000081627"	10.504335	10.86572	10.5262925	10.4659725	10.0487625	10.09567	10.3629525	10.4366175	10.6610525	10.201595	10.215715	10.2640775
"ENSMUSG00000081638"	5.07213	5.20534	5.64519	5.31033	5.24802	5.04187	5.87112	5.95459	5.70116	5.48912	5.11037	4.98537
"ENSMUSG00000081640"	12.05452	11.98516	11.83269	12.35935	12.22032	12.25896	12.18553	12.22661	12.10269	12.47876	12.59229	12.68194
"ENSMUSG00000081641"	8.09489	7.84678	8.03273	7.20505	7.56137	7.03455	7.83785	7.4391	7.62127	7.31636	7.4077	7.251
"ENSMUSG00000081643"	10.86381	10.93001	10.89838	11.43891	11.12911	11.10451	11.05831	11.05254	10.95152	11.1109	11.02848	11.16213
"ENSMUSG00000081649"	7.6509	7.3063	7.63486	7.2472	7.20683	7.22115	7.4487	7.28391	7.11105	7.14538	7.11026	7.08092
"ENSMUSG00000081664"	7.44071	7.65345	7.61095	7.51744	7.56712	7.36783	7.64118	7.46779	7.59245	7.51552	7.65035	7.52291
"ENSMUSG00000081665"	8.696565	8.51632	7.743665	9.428795	9.445235	9.522645	8.676865	9.40679	8.796665	9.623435	10.351695	10.072585
"ENSMUSG00000081669"	8.535755	8.679175	8.852935	9.225545	8.51166	8.83921	8.980945	8.973125	8.760705	8.907065	8.8011	9.36639
"ENSMUSG00000081670"	5.6279	5.33609	4.96117	5.16755	5.23387	5.37093	5.27391	4.88279	5.66233	5.02928	5.16265	5.36116
"ENSMUSG00000081671"	7.505845	7.0461875	7.42663	7.722235	7.43936	7.44544	7.432205	7.50737	7.2155125	7.91677	8.0802575	8.1290325
"ENSMUSG00000081675"	11.1294016666667	11.0974677777778	10.9236838888889	11.22006	11.0004844444444	10.812155	11.2251311111111	11.1194833333333	11.0038888888889	11.2952811111111	11.2657172222222	11.3784216666667
"ENSMUSG00000081677"	8.36983	8.32586	8.58515	8.34646	8.76956	8.36628	8.47731	8.24089	8.12714	8.39582	8.4619	8.42449
"ENSMUSG00000081680"	6.835	6.82528	6.63116	6.22561	6.46456	6.44254	6.8075	6.55032	6.43302	6.31586	6.57924	6.55613
"ENSMUSG00000081683"	7.72344	7.58158	7.80836	7.57205	7.72092	7.53498	7.26827	7.41783	7.43783	7.73346	7.53097	7.59871
"ENSMUSG00000081684"	12.69414	12.8177866666667	12.7145811111111	12.8329372222222	12.8455594444444	12.7158738888889	12.7829127777778	12.8388	12.83132	12.8807627777778	13.0280194444444	12.9375188888889
"ENSMUSG00000081693"	6.20939	5.92116	6.15274	5.96559	6.18625	5.97985	6.2955	5.99297	6.12436	6.15645	6.26164	6.13445
"ENSMUSG00000081694"	7.78942	7.6592	7.48441	7.07552	7.50509	7.37838	7.51464	7.40699	7.3873	7.38475	7.34301	7.12997
"ENSMUSG00000081695"	8.90037666666667	9.11109666666667	9.09674	8.99305	8.75811666666667	8.82696333333333	9.11589	8.97552	8.9375	8.87448333333333	8.93384	9.21517
"ENSMUSG00000081696"	6.75045	7.18639	7.23473	6.81455	6.62874	6.7601	7.06204	6.96416	6.8244	6.83369	6.45692	6.72811
"ENSMUSG00000081703"	11.7295714285714	11.6527585714286	11.4668242857143	12.25387	12.1824171428571	11.9408742857143	11.7904414285714	12.02316	11.7637228571429	12.6342042857143	12.6832357142857	12.7860414285714
"ENSMUSG00000081705"	6.75537	6.75027	6.82153	7.18771	7.03284	6.76848	6.87485	6.74046	6.74417	6.97442	6.8016	6.82645
"ENSMUSG00000081714"	6.68813	6.66596	6.5863	6.40439	6.69581	6.63447	6.52103	6.54372	6.47702	6.47447	6.51129	6.53438
"ENSMUSG00000081718"	6.77987	6.35258	6.30024	6.53427	6.61422	6.13336	6.49916	6.30217	6.33976	6.4242	6.33459	6.5731
