"BAT_M07(r1)"	"BAT_M07(r2)"	"BAT_M07(r3)"	"BAT_M07(r4)"	"BAT_M07(r5)"	"eWAT_M07(r1)"	"eWAT_M07(r2)"	"eWAT_M07(r3)"	"eWAT_M07(r4)"	"eWAT_M07(r5)"	"eWAT_M07(r6)"
"ENSMUSG00000091512"	7.75165	7.74096	7.80883	7.88914	7.64756	7.58682	7.70776	7.82943	7.93748	7.76824	7.80395
"ENSMUSG00000091515"	6.19135	6.05057	6.23057	6.29226	6.48969	6.04307	5.89416	5.86997	5.99951	5.94742	5.95553
"ENSMUSG00000091549"	12.79542	12.79018	12.89411	12.88584	13.084	12.88975	12.84586	12.84647	13.00263	12.84441	12.91364
"ENSMUSG00000091561"	8.83851	8.79476	9.01294	9.236	9.11205	9.02968	9.19573	8.97996	9.43329	9.08518	9.09284
"ENSMUSG00000091563"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000091568"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000091572"	2.59161	2.68932	2.72532	2.60355	2.49209	2.367	2.5684	2.59413	2.60451	2.51931	2.63154
"ENSMUSG00000091580"	9.92116	10.05702	10.00855	9.96449	10.52821	9.47383	9.34335	9.27989	9.38206	9.64309	9.41117
"ENSMUSG00000091601"	5.67942	6.11836	5.69426	5.59292	5.73396	5.69135	5.98251	5.64706	5.88559	5.65412	6.06708
"ENSMUSG00000091617"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000091639"	11.7477033333333	11.6131466666667	12.00306	11.87985	12.2367533333333	11.9322366666667	11.70852	11.9244233333333	11.7280333333333	11.9087	11.6749033333333
"ENSMUSG00000091655"	9.25532	9.14765	9.25597	9.26186	9.27731	9.10971	8.94871	9.01431	9.11485	9.15409	9.07392
"ENSMUSG00000091682"	3.35386	3.7008	3.61236	3.55587	3.47264	3.50561	3.7221	3.73269	3.61091	3.56302	3.49237
"ENSMUSG00000091697"	5.99959	5.86013	6.17823	6.44657	7.04441	5.92629	5.85918	6.17823	6.17867	6.3065	5.90373
"ENSMUSG00000091703"	2.64528	2.66731	2.63707	2.64522	2.64896	2.73156	2.80273	2.88004	2.63291	2.59154	2.94812
"ENSMUSG00000091705"	6.523755	6.593205	6.32736	6.498545	6.58737	5.9437	6.017645	5.812385	6.098875	5.978465	6.27196
"ENSMUSG00000091749"	2.54633	2.56588	2.78166	2.8634	2.66931	2.71782	2.92759	2.81971	2.79734	2.66158	2.77614
"ENSMUSG00000091754"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000091756"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000091780"	7.78678	7.91309	7.7232	7.85922	7.92676	7.53945	7.58086	7.51014	7.6462	7.52269	7.66605
"ENSMUSG00000091803"	7.13124	7.17504	7.08933	7.1995	7.72913	6.92364	6.6749	6.75154	6.80205	7.17436	6.77857
"ENSMUSG00000091825"	9.36804	9.05629	9.48956	9.26914	9.39513	8.95615	8.67852	9.16471	8.68133	9.33286	8.49217
"ENSMUSG00000091845"	10.5395	10.46672	10.56156	10.71873	10.90104	10.60062	10.51553	10.48626	10.2849	10.72178	10.24131
"ENSMUSG00000091866"	5.42115	5.49102	5.47128	5.51116	5.8986	5.55369	5.67357	5.53564	5.53564	5.37102	5.56558
"ENSMUSG00000091882"	3.07417	3.22581	3.36787	3.23253	2.61001	2.84195	2.85335	2.71796	2.85335	2.65377	2.70051
"ENSMUSG00000091896"	5.27232	5.07731	5.182435	5.253745	5.214395	5.313995	5.292045	5.289335	5.192315	5.308745	5.19682
"ENSMUSG00000091898"	5.68875	5.26186	5.88241	5.6528	5.7301	4.16103	4.30583	4.38281	4.31777	4.25356	4.40668
"ENSMUSG00000091900"	3.90106	4.26318	4.48757	4.33389	4.93655	4.46472	4.44639	4.74748	4.4774	4.69312	4.4017
"ENSMUSG00000091905"	8.28169	8.19613	8.22475	8.39981	8.51164	8.26293	8.24863	8.29841	8.17531	8.26963	7.97356
"ENSMUSG00000091938"	5.89266	6.07968	6.07013	5.96753	5.98001	6.08134	6.18255	5.96488	6.05533	5.93195	6.05593
"ENSMUSG00000091941"	8.80714	8.59937	9.04383	8.95087	8.52239	8.60174	8.22638	8.6878	8.18845	8.68486	7.98284
"ENSMUSG00000091955"	11.04018	11.03285	11.17012	11.42781	11.18234	11.46491	11.59153	11.6547	11.58963	11.46978	11.35279
"ENSMUSG00000091957"	12.56685	12.4074	12.53011	12.58051	12.66496	12.36401	12.09795	12.27194	12.32656	12.39175	12.1362
"ENSMUSG00000091967"	2.59161	2.68932	2.72532	2.60355	2.49209	2.367	2.5684	2.59413	2.60451	2.51931	2.63154
"ENSMUSG00000091971"	5.63636	5.84363	5.52128	5.55249	5.54676	5.71051	5.87862	5.83025	5.70658	5.46378	5.62551
"ENSMUSG00000091987"	2.37628	2.57729	2.55972	2.40302	2.25879	2.48253	2.48253	2.48253	2.49961	2.49612	2.45052
"ENSMUSG00000091989"	9.85116	9.90108	9.56863	9.7834	10.15001	9.31954	9.20152	9.03755	8.74637	9.56619	9.23372
"ENSMUSG00000092008"	5.26892	5.24721	5.25879	4.99352	5.24096	5.26642	5.26028	5.26028	5.32485	5.12531	5.44737
"ENSMUSG00000092032"	4.58082	4.7693	4.69046	4.81058	4.67795	4.92939	5.16249	4.87861	4.89624	4.62752	5.08093
"ENSMUSG00000092035"	2.60857	2.55504	2.56175	2.6244	2.49072	2.77839	2.82314	2.68518	3.00462	2.68659	2.65871
"ENSMUSG00000092062"	6.78138	6.598515	6.766535	6.766	6.943585	6.8437	6.7923	7.002465	7.036075	6.960695	6.85917
"ENSMUSG00000092086"	8.80714	8.59937	9.04383	8.95087	8.52239	8.60174	8.22638	8.6878	8.18845	8.68486	7.98284
"ENSMUSG00000092137"	9.17842	9.01644	9.22948	9.12466	9.32573	9.38948	9.33737	9.38427	9.30127	9.39998	9.32085
"ENSMUSG00000092167"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000092176"	6.71649	6.93713	6.84309	6.79923	6.78678	6.81227	6.85653	6.78575	6.7713	6.63929	7.01695
"ENSMUSG00000092193"	8.0174	8.04395	8.07597	8.54839	8.67139	7.78782	8.13795	8.46585	8.64519	7.74225	7.81195
"ENSMUSG00000092202"	7.1319	7.18075	7.09633	7.1513	7.04488	6.9429	6.90753	6.98996	6.94587	6.88586	7.04811
"ENSMUSG00000092204"	3.60613	3.40334	3.37649	3.31489	3.58199	3.32401	3.53314	3.20234	3.5744	3.26548	3.54474
"ENSMUSG00000092243"	10.94221	10.96925	10.78966	11.10353	11.14384	10.73197	10.64047	10.42705	10.67076	10.63928	10.83057
"ENSMUSG00000092253"	7.34211	7.40988	7.39547	7.32552	7.65119	7.77407	7.71174	7.76201	7.84955	7.68606	7.96783
"ENSMUSG00000092257"	10.89787	10.85653	10.62042	10.69896	11.41818	10.37204	10.31398	10.43314	10.31379	10.76866	10.50963
"ENSMUSG00000092308"	3.60613	3.40334	3.37649	3.31489	3.58199	3.32401	3.53314	3.20234	3.5744	3.26548	3.54474
"ENSMUSG00000092328"	4.58082	4.7693	4.69046	4.81058	4.67795	4.92939	5.16249	4.87861	4.89624	4.62752	5.08093
"ENSMUSG00000092329"	8.59582	8.48994	8.72194	8.61338	8.59866	9.13649	9.09429	9.13066	8.95501	9.29134	9.21959
"ENSMUSG00000092344"	8.99082	8.88697	8.86777	9.06055	9.24024	8.66894	8.45297	8.58577	8.48648	9.06191	8.46634
"ENSMUSG00000092345"	8.12469	7.6206	7.98477	8.18497	8.88521	8.50922	8.40992	8.79094	8.47242	8.53269	8.27009
"ENSMUSG00000092360"	9.24867	9.2392	8.79659	9.19484	9.15299	8.32083	8.41025	8.2682	8.19989	8.75637	8.43796
"ENSMUSG00000092403"	4.45112	4.58817	4.45085	4.36788	4.56655	4.11057	4.12539	3.89467	4.26058	4.13625	4.35075
"ENSMUSG00000092417"	5.37526	5.412275	5.4325	5.355625	5.38929	5.43503	5.44413	5.432465	5.501365	5.337585	5.4567
"ENSMUSG00000092428"	8.58277	8.4096	8.37772	8.6253	9.4643	8.66674	8.43796	8.57662	8.57813	8.89196	8.30252
"ENSMUSG00000092441"	3.21897	3.194365	3.138135	3.13227	3.266245	3.100225	3.255355	3.06309	3.290615	3.05862	3.28392
"ENSMUSG00000092451"	4.58082	4.7693	4.69046	4.81058	4.67795	4.92939	5.16249	4.87861	4.89624	4.62752	5.08093
"ENSMUSG00000092452"	3.60613	3.40334	3.37649	3.31489	3.58199	3.32401	3.53314	3.20234	3.5744	3.26548	3.54474
"ENSMUSG00000092454"	8.14015	8.14346	8.25829	8.1571	8.53272	7.78018	7.93112	7.83149	7.71369	7.95267	7.88206
"ENSMUSG00000092471"	7.84585	8.00622	7.86634	7.77093	7.89129	7.78859	7.94196	7.82917	7.89421	7.74779	7.97334
"ENSMUSG00000092486"	7.82219	7.29764	8.02147	7.68049	8.01783	7.64731	7.42809	7.57514	7.55648	7.72568	7.18279
"ENSMUSG00000092505"	11.02569	10.94348	11.1112	11.17784	11.55951	11.21056	11.14576	11.16866	11.09982	11.22201	10.8785
"ENSMUSG00000092517"	2.66244	2.69754	2.6688	2.58756	2.50263	2.66186	2.79663	2.84988	2.70481	2.76873	2.71629
"ENSMUSG00000092518"	5.131745	5.065165	5.13287	5.10138	5.218355	5.71476	5.8187	5.64856	5.656775	5.5824	5.622675
"ENSMUSG00000092534"	6.26807	6.20269	6.40563	6.30102	6.48397	6.4458	6.19873	6.30353	6.2367	6.43	6.28786
"ENSMUSG00000092558"	6.42737	6.42671	6.38189	6.59143	6.19048	6.06253	6.02902	5.85074	5.73579	6.10905	5.91882
"ENSMUSG00000092586"	6.57851	6.92538	6.56895	6.53197	6.62027	6.35875	6.39986	6.42664	6.55072	6.33283	6.70955
"ENSMUSG00000092595"	7.80715	7.762825	7.66502	7.747505	7.798345	7.808625	7.779865	7.69476	7.7308	7.867155	7.747865
"ENSMUSG00000092607"	5.64452	5.62351	5.59349	5.59098	5.68572	5.66845	5.56607	5.66265	5.57939	5.67958	5.72561
"ENSMUSG00000092611"	3.21897	3.194365	3.138135	3.13227	3.266245	3.100225	3.255355	3.06309	3.290615	3.05862	3.28392
"ENSMUSG00000092650"	11.30755	11.06496	11.45953	11.64108	11.84746	11.71683	11.68889	11.70056	11.60687	11.51621	11.54412
"ENSMUSG00000092656"	6.17339	6.34517	6.34472	6.17111	6.36851	6.16608	6.08112	6.16938	6.20273	6.08858	6.27935
"ENSMUSG00000092680"	11.17742	11.11638	11.34575	11.36604	11.6805	11.35178	11.17027	11.38806	11.35394	11.45201	11.24717
"ENSMUSG00000092763"	2.8381	2.92252	2.74327	2.77094	2.7159	2.73941	2.86142	2.65212	3.02038	2.74686	2.79958
"ENSMUSG00000092819"	5.56666	5.5113	5.63478	5.62907	5.36131	5.53723	5.62062	5.57756	5.45709	5.6386	5.33762
"ENSMUSG00000092897"	11.30755	11.06496	11.45953	11.64108	11.84746	11.71683	11.68889	11.70056	11.60687	11.51621	11.54412
"ENSMUSG00000093003"	7.11548	7.16231	7.17306	7.12715	7.16679	7.36874	7.45425	7.48917	7.3981	7.26786	7.42727
"ENSMUSG00000093076"	8.33946	8.25268	8.52677	8.32707	8.71221	8.44669	8.22062	8.36413	8.30172	8.63569	8.343
"ENSMUSG00000093148"	11.30755	11.06496	11.45953	11.64108	11.84746	11.71683	11.68889	11.70056	11.60687	11.51621	11.54412
"ENSMUSG00000093149"	11.30755	11.06496	11.45953	11.64108	11.84746	11.71683	11.68889	11.70056	11.60687	11.51621	11.54412
"ENSMUSG00000093178"	5.36876	5.15607	5.17842	5.45761	5.14013	4.81101	4.83716	4.72623	4.63408	4.76852	4.55159
"ENSMUSG00000093264"	11.30755	11.06496	11.45953	11.64108	11.84746	11.71683	11.68889	11.70056	11.60687	11.51621	11.54412
"ENSMUSG00000093314"	6.70103	6.73649	7.03077	6.8158	6.63128	6.56772	6.68471	6.69036	6.60682	6.79547	6.48097
"ENSMUSG00000093327"	5.88843	6.18691	6.04016	5.82782	5.81305	5.88266	5.89244	5.76826	5.92478	5.6497	5.78064
"ENSMUSG00000093358"	4.28218	4.73965	4.51403	4.22879	4.48013	4.50713	4.62797	4.59209	4.63001	4.46851	4.64302
"ENSMUSG00000093365"	11.30755	11.06496	11.45953	11.64108	11.84746	11.71683	11.68889	11.70056	11.60687	11.51621	11.54412
"ENSMUSG00000093392"	12.21247	12.0095	12.07332	12.15369	12.42352	12.01226	11.97652	12.07001	11.88334	12.1178	11.89381
"ENSMUSG00000093445"	7.002285	7.138385	7.108725	7.1287	7.13216	6.8914	6.913055	6.92515	6.96271	6.90738	7.092435
"ENSMUSG00000093525"	8.14015	8.14346	8.25829	8.1571	8.53272	7.78018	7.93112	7.83149	7.71369	7.95267	7.88206
"ENSMUSG00000093552"	12.21247	12.0095	12.07332	12.15369	12.42352	12.01226	11.97652	12.07001	11.88334	12.1178	11.89381
"ENSMUSG00000093565"	4.64426	4.81108	5.21119	4.8976	4.60528	4.78239	4.64766	4.50989	4.47312	4.63467	4.03302
"ENSMUSG00000093574"	7.27484	7.19938	7.35341	7.35467	7.67178	7.52964	7.68482	7.60607	7.50792	7.44173	7.45708
"ENSMUSG00000093674"	13.56439	13.52217	13.63778	13.55971	13.63024	13.54184	13.50939	13.54506	13.45628	13.61771	13.47495
"ENSMUSG00000093686"	12.52543	12.5498	12.56136	12.59613	12.57503	12.41973	12.40212	12.51482	12.40834	12.50115	12.277
"ENSMUSG00000093701"	7.14927	6.66056	6.70938	6.99438	7.22398	6.9108	6.77434	7.02638	7.12515	7.01898	6.94664
"ENSMUSG00000093752"	6.88962	6.84291	6.89836	6.86335	7.36367	7.08957	7.02455	7.00995	6.87318	7.26737	6.80408
"ENSMUSG00000093798"	9.76194	9.57641	9.74288	9.86693	10.05073	9.71051	9.57505	9.7269	9.82824	9.88821	9.58165
"ENSMUSG00000093828"	5.444115	5.3873	5.387025	5.40198	5.40309	5.62158	5.49331	5.538175	5.600935	5.58152	5.29642
"ENSMUSG00000093847"	3.62317	3.63072	3.62144	3.64722	3.53355	3.6331	3.69224	3.64104	3.7644	3.57298	3.67939
"ENSMUSG00000093861"	3.454445	3.57631	3.552925	3.35208	3.586735	3.836965	3.78193	3.666785	3.618	3.635465	3.74358
"ENSMUSG00000093894"	4.30701	4.47000666666667	4.35791333333333	4.27123666666667	4.38697333333333	4.25083333333333	4.31773666666667	4.31513	4.31098333333333	4.26051666666667	4.39280666666667
"ENSMUSG00000093898"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000093903"	3.50905	3.36414	3.31888	3.30251	3.24375	3.3067	3.43478	3.34372	3.03929	3.35285	3.57302
"ENSMUSG00000093918"	2.37628	2.57729	2.55972	2.40302	2.25879	2.48253	2.48253	2.48253	2.49961	2.49612	2.45052
"ENSMUSG00000093923"	2.46925	2.6391	2.60401	2.6287	2.72043	2.32908	2.5451	2.41927	2.29289	2.19211	2.35455
"ENSMUSG00000093930"	8.38925	8.29051	8.3403	8.509	8.61289	8.39003	8.3243	8.64069	8.57483	8.61316	8.41169
"ENSMUSG00000093931"	2.69736	2.843305	2.76272	2.735275	2.768575	2.852915	3.04913	2.86737	2.73759	2.86261	2.94199
"ENSMUSG00000093955"	3.262205	3.22951	3.14554	3.18959	3.27204	3.34454	3.39466	3.25889	3.137085	3.312575	3.283435
"ENSMUSG00000093979"	3.07417	3.22581	3.36787	3.23253	2.61001	2.84195	2.85335	2.71796	2.85335	2.65377	2.70051
"ENSMUSG00000093984"	2.46925	2.6391	2.60401	2.6287	2.72043	2.32908	2.5451	2.41927	2.29289	2.19211	2.35455
"ENSMUSG00000093985"	2.54144	2.71398	2.69126	2.62567	2.32348	2.50024	2.60536	2.44523	2.61316	2.37085	2.5403
"ENSMUSG00000093987"	2.37628	2.57729	2.55972	2.40302	2.25879	2.48253	2.48253	2.48253	2.49961	2.49612	2.45052
"ENSMUSG00000093989"	9.82136	9.82418	9.77806	9.93607	10.08254	9.59716	9.66224	9.54257	9.48645	9.62119	9.39846
"ENSMUSG00000094006"	5.68246714285714	5.87497	5.75891142857143	5.67792428571429	5.80553571428571	5.59865285714286	5.70403	5.68544142857143	5.78152857142857	5.59541285714286	5.85138285714286
"ENSMUSG00000094017"	4.2324	4.25197	4.59889	4.28283	4.73972	4.14976	3.44666	4.22367	3.42863	4.30472	3.35162
"ENSMUSG00000094027"	3.27547	3.38223	3.21214	3.27128	3.17437	3.38597	3.13325	3.26885	3.32579	3.27855	3.33902
"ENSMUSG00000094051"	3.262205	3.22951	3.14554	3.18959	3.27204	3.34454	3.39466	3.25889	3.137085	3.312575	3.283435
"ENSMUSG00000094054"	5.42874	5.53404666666667	5.45702333333333	5.39725333333333	5.31601	5.35747	5.43045666666667	5.43134	5.46046	5.34318666666667	5.54309
"ENSMUSG00000094065"	6.177	6.37918	5.78645	5.93889	6.26593	5.95487	6.18603	6.15788	6.15749	5.91265	6.13283
"ENSMUSG00000094075"	6.125735	6.22774	6.08968	6.022545	6.344265	5.99454	6.10694	6.11446	6.190405	6.009025	6.18074
"ENSMUSG00000094087"	5.22621	5.6245	5.44343	5.46778	5.42255	5.36874	5.45495	5.47524	5.42082	5.44343	5.50633
"ENSMUSG00000094088"	3.84741	3.89276	3.815155	3.672965	3.869185	3.69188	3.74913	3.735075	3.756065	3.66906	3.836045
"ENSMUSG00000094107"	3.21897	3.194365	3.138135	3.13227	3.266245	3.100225	3.255355	3.06309	3.290615	3.05862	3.28392
"ENSMUSG00000094111"	8.79442	8.3976	8.60392	8.604	9.16471	8.79474	8.71998	8.71748	8.51427	9.10738	8.50181
"ENSMUSG00000094116"	3.80299	4.00995	3.90561	3.89669	3.78337	3.92716	4.00459	3.9212	3.89343	3.79539	3.77896
"ENSMUSG00000094121"	6.177	6.37918	5.78645	5.93889	6.26593	5.95487	6.18603	6.15788	6.15749	5.91265	6.13283
"ENSMUSG00000094124"	5.07404333333333	5.32642666666667	5.14465333333333	5.10192333333333	5.22163333333333	5.04896	5.19806666666667	5.14792333333333	5.22955333333333	5.07186	5.28452
"ENSMUSG00000094132"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000094134"	7.56644	7.92435	7.65327	7.55614	7.50996	7.46174	7.52798	7.45709	7.54857	7.38963	7.58725
"ENSMUSG00000094153"	7.34342	6.97158	7.45855	7.35088	7.61002	6.75143	6.57825	6.85708	6.57853	7.03526	6.58415
"ENSMUSG00000094162"	5.89266	6.07968	6.07013	5.96753	5.98001	6.08134	6.18255	5.96488	6.05533	5.93195	6.05593
"ENSMUSG00000094179"	4.93424	4.56393	5.28075	5.0154	4.51301	5.19004	5.01121	5.08471	4.64928	5.54171	4.57172
"ENSMUSG00000094196"	6.22394	6.34319	6.25872	6.16377	6.14671	5.92536	6.10414	5.86507	6.04532	6.07602	6.07515
"ENSMUSG00000094198"	3.68835333333333	3.82295333333333	3.67379	3.71497666666667	3.73651666666667	3.74597	3.80417	3.75603	3.66563	3.76188333333333	3.76854666666667
"ENSMUSG00000094237"	4.36041	4.65848	4.5229	4.51686	4.37195	4.49733	4.56817	4.65552	4.55476	4.53279	4.51266
"ENSMUSG00000094242"	9.29068	9.13808	9.34968	9.40309	10.03988	9.61766	9.59934	9.73826	9.80725	9.70717	9.57784
"ENSMUSG00000094248"	9.08384	9.03494	8.86148	8.97759	9.67644	9.68775	9.19505	9.92385	9.14951	10.02999	9.06794
"ENSMUSG00000094256"	11.14962	11.09876	11.33205	11.30162	11.77991	11.54737	11.41578	11.53618	11.44544	11.58875	11.2532
"ENSMUSG00000094257"	9.04634	8.82974	9.05543	9.09876	9.62674	8.93926	8.81993	8.72903	8.78563	9.12216	8.82728
"ENSMUSG00000094262"	5.914275	6.22204	6.02633	5.91022	6.06745	5.914385	6.026785	5.99674	6.107025	5.941075	6.19651
"ENSMUSG00000094263"	4.93424	4.56393	5.28075	5.0154	4.51301	5.19004	5.01121	5.08471	4.64928	5.54171	4.57172
"ENSMUSG00000094271"	6.50264	6.67362	6.58368	6.56593	6.66325	6.45701	6.42943	6.40868	6.52128	6.35278	6.58886
"ENSMUSG00000094315"	5.8767	6.08487	5.98889666666667	5.88346666666667	6.00466	5.82540666666667	5.94070666666667	5.88965333333333	6.03835666666667	5.88545666666667	6.11058
"ENSMUSG00000094319"	6.205475	6.35542	6.274825	6.19674	6.253205	6.075855	6.185825	6.14092	6.29942	6.170815	6.41096
"ENSMUSG00000094325"	3.50905	3.36414	3.31888	3.30251	3.24375	3.3067	3.43478	3.34372	3.03929	3.35285	3.57302
"ENSMUSG00000094326"	11.14962	11.09876	11.33205	11.30162	11.77991	11.54737	11.41578	11.53618	11.44544	11.58875	11.2532
"ENSMUSG00000094335"	3.454445	3.57631	3.552925	3.35208	3.586735	3.836965	3.78193	3.666785	3.618	3.635465	3.74358
"ENSMUSG00000094337"	3.24896	3.58874	3.29777	3.29706	3.26814	3.31202	3.30653	3.64431	3.45933	3.28994	3.39228
"ENSMUSG00000094344"	12.65128	12.4373	12.72867	12.71662	12.80078	12.62292	12.46618	12.6316	12.48494	12.72733	12.42964
"ENSMUSG00000094356"	4.44076	4.56491	4.55946	4.35264	4.56658	4.45951	4.54291	4.56293	4.6546	4.50381	4.70855
"ENSMUSG00000094362"	7.62753	7.71626	7.66076	7.73162	7.66516	7.49881	7.5248	7.5085	7.72017	7.489	7.77634
"ENSMUSG00000094365"	7.66319	7.54824	7.67014	7.7497	8.2336	7.96858	7.82639	7.74803	7.58593	7.9252	7.66598
"ENSMUSG00000094370"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000094378"	2.79278	2.7236	2.95742	2.67578	2.36768	2.57403	2.57637	2.7196	2.59998	2.5063	2.62564
"ENSMUSG00000094392"	11.04018	11.03285	11.17012	11.42781	11.18234	11.46491	11.59153	11.6547	11.58963	11.46978	11.35279
"ENSMUSG00000094410"	5.671835	5.536795	5.840365	5.863595	5.208035	6.26801	6.065045	6.304985	6.30702	6.1479	5.964275
"ENSMUSG00000094420"	3.59525666666667	3.60239333333333	3.59889	3.57244	3.64865	3.61619	3.64786666666667	3.68474666666667	3.66935333333333	3.52016	3.71202
"ENSMUSG00000094424"	2.46925	2.6391	2.60401	2.6287	2.72043	2.32908	2.5451	2.41927	2.29289	2.19211	2.35455
"ENSMUSG00000094437"	6.82777	6.71561	6.79435	6.97707	6.78977	6.63184	6.59921	6.78402	6.68795	6.67144	6.54196
"ENSMUSG00000094460"	3.07417	3.22581	3.36787	3.23253	2.61001	2.84195	2.85335	2.71796	2.85335	2.65377	2.70051
"ENSMUSG00000094474"	3.24896	3.58874	3.29777	3.29706	3.26814	3.31202	3.30653	3.64431	3.45933	3.28994	3.39228
"ENSMUSG00000094491"	3.7767	4.22443	4.22803	4.03538	4.26809	3.90974	3.87255	3.62355	3.97844	3.59995	3.96211
"ENSMUSG00000094502"	4.5035575	4.6844	4.54204	4.4848575	4.5785525	4.442115	4.552675	4.513645	4.5531225	4.4348	4.6060825
"ENSMUSG00000094509"	5.23955	5.70276	5.4271	5.32686	5.33392	5.24751	5.23866	5.47311	5.40537	5.12861	5.50936
"ENSMUSG00000094511"	2.37628	2.57729	2.55972	2.40302	2.25879	2.48253	2.48253	2.48253	2.49961	2.49612	2.45052
"ENSMUSG00000094517"	5.18539	4.9066	5.29976	5.39744	5.46501	4.82604	4.92325	5.02097	5.04502	4.88037	5.06219
"ENSMUSG00000094518"	8.58277	8.4096	8.37772	8.6253	9.4643	8.66674	8.43796	8.57662	8.57813	8.89196	8.30252
"ENSMUSG00000094519"	5.18539	4.9066	5.29976	5.39744	5.46501	4.82604	4.92325	5.02097	5.04502	4.88037	5.06219
"ENSMUSG00000094525"	3.76281	3.91397	3.89505	3.85791	3.60243	3.60397	3.63975	3.61112	3.56885	3.51469	3.712
"ENSMUSG00000094530"	10.8112	10.7165	10.81127	10.84553	11.14317	10.95162	10.94765	10.92419	10.89531	10.98809	10.87457
"ENSMUSG00000094544"	5.18539	4.9066	5.29976	5.39744	5.46501	4.82604	4.92325	5.02097	5.04502	4.88037	5.06219
"ENSMUSG00000094546"	3.11538666666667	3.15718	3.08444333333333	3.08285666666667	3.12408666666667	3.22623	3.24644666666667	3.16522333333333	3.09075	3.19060333333333	3.20176666666667
"ENSMUSG00000094561"	3.40581666666667	3.43867333333333	3.24307333333333	3.20303333333333	3.32548333333333	3.37201666666667	3.45188	3.38527	3.32231	3.34684333333333	3.36525666666667
"ENSMUSG00000094607"	3.90668	4.02115	3.94493	3.64395	3.71067	3.67165	3.71472	3.67336	3.77626	3.8989	4.00256
"ENSMUSG00000094624"	2.46925	2.6391	2.60401	2.6287	2.72043	2.32908	2.5451	2.41927	2.29289	2.19211	2.35455
"ENSMUSG00000094627"	6.93694	6.26712	7.0898	6.79697	7.78737	7.04075	6.42702	6.97789	6.20649	7.47446	6.18758
"ENSMUSG00000094628"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000094634"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000094635"	5.87339	6.07666	5.9104	5.7276	5.68139	5.67097	5.91968	5.63966	5.62462	5.61099	5.8276
"ENSMUSG00000094648"	6.50264	6.67362	6.58368	6.56593	6.66325	6.45701	6.42943	6.40868	6.52128	6.35278	6.58886
"ENSMUSG00000094652"	4.21407	4.22779	4.13214	4.34091	4.12168	4.11355	4.36818	4.21415	4.38073	4.21718	4.39713
"ENSMUSG00000094658"	2.37628	2.57729	2.55972	2.40302	2.25879	2.48253	2.48253	2.48253	2.49961	2.49612	2.45052
"ENSMUSG00000094661"	5.89266	6.07968	6.07013	5.96753	5.98001	6.08134	6.18255	5.96488	6.05533	5.93195	6.05593
"ENSMUSG00000094662"	7.15702	7.49796	7.45498	7.36368	7.36876	7.32595	7.34425	7.33321	7.48763	7.33678	7.49605
"ENSMUSG00000094672"	4.79378	4.96006	4.93634	4.90429	4.97155	4.97885	5.00717	5.15851	5.12044	4.93854	5.07654
"ENSMUSG00000094685"	7.75165	7.74096	7.80883	7.88914	7.64756	7.58682	7.70776	7.82943	7.93748	7.76824	7.80395
"ENSMUSG00000094686"	6.177	6.37918	5.78645	5.93889	6.26593	5.95487	6.18603	6.15788	6.15749	5.91265	6.13283
"ENSMUSG00000094687"	2.60502	2.83435	2.90325	2.72602	2.70503	3.13269	3.18306	2.96168	3.03712	2.99099	2.9449
"ENSMUSG00000094689"	6.48812	6.6145	6.4458	6.355	6.55305	6.29359	6.34326	6.41584	6.44426	6.2946	6.53593
"ENSMUSG00000094694"	4.0176	4.17255	4.12254	4.04544	4.42369	4.08053	4.13653	4.1744	3.99627	4.0981	3.98621
"ENSMUSG00000094708"	11.8053175	11.761025	11.6016325	11.630855	12.1285625	10.9084975	10.8252075	10.97952	11.121415	11.239855	11.23195
"ENSMUSG00000094722"	3.24896	3.58874	3.29777	3.29706	3.26814	3.31202	3.30653	3.64431	3.45933	3.28994	3.39228
