"Deep neck_patient 1_hM2"	"Subcutaneous neck_patient 1_hM2"	"Deep neck_patient 2_hM2"	"Subcutaneous neck_patient 2_hM2"	"Deep neck_patient 3_hM2"	"Subcutaneous neck_patient 3_hM2"	"Deep neck_patient 4_hM2"	"Subcutaneous neck_patient 4_hM2"	"Deep neck_patient 5_hM2"	"Subcutaneous neck_patient 5_hM2"	"Deep neck_patient 6_hM2"	"Subcutaneous neck_patient 6_hM2"
"ENSG00000196712"	8.8993425	8.51011	8.945085	8.30742	8.581355	8.81906	8.61371	8.291955	8.436545	8.28646	8.3666725	8.4711925
"ENSG00000196715"	9.95979	9.83536	9.76824	9.66641	9.76302	9.90533	9.66803	9.96978	9.92126	9.84023	9.72124	9.56521
"ENSG00000196724"	6.88556	6.75252	6.84153	6.67297	6.86069	6.92393	6.84963	6.89518	6.79877	6.92711	6.92591	6.73561
"ENSG00000196730"	9.48919	9.6037	8.39308	8.12711	7.57402	7.35008	8.88825	8.50234	9.19981	8.79256	9.34553	8.13852
"ENSG00000196734"	5.15359	5.41199	5.55852	5.62117	5.66042	5.36657	5.22976	5.30462	5.37866	5.35575	5.46059	5.43095
"ENSG00000196735"	6.75259	7.06943666666667	6.74551	7.20519333333333	7.30985666666667	7.40758	6.80218666666667	6.92445666666667	7.01297	6.75010333333333	6.83158666666667	7.10848333333333
"ENSG00000196739"	8.2481	8.62642	8.05539	8.48921	8.41622	8.52765	8.27906	8.51331	8.14167	8.40882	8.20956	8.54023
"ENSG00000196741"	6.47124	6.46583	6.41703	6.38373	6.35699	6.61908	6.30329	6.26404	6.49416	6.39961	6.461	6.28826
"ENSG00000196743"	9.61726	9.47005	9.48475	9.45169	9.5151	9.42006	9.38471	9.37713	9.40764	9.34899	9.47811	9.60465
"ENSG00000196747"	6.20847	6.08676	6.66763	6.87641	7.26322	7.60979	7.47165	7.53711	6.86159	6.7829	6.91875	6.76909
"ENSG00000196748"	6.81177	6.90067	6.8313	6.98505	6.66657	6.64125	6.90137	6.9829	6.88462	6.87291	6.84823	6.94838
"ENSG00000196754"	5.255	5.48051	5.26803	5.19272	5.20555	5.15393	5.19153	5.26506	5.2936	4.98471	5.16916	5.41073
"ENSG00000196756"	8.071735	7.99375	8.272285	8.002445	8.19514	8.28259	8.426045	8.21832	8.005755	7.881525	8.1494	8.138735
"ENSG00000196757"	7.94347	7.92321	7.91317	7.79407	7.8252	7.87741	7.84194	7.86943	7.90724	7.9963	7.90516	8.03455
"ENSG00000196758"	5.54138	5.59648	5.59201	5.76875	5.74707	5.83133	5.48183	5.68719	5.61908	5.65816	5.71	5.65957
"ENSG00000196767"	7.06852	7.08373	6.93872	7.22926	7.09303	7.00798	7.24964	7.30922	7.16219	7.18454	7.2422	7.13748
"ENSG00000196772"	4.99683	4.89202	4.77449	5.20718	5.28004	5.31854	4.90752	4.86049	4.81548	4.95149	4.82025	4.91588
"ENSG00000196776"	11.0138	10.77829	10.72424	10.66329	10.72608	10.71931	10.33738	10.58055	10.74075	10.40582	10.75464	10.61342
"ENSG00000196778"	5.61316	5.65092	5.63732	5.50029	5.82964	5.90349	5.49142	5.63665	5.55553	5.39426	5.26562	5.46077
"ENSG00000196781"	9.08163	8.54713	8.94278	8.56239	8.72911	8.46266	8.58211	8.28549	8.82685	7.773	8.87817	8.87296
"ENSG00000196782"	7.46485	7.12628	6.99725	6.88773	7.01274	6.7463	7.43304	7.0034	7.33622	7.46886	7.39899	7.10395
"ENSG00000196787"	6.64499	7.23657	7.39083	7.72613	7.92172	8.03403	8.06413	8.05093	7.38075	7.22017	7.4731	7.39917
"ENSG00000196792"	10.39806	10.42256	10.61229	10.33762	10.37936	10.23325	9.96552	10.14084	10.27808	10.27914	10.17462	10.25795
"ENSG00000196793"	6.58451	6.54564	6.44473	6.52716	6.57506	6.60562	6.77174	6.85393	6.68462	6.68159	6.85969	6.77108
"ENSG00000196796"	11.1594166666667	11.0705666666667	11.4776783333333	11.07968	11.1904533333333	11.1961383333333	10.989665	10.6008033333333	10.6469183333333	10.8541733333333	10.8556483333333	11.0693066666667
"ENSG00000196800"	3.98245	3.95338	3.98148	4.12546	3.97735	3.92538	4.16645	4.04765	3.96604	4.06024	3.97579	4.01586
"ENSG00000196805"	6.397935	6.687485	6.25744	6.598565	6.6218	6.4648	6.59242	6.445005	6.651305	6.55645	6.549335	6.489735
"ENSG00000196810"	8.83519	8.79743	8.8272	8.46319	8.6849	8.43054	8.68948	8.28163	8.79584	8.5691	8.82801	8.63863
"ENSG00000196811"	7.77643	7.86608	7.84834	8.12461	7.90845	7.86578	7.87947	7.90788	7.87468	7.81926	7.91061	7.86926
"ENSG00000196812"	5.87196	5.59695	5.61624	5.43721	5.32942	5.37205	5.221	5.47253	6.09261	6.08008	5.8079	5.33939
"ENSG00000196814"	7.83289	8.06856	7.90016	7.90641	7.7992	7.7568	7.75114	7.64141	7.79981	7.86174	7.81252	7.6953
"ENSG00000196821"	9.46544	9.53968	9.5135	9.35236	9.45853	9.39669	9.57013	9.67999	9.67333	9.55001	9.51174	9.4749
"ENSG00000196826"	5.36177	5.59944	5.5921	5.25619	5.45644	5.37935	5.23501	5.31004	5.4134	5.38579	5.50431	5.38328
"ENSG00000196832"	4.67794	4.87639	4.83693	4.90844	4.98785	4.96812	5.1479	5.00315	4.84117	4.83753	4.87468	5.00139
"ENSG00000196834"	8.89900428571429	8.97203571428572	8.91743428571429	8.93837285714286	9.45608142857143	9.52187428571429	9.05653714285714	9.03677428571429	8.85864714285714	8.99625714285714	8.83569857142857	9.03328714285714
"ENSG00000196839"	9.18424	9.4122	8.26228	9.07271	8.52907	9.14225	8.81626	9.46463	8.91646	9.758	8.91187	9.12978
"ENSG00000196843"	7.99641	8.023835	7.511275	8.072125	7.5339	7.587195	7.49622	7.657935	7.42433	7.696345	7.53287	7.86607
"ENSG00000196844"	5.17679	5.23371	5.34004	5.39852	5.52501	5.4137	5.36581	5.34441	5.33567	5.37037	5.24791	5.36308
"ENSG00000196850"	8.94281	8.7649	8.71832	8.75965	8.57356	8.48346	8.75741	8.98049	8.8978	8.75796	8.98709	8.68873
"ENSG00000196859"	5.96145	5.89348	5.94079	6.14344	6.14966	6.03791	6.02167	6.00529	6.04203	6.08104	6.10138	6.10015
"ENSG00000196860"	5.52739	5.59785	5.52095	5.52638	5.47499	5.43523	5.38767	5.49233	5.43716	5.4666	5.62671	5.57543
"ENSG00000196862"	11.24024	11.11591125	11.36005875	11.3277875	11.20402125	11.44706625	11.16346875	11.10126625	11.11618875	11.09540375	11.0146225	10.95673
"ENSG00000196865"	10.24549	9.97128	9.95503	9.89477	9.79771	9.96294	9.86339	9.81495	9.67215	9.84867	9.69046	9.73391
"ENSG00000196866"	8.4603	8.31084	9.3935	9.5991	9.72816	9.91689	10.14815	9.94485	9.10878	8.90736	8.90469	9.2901
"ENSG00000196867"	8.61724	8.69329	8.52455	8.48137	8.26801	8.23029	8.25808	8.33996	8.03986	8.36642	8.05152	8.34362
"ENSG00000196872"	7.23497	7.58311	7.28752	7.66175	7.50827	7.2778	7.41217	7.61524	7.55951	7.5652	7.47944	7.64363
"ENSG00000196873"	9.25442571428571	9.15629285714286	9.56574428571428	9.13171	9.09279428571429	9.20835285714286	9.04456428571429	8.93817571428571	9.18823714285714	9.21970857142857	9.12764714285714	9.01811571428571
"ENSG00000196876"	8.81371	8.606855	8.640385	8.52347	8.283835	8.37083	8.457705	8.578985	7.99957	8.659715	8.81997	8.9601
"ENSG00000196878"	7.02273	6.85799	6.69052	6.92935	6.99018	6.59838	7.00528	6.96745	7.23699	6.83716	7.30267	6.7402
"ENSG00000196890"	6.19933	6.33908	6.45931	6.57126	6.51921	6.41159	6.33171	6.4266	6.64196	6.3959	6.55893	6.41255
"ENSG00000196893"	5.98183	5.96088	5.91716	6.1024	6.03164	6.00451	6.01848	6.1517	6.0855	6.12513	6.13616	6.08261
"ENSG00000196900"	4.76251	4.84582	4.82206	5.06603	4.67998	4.84954	4.81123	4.9509	4.73721	5.15125	4.79329	4.93062
"ENSG00000196911"	7.39942	7.21464	7.32464	6.37312	6.87592	6.49474	7.18808	7.1055	7.44733	7.36325	7.50338	6.99135
"ENSG00000196912"	9.13960833333333	8.89725	9.83001	9.41003833333333	9.15834	9.47689666666667	9.44687166666667	9.19389166666667	9.00980666666667	9.46091833333333	9.152755	9.47445833333333
"ENSG00000196914"	8.251425	7.93422	8.22996	8.03268	8.08597	8.256395	8.28983	8.020855	7.93347	7.976315	8.02619	8.240155
"ENSG00000196917"	5.32619	5.31559	5.08751	5.04252	5.53257	5.41198	5.85913	5.09286	5.0042	4.9366	5.22312	5.02973
"ENSG00000196922"	8.9358	8.393	8.37602	7.97475	8.08578	8.03002	8.02195	8.18717	8.13867	8.08992	8.27048	7.91281
"ENSG00000196923"	10.57157	10.79458	10.5348	10.57089	10.51878	10.52641	10.49895	10.76909	10.42595	10.97202	10.12038	10.72257
"ENSG00000196924"	12.89723	13.06683	12.59035	12.56344	12.52416	12.49151	12.54183	12.691	12.44317	12.98475	12.20574	12.64299
"ENSG00000196932"	5.21077	5.28545	5.1873	5.42127	5.50475	5.1758	5.44537	5.30275	5.31644	5.32686	5.3543	5.41982
"ENSG00000196933"	10.216746	10.122058	10.856254	10.670874	10.611234	10.634252	10.95845	10.911336	11.216842	11.10243	10.794046	10.79738
"ENSG00000196935"	10.46803	10.7522	10.26367	10.20261	10.55488	10.50628	10.52612	10.60782	10.41946	10.52706	10.53611	10.89759
"ENSG00000196936"	5.90661	5.56807	6.1606	5.91204	7.17468	7.08985	6.17456	5.98594	6.35132	5.8624	6.15923	6.15813
"ENSG00000196937"	10.426765	9.937815	10.00468	9.599865	9.745805	9.644495	10.140165	10.02973	10.22281	9.425305	10.3939	9.612025
"ENSG00000196943"	7.52386	7.554005	7.45173	7.57403	7.425595	7.431605	7.589585	7.565765	7.384295	7.48078	7.396205	7.429235
"ENSG00000196944"	4.80591	4.58329	4.49875	4.81858	4.74131	4.77633	4.66315	4.75573	4.75022	4.93315	4.61088	4.63072
"ENSG00000196946"	4.39594	4.42684	4.33403	4.534845	4.506875	4.571525	4.527275	4.47077	4.560555	4.51258	4.391775	4.443125
"ENSG00000196950"	9.47952	9.68748	9.3459	9.75615	9.04304	9.2494	9.52531	9.72431	9.17642	10.08543	9.39968	10.23523
"ENSG00000196951"	6.03451	6.24492	6.07274	6.38166	6.17475	6.18232	6.1382	6.22048	6.19738	6.26901	6.33153	6.28599
"ENSG00000196954"	9.66859	9.37313	9.44028	8.91602	9.21581	9.14466	9.25687	9.3854	9.84029	9.24141	9.81972	9.41136
"ENSG00000196961"	10.99291	10.85437	10.69386	10.61721	10.80282	10.61798	10.92826	10.60432	10.52996	10.4273	10.51719	10.68418
"ENSG00000196967"	8.11491	7.78217	7.63601	7.34421	7.62197	7.52352	7.40561	7.75046	7.82278	7.7554	7.92496	7.70293
"ENSG00000196968"	9.99977	10.26202	9.79175	10.05721	9.78806	9.88629	9.49328	9.6329	9.80617	9.87445	9.76177	9.59926
"ENSG00000196970"	4.72835	5.04012	4.93373	5.01185	5.11519	5.0043	4.94718	5.17074	4.98998	5.05457	4.99633	5.03042
"ENSG00000196972"	7.01145	7.31997	7.05644	7.42311	6.98212	7.12215	6.8579	7.18541	6.79684	7.09277	7.02772	7.01371
"ENSG00000196975"	10.48083	10.21824	10.61827	10.56318	10.61473	10.52248	10.03818	10.56725	10.54011	10.27645	10.52829	10.44524
"ENSG00000196976"	7.3395	7.55604	7.64169	7.69324	7.6101	7.42872	7.6123	7.7781	7.72859	7.6402	7.46538	7.61657
"ENSG00000196979"	6.73516	7.02004	6.74673	7.14749	7.05613	6.86581	6.9203	6.9937	7.01797	6.96696	6.96969	6.90598
"ENSG00000196981"	7.95916	7.84402	7.87489	7.46683	7.88381	7.79692	7.83408	7.82313	8.00097	7.91521	8.08894	7.9017
"ENSG00000196990"	7.98348	8.03403	8.04582	8.22776	7.98647	7.93809	7.88438	8.04233	7.92262	7.98332	8.01368	8.04045
"ENSG00000196993"	11.154805	11.0767583333333	11.4629333333333	11.047845	11.1796766666667	11.18608	10.9965516666667	10.601715	10.6574816666667	10.860765	10.8799333333333	11.0837283333333
"ENSG00000196998"	9.74321	9.612185	9.91922	9.845775	9.863385	9.757825	9.953555	9.793175	9.755545	9.60514	9.847365	9.942865
"ENSG00000197006"	10.10681	10.09663	10.14579	10.35749	10.12412	10.13691	10.34016	10.27353	10.284	10.28225	10.29744	10.46599
"ENSG00000197008"	7.35077	7.30342	7.43954	6.74181	7.04484	7.29972	6.83682	7.11987	7.30703	7.51615	7.43619	7.16725
"ENSG00000197013"	7.45089	7.2914	6.42456	6.44336	6.57545	6.57836	6.93467	6.83733	6.63121	6.65064	6.87143	6.67829
"ENSG00000197016"	8.0756	8.35455	7.58666	7.54812	7.24181	7.28698	7.24678	7.36921	7.26025	7.34654	7.09875	7.14284
"ENSG00000197019"	8.03805	8.0349	8.36485	8.50968	8.59781	8.47088	8.39901	8.3579	8.21517	8.01776	8.21732	8.32169
"ENSG00000197020"	7.41511333333333	7.54774666666667	7.70743333333333	7.87209	7.70502666666667	7.8184	7.75923	7.87749	7.9758	7.84029	7.92994666666667	7.79436333333333
"ENSG00000197021"	8.89841	8.69156	8.5862	8.61703	8.43014	8.71458	8.5968	8.86909	8.91157	8.75298	8.91832	8.81036
"ENSG00000197023"	4.91679	4.9444	4.85493	4.92916	5.319	5.33384	4.87993	4.8337	4.92904	4.8189	4.98199	4.92779
"ENSG00000197024"	8.63638	8.40052	8.6189	8.37615	8.39856	8.24766	8.28494	8.40307	8.36072	8.21693	8.47669	8.37312
"ENSG00000197037"	8.23196	8.18704	8.22639	8.1152	8.20803	8.18502	8.23432	8.17121	8.38508	8.3668	8.42127	8.23861
"ENSG00000197038"	4.72350666666667	4.83344666666667	4.70855666666667	4.81952666666667	4.74371333333333	4.56242333333333	4.88056666666667	5.13918	4.72658666666667	4.72359	4.95959666666667	5.00236333333333
"ENSG00000197043"	12.54242	12.63679	12.35719	12.77797	12.78616	12.93657	12.50541	12.74545	12.17017	12.63933	12.02296	12.54479
"ENSG00000197044"	6.714	6.49263	6.57401	6.17184	6.24996	6.3575	6.05133	5.85947	6.48599	6.30664	6.53942	6.0925
"ENSG00000197045"	10.7831	10.64386	10.41187	10.39384	10.59722	10.58206	10.31129	10.56477	10.43865	10.48738	10.34108	10.29311
"ENSG00000197046"	7.2651	7.45324	7.46436	7.9775	7.75982	7.70611	7.56681	7.61845	7.3996	7.3582	7.46103	7.63281
"ENSG00000197050"	6.21072	6.37404	6.42044	5.88528	6.26592	6.0551	6.27274	6.1719	6.58281	6.49426	6.51888	6.21645
"ENSG00000197054"	6.55582	6.32595	6.49212	6.27092	6.36565	6.50367	6.02226	6.13743	6.62902	6.61571	6.72367	6.59379
"ENSG00000197056"	8.1193	7.90961	7.96198	7.54474	7.7359	7.98807	8.24789	8.28421	8.09495	8.35484	8.04258	8.00072
"ENSG00000197057"	4.75764	4.7438	4.85748	4.80327	4.92857	4.89763	4.78391	4.83195	4.81949	4.96179	4.78568	4.95644
"ENSG00000197061"	11.70453	11.57496	12.12288	12.00243	12.21836	12.49672	11.96915	11.97421	11.50712	11.38927	11.67929	11.61051
"ENSG00000197062"	8.17487	8.243	8.26287	8.04977	8.07541	8.04581	8.12734	7.99523	8.17284	8.39827	8.24041	8.21009
"ENSG00000197063"	8.3424675	8.3988125	8.399655	8.4084225	8.12515	8.1948575	8.4454075	8.3794725	8.4174425	8.3867075	8.4150925	8.279435
"ENSG00000197067"	6.82946333333333	6.93833	6.9023	7.08731666666667	7.39126333333333	7.31861	6.98001333333333	7.08266666666667	7.19489	7.04697	7.09589	7.15324666666667
"ENSG00000197070"	8.36688	8.2247	8.31095	8.3889	7.97016	7.876	8.37049	8.43868	8.24035	8.31337	8.2998	8.3279
"ENSG00000197077"	8.83416	8.10697	8.71947	8.20754	8.67656	8.07173	8.4195	7.83823	8.40736	8.02647	8.76436	8.15736
"ENSG00000197079"	6.4515	6.52198	6.30388	6.71884	6.33086	6.63535	6.34544	6.67088	6.44815	6.32984	6.5643	6.61911
"ENSG00000197081"	10.76681	10.52935	10.32966	9.78571	10.14729	9.64077	10.29742	9.9471	10.44824	10.11776	10.48343	10.03625
"ENSG00000197083"	6.69556	6.55389	5.85167	5.41095	6.24708	6.4716	6.32123	6.40868	6.57486	5.41251	5.9593	5.35813
"ENSG00000197084"	7.41143	7.69381	7.56299	7.92697	7.78891	7.43913	7.76117	7.7961	7.92307	7.90292	8.03165	7.7972
"ENSG00000197093"	8.60306	8.44164	8.8925	8.9125	8.88101	8.48883	8.55619	8.63783	8.37109	8.32879	8.38416	8.63109
"ENSG00000197102"	10.92763	10.85629	11.06744	11.10063	10.97956	10.99266	11.44573	11.18729	10.94616	11.14121	10.99119	10.84564
"ENSG00000197106"	7.74503	7.18096	6.49278	7.83832	7.3059	7.7483	7.15055	6.94927	7.15057	6.77718	7.4582	7.14455
"ENSG00000197110"	9.27795	9.23365	8.9244	9.37886	9.154	9.29582	9.28468	9.07151	9.34328	9.28894	9.43664	9.44279
"ENSG00000197111"	12.25032	12.35932	12.25419	12.09119	12.21777	12.19444	12.1564	12.07547	12.02816	12.03232	12.05014	12.00059
"ENSG00000197114"	8.46378	8.66485	8.48942	8.7263	8.47353	8.55726	8.75185	8.71989	8.70245	8.77229	8.74934	8.84643
"ENSG00000197119"	8.26386	8.40957	8.30537	8.53467	8.32115	7.94552	8.43069	8.38773	8.38364	8.39934	8.19547	8.24158
"ENSG00000197121"	8.40429	7.88092	9.09166	7.78154	8.26237	8.08111	8.41916	8.095	8.48572	8.25839	8.57723	7.97243
"ENSG00000197122"	8.88165	8.93387	8.36194	8.50704	8.50099	8.41636	8.47749	8.60894	8.46907	8.66962	8.54085	8.84674
"ENSG00000197123"	5.63526	5.56857	5.49416	5.59858	5.52041	5.57227	5.33422	5.67867	5.51087	5.58297	5.40177	5.6879
"ENSG00000197124"	6.70375	6.45611	6.37978	6.4177	6.39749	6.49559	6.52619	5.99785	6.57698	6.83163	6.72398	6.44016
"ENSG00000197125"	5.75135	5.72689	5.60996	5.78099	6.23438	6.53325	5.71041	5.67656	5.72282	5.96607	5.81543	5.95727
"ENSG00000197128"	7.10595	6.98244	6.87579	6.24692	6.13905	6.14105	7.02934	6.85565	6.8615	6.89635	6.92384	6.79751
"ENSG00000197134"	8.006235	8.21849	7.961855	7.78286	7.85783	8.07099	7.934735	8.12812	7.888635	7.96886	7.964635	7.92985
"ENSG00000197136"	9.53024	9.54339	9.45305	9.65212	9.446785	9.4628	9.51763	9.52649	9.480105	9.448095	9.40249	9.440845
"ENSG00000197140"	6.64411	6.50072	6.40751	6.43879	6.50985	6.51583	6.7296	7.01038	7.05778	7.07458	7.01616	6.86307
"ENSG00000197142"	9.13042	8.56643	7.00052	8.56957	9.01833	9.10289	9.3135	9.31863	8.72186	8.60657	9.00221	8.70742
"ENSG00000197147"	5.92183	5.90933	5.59172	5.48435	5.69018	5.72663	5.54546	5.67567	5.51918	5.61122	5.55075	5.49396
"ENSG00000197149"	9.72017	9.88847	9.75641	9.54671	9.7232	9.57231	9.77192	9.99049	9.97491	9.91364	9.93132	9.87659
"ENSG00000197150"	8.01688	8.205795	8.1741975	8.3147575	8.2059275	8.1256175	8.165995	8.16551	8.1818725	8.142875	8.07807	8.213215
"ENSG00000197153"	6.74679	6.92458	7.56284	7.74272	8.62833	9.24599	8.54131	8.04507	7.43413	6.89649	7.44038	7.52783
"ENSG00000197157"	9.25697	8.843405	9.509525	9.198065	9.436865	9.64474	9.33927	9.11823	9.084355	9.27114	9.089435	9.339325
"ENSG00000197161"	3.93383	3.90946	4.02551	4.06019	4.33071	4.7586	3.93877	3.90397	4.14308	3.98865	3.92141	4.03699
"ENSG00000197162"	7.94329	8.2994	8.15521	8.25669	8.18902	7.92052	8.27218	8.18408	8.12471	8.23672	8.27096	8.23452
"ENSG00000197165"	7.15168	6.80678	6.84863	6.34348	6.73626	6.00482	6.65115	6.08415	6.76939	6.09918	6.90092	6.73417
"ENSG00000197168"	6.33461	6.24619	6.3779	6.63464	6.58236	6.53172	6.25462	6.10446	6.34227	6.32416	6.27294	6.24516
"ENSG00000197170"	9.7038	9.52985	9.65044	9.46058	9.64664	9.82598	9.56874	9.52574	9.49833	9.4035	9.39813	9.37783
"ENSG00000197171"	6.06485	6.29664	6.09467	6.14366	6.12281	6.27892	6.01185	6.1802	5.99732	6.40075	6.17164	6.35083
"ENSG00000197172"	7.206965	7.358205	7.22517	7.59656	7.373415	7.282535	7.313415	7.38064	7.5771	7.423815	7.46475	7.3922
"ENSG00000197176"	4.40159	4.33808	4.28556	4.51434	4.48629	4.55319	4.4	4.46336	4.66956	4.32137	4.50558	4.5173
"ENSG00000197177"	7.04028	7.22074	7.09349	7.51576	7.02791	7.07007	7.20545	7.31921	7.38966	7.34891	7.2809	7.199
"ENSG00000197180"	7.96573	8.22438	8.1623	8.51111	8.33619	8.24033	8.36297	8.16235	8.30491	8.33437	8.29819	8.491
"ENSG00000197181"	6.73029	6.48184	6.49419	6.17809	5.70257	5.36424	6.17908	6.43099	5.09218	4.95497	5.39249	5.70249
"ENSG00000197182"	7.89055333333333	7.93534666666667	8.15737	8.29869333333333	8.23943333333333	7.89407	7.93660666666667	7.89951	7.66482666666667	7.90471	7.80244333333333	8.08634
"ENSG00000197183"	7.51783	7.70661	7.96009	7.92085	7.53392	7.82904	7.8157	7.59317	7.25837	7.72095	7.24013	7.60254
"ENSG00000197185"	6.2127	6.09839	6.15468	6.08472	6.11685	6.1967	6.29033	6.15598	6.18399	6.19357	6.1899	6.11868
"ENSG00000197191"	8.06531	8.156385	8.001465	8.401	8.1107	8.112465	8.145945	8.131455	8.18973	8.21151	8.174415	8.27506
"ENSG00000197208"	7.31725	7.34747	7.67647	7.69269	7.35145	7.38857	7.73022	7.90954	7.36729	7.61305	7.51657	8.4325
"ENSG00000197210"	7.42635666666667	7.5524	7.13701666666667	7.29024333333333	7.35856666666667	7.30986333333333	7.51623666666667	7.3177	6.98279	7.35143666666667	7.28977666666667	7.28827666666667
"ENSG00000197213"	6.39825	6.61828	6.545885	6.66578	6.705125	6.499485	6.528645	6.58346	6.786445	6.81752	6.779675	6.644485
"ENSG00000197217"	10.24716	10.19948	9.94659	10.09657	10.28613	10.37615	10.23379	10.07598	10.03964	10.25025	9.95714	10.22291
"ENSG00000197223"	7.164525	7.373751875	7.217878125	7.14758	7.05139	7.3131	7.011835	7.2067375	7.0042075	7.15205875	6.942588125	7.030835625
"ENSG00000197226"	10.02817	10.23629	9.77544	9.82926	9.46001	9.52614	9.53592	9.74628	9.3889	9.62612	9.46902	9.57065
"ENSG00000197233"	4.2175	4.14065	4.27466	4.46734	4.33328	4.48916	4.35636	4.22661	4.91609	5.23363	4.29275	4.29514
"ENSG00000197238"	9.086445	8.91116	9.74281	9.446005	9.37928	9.79422	9.922585	9.78906	9.271785	9.204925	9.297855	9.347755
"ENSG00000197241"	5.91141	5.96714	5.71039	6.11143	5.84585	5.96068	5.80265	5.85161	5.83831	5.97393	5.53667	5.99509
"ENSG00000197245"	7.91405	8.14336	8.00589	8.11713	8.0126	8.12222	8.09442	8.12947	8.01294	8.13592	8.08624	8.11594
"ENSG00000197249"	6.12283	6.06122	6.02273	6.3146	5.99977	6.03212	5.98322	6.11649	6.02495	6.08518	5.94256	5.92543
"ENSG00000197251"	6.56505	6.9095	6.77277	7.17126	6.62391	6.65205	6.92744	6.98334	6.84079	7.07333	6.96981	6.94426
"ENSG00000197253"	7.005225	7.18004	7.16196	7.297765	7.122375	7.085225	7.044155	7.168585	7.25469	7.207945	7.19459	7.3996
"ENSG00000197256"	10.08876	9.91744	9.82869	9.7893	9.78825	9.4723	9.94208	9.67796	9.67769	9.81154	9.79678	9.79503
"ENSG00000197258"	11.838655	11.780885	11.791885	11.436115	11.65643	11.572875	11.91053	11.795465	11.92142	11.98211	11.79267	11.973995
"ENSG00000197261"	5.90817	6.08857	5.91047	6.06185	6.01071	5.93782	6.01448	5.94837	6.01164	6.03932	6.10395	6.11611
"ENSG00000197263"	5.43129	5.87241	5.4993	5.78339	6.04361	6.06796	5.78157	5.8036	5.7452	5.8115	5.99835	5.89436
"ENSG00000197265"	9.88445	9.7452	9.61714	9.44559	9.67224	9.95245	9.68635	9.72704	9.47261	9.46862	9.35452	9.45878
"ENSG00000197272"	7.59917	7.56746	7.55754	7.87923	7.50992	7.82891	7.38071	7.51855	7.86892	7.72993	7.5302	7.4649
"ENSG00000197273"	7.01034	7.20695	7.10512	7.47502	7.16727	7.03187	6.99072	7.33616	7.42116	7.2445	7.31464	7.20698
"ENSG00000197275"	6.6782	6.53724	6.75297	6.61699	7.26649	7.72434	7.11747	6.97046	6.48136	6.80565	6.77045	6.55835
"ENSG00000197279"	6.00821	6.10135	5.94926	6.20636	6.07319	5.95859	6.10394	6.06615	6.13176	6.02299	6.18608	6.07827
"ENSG00000197283"	7.33198	7.4332	7.358135	7.20088	7.1724	7.115575	7.377365	7.295275	7.358065	7.234535	7.142455	7.340885
"ENSG00000197291"	6.8375	7.10771	7.10337	7.1308	7.14717	7.05552	6.97335	7.02865	7.12183	7.18284	7.07062	7.06895
"ENSG00000197296"	8.6037	8.36617	8.39804	8.48149	8.6569	8.60439	8.59409	8.53208	8.45914	8.53575	8.52296	8.55534
"ENSG00000197299"	5.76214	5.42557	6.32614	6.84403	7.12446	7.80424	6.94426	6.90052	6.23037	5.97881	6.24433	6.15164
"ENSG00000197301"	6.53926	6.75389	7.06666	7.41538	7.79352	7.36975	7.28266	7.0329	6.61547	6.96043	6.831	7.51592
"ENSG00000197302"	9.04474	8.885	9.02657	8.93293	8.74442	8.78526	8.68473	8.83719	8.81678	9.104	9.01094	8.68049
"ENSG00000197308"	6.34802	6.52673	6.4173	6.67497	6.58148	6.27405	6.59438	6.76777	6.65591	6.63223	6.58684	6.6346
"ENSG00000197309"	4.69806	4.94124	4.90273	5.11921	5.13806	5.33687	4.80195	4.9804	4.92323	4.93401	4.88294	4.96163
"ENSG00000197312"	8.73524	8.50865	8.93543	8.71392	8.72356	8.88506	8.75345	8.69052	9.0576	8.92642	8.97077	8.73883
"ENSG00000197320"	6.75651	6.78054	6.69946	7.03695	7.29652	6.98705	6.83545	6.79544	6.50246	7.01019	7.10441	6.93777
"ENSG00000197321"	9.81967	8.36104	9.12997	7.73297	8.38953	7.48089	9.78696	8.00714	9.52585	7.38156	10.51069	8.50431
"ENSG00000197322"	5.56687	5.57269	5.67503	5.81196	5.72861	5.63091	5.63766	5.64534	5.73704	5.87572	5.73171	5.77993
"ENSG00000197323"	10.17693	9.96202	10.14502	9.64556	9.78332	9.82766	9.93961	9.88684	9.9121	9.93321	9.92046	9.9062
"ENSG00000197324"	8.958665	9.094585	8.96136	9.25984	8.98424	9.014535	8.909625	8.90427	8.875735	9.01714	8.859265	9.05835
"ENSG00000197329"	7.10416	7.54435	7.21189	6.92217	7.21681	7.25172	7.22705	7.28016	7.39561	7.72957	7.19504	7.08661
"ENSG00000197332"	5.22231	5.36013	5.32889	5.30767	5.51566	5.42397	5.34064	5.37224	5.41047	5.47481	5.47613	5.48185
"ENSG00000197343"	9.68325	9.4872	9.53713	9.34638	9.27323	9.12763	9.5151	9.35799	9.50058	9.60112	9.63649	9.53671
"ENSG00000197345"	9.11672	9.03114	9.3564	9.31577	9.48504	9.557	9.68085	9.8836	9.67927	9.59043	9.55313	9.66236
