"iWAT_M08(r1)"	"iWAT_M08(r2)"	"iWAT_M08(r3)"	"Beige/brite (cold on iWAT)_M08(r1)"	"Beige/brite (cold on iWAT)_M08(r2)"	"Beige/brite (cold on iWAT)_M08(r3)"	"iWAT_M08(r4)"	"iWAT_M08(r5)"	"iWAT_M08(r6)"	"Beige/brite (cold on iWAT)_M08(r4)"	"Beige/brite (cold on iWAT)_M08(r5)"	"Beige/brite (cold on iWAT)_M08(r6)"
"ENSMUSG00000000915"	7.59298	7.58510666666667	7.57669333333333	7.43593	7.48288666666667	7.41374333333333	7.3626	7.28141666666667	7.33366	7.60325333333333	7.55753666666667	7.46613333333333
"ENSMUSG00000000916"	6.516415	6.473225	6.486145	6.698735	6.63915	6.52649	6.433295	6.65842	6.380725	6.7095	6.483925	6.565225
"ENSMUSG00000000934"	6.90876	6.8741	6.8202	6.89238	6.96852	6.8351	7.1039	6.74331	6.9287	7.12684	7.45893	7.20872
"ENSMUSG00000000938"	5.90824	5.8529	5.86927	5.81615	5.94691	5.87058	6.03004	6.06777	6.26074	5.89211	5.82454	5.74799
"ENSMUSG00000000942"	5.28646	5.31984	5.39075	5.49156	5.45351	5.4131	5.33537	5.38134	5.2845	5.66499	5.7012	5.73655
"ENSMUSG00000000948"	10.46547	10.52361	10.49593	10.862275	10.73722	10.700895	10.503445	10.381035	10.350465	10.91297	10.757465	11.21318
"ENSMUSG00000000957"	7.85388	7.98735	7.97272	6.95077	7.262395	6.842	7.362105	7.343475	7.237835	7.52551	7.23844	7.52585
"ENSMUSG00000000958"	6.68933	6.61568	6.74483	6.25785	6.3886	6.212525	6.66523	6.498845	6.535855	6.56546	6.54583	6.57498
"ENSMUSG00000000959"	7.17707	7.150105	7.102605	7.188035	7.146045	7.17022	7.145025	7.10022	7.15474	7.495605	7.443785	7.59354
"ENSMUSG00000000976"	6.36619	6.4495225	6.406295	6.306365	6.24645	6.23762	6.2858625	6.4001625	6.3510375	6.297555	6.314375	6.1936675
"ENSMUSG00000000982"	5.33899	5.33493	5.33772	5.26456	5.30568	5.22358	5.13263	5.16392	5.31639	5.46475	5.4581	5.25531
"ENSMUSG00000000983"	6.10363	6.23265	6.3407	6.28237	6.06058	5.99645	6.14232	6.24421	6.24123	6.26478	6.19712	6.26993
"ENSMUSG00000001014"	5.33336	5.36385	5.35115	5.28266	5.25184	5.353	5.4018	5.11198	5.36028	5.5	5.5609	5.5284
"ENSMUSG00000001016"	6.76622	6.944585	6.78237	6.51653	6.55641	6.53064	6.908915	6.982135	7.08208	6.46723	6.55763	6.455985
"ENSMUSG00000001017"	10.067045	10.076	10.03284	9.2976	9.27919	9.40882	10.1568	10.3019	10.35295	9.31789	9.658575	9.25118
"ENSMUSG00000001018"	7.30257	7.18636	7.05408	6.85389	7.151885	7.210635	7.073835	7.11235	7.247495	6.929245	7.106135	6.950605
"ENSMUSG00000001020"	10.38229	10.42212	10.44266	9.53062	9.72812	9.69834	10.0014	10.40075	10.50551	8.94096	9.48221	9.22691
"ENSMUSG00000001021"	5.37109	5.34476	5.47844	5.40628	5.48432	5.46623	5.48887	5.45949	5.51481	5.69859	5.46311	5.48432
"ENSMUSG00000001023"	5.60236	5.49003	5.60788	5.62031	5.81003	5.63424	5.55758	5.49583	5.65079	5.61285	5.65207	5.67947
"ENSMUSG00000001025"	11.15391	11.2058	11.2367	10.49275	10.52537	10.37833	11.1039	11.37963	11.37879	10.4766	10.77008	10.40722
"ENSMUSG00000001027"	6.5054	6.43447	6.50328	6.58966	6.62289	6.66479	6.44239	6.47748	6.47758	6.54523	6.46681	6.62907
"ENSMUSG00000001029"	8.59171	8.43985	8.43734	7.97369	8.00931	7.96205	8.16208	8.20705	8.40718	8.10491	8.36239	8.43228
"ENSMUSG00000001034"	6.75402	6.85537	6.71681	6.53673	6.52379	6.55592	6.74033	6.71714	6.68678	6.6653	6.89206	6.90061
"ENSMUSG00000001036"	7.83292	7.76630333333333	7.75699666666667	7.81002666666667	7.965	7.70507333333333	7.52993	7.15382666666667	6.89726	7.93999333333333	7.85817	7.67962
"ENSMUSG00000001039"	6.30366	6.36812	6.21236	6.34512	6.29475	6.19541	6.26712	6.15619	6.49591	6.4189	6.29453	6.33628
"ENSMUSG00000001052"	7.905675	8.02679	8.06103	7.834525	7.974295	7.630215	7.718145	7.621095	7.68416	8.030685	8.09397	7.85342
"ENSMUSG00000001053"	6.78161	6.68438	6.73193	6.50225	6.6372	6.73494	6.71435	6.53583	6.54477	6.75515	6.66183	6.66483
"ENSMUSG00000001054"	8.37148	8.39101	8.46554	8.52289	8.30634	8.65944	8.3346	8.51143	8.61248	8.23863	8.27758	8.06124
"ENSMUSG00000001056"	8.83544	8.83934	9.06221	8.659935	8.67524	8.534945	8.999735	8.9672	9.06116	8.751735	9.128175	8.71458
"ENSMUSG00000001062"	6.56382	6.55869	6.598885	6.611915	6.561355	6.443115	6.5993	6.46889	6.46051	6.67014	6.73569	6.52976
"ENSMUSG00000001065"	6.136845	6.0989525	6.130915	6.0332675	6.085185	5.9298175	6.1133	6.1615175	6.09196	6.08178	6.13232	6.157675
"ENSMUSG00000001082"	6.82059	6.85945	6.6785	6.40893	6.43944	6.26672	6.53741	6.47745	6.25339	6.75987	6.70878	6.68405
"ENSMUSG00000001089"	7.27326	7.325835	7.20319	7.273225	7.349815	7.46352	7.341145	7.318895	7.205855	7.45112	7.387295	7.482265
"ENSMUSG00000001095"	5.95695	5.91805	5.98017	6.06654	5.98554	6.05306	5.9866	5.94398	5.93	6.08995	5.95971	5.8005
"ENSMUSG00000001098"	8.81225	8.76151	8.61763	8.32939	8.44112	8.43448	8.5607	8.6528	8.58435	8.18271	8.4322	8.03897
"ENSMUSG00000001100"	8.7954	8.84772	8.666095	9.61514	9.71204	9.3882	8.99649	8.6603	8.575665	9.84428	9.94498	9.830975
"ENSMUSG00000001103"	6.179435	6.149205	6.16571	6.405505	6.28802	6.401365	6.266635	6.165295	6.181935	6.40437	6.37048	6.2191
"ENSMUSG00000001105"	6.19778	6.34696	6.25579	5.86673	5.92425	5.84222	6.07099	5.99973	6.01074	5.66118	6.02238	6.01754
"ENSMUSG00000001119"	11.23956	11.34459	11.25223	10.35536	10.49122	10.35417	11.12997	11.13602	11.08962	10.55439	10.60421	10.4597
"ENSMUSG00000001120"	5.91778	5.99274	5.85864	5.975215	6.00193	6.07656	5.914975	5.84289	5.805315	6.026255	6.04561	5.891945
"ENSMUSG00000001123"	10.57016	10.49882	10.58624	9.73044	9.88806	9.3582	10.42639	10.02129	10.38162	10.15566	10.28167	10.27901
"ENSMUSG00000001127"	6.65843	6.574556	6.567908	6.378282	6.410442	6.350624	6.444214	6.484246	6.404844	6.50843	6.51506	6.478218
"ENSMUSG00000001128"	9.49531	9.38477	9.27324	8.31625	8.34187	8.15394	9.22743	9.17663	9.57893	8.59786	8.82329	8.47863
"ENSMUSG00000001131"	6.06096	6.26542	6.10206	6.05459	5.9786	5.89127	6.19686	6.07475	6.11861	6.28479	6.39659	5.92614
"ENSMUSG00000001138"	6.7151575	6.692355	6.66013	6.8479525	6.794435	6.838465	6.74082	6.66445	6.6510225	6.8098525	6.7334375	6.5998075
"ENSMUSG00000001143"	7.25011	7.21727	7.26684	7.064085	7.050595	7.008565	7.28614	7.2291	7.0843	7.131465	7.17326	7.21934
"ENSMUSG00000001150"	8.30329	8.1408	8.14379	7.99763	8.04523	7.89406	8.23061	8.31347	8.42459	7.43025	7.96507	7.52592
"ENSMUSG00000001151"	8.543785	8.56911	8.5089	8.490615	8.46918	8.40893	8.468675	8.617215	8.579525	8.523605	8.45634	8.49061
"ENSMUSG00000001155"	5.42395	5.62269	5.58743	5.88214	5.5937	5.66797	5.81638	5.73457	5.69376	5.75879	5.96357	5.81533
"ENSMUSG00000001156"	6.39347	6.30487	6.31937	6.10274666666667	6.08848333333333	6.17316666666667	6.22059	6.34074333333333	6.22602666666667	6.16663	6.21979333333333	6.19299333333333
"ENSMUSG00000001157"	6.6173525	6.63259	6.5089025	6.351525	6.3398275	6.36246	6.687305	6.72361	6.83127	6.367965	6.484425	6.51425
"ENSMUSG00000001158"	10.169925	10.21033	10.28557	10.308395	10.243845	10.043685	10.20613	10.422035	10.47984	9.99715	10.13064	9.978095
"ENSMUSG00000001166"	5.25143	5.25673	5.21569	5.18032	5.14573	4.99662	5.30869	5.16696	5.49319	5.21312	5.21917	5.06278
"ENSMUSG00000001168"	5.51349	5.55422	5.61531	5.67788	5.60402	5.80147	5.61305	5.69419	5.83937	6.03769	6.0103	5.8505
"ENSMUSG00000001173"	5.51814	5.57121666666667	5.58196333333333	5.6663	5.64023333333333	5.70568666666667	5.59001333333333	5.49281	5.54294666666667	5.46682	5.56847666666667	5.57154333333333
"ENSMUSG00000001175"	11.015218	10.94539	10.802172	10.589008	10.552302	10.26463	10.878986	10.784392	10.98372	10.727636	10.803864	10.757234
"ENSMUSG00000001211"	7.77715	7.7553375	7.7019225	8.3665225	8.434135	8.231335	7.9792125	7.8349925	7.73982	8.68931	8.775655	8.6287525
"ENSMUSG00000001225"	4.70245333333333	4.80866	4.79393333333333	4.80795666666667	4.82610666666667	4.81522333333333	4.75688333333333	4.77503333333333	4.71646666666667	4.80255	4.81388333333333	4.77585
"ENSMUSG00000001227"	6.56181	6.51047	6.603	6.46857	6.63152	6.53604	6.5342	6.52439	6.21266	6.81873	6.66289	6.7465
"ENSMUSG00000001228"	5.74643333333333	5.82992333333333	5.69128	5.69804	5.61361	5.66127333333333	5.69178666666667	5.64648666666667	5.79298666666667	5.71248333333333	5.75321333333333	5.73141666666667
"ENSMUSG00000001229"	7.9088	7.87079	7.64133	7.48522	7.42292	7.37589	7.82042	7.66092	7.60059	7.39036	7.66315	7.49483
"ENSMUSG00000001240"	9.25168333333333	9.19340666666667	9.09023333333333	8.84369666666667	8.96309	8.60208333333333	9.14285	9.11289666666667	9.15662333333333	9.35068	9.51961	9.29974666666667
"ENSMUSG00000001247"	7.47812	7.47943	7.40437	7.48599	7.19858	7.46127	7.4203	7.44657	7.34834	7.8291	7.87719	7.664
"ENSMUSG00000001248"	8.99025	8.87548	9.01501	8.14971	8.23544	7.93733	8.49246	8.23348	8.05327	8.08829	8.376	8.21671
"ENSMUSG00000001249"	5.7221	5.67902	5.61555	5.64698	5.74431	5.62802	5.67902	5.675	5.67338	5.96552	6.02041	5.85478
"ENSMUSG00000001260"	4.567125	4.62236	4.60539	4.605885	4.640445	4.56409	4.55145	4.627135	4.59525	4.596815	4.588695	4.5445
"ENSMUSG00000001270"	8.93137	8.85144	8.68157	8.01372	8.20157	8.20892	8.62925	8.54958	8.60547	8.62545	8.73912	8.39057
"ENSMUSG00000001280"	8.59779333333333	8.66067666666667	8.57433	8.29801333333333	8.40353333333333	8.46409666666667	8.40685666666667	8.40241666666667	8.29134	7.91555666666667	7.92645666666667	8.02975333333333
"ENSMUSG00000001281"	8.78523	8.88262	8.84352	8.11952	8.09049	8.38589	8.75688	8.98732	8.9169	8.21545	8.38512	8.15749
"ENSMUSG00000001285"	6.63513	6.644055	6.697175	6.43985	6.42943	6.419375	6.651985	6.63506	6.5511	6.650215	6.838715	6.669875
"ENSMUSG00000001288"	7.84557	7.86124	7.821645	7.55594	7.59699	7.409645	7.56813	7.352205	7.343265	7.910665	7.663495	8.12777
"ENSMUSG00000001289"	10.886685	10.96311	10.920675	9.915805	9.945585	9.42109	10.95216	11.08782	11.181	10.43484	10.61598	10.395695
"ENSMUSG00000001300"	6.1024525	6.0550925	5.9611575	6.03752	6.106135	6.091085	6.1175175	6.08406	6.070625	6.1828025	6.161965	6.2236375
"ENSMUSG00000001305"	7.39944	7.44525	7.47061	7.01987	6.99984	6.98913	7.62933	7.64865	7.66963	7.40307	7.35243	6.94499
"ENSMUSG00000001313"	6.24743	6.32634	6.22954	6.30018	6.29103	6.22337	6.17186	6.12885	6.09467	6.32328	6.34911	6.40538
"ENSMUSG00000001323"	6.334902	6.304416	6.27581	6.633154	6.689472	6.685182	6.364784	6.284798	6.177256	6.667508	6.73333	6.780674
"ENSMUSG00000001333"	5.44845666666667	5.51295666666667	5.40483666666667	5.58552	5.56804	5.47607	5.46504	5.52676333333333	5.45973333333333	5.60227333333333	5.60082666666667	5.62373666666667
"ENSMUSG00000001334"	5.644745	5.637505	5.64441	6.03697	5.757365	5.84248	5.59428	5.595065	5.7842	6.019725	5.892605	5.917915
"ENSMUSG00000001348"	12.13944	12.10819	12.01929	11.65478	11.59382	11.34793	12.24886	12.11637	11.95916	12.07703	12.03721	12.02917
"ENSMUSG00000001349"	5.61164	5.68719	5.68906	5.86045	5.76917	5.91474	5.74114	5.69375	5.54773	6.18793	5.99865	6.04106
"ENSMUSG00000001366"	8.33647	8.237405	8.158105	8.624825	8.5462	8.414695	8.42692	8.370585	8.388075	8.736615	8.696755	8.65983
"ENSMUSG00000001376"	6.472735	6.33717	6.307705	6.39329	6.299175	6.199185	6.41529	6.500585	6.516055	6.44132	6.21755	6.34702
"ENSMUSG00000001380"	8.4006	8.40108	8.38618	8.294365	8.114615	8.48092	8.78577	8.653055	8.54884	8.359665	8.47002	8.489945
"ENSMUSG00000001383"	7.39425	7.32307	7.340095	7.200705	7.336185	7.30647	7.419225	7.392605	7.424065	7.280285	7.29921	7.31619
"ENSMUSG00000001403"	7.10616	6.87636	6.85499	6.3712	5.83298	5.97023	6.67604	6.50101	7.19122	6.49504	6.66479	6.36708
"ENSMUSG00000001415"	6.8874	6.788875	6.721145	6.63361	6.703015	6.58254	6.56749	6.609855	6.483585	6.77239	6.710385	6.73759
"ENSMUSG00000001416"	9.16744	9.161816	9.275042	9.210394	9.19137	9.082198	9.221994	9.134638	9.243112	9.150766	9.26686	9.25675
"ENSMUSG00000001418"	9.43769	9.36963	9.3329	8.81641	8.555	8.22208	9.17622	9.00456	8.94431	8.82063	9.04539	9.02243
"ENSMUSG00000001419"	8.75382666666667	8.66638666666667	8.69839	8.56647666666667	8.64754666666667	8.67400333333333	8.65519333333333	8.56394	8.55749666666667	8.64437333333333	8.71174333333333	8.59593333333333
"ENSMUSG00000001420"	6.51371	6.62966	6.45989	7.66525	7.7056	6.93921	6.69699	6.52764	6.08251	8.28396	8.52132	8.5259
"ENSMUSG00000001424"	8.35876	8.18118	7.82356	7.93425	7.66467	7.09064	8.07346	8.04467	8.42348	8.10906	8.30296	8.08275
"ENSMUSG00000001435"	8.4609	8.59252	8.549215	7.92023	7.95982	7.84192	8.282085	7.963465	8.05543	7.823835	8.036355	7.892045
"ENSMUSG00000001436"	8.759605	8.763095	8.859735	8.927995	8.906555	8.888945	9.13355	9.088765	8.71244	9.31521	9.35935	9.309115
"ENSMUSG00000001440"	9.66009333333333	9.66454	9.62326333333333	9.69414	9.60453	9.86670666666667	9.80099333333333	9.80903666666667	9.95631666666667	9.29746666666667	9.46853666666667	9.12744333333333
"ENSMUSG00000001441"	7.73319666666667	7.75414666666667	7.67122	7.71579	7.75767333333333	7.90431666666667	7.81669	7.95929666666667	7.85461	7.71498666666667	7.7755	7.7323
"ENSMUSG00000001444"	5.53744	5.35432	5.27763	5.01479	5.04296	5.15309	5.27975	5.28129	5.32267	5.1572	5.0718	5.06984
"ENSMUSG00000001445"	9.2078	9.16075	9.18984	9.64267	9.66534	9.07082	9.27919	8.90036	8.85109	10.03148	10.10254	9.98636
"ENSMUSG00000001467"	6.29847333333333	6.18417	6.24285666666667	6.25107	6.16641	6.34171333333333	6.53073	6.80781666666667	6.49794666666667	6.416	6.94348	6.64359666666667
"ENSMUSG00000001472"	8.8372625	8.8232575	8.78007	8.5384325	8.5770875	8.3292425	8.606995	8.4728275	8.32475	8.684665	8.641985	8.7227975
"ENSMUSG00000001473"	8.6189	8.64921	8.52361	8.01352	8.06988	8.1021	8.73787	8.73477	8.34256	8.32168	8.43896	8.1675
"ENSMUSG00000001482"	7.66323	7.65551	7.74171	7.82911	7.93615	7.65758	7.63603	7.50619	7.45965	7.82327	7.69571	7.62339
"ENSMUSG00000001493"	6.96856	7.22552	7.04872	6.94372	7.10554	6.86921	7.08979	6.86157	7.03005	6.85476	7.0143	6.79309
"ENSMUSG00000001494"	5.00954	5.0127	5.16626	5.04172	4.953555	5.09252	5.0921	5.05605	5.135225	5.350425	5.24915	5.32377
"ENSMUSG00000001496"	5.7316	5.68196	5.71572	5.72287	5.62804	5.52122	5.69965	5.6657	5.63422	5.80908	5.89208	5.90699
"ENSMUSG00000001497"	5.38685666666667	5.33458666666667	5.37792666666667	5.45524666666667	5.46177	5.39672666666667	5.37246666666667	5.36193666666667	5.40190666666667	5.51481666666667	5.52217666666667	5.43100666666667
"ENSMUSG00000001504"	5.70683	5.59279	5.44952	5.72353	5.48077	5.68607	5.67436	5.68587	5.56837	5.78026	5.64666	5.71008
"ENSMUSG00000001506"	10.299675	10.26424	9.943585	10.05732	10.160705	10.19264	10.171525	10.362195	10.40707	9.855785	9.91179	9.655255
"ENSMUSG00000001507"	6.50116666666667	6.60642	6.57268	6.79048666666667	6.68843	6.61574333333333	6.59233	6.58585333333333	6.59466666666667	6.82527666666667	6.83351	7.00569333333333
"ENSMUSG00000001508"	6.6029	6.57915	6.56097	6.6462	6.66929	6.65476	6.5102	6.56546	6.57114	6.64085	6.76626	6.77157
"ENSMUSG00000001510"	5.963425	5.900805	5.951195	6.09214	6.108165	6.02832	6.02503	6.06607	6.097025	6.183965	6.143545	6.22047
"ENSMUSG00000001517"	6.0450875	5.9476525	5.961835	6.153805	6.07848	6.03784	5.8944425	5.90416	5.9694625	6.12156	6.0456975	6.092025
"ENSMUSG00000001518"	6.24602	6.24488	6.12178	6.22577	6.34647	6.63375	6.10057	6.21708	6.18998	6.27094	6.2576	6.07444
"ENSMUSG00000001520"	6.95567	7.03458	6.87481333333333	6.99514666666667	6.95730666666667	6.98260666666667	6.88473333333333	6.85275333333333	6.93249333333333	7.10292	7.02656666666667	7.05752333333333
"ENSMUSG00000001521"	6.42372666666667	6.45903666666667	6.46528	6.45820333333333	6.43222	6.43307333333333	6.61268666666667	6.44191333333333	6.50661	6.52699666666667	6.51825666666667	6.38115333333333
"ENSMUSG00000001524"	6.435685	6.5082975	6.43668	6.257605	6.2882675	6.207905	6.5119975	6.2775025	6.2924375	6.4511125	6.5725625	6.4380925
"ENSMUSG00000001525"	9.856005	9.762355	9.346915	9.301365	9.27762	9.323985	9.77841	9.938165	10.075285	9.420185	9.79769	9.379915
"ENSMUSG00000001542"	9.18924	9.29318	9.48064	9.59251	9.81567	10.02151	9.61146	9.58791	9.32824	9.44976	9.4631	9.47103
"ENSMUSG00000001552"	8.97779	8.71583	8.69759	8.99188	8.93064	8.86858	8.84971	8.62078	8.37496	8.66712	8.67967	8.58589
"ENSMUSG00000001555"	6.245565	6.15559	6.13274	5.76824	5.78339	5.79817	6.112645	5.95064	5.90816	6.06296	5.97223	5.772605
"ENSMUSG00000001558"	5.1876	5.05422	5.16788	5.41468	5.30544	5.40244	5.25678	5.30698	5.368	5.53213	5.48605	5.72735
"ENSMUSG00000001566"	4.89979	4.81	4.88056	4.87989	4.93394	4.91147	4.98401	4.86134	4.89051	4.99936	4.87133	5.09821
"ENSMUSG00000001576"	8.28948333333333	8.29269333333333	8.19735	8.70176333333333	8.65903666666667	8.57756333333333	8.94473666666667	8.52305333333333	8.53751	9.44828333333333	9.39499666666667	9.41675
"ENSMUSG00000001583"	5.54662	5.53414	5.57224333333333	5.58629	5.65016333333333	5.53436333333333	5.49904333333333	5.52587333333333	5.47839333333333	5.69156	5.64442666666667	5.62343666666667
"ENSMUSG00000001588"	9.2927	9.162715	9.21144	8.541155	8.674675	8.59431	9.064345	9.43399	9.58021	8.45767	8.812635	8.480515
"ENSMUSG00000001604"	5.75876	5.7011	5.71361	5.80491	5.6759	5.68494	5.85157	5.69078	5.67326	5.7298	6.12516	5.8363
"ENSMUSG00000001622"	4.99118	4.91507	4.93432	5.03395	5.032345	5.090145	4.95586	4.91296	4.946755	5.085395	4.998445	5.066055
"ENSMUSG00000001627"	10.08599	10.06645	10.12629	10.22987	10.08596	9.91414	10.50859	10.61089	10.53074	10.23777	9.96972	9.84513
"ENSMUSG00000001630"	6.30503	6.25983	6.31889333333333	6.70293333333333	6.70212	6.58411333333333	6.38750666666667	6.32917	6.40578	6.53249333333333	6.48232666666667	6.57899666666667
"ENSMUSG00000001632"	8.40425	8.4424	8.33512	8.22942	8.29878	8.30733	8.34533	8.27616	8.03472	8.37893	8.22275	8.11698
"ENSMUSG00000001642"	10.9326733333333	10.9534266666667	11.0760966666667	11.2017233333333	11.1521666666667	11.24985	11.1383533333333	11.0854566666667	11.1150033333333	11.01197	11.1602033333333	10.93914
"ENSMUSG00000001655"	5.54021	5.41664	5.26433	5.32338	5.48324	5.52578	5.51918	5.4985	5.53541	5.64473	5.50383	5.53207
"ENSMUSG00000001657"	9.76571	9.8116	9.89451	9.89375	9.88753	10.17554	10.08662	9.90436	9.90275	9.49327	9.65756	9.44194
"ENSMUSG00000001661"	8.43791	8.363195	8.388175	8.223015	8.30127	8.055415	8.25005	7.69861	7.312455	8.587095	8.465035	8.766805
"ENSMUSG00000001663"	10.44493	10.40231	10.3103	9.67026	9.7315	9.72801	10.39596	10.08205	10.29364	9.51161	9.68168	9.22829
"ENSMUSG00000001665"	6.15006	6.20539	5.92825	5.77593	5.65564	5.71913	5.89727	5.81632	5.93735	5.77553	5.92977	5.71024
"ENSMUSG00000001666"	10.43851	10.47335	10.45376	11.03188	11.09876	11.03558	10.49911	10.22589	10.21748	11.50481	11.49476	11.32149
"ENSMUSG00000001670"	6.32551	6.29475	6.33058	6.50748	6.28267	6.40914	6.45197	6.36801	6.30008	6.56048	6.46054	6.54411
"ENSMUSG00000001672"	5.204735	5.26809	5.277355	5.25412	5.379075	5.282255	5.24404	5.3126	5.31095	5.428625	5.34393	5.399575
"ENSMUSG00000001674"	7.04646666666667	7.06167666666667	7.15227	6.95628333333333	7.08807333333333	7.09159666666667	7.21193666666667	7.30716	7.30981333333333	6.88200333333333	7.11704333333333	6.99308666666667
"ENSMUSG00000001687"	9.7291	9.73099	9.59528	9.63942	9.58798	9.70516	9.7452	9.66925	9.71612	9.48731	9.84861	9.66032
"ENSMUSG00000001700"	8.300835	8.22895	8.335685	7.835795	7.798245	7.78495	8.050835	8.34917	8.60016	7.81526	8.010625	7.8868
"ENSMUSG00000001707"	8.62121	8.79606	8.56957	8.17795	8.08669	7.59497	8.88091	8.91449	8.85263	8.42492	8.85413	8.50242
"ENSMUSG00000001729"	7.63342	7.74345666666667	7.56244333333333	6.94597666666667	7.39084333333333	6.86962	7.07572666666667	6.91672666666667	6.82858333333333	7.54544	7.28966	7.57042333333333
"ENSMUSG00000001739"	7.819	7.74477	7.76733	6.87832	7.0107	7.00002	7.60156	7.3882	7.19593	7.48856	7.22498	7.28834
"ENSMUSG00000001741"	7.72701666666667	7.65277	7.77355666666667	7.24934333333333	7.45989666666667	7.40377333333333	7.64475666666667	7.70128333333333	7.80031333333333	7.28440333333333	7.46492	7.26899333333333
"ENSMUSG00000001750"	8.05647	8.22747	8.06124	7.79696	7.62023	7.62172	7.98489	8.09695	8.08093	7.8588	7.75867	8.1161
"ENSMUSG00000001751"	7.31984	7.40342	7.31967	7.17482	6.81118	6.67951	7.38907	7.11814	7.18088	7.08918	7.07539	6.96842
"ENSMUSG00000001755"	7.99463	8.118645	8.10766	8.957995	9.13186	8.979855	8.31626	7.943475	7.92043	9.446295	9.43718	9.38008
"ENSMUSG00000001761"	6.86927	6.91127	6.83258	6.64529333333333	6.68761	6.75158	6.73667	6.75857333333333	6.72105	6.61728333333333	6.69305333333333	6.53202666666667
"ENSMUSG00000001763"	5.844576	5.797864	5.763628	5.777162	5.760876	5.78278	5.768488	5.805402	5.731854	5.864818	5.818364	5.901398
"ENSMUSG00000001767"	6.81405	6.896205	6.83369	6.63776	6.56606	6.48494	6.92021	6.932115	6.927965	6.69554	6.70502	6.7618
"ENSMUSG00000001768"	9.01697	8.94645	9.00167	8.91467	8.65173	8.81577	9.07439	9.1684	9.19514	8.70017	8.73522	8.47343
"ENSMUSG00000001773"	4.78418	4.82731	4.71101	4.66232	4.50514	4.58568	4.69054	4.65734	4.71227	4.63999	4.62585	4.67013
"ENSMUSG00000001774"	8.61421	8.75988	8.68659	8.69306	8.67275	8.8575	8.98845	8.93123	8.88004	8.6448	8.60629	8.94603
"ENSMUSG00000001783"	8.42989333333333	8.39644666666667	8.42891	7.99643666666667	8.15062333333333	8.14937333333333	8.39298333333333	8.45926333333333	8.43252666666667	7.98878333333333	8.07918	7.98348
"ENSMUSG00000001785"	7.6581	7.620555	7.699945	7.56206	7.44534	7.34825	7.6	7.59827	7.728885	7.240025	7.50065	7.09412
"ENSMUSG00000001786"	8.30558	8.33204	8.21782	8.29121	8.15634	8.16056	8.40818	8.29895	8.22213	8.40294	8.22469	8.16543
"ENSMUSG00000001794"	11.39024	11.35224	11.32235	11.62182	11.59999	11.37377	11.39474	11.22363	11.23931	11.48157	11.73399	11.43475
"ENSMUSG00000001802"	6.61623	6.71005	6.7729	6.80662	6.92133	6.75564	6.7383	6.77729	6.70427	7.18555	6.78618	7.0749
"ENSMUSG00000001815"	5.42563	5.39101	5.43621	5.38174	5.49006	5.49179	5.51276	5.42642	5.52054	5.51782	5.76852	5.91033
"ENSMUSG00000001819"	5.286145	5.331785	5.28259	5.371045	5.34148	5.286215	5.237005	5.33053	5.385235	5.579895	5.48534	5.43366
"ENSMUSG00000001823"	5.2669	5.24308	5.22207	5.40019	5.38982	5.24212	5.26395	5.35771	5.37045	5.58529	5.41707	5.57237
"ENSMUSG00000001827"	5.23628	5.26612	5.30426	5.25941	5.09638	5.17068	5.19959	5.16941	5.3311	5.3727	5.29245	5.37203
"ENSMUSG00000001829"	10.186605	10.25111	10.2875225	10.3382175	10.3770775	10.2290875	10.242035	10.14975	10.0907475	10.269215	10.3769475	10.16033
"ENSMUSG00000001833"	11.500495	11.43513	11.55886	11.344155	11.4002	11.541465	11.62106	11.66646	11.64252	11.14502	10.513205	11.036115
"ENSMUSG00000001844"	8.7196	8.71957	8.56403	8.89266	8.94156	8.82287	8.63559	8.46713	8.39162	8.79312	9.02911	8.84128
"ENSMUSG00000001847"	11.50677	11.518395	11.440485	11.040985	11.075775	10.749065	11.377645	11.45557	11.64406	11.54128	11.65915	11.61639
"ENSMUSG00000001855"	6.992845	7.09679	7.019265	6.95902	7.00671	6.959355	6.921295	6.98341	6.87295	6.883995	6.864795	6.863375
"ENSMUSG00000001864"	6.94927	6.92671	6.88786333333333	6.94839	6.98957	7.09517333333333	6.94885333333333	7.03264666666667	6.97308666666667	7.05136666666667	6.96958666666667	6.95694
"ENSMUSG00000001865"	8.57939	8.57558	8.73495	8.22623	8.15261	8.34552	8.65912	8.67325	8.84481	7.84375	7.60688	7.20368
"ENSMUSG00000001870"	5.60748	5.6946675	5.6846625	5.622655	5.56687	5.65109	5.67013	5.810655	5.7740025	5.5785125	5.5819175	5.525665
"ENSMUSG00000001891"	9.542122	9.536526	9.487918	10.014982	9.99664	10.019642	9.524674	9.659524	9.602626	10.064664	10.04826	10.216282
"ENSMUSG00000001909"	7.89494	7.97336666666667	8.02466333333333	7.62199666666667	7.68624	7.43902	7.76541666666667	7.72242	7.76767333333333	7.46770333333333	7.74498	7.43416666666667
"ENSMUSG00000001910"	6.60729666666667	6.58533333333333	6.57000666666667	6.76148333333333	6.74471	6.53538333333333	6.62579666666667	6.60545333333333	6.64525666666667	6.94833666666667	6.86710333333333	6.8085
"ENSMUSG00000001911"	8.29548	8.329796	8.328112	8.176336	8.366334	8.205148	8.128484	8.101114	8.018764	7.986526	7.930532	7.949102
