"BAT_M05(r1)"	"BAT_M05(r2)"	"BAT_M05(r3)"	"eWAT_M05(r1)"	"eWAT_M05(r2)"	"eWAT_M05(r3)"
"ENSMUSG00000028465"	7.34163333333333	7.26389	7.38379666666667	7.47425333333333	7.60988333333333	7.57317666666667
"ENSMUSG00000028466"	7.477795	7.38084	7.551305	7.8786775	7.8828875	7.8216425
"ENSMUSG00000028467"	6.148415	6.190375	6.081695	6.13115	6.24511	6.16653
"ENSMUSG00000028468"	7.92863	7.79482	7.8811	8.33884	8.48203	8.44256
"ENSMUSG00000028469"	7.96506	7.81674	7.78326	9.60352	9.68055	9.58274
"ENSMUSG00000028470"	10.28089	10.41373	10.3156	10.09683	10.27167	10.24776
"ENSMUSG00000028475"	7.4793	7.18199	7.45438	7.44555	7.40228	7.40595
"ENSMUSG00000028476"	6.34394	6.30631	6.2884	8.30446	8.23962	8.25991
"ENSMUSG00000028478"	10.51395	10.38781	10.46788	11.47956	11.50956	11.45473
"ENSMUSG00000028479"	7.645995	7.67702	7.50012	7.813385	8.00964	7.65636
"ENSMUSG00000028480"	6.023595	5.738555	5.94472	6.375315	6.34352	6.41554
"ENSMUSG00000028483"	5.975225	5.7208325	5.9792775	6.54232	6.337255	6.318355
"ENSMUSG00000028484"	4.76333666666667	4.74002333333333	4.80604666666667	5.40398666666667	5.42739333333333	5.60340666666667
"ENSMUSG00000028487"	5.776675	5.722855	5.52139	7.511525	7.393735	7.476895
"ENSMUSG00000028488"	5.94201	5.98821666666667	5.95713	5.83529	5.76886333333333	5.77963666666667
"ENSMUSG00000028492"	5.77739	5.7134	5.71689	5.18922	5.35228	5.40042
"ENSMUSG00000028494"	13.10537	13.10701	12.98815	12.10212	12.30801	12.18891
"ENSMUSG00000028495"	11.231456	11.1151	11.186666	11.801024	11.993736	11.89341
"ENSMUSG00000028496"	5.59437	5.6051	5.57195	6.06550333333333	6.00492666666667	6.09349666666667
"ENSMUSG00000028497"	6.98179	7.45713	7.24887	9.73551	9.69163	9.62011
"ENSMUSG00000028514"	7.16221666666667	7.02585333333333	7.02808666666667	7.48509666666667	7.54100666666667	7.38276333333333
"ENSMUSG00000028517"	9.18788	8.91643	9.04093	11.766395	11.79523	11.68989
"ENSMUSG00000028518"	7.43663333333333	7.31637666666667	7.34310666666667	6.86674666666667	6.68203	6.71456333333333
"ENSMUSG00000028519"	5.453745	5.48569833333333	5.53274	5.38454666666667	5.329165	5.29811833333333
"ENSMUSG00000028520"	4.09922	4.01796	3.9566	4.12385	4.17146	3.98624
"ENSMUSG00000028521"	5.48552	5.424385	5.525805	5.69096	5.644165	5.634025
"ENSMUSG00000028522"	6.37031666666667	6.17792666666667	6.37646333333333	6.75175	6.67343666666667	6.72006666666667
"ENSMUSG00000028523"	4.23163	4.15904	4.10136	4.04681	4.00369	3.96999
"ENSMUSG00000028524"	4.590402	4.57234	4.58121	4.681786	4.722564	4.68056
"ENSMUSG00000028525"	6.63642	6.49725333333333	6.59584	6.93962	6.92442	7.25287333333333
"ENSMUSG00000028527"	5.6426575	5.5597325	5.5517375	5.4489375	5.5101175	5.45916
"ENSMUSG00000028528"	4.846475	4.843165	4.898195	5.215115	5.010735	4.961575
"ENSMUSG00000028530"	8.24583	7.95328	8.10639333333333	8.96361333333333	9.05593333333333	9.08666333333333
"ENSMUSG00000028532"	6.435815	6.679045	6.568965	9.83151	9.76296	9.763975
"ENSMUSG00000028533"	4.22204	4.38125	4.28047	4.28637	4.2741	4.09375
"ENSMUSG00000028536"	4.46304	4.39553	4.2805	4.3231	4.32062	4.32662
"ENSMUSG00000028538"	7.6735	7.396775	7.550485	7.45542	7.53001	7.466995
"ENSMUSG00000028539"	5.37937	5.43938	5.25246	5.00717	4.706	4.66786
"ENSMUSG00000028540"	6.12167	6.08155	6.09857	6.16546	6.13728	6.11204
"ENSMUSG00000028541"	5.68908	5.97003666666667	5.86192666666667	5.71834666666667	5.67252	5.76531333333333
"ENSMUSG00000028542"	7.975745	8.08002	8.045355	7.94866	7.98247	7.942295
"ENSMUSG00000028544"	6.0194175	6.305525	6.146815	5.773585	5.7722725	5.78906
"ENSMUSG00000028545"	4.64019	4.68888	4.74709	4.65572	4.98213	4.62687
"ENSMUSG00000028546"	4.34657	4.47894	4.3422	4.32113333333333	4.33298333333333	4.31311
"ENSMUSG00000028549"	4.3477675	4.4939825	4.3596125	4.37512	4.28304	4.3466975
"ENSMUSG00000028550"	6.14135	6.11238	5.99264	5.89987	5.9555	6.06186
"ENSMUSG00000028551"	11.00897	11.01057	11.28153	11.99827	12.10108	12.01304
"ENSMUSG00000028552"	7.27477	7.17479	7.18546666666667	8.01611333333333	8.01039333333333	8.0395
"ENSMUSG00000028553"	5.83196	5.90794	5.92793	5.96013	5.91035	5.96446
"ENSMUSG00000028555"	5.03739	5.31473	5.28971	5.18897	5.3928	5.30933
"ENSMUSG00000028556"	5.666835	5.440645	5.554775	6.367615	6.41356	6.50577
"ENSMUSG00000028557"	8.2749025	8.1540225	8.18807	8.446765	8.4692425	8.4193825
"ENSMUSG00000028559"	7.906985	7.883295	7.92772	7.6828125	7.8406975	7.76943
"ENSMUSG00000028560"	7.19658333333333	7.08898	7.20679	7.70874666666667	7.69153333333333	7.56383
"ENSMUSG00000028563"	7.63331	7.54269	7.5967	7.19263	7.07299	7.20063
"ENSMUSG00000028565"	7.896395	7.62410166666667	8.033805	7.86222	7.846005	7.71675166666667
"ENSMUSG00000028567"	9.57909	9.3773	9.39198	9.2838	9.25039	9.13474
"ENSMUSG00000028568"	8.85221	8.73187666666667	8.76827333333333	8.38038333333333	8.37026	8.31505333333333
"ENSMUSG00000028571"	5.71526	5.9325	5.69709	5.47991	5.49629	5.56694
"ENSMUSG00000028572"	5.75901	5.72882	5.658925	4.794115	4.88345	4.78605
"ENSMUSG00000028573"	7.69451	7.63316	7.71399	7.88699	7.97195	7.92621
"ENSMUSG00000028575"	4.29771	4.40159666666667	4.29925	4.19462666666667	4.15408	4.14015
"ENSMUSG00000028576"	5.81965	5.84518	5.92088	6.32756	6.55654	6.25595
"ENSMUSG00000028577"	5.92932333333333	5.93600333333333	5.97508333333333	5.85415666666667	5.86155666666667	5.99868333333333
"ENSMUSG00000028578"	4.57495	4.67265	4.48087	5.24963	5.2564	5.46192
"ENSMUSG00000028580"	8.06634333333333	7.95524	7.99774	8.22552	8.31826333333333	8.33350666666667
"ENSMUSG00000028581"	7.37177333333333	7.50392666666667	7.51915666666667	9.39718333333333	9.68598333333333	9.60332333333333
"ENSMUSG00000028582"	8.082	8.12094	7.97236	8.03307	8.079595	7.974835
"ENSMUSG00000028583"	6.14416	6.33205	6.57461	9.41852	9.56396	9.46025
"ENSMUSG00000028584"	5.36394	5.40141	5.53255	5.06923	5.2916	5.18701
"ENSMUSG00000028587"	6.02409	6.030305	6.16959	5.87967	6.05754	5.92736
"ENSMUSG00000028589"	5.49481	5.84908	5.74737	5.61083	5.65993	5.64173
"ENSMUSG00000028590"	7.08679	7.16033	6.91132	6.45606	6.59771	6.18014
"ENSMUSG00000028591"	5.14849	5.28764	5.03414	4.98045	4.95828	4.80645
"ENSMUSG00000028597"	7.25784	6.70411	7.04737	7.79483	7.79089	7.78529
"ENSMUSG00000028599"	6.92876	6.867135	7.01405	7.508545	7.446785	7.570595
"ENSMUSG00000028600"	8.96872	8.8386	8.14914	10.40474	10.37991	10.54774
"ENSMUSG00000028601"	7.2439	6.71704	6.99483	7.20873	7.31593	7.45999
"ENSMUSG00000028602"	5.66354	5.81311	5.56878	5.31496	5.16972	5.30491
"ENSMUSG00000028603"	12.34092	12.18384	12.407105	12.606255	12.747795	12.703975
"ENSMUSG00000028607"	12.78961	12.6318	12.68942	10.92495	11.13765	11.03026
"ENSMUSG00000028608"	7.2818575	7.2586725	7.3414325	7.3426925	7.3354375	7.2544275
"ENSMUSG00000028609"	9.37326	9.2905	9.43782	9.33336	9.4293	9.34131
"ENSMUSG00000028610"	6.22145	6.01843	6.28503	6.20202	6.16254	5.89255
"ENSMUSG00000028612"	5.55301	5.63665	5.34664	5.21593	5.25289	5.27595
"ENSMUSG00000028613"	6.2519525	6.2526625	6.2573675	6.0917375	6.15312	6.14733
"ENSMUSG00000028614"	7.72470666666667	7.62651666666667	7.66518	7.06641	6.82374666666667	6.94446
"ENSMUSG00000028617"	7.37945	7.02824	7.31974	7.18126	7.27511	7.44784
"ENSMUSG00000028619"	5.94729	6.18542	5.91071	5.99974	6.004125	5.96782
"ENSMUSG00000028621"	6.91097	6.67909	6.65403	6.49755	6.61222	6.40765
"ENSMUSG00000028622"	8.78442	8.38465	8.78074	7.95477	7.91363	8.00384
"ENSMUSG00000028626"	4.46621	4.49862	4.53986	4.56174	4.48068	4.46353
"ENSMUSG00000028629"	5.88059	5.9049	5.84891	6.32788	5.88568	6.38977
"ENSMUSG00000028630"	5.17318	4.83245	4.95771	4.83379	4.53534	4.5687
"ENSMUSG00000028631"	7.15484	6.93855	7.11104	7.43682	7.31699	7.51808
"ENSMUSG00000028633"	7.21231	6.81066	7.03815	8.38978	8.14224	8.18559
"ENSMUSG00000028634"	6.796528	6.83538	6.866696	7.200268	7.185754	7.25249
"ENSMUSG00000028635"	4.71982	4.7324	4.53122	4.5564	4.51948	4.35557
"ENSMUSG00000028636"	6.86636	6.8676	6.91004	5.383935	5.547755	5.54924
"ENSMUSG00000028637"	4.740482	4.774284	4.765274	4.60643	4.712626	4.681322
"ENSMUSG00000028639"	12.13291	11.90442	12.13837	11.91182	12.07106	11.89379
"ENSMUSG00000028640"	4.98069333333333	5.04202666666667	4.92537	4.88864333333333	4.71528666666667	4.72446333333333
"ENSMUSG00000028641"	6.23264	6.26809	6.1631	6.89835	6.98453	7.032715
"ENSMUSG00000028642"	4.92857	4.94727	5.16784	4.80267	4.60295	4.69925
"ENSMUSG00000028643"	9.27105	9.164	9.20308	9.27612	9.36938	9.35141
"ENSMUSG00000028644"	6.96624	7.04874	6.94706	6.60873	6.70395	6.57103
"ENSMUSG00000028645"	6.45584	6.59399666666667	6.33208333333333	6.82701	6.92654666666667	6.82658666666667
"ENSMUSG00000028646"	10.74836	10.68026	10.62178	10.77674	10.84208	10.75925
"ENSMUSG00000028647"	8.5729275	8.45134	8.5022625	7.991805	7.9084475	8.0291375
"ENSMUSG00000028648"	12.01297	11.894635	12.094585	10.409085	10.583125	10.387085
"ENSMUSG00000028649"	9.324055	9.182345	9.34938	9.27544	9.33274	9.34157
"ENSMUSG00000028651"	6.80586	6.50424	6.66314	6.55952	6.63111	6.79053
"ENSMUSG00000028653"	8.86987	8.72588	8.87406	7.9113	8.12265	8.31424
"ENSMUSG00000028654"	6.18685666666667	6.09859	5.96252333333333	6.10788333333333	6.41736	6.29342333333333
"ENSMUSG00000028655"	7.19187	7.77852	7.36094	5.12717	5.19123	5.02239
"ENSMUSG00000028656"	5.054975	5.075465	5.034455	5.146015	5.049785	5.10925
"ENSMUSG00000028657"	9.009655	8.68228	8.920615	9.35417	9.26127	9.179805
"ENSMUSG00000028661"	6.53951	6.67105	6.4656	6.3533	6.37132	6.27306
"ENSMUSG00000028664"	6.25226	6.35422	6.34672666666667	6.31059666666667	6.38443	6.24434333333333
"ENSMUSG00000028668"	7.97237333333333	7.52641	7.82929333333333	8.13147333333333	8.18191333333333	8.03200666666667
"ENSMUSG00000028669"	8.75437	8.52958	8.6192	8.35529	8.47466	8.43499
"ENSMUSG00000028670"	10.36989	10.31819	10.33206	10.2699	10.31332	10.25763
"ENSMUSG00000028671"	8.86285	8.83372	8.76731	8.49853	8.51678	8.50214
"ENSMUSG00000028672"	10.3522	10.10792	10.35031	10.01502	10.09677	10.02593
"ENSMUSG00000028673"	8.47260333333333	8.26885666666667	8.31943333333333	8.80610666666667	8.91914333333333	8.8525
"ENSMUSG00000028675"	7.41864	7.48159	7.44313666666667	7.66338	7.69485666666667	7.59367
"ENSMUSG00000028676"	6.926615	6.75832	6.82898	6.9889775	7.06713	7.069915
"ENSMUSG00000028677"	6.761835	6.75754	6.709255	6.996465	6.834365	6.85642
"ENSMUSG00000028678"	5.397795	5.424495	5.488245	5.0741325	5.2328825	5.1694725
"ENSMUSG00000028680"	6.51593	6.61092	6.74145	6.46659	6.54292	6.62841
"ENSMUSG00000028681"	9.1154	9.1305	8.975055	9.60589	9.631755	9.60922
"ENSMUSG00000028683"	8.29265	8.26147	8.11988	8.70117	8.65778	8.71924
"ENSMUSG00000028684"	9.79254	9.675	9.79968	8.82836	8.980985	8.83368
"ENSMUSG00000028687"	6.65299	6.606	6.57806	7.26894	6.92916	7.26585
"ENSMUSG00000028688"	7.618125	7.69668	7.609105	7.70219	7.76561	7.682825
"ENSMUSG00000028689"	4.82414	5.114325	4.88656	4.56543	4.47615	4.700045
"ENSMUSG00000028690"	8.7791	8.77294	8.98058	7.90145	7.58333	7.62165
"ENSMUSG00000028691"	12.1969225	12.0915875	12.288375	12.464515	12.5619525	12.6292775
"ENSMUSG00000028692"	11.6960675	11.395105	11.6468025	12.1658125	12.2741275	12.19268
"ENSMUSG00000028693"	6.09752	6.2448725	6.16629	5.9452425	5.8572825	5.864265
"ENSMUSG00000028696"	6.9296	6.90672	7.05532	6.82941	6.64555	6.87805
"ENSMUSG00000028698"	6.86089	6.92544	7.00015	7.34302	7.13882	7.14126
"ENSMUSG00000028699"	5.71943	5.848435	5.786505	5.539315	5.6974	5.728465
"ENSMUSG00000028700"	7.15236	7.074335	7.18085	6.576045	6.687555	6.651125
"ENSMUSG00000028701"	8.34733	8.69522	8.56009	7.9079	8.00565	7.9463
"ENSMUSG00000028702"	4.7007375	4.6261425	4.5383975	4.583895	4.6878175	4.6131225
"ENSMUSG00000028703"	6.361805	6.268015	6.374215	6.52091	6.448085	6.50162
"ENSMUSG00000028706"	7.16592666666667	7.05034333333333	7.11615	6.64508666666667	6.64216	6.56922
"ENSMUSG00000028707"	6.99041	7.19055	7.16089	6.60768	6.60712	6.73326
"ENSMUSG00000028708"	7.22106666666667	7.12965333333333	7.10524333333333	7.43158333333333	7.28022333333333	7.21190333333333
"ENSMUSG00000028709"	6.06028	6.005005	6.039905	5.878535	5.8772	5.871715
"ENSMUSG00000028710"	8.509315	8.36485	8.477915	8.02981	8.011135	7.862455
"ENSMUSG00000028712"	7.16997	7.16216	7.06126	6.66635	6.43486	6.45989
"ENSMUSG00000028713"	9.3834	9.18234	9.1541	10.27849	10.2285	10.14305
"ENSMUSG00000028715"	4.50899	4.45025	4.40741	4.31958	4.21119	4.35061
"ENSMUSG00000028716"	6.591225	6.56353	6.62972	6.424095	6.90706	6.83795
"ENSMUSG00000028717"	6.07019	6.38159	6.15746	6.46548	6.24373	6.48749
"ENSMUSG00000028718"	4.68888	4.6559	4.53347	4.50775	4.53402	4.46609
"ENSMUSG00000028719"	7.76295	7.759725	7.796265	7.63781	7.615295	7.59843
"ENSMUSG00000028729"	7.27813	7.16809	7.12737	7.0556	7.07832	6.99444
"ENSMUSG00000028730"	4.61123	4.78507	4.49157	4.29319	4.29709	4.36363
"ENSMUSG00000028736"	5.73615	5.729935	5.6636	5.593135	5.50586	5.561235
"ENSMUSG00000028737"	9.58864	9.44961	9.57427	8.51932	8.56087	8.5746
"ENSMUSG00000028738"	7.91321	8.22241	8.18327	7.79933	7.6191	7.74216
"ENSMUSG00000028741"	8.75893	8.74657	8.68786	8.62228	8.60854	8.56238
"ENSMUSG00000028743"	8.67703333333333	8.61891	8.67126666666667	8.10924	8.11480666666667	8.16695333333333
"ENSMUSG00000028744"	7.01572	7.14745	7.28295	6.85744	7.18885	7.09459
"ENSMUSG00000028745"	8.47071	8.2699875	8.479395	8.7987025	8.7591925	8.6668275
"ENSMUSG00000028747"	4.84426	4.88566	4.93701	4.90484	4.64936	4.91754
"ENSMUSG00000028749"	5.62732	5.659625	5.75149	5.673625	5.771305	5.739435
"ENSMUSG00000028750"	7.94213	7.71936	7.83952	7.7139	7.49114	7.51648
"ENSMUSG00000028751"	5.88509	5.94395	6.08361	6.38344	6.34627	6.34935
"ENSMUSG00000028755"	5.36141	5.49619	5.48016	5.43204	5.58897	5.53031
"ENSMUSG00000028756"	10.30416	10.214195	10.21192	9.56304	9.72676	9.643125
"ENSMUSG00000028757"	9.04777	8.98547	9.08334	10.15305	10.26835	10.25636
"ENSMUSG00000028758"	7.194275	7.40957	7.17934	7.1299	7.04204	7.14542
"ENSMUSG00000028759"	6.92406333333333	6.90314666666667	6.86131	7.13130333333333	7.09614666666667	7.11597
"ENSMUSG00000028760"	7.04566333333333	7.08597	6.89829333333333	7.46760666666667	7.31393333333333	7.31128333333333
"ENSMUSG00000028763"	9.60597	9.46584	9.606865	10.74357	10.73645	10.72261
"ENSMUSG00000028766"	8.39594	8.3713	8.43358	7.57954	7.58721	7.46091
"ENSMUSG00000028771"	7.6328725	7.626255	7.5518825	8.5850325	8.661465	8.5924575
"ENSMUSG00000028772"	6.50018	6.54788	6.583095	6.60924	6.5085	6.617975
"ENSMUSG00000028773"	12.29755	12.17536	12.22483	5.7087	5.86803	5.39735
"ENSMUSG00000028776"	9.85988	9.76529	9.83214	9.88981	10.05441	10.01403
"ENSMUSG00000028778"	5.30878	5.58177	5.23548	5.00895	5.18412	5.11263
"ENSMUSG00000028779"	8.85134	8.59079	8.83152	9.27746	9.30037	9.25243
"ENSMUSG00000028780"	6.328695	6.4611	6.23297	8.32133	8.1974	8.15831
"ENSMUSG00000028782"	5.97867	5.94643	6.21837	5.60191	5.80036	5.95433
"ENSMUSG00000028785"	6.120255	6.19903	6.190715	6.052155	6.04005	6.00217
"ENSMUSG00000028786"	5.02714	4.77034	5.02601	4.76837	4.88562	4.77608
"ENSMUSG00000028788"	8.716115	8.4364225	8.7047325	8.9870725	9.058455	8.983735
"ENSMUSG00000028789"	6.83976	6.895195	6.825555	7.627995	7.632305	7.66111
"ENSMUSG00000028790"	7.64347833333333	7.63708333333333	7.55282666666667	8.13106666666667	8.28897833333333	8.29241666666667
"ENSMUSG00000028792"	10.8658	10.67147	10.894815	10.619095	10.89799	10.715235
"ENSMUSG00000028793"	7.391405	7.200845	7.2755	7.67684	7.96458	7.90054
"ENSMUSG00000028795"	6.86478	6.835205	6.9105475	5.9472675	6.028775	5.9894325
"ENSMUSG00000028796"	8.732315	8.687065	8.66983	9.07432	9.23724	9.258395
"ENSMUSG00000028797"	9.681905	9.47059	9.6928	9.843055	9.97445	9.83435
"ENSMUSG00000028798"	10.60679	10.51968	10.657255	10.4367	10.600805	10.560465
"ENSMUSG00000028799"	7.57519	7.73091	7.79792	8.44383	8.43853	8.46666
"ENSMUSG00000028800"	8.99077	9.02244	8.93052	9.53727	9.53747	9.54927
"ENSMUSG00000028801"	5.659515	5.43995	5.45322	5.304145	5.31639	5.193375
"ENSMUSG00000028803"	6.116775	6.090725	6.07731	5.689595	5.670645	5.820455
"ENSMUSG00000028804"	6.25917	6.21379	6.3361	6.00785	6.13101	6.16751
"ENSMUSG00000028807"	5.61949	5.76124	5.76124	6.2704	6.01768	6.03793
"ENSMUSG00000028809"	7.843294	7.87151	7.856058	8.235046	8.339778	8.379904
"ENSMUSG00000028811"	6.306065	6.203775	6.062445	6.20527	6.117165	6.087705
"ENSMUSG00000028820"	6.957902	6.825482	6.95774	7.20015	7.329364	7.26337
"ENSMUSG00000028821"	8.15653	8.04629	8.22876	8.22601	8.49746	8.38593
"ENSMUSG00000028822"	10.82686	10.68352	10.88252	11.31235	11.31973	11.23398
"ENSMUSG00000028825"	6.54865	6.35075	6.41335	6.58516	6.25057	6.14392
"ENSMUSG00000028826"	7.15176	7.02331	7.1366125	7.45902	7.50591	7.403535
"ENSMUSG00000028830"	7.8357	7.733795	7.899425	7.78029	7.859305	7.79274
"ENSMUSG00000028832"	6.61763	6.540585	6.696185	7.023655	7.261725	6.98933
"ENSMUSG00000028833"	6.18265	6.61185	6.438655	6.932085	6.88158	7.01488
"ENSMUSG00000028834"	4.35887	4.21415	4.11761	4.20611	4.23596	4.17455
"ENSMUSG00000028836"	5.00515	5.00515	5.00515	4.95486	5.06917	4.97629
"ENSMUSG00000028837"	10.59264	10.45977	10.65314	10.45351	10.45882	10.43474
"ENSMUSG00000028838"	6.35659	6.4633	6.40275	6.19887	6.54948	6.45779
"ENSMUSG00000028840"	5.63259	5.699015	5.733865	5.608055	5.54081	5.59194
"ENSMUSG00000028841"	6.13185	6.3919	6.31258	6.0806	6.07208	6.1933
"ENSMUSG00000028842"	6.01661666666667	6.01631	6.01392166666667	6.04227	5.93685	5.92399
"ENSMUSG00000028843"	8.35133	8.29173	8.35806	10.28776	10.39112	10.29747
"ENSMUSG00000028845"	4.60369	4.84338	4.97598	4.96979	4.75468	4.89205
"ENSMUSG00000028847"	9.93084	9.80776	10.12248	9.73456	10.00459	9.80356
"ENSMUSG00000028848"	6.86671	6.98178	6.84034	6.68903	6.60596	6.57419
"ENSMUSG00000028849"	7.81598	7.88697	7.94915	9.31493	9.46876	9.28934
"ENSMUSG00000028850"	6.02285	6.09321	6.25869	6.10129	6.11763	6.17237
"ENSMUSG00000028851"	8.130125	8.109445	8.046925	8.20414	8.434615	8.266245
"ENSMUSG00000028854"	8.26089	8.32899	8.21627	8.84747	8.72438	8.67913
"ENSMUSG00000028857"	9.31378	9.00667	9.23258	9.22513	9.19657	9.18999
"ENSMUSG00000028859"	7.35636	7.43381	7.07938	6.9685	6.98445	7.24075
"ENSMUSG00000028860"	7.15485	6.75745	7.2189	6.5189	6.70124	6.3347
"ENSMUSG00000028861"	8.01193	8.05973333333333	8.09250333333333	7.75784666666667	7.82004666666667	7.70711666666667
"ENSMUSG00000028862"	7.35663	7.15458	7.3932	7.6824	7.77298	7.87277
"ENSMUSG00000028863"	5.9736	6.05178	6.008225	5.96162	5.970805	5.99979
"ENSMUSG00000028864"	5.2398875	5.419885	5.2936325	5.4935275	5.4318375	5.424155
"ENSMUSG00000028865"	5.496755	5.723155	5.683165	5.746975	5.676985	5.919075
"ENSMUSG00000028868"	9.23655	8.800955	9.329205	10.2592	10.109685	9.946305
"ENSMUSG00000028869"	5.63767333333333	5.73003333333333	5.5738	5.94778333333333	5.99851	6.00048
"ENSMUSG00000028871"	5.07552	5.00391	4.77588	7.88737	8.50529	8.4371
"ENSMUSG00000028873"	4.92662333333333	5.08220333333333	4.97871	5.26427333333333	5.27386333333333	5.24099333333333
"ENSMUSG00000028874"	6.92727	7.005955	7.26921	7.019035	7.038415	7.044595
"ENSMUSG00000028876"	8.71607	8.68265	8.73897	8.71751	8.73064	8.73208
"ENSMUSG00000028878"	8.52725	8.501385	8.48804	9.088725	9.15662	8.981245
"ENSMUSG00000028879"	9.039575	8.86588	8.916535	8.8929	8.985165	8.819365
"ENSMUSG00000028882"	7.38024	7.138495	7.172955	7.233845	7.45315	7.51112
"ENSMUSG00000028883"	5.06123333333333	4.88570666666667	4.98848666666667	4.85433666666667	4.87104	4.89945
"ENSMUSG00000028884"	5.491025	5.302905	5.433915	5.577785	5.80721	5.776405
"ENSMUSG00000028885"	5.32636	5.48304	5.54707	5.89862	6.00542	5.88858
"ENSMUSG00000028886"	8.06428	7.86132333333333	8.03882	8.05320666666667	7.96352333333333	7.86400333333333
"ENSMUSG00000028889"	8.43958	8.38903	8.5408	8.06119	7.94706	8.12382
"ENSMUSG00000028890"	7.04614666666667	6.91767666666667	7.02124833333333	6.8389	6.80384833333333	6.79527833333333
"ENSMUSG00000028893"	6.792955	6.942245	6.93417	6.984405	7.117685	7.142635
"ENSMUSG00000028894"	8.42717	8.53274	8.47504	8.72528	8.60206	8.8001
"ENSMUSG00000028896"	7.39666	7.40572	7.5016	7.40288	7.29065	7.423
"ENSMUSG00000028898"	7.65806	7.630615	7.76745	7.41133	7.600065	7.53732
"ENSMUSG00000028899"	7.9719	8.04607	8.0894	7.68315	7.55178	7.69095
"ENSMUSG00000028901"	6.90335	6.90357285714286	6.90913142857143	6.90806428571429	6.91948	6.96553142857143
"ENSMUSG00000028902"	6.60922	6.599415	6.654095	7.06528	7.384245	7.043765
"ENSMUSG00000028906"	8.672335	8.42462	8.545025	7.91013	8.00523	7.8592
"ENSMUSG00000028907"	6.50810666666667	6.53372	6.65316333333333	6.7129	6.70649666666667	6.58761333333333
"ENSMUSG00000028909"	5.604905	5.62349	5.547445	5.453845	5.41334	5.39544
"ENSMUSG00000028910"	8.94204	8.81392333333333	8.93732	7.43409333333333	7.38929333333333	7.47093666666667
"ENSMUSG00000028911"	8.90258	8.77	8.55407	9.17833	9.00488	9.08626
"ENSMUSG00000028914"	6.796365	6.912345	6.985595	7.134955	7.3574	7.26353
"ENSMUSG00000028917"	6.72835	6.29567	6.59809	6.51315	6.62256	6.33629
"ENSMUSG00000028919"	6.16485	6.29772	6.3232	5.91685	6.03442	5.80178
"ENSMUSG00000028920"	7.425205	7.573095	7.350335	7.44147	7.453405	7.494145
"ENSMUSG00000028923"	7.96127	7.91504	8.100885	8.337655	8.33999	8.32842
"ENSMUSG00000028926"	6.35468	6.45763	6.37611333333333	6.99643666666667	6.94119	6.89107666666667
"ENSMUSG00000028927"	6.88799	6.97864	6.87523	6.69064	6.81293	6.65325
"ENSMUSG00000028931"	6.83017	6.937515	6.803795	6.83131	6.746565	6.891945
"ENSMUSG00000028932"	8.13431666666667	7.94085666666667	8.16699	8.25188666666667	8.32857666666667	8.20758
"ENSMUSG00000028933"	5.686985	5.65561	5.77825	5.68964	5.59949	5.51308
"ENSMUSG00000028936"	9.97784666666667	9.85625666666667	10.0231966666667	10.3585833333333	10.58675	10.39354
"ENSMUSG00000028937"	8.57959	8.42525	8.62284	8.28956	8.629	8.56103
"ENSMUSG00000028938"	4.40937	4.33046	4.37154	4.4223	4.29603	4.36334
"ENSMUSG00000028940"	5.17504	5.20532	5.25609	4.93013	4.92085	5.10315
"ENSMUSG00000028943"	4.88977	5.03437	4.93279	4.76464	5.11639	5.00997
"ENSMUSG00000028944"	7.2670775	7.0373625	7.2601875	6.3625125	6.4465875	6.4960075
"ENSMUSG00000028945"	11.36354	11.08501	11.3933	11.58467	11.61023	11.61375
"ENSMUSG00000028946"	6.26415	6.38344	6.35704	6.20433	6.00471	6.2022
"ENSMUSG00000028948"	5.718692	5.68582	5.784762	5.595598	5.689342	5.617802
"ENSMUSG00000028949"	8.0915	7.92596	8.00057	7.86604	7.8566	7.69026
"ENSMUSG00000028950"	6.07993	6.08219	6.10165	5.80811	5.8803	5.71569
"ENSMUSG00000028952"	5.92138	6.01333	6.35486	5.89433	5.68461	5.83525
