"sWAT_patient 5_hM3"	"sWAT (cold acclimation)_patient 5_hM3"	"sWAT_patient 2_hM3"	"sWAT_patient 6_hM3"	"sWAT (cold acclimation)_patient 2_hM3"	"sWAT (cold acclimation)_patient 6_hM3"	"sWAT_patient 3_hM3"	"sWAT_patient 7_hM3"	"sWAT (cold acclimation)_patient 3_hM3"	"sWAT (cold acclimation)_patient 7_hM3"	"sWAT_patient 4_hM3"	"sWAT_patient 8_hM3"	"sWAT (cold acclimation)_patient 4_hM3"	"sWAT (cold acclimation)_patient 8_hM3"
"ENSG00000275568"	3.82281	5.4352	4.02993	3.92881	4.04227	4.08737	3.98781	4.19925	4.35925	3.60548	3.99241	4.35022	4.15291	4.21224
"ENSG00000275575"	6.76799	6.60594	6.349	6.84811	6.72426	6.51575	6.98524	6.4627	6.76098	6.27863	7.20364	6.39798	6.80366	6.27874
"ENSG00000275577"	3.57404	3.73903	3.46314	4.00191	3.50687	3.57352	3.89309	3.22543	4.26554	3.42788	4.35912	3.08894	3.43295	3.34831
"ENSG00000275581"	6.10811	5.83121	5.86285	5.63881	5.80231	5.50538	5.4418	5.76702	5.34743	5.86976	5.75296	6.03904	5.90023	6.07638
"ENSG00000275583"	4.21410692307692	4.11591153846154	4.34207307692308	4.60480461538462	4.30662846153846	4.18282384615385	4.05418307692308	3.96457692307692	4.07911923076923	3.98990923076923	4.57696538461538	4.21403769230769	4.11401615384615	4.36079769230769
"ENSG00000275584"	4.89279666666667	6.26915	5.66791333333333	5.46796666666667	5.16986666666667	4.75299	5.78903	5.00780666666667	6.16861	5.28906666666667	5.24651666666667	5.29785	4.87564	5.12662
"ENSG00000275591"	2.58742	2.61449	2.3927	2.31577	2.33395	2.29326	2.79473	2.50957	2.41296	2.69284	2.86564	2.66987	2.29531	2.5632
"ENSG00000275594"	5.83407	5.42177	4.75059	5.31765	5.27437	5.12198	5.3917	5.72128	5.6399	5.42697	6.10569	4.8945	6.12699	5.10046
"ENSG00000275596"	4.08755923076923	3.96754230769231	4.17052538461538	4.39684538461538	4.19172846153846	4.03802846153846	3.94479076923077	3.85172076923077	3.92448384615385	3.81384692307692	4.36059384615385	4.11314769230769	3.94599923076923	4.1727
"ENSG00000275600"	5.37096	5.73575	5.02931	5.16545	5.32555	5.18879	5.39915	5.37496	5.25307	5.32826	5.18893	5.77567	5.70522	5.85795
"ENSG00000275608"	4.21410692307692	4.11591153846154	4.34207307692308	4.60480461538462	4.30662846153846	4.18282384615385	4.05418307692308	3.96457692307692	4.07911923076923	3.98990923076923	4.57696538461538	4.21403769230769	4.11401615384615	4.36079769230769
"ENSG00000275617"	2.10288	2.46346	2.40498	2.52273	2.57629	2.12977	2.56238	2.28868	2.52033	2.37982	2.59386	2.54745	2.34008	2.77241
"ENSG00000275618"	7.58141	7.39165	7.45764	7.13269	7.39972	7.68574	7.24092	7.46332	7.34494	7.43452	7.03418	7.62378	7.52557	7.56839
"ENSG00000275619"	4.49517	4.71446	4.60487	4.80898	4.86367	4.81092	4.25971	5.18247	3.9879	4.99053	4.81565	4.8163	4.6955	5.00163
"ENSG00000275621"	7.85229285714286	8.44707285714286	8.30425714285714	8.69879	8.40990428571429	8.39271428571429	8.50114571428571	7.83795	8.35514857142857	7.82411	8.52966285714286	8.05423571428572	8.20197571428571	8.12240714285714
"ENSG00000275623"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275624"	5.02788666666667	4.71037666666667	4.78811666666667	4.86236	4.52286666666667	4.57963333333333	5.07046	4.57061333333333	4.83395333333333	4.55648333333333	4.70451333333333	4.73434333333333	4.49429666666667	4.63796
"ENSG00000275626"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275629"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275637"	4.09413	3.59879	4.10312	3.83628	4.01656	3.58305	3.65058	3.31883	3.84208	4.02606	4.33587	3.96696	3.80642	3.58136
"ENSG00000275644"	4.1019	4.34056	4.22102	4.28099	3.63408	3.97266	4.42862	4.06445	3.84945	3.70075	4.2486	4.05172	3.51835	3.73566
"ENSG00000275650"	4.2528	4.00138	4.14684	3.84411	3.87097	3.90825	4.00694	3.85763	4.03411	3.55679	4.79096	4.00734	4.32267	4.07196
"ENSG00000275657"	7.194	7.33041	7.02878	6.70199	7.17991	7.14858	6.84521	7.34133	7.13578	7.21631	6.73821	7.31096	7.20717	7.24193
"ENSG00000275658"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275659"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275663"	3.69043	4.63839	4.16863	4.199065	3.848135	3.832855	3.914655	4.078805	4.14402	4.00768	4.22204	4.13921	4.110745	3.957135
"ENSG00000275677"	2.40631	2.38944	2.13917	2.32058	1.84989	2.12552	2.27533	2.18279	1.97888	2.22259	2.0564	2.56189	2.03416	2.15069
"ENSG00000275679"	3.33989	3.091	3.10139	3.80365	3.27222	3.0937	3.03769	3.30477	3.48938	3.51962	3.36798	3.28216	3.39194	3.24606
"ENSG00000275699"	4.04566875	3.83129	4.0988525	4.2808075	4.03029125	3.85488875	3.88472125	3.74825875	3.9087275	3.72088	4.31597625	3.99793875	3.87936875	4.10466875
"ENSG00000275700"	7.60258	7.72712	7.6211	7.70264	7.59621	7.65223	7.72829	7.77663	7.89837	7.8158	7.67283	7.58635	7.82612	7.76417
"ENSG00000275713"	5.03053	6.98974	4.8061	5.42835	4.08681	4.24146	6.03122	5.02214	6.57355	4.70223	5.8464	5.21898	4.86609	4.81996
"ENSG00000275714"	3.720896	5.041412	3.960158	4.081264	3.76376	3.617654	3.977124	3.793246	4.487468	3.792278	4.155176	3.836572	4.028036	3.893462
"ENSG00000275717"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275718"	7.49951	7.25615	6.95599	6.94855	7.39249	6.75502	7.8658	6.76651	7.58205	7.17423	7.28764	6.9561	6.93594	7.10002
"ENSG00000275722"	2.21857	2.19596	2.63444	2.65539	2.44228	2.15843	2.30879	2.22675	2.23285	2.40107	2.61277	2.27318	2.18981	2.41865
"ENSG00000275723"	6.44793	6.55884	6.42397	6.92037	6.54527	6.70389	6.31438	6.88297	6.61937	6.55232	6.32236	6.36518	6.8299	6.51344
"ENSG00000275730"	4.93114	6.73604	6.16175	5.57593	5.81633	5.76383	5.82327	5.24885	5.79605	5.34531	5.33571	6.23454	5.17632	5.52637
"ENSG00000275731"	4.15028916666667	4.00841416666667	4.25100666666667	4.53881083333333	4.21950583333333	4.0623475	4.00558083333333	3.8841775	4.02709416666667	3.91356333333333	4.48741166666667	4.187155	4.05059916666667	4.2994675
"ENSG00000275732"	4.04566875	3.83129	4.0988525	4.2808075	4.03029125	3.85488875	3.88472125	3.74825875	3.9087275	3.72088	4.31597625	3.99793875	3.87936875	4.10466875
"ENSG00000275735"	4.21410692307692	4.11591153846154	4.34207307692308	4.60480461538462	4.30662846153846	4.18282384615385	4.05418307692308	3.96457692307692	4.07911923076923	3.98990923076923	4.57696538461538	4.21403769230769	4.11401615384615	4.36079769230769
"ENSG00000275736"	4.1019	4.34056	4.22102	4.28099	3.63408	3.97266	4.42862	4.06445	3.84945	3.70075	4.2486	4.05172	3.51835	3.73566
"ENSG00000275739"	3.25165	3.36645	3.33861	3.38213	3.55291	3.4636	3.18284	3.30368	3.70189	3.09025	3.32059	3.72898	3.70393	3.41727
"ENSG00000275740"	5.688425	5.25739	5.41901	5.49345	5.44087	5.503315	5.73165	5.403385	5.25201	5.318655	5.600345	5.491245	5.416255	5.42749
"ENSG00000275744"	4.82854	4.35271	4.68168	4.74105	4.54518	4.51484	4.68397	4.62433	4.70537	4.87918	4.63895	4.90565	4.49191	4.56048
"ENSG00000275746"	4.859455	4.51286	4.77156	4.917185	4.815325	4.711745	4.69002	4.801795	4.733845	4.64358	4.853625	4.649405	4.733415	4.955695
"ENSG00000275748"	6.94167333333333	6.90925	8.01303666666667	8.30118666666667	8.06414333333333	8.11940666666667	8.17827666666667	7.68066666666667	8.17509333333333	7.48821333333333	8.36209333333333	7.59896666666667	8.11545333333333	7.69462
"ENSG00000275750"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275754"	3.571265	3.63339	3.68521	4.039815	3.3323	3.64126	3.599605	3.456125	4.312795	3.736135	4.190125	3.408915	3.62606	3.61215
"ENSG00000275756"	3.71972333333333	3.67260333333333	3.63688333333333	3.59327	3.82030333333333	3.89321666666667	3.87958666666667	3.76852666666667	3.80418333333333	3.86512333333333	3.99700666666667	3.81885666666667	3.71925666666667	3.63252
"ENSG00000275758"	7.873655	8.12671	8.039775	8.650785	8.02422	8.017195	7.937355	8.06022	8.060865	7.82978	7.973255	7.945795	7.71075	7.951115
"ENSG00000275760"	6.07813181818182	6.10002363636364	6.31601272727273	6.18786727272727	6.08595090909091	6.19504545454545	6.25626272727273	6.37099818181818	6.43909636363636	6.60182818181818	6.26974818181818	5.96723636363636	6.23666454545455	6.09207272727273
"ENSG00000275774"	5.9913075	5.878795	5.8290525	5.6599625	5.88822	5.925325	5.68499	5.94073	5.92678	5.8031975	5.7192675	5.9767325	5.87498	5.9028225
"ENSG00000275779"	8.0447	8.54464	8.26877	8.64589	8.41782	8.21587	8.32112	8.2492	8.42669	8.22083	8.49718	8.09035	8.40072	8.15742
"ENSG00000275786"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275793"	3.065948	3.434922	3.156238	2.991402	3.015644	3.25071	3.22554	3.124582	3.195998	3.03377	3.162812	3.108496	3.288452	3.023748
"ENSG00000275794"	2.25322	2.25843	2.23483	2.28399	2.04259	2.09522	2.13157	2.09233	2.20647	2.27945	1.86426	2.09754	1.91766	2.03942
"ENSG00000275796"	2.54368	2.78561	2.62606	2.38255	2.6126	2.66372	2.70234	2.49475	2.54511	2.61491	2.48651	2.4563	2.59913	2.51963
"ENSG00000275802"	3.78141	4.04242	3.92056	3.90464	4.06362	4.58515	3.43435	3.61675	3.37328	3.68375	3.77281	4.18503	4.45777	4.76537
"ENSG00000275819"	4.48873	4.65839	5.03588	4.80515	4.67309	5.16035	4.28741	5.04169	4.90681	4.49886	5.06486	4.25782	4.61224	4.49864
"ENSG00000275820"	6.57227	5.99816	6.24163	6.30588	6.61809	6.86938	6.6856	7.21753	6.59983	7.07308	6.04339	6.99008	6.22037	6.62634
"ENSG00000275821"	3.53382	3.50513	3.78405	3.63097	3.45802	3.53579	4.03554	3.60932	3.92552	3.37337	3.34082	3.62388	3.44291	3.52297
"ENSG00000275824"	3.7394125	4.6862525	4.2761875	4.0224375	4.04534	3.6490825	3.91537	3.6661325	4.3442825	3.7823225	4.181405	4.0087	4.0205125	3.687275
"ENSG00000275832"	5.37214	5.244845	4.608245	5.567275	4.30086	5.249905	5.70531	4.80154	5.21092	4.85803	5.53372	5.01681	4.705125	4.9821
"ENSG00000275835"	6.40707	6.16898	6.00006	6.1047	6.54448	6.14835	6.05266	6.35474	5.94117	6.15111	5.90816	6.43625	6.29409	6.43369
"ENSG00000275837"	6.75337	6.87999	6.79218	6.97001	6.84595	6.82064	7.03961	6.7497	7.00383	6.77044	6.94642	6.83151	6.84313	6.79702
"ENSG00000275838"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275841"	4.18139	5.38495	4.34408	5.15159	4.92846	4.3108	4.88179	4.59549	5.35659	4.75394	5.13154	4.68	4.57236	4.76591
"ENSG00000275848"	4.04566875	3.83129	4.0988525	4.2808075	4.03029125	3.85488875	3.88472125	3.74825875	3.9087275	3.72088	4.31597625	3.99793875	3.87936875	4.10466875
"ENSG00000275851"	6.98927	6.843	6.80736	7.22288	6.7496	6.85612	7.23675	6.54004	7.15083	6.79858	7.12565	6.68787	6.68643	6.43767
"ENSG00000275861"	6.07813181818182	6.10002363636364	6.31601272727273	6.18786727272727	6.08595090909091	6.19504545454545	6.25626272727273	6.37099818181818	6.43909636363636	6.60182818181818	6.26974818181818	5.96723636363636	6.23666454545455	6.09207272727273
"ENSG00000275863"	11.25124	11.7395	11.3624	11.53433	11.42276	11.28941	11.49399	11.48492	11.75773	11.30771	11.30992	11.41226	11.19173	11.32487
"ENSG00000275865"	2.434	1.81873	2.41728	2.13814	2.34597	2.47924	2.48813	2.63418	2.44012	2.31385	2.33175	2.56885	2.20447	2.28261
"ENSG00000275867"	7.66953	7.72478	7.73629	7.86037	7.76336	7.75986	7.93532	7.63319	8.06654	7.65813	7.91581	7.37751	7.7504	7.42681
"ENSG00000275869"	2.822925	3.0375275	3.114965	3.5538825	2.9000325	3.4929975	2.9791	3.146555	3.41815	3.3225825	3.21618	2.999055	2.8338525	2.98843
"ENSG00000275870"	6.7899	6.64604	6.70828	6.74394	6.97091	6.62349	6.69534	6.77119	6.66138	6.9754	6.75382	6.75127	6.35909	7.06435
"ENSG00000275873"	5.00831	4.60853	4.85985	4.9672	4.43995	4.69202	5.03468	4.79105	4.82574	4.59231	5.22351	4.58466	4.7435	4.49613
"ENSG00000275885"	6.62966	6.61134	6.69365	6.22344	6.63858	6.47363	6.55492	6.4674	6.57072	6.65896	6.4734	6.36803	6.5244	6.36987
"ENSG00000275891"	5.73062	5.532915	5.68598	5.159405	5.78432	5.678445	5.64669	5.75316	5.496735	5.826325	5.656885	5.902155	5.94469	5.7436
"ENSG00000275896"	2.58565	2.75714666666667	2.71062666666667	2.73784666666667	2.65853333333333	3.12103333333333	2.89712333333333	2.64049	3.2365	2.84129666666667	2.85874	2.67442	2.74390333333333	2.4302
"ENSG00000275903"	8.45411	8.68404	8.40357	8.25194	8.57002	8.47489	8.63594	8.7622	9.07796	8.64132	8.37991	8.57335	8.47435	8.40697
"ENSG00000275911"	6.71653	7.61689	7.03558	7.54271	6.90664	7.04094	7.38966	6.7314	7.59749	7.13489	6.91214	7.06571	7.16023	6.83591
"ENSG00000275917"	5.2363775	5.27414	5.1041375	5.357225	4.9182975	5.3031475	5.251515	5.23855	5.329645	5.20593	5.4253925	5.31968	5.475655	5.607165
"ENSG00000275920"	5.53084	5.51294	5.76931	5.79088	5.15843	5.24858	5.41529	5.42485	6.10937	5.15335	5.37048	5.16524	5.20253	5.15962
"ENSG00000275932"	6.13457	5.37264	5.83914	5.49807	6.15004	5.5199	4.98907	6.23142	5.37574	5.72247	5.81463	6.00986	5.7524	6.06595
"ENSG00000275935"	5.61898	5.83575	5.61501	5.52777	5.65102	5.53997	5.47814	5.49348	5.5157	5.34786	6.02211	5.49277	4.9408	5.45423
"ENSG00000275938"	4.15028916666667	4.00841416666667	4.25100666666667	4.53881083333333	4.21950583333333	4.0623475	4.00558083333333	3.8841775	4.02709416666667	3.91356333333333	4.48741166666667	4.187155	4.05059916666667	4.2994675
"ENSG00000275947"	5.88208	5.97899	6.08048	5.85006	5.90296	5.8778	6.02411	5.72906	5.8179	5.90413	5.87877	5.9521	5.86542	5.57521
"ENSG00000275949"	6.94167333333333	6.90925	8.01303666666667	8.30118666666667	8.06414333333333	8.11940666666667	8.17827666666667	7.68066666666667	8.17509333333333	7.48821333333333	8.36209333333333	7.59896666666667	8.11545333333333	7.69462
"ENSG00000275952"	5.898485	6.080945	6.05695	6.08074	5.944445	6.344045	5.593295	6.00189	5.69466	6.11524	5.908435	6.617715	6.522565	6.07177
"ENSG00000275954"	6.07813181818182	6.10002363636364	6.31601272727273	6.18786727272727	6.08595090909091	6.19504545454545	6.25626272727273	6.37099818181818	6.43909636363636	6.60182818181818	6.26974818181818	5.96723636363636	6.23666454545455	6.09207272727273
"ENSG00000275960"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000275969"	2.99929625	3.00489375	3.027555	3.30000875	2.95039625	3.0032375	3.31964875	2.82814375	3.21535125	2.7999625	2.82472	2.87667375	2.94958625	2.8434125
"ENSG00000275970"	3.80514	3.74115	4.55175	3.88123	3.51154	3.42784	4.13968	3.4255	4.26937	3.93236	3.71638	3.49853	3.50155	3.43485
"ENSG00000275979"	6.40449	6.24602	6.48905	6.81482	6.39737	6.37431	6.95214	6.2899	7.05227	6.34487	6.57023	6.29291	6.16568	6.4646
"ENSG00000275990"	5.94875	7.02419	7.25196	7.64411	6.68432	6.21894	7.1589	6.31042	7.304	6.61448	6.66749	6.82434	6.16582	6.3845
"ENSG00000275994"	8.65565	9.42374	7.79591	8.73867	8.53427	8.1387	7.9309	8.83446	7.72631	8.91572	9.26963	8.38616	9.03836	8.34375
"ENSG00000275996"	8.1108775	8.4088825	7.30795625	7.55097	8.093875	7.7386975	7.5675625	8.11371625	7.39286625	8.1710175	7.895075	7.96591375	8.3948075	8.17543625
"ENSG00000276004"	4.13902066666667	4.04324866666667	4.24271	4.48295866666667	4.17222066666667	4.09454666666667	3.98184	3.89991066666667	4.03614133333333	3.90613466666667	4.499134	4.115044	4.02972733333333	4.258344
"ENSG00000276016"	7.55009	7.79848	7.65072	7.36336	7.68121	7.56457	7.70364	7.49895	7.86896	7.53999	7.4657	7.44394	7.44231	7.41731
"ENSG00000276018"	3.78141	4.04242	3.92056	3.90464	4.06362	4.58515	3.43435	3.61675	3.37328	3.68375	3.77281	4.18503	4.45777	4.76537
"ENSG00000276021"	5.42166	5.76418	5.48799	5.48622	5.41549	5.58285	5.73021	5.25372	5.27061	5.52398	5.47972	5.6482	5.36832	5.33071
"ENSG00000276022"	6.1038	6.64377	6.16646	6.31187	6.40021	5.77245	6.24386	6.20221	6.67783	6.21044	6.47289	6.35577	5.99227	5.8835
"ENSG00000276023"	6.13457	5.37264	5.83914	5.49807	6.15004	5.5199	4.98907	6.23142	5.37574	5.72247	5.81463	6.00986	5.7524	6.06595
"ENSG00000276025"	1.86708	2.09113	2.16334	2.07561	1.90406	1.9052	1.81782	1.8666	3.1426	2.09964	2.09798	2.1866	1.94506	2.3457
"ENSG00000276027"	3.96239	3.97105	3.81794	4.01785	3.7487	3.97375	4.3905	4.07979	3.81694	4.0394	4.17058	4.18479	3.555	4.01431
"ENSG00000276040"	2.99929625	3.00489375	3.027555	3.30000875	2.95039625	3.0032375	3.31964875	2.82814375	3.21535125	2.7999625	2.82472	2.87667375	2.94958625	2.8434125
"ENSG00000276042"	4.93114	6.73604	6.16175	5.57593	5.81633	5.76383	5.82327	5.24885	5.79605	5.34531	5.33571	6.23454	5.17632	5.52637
"ENSG00000276043"	3.55888	3.64854	3.525995	3.6018	3.417275	3.47477	4.005995	3.3672	3.657895	2.962045	3.436195	3.991685	3.51814	3.320165
"ENSG00000276044"	4.04566875	3.83129	4.0988525	4.2808075	4.03029125	3.85488875	3.88472125	3.74825875	3.9087275	3.72088	4.31597625	3.99793875	3.87936875	4.10466875
"ENSG00000276045"	5.23479	5.47938	5.17502	5.33928	5.18429	5.1218	5.80053	5.36204	5.57203	5.29571	5.66109	5.22619	5.00323	5.04888
"ENSG00000276051"	11.0686933333333	11.0362166666667	11.1686166666667	10.5399433333333	11.0858066666667	11.0950433333333	10.9089933333333	11.04222	10.9382333333333	11.0839266666667	10.8910666666667	10.79367	11.1161733333333	10.7183066666667
"ENSG00000276053"	8.78837	8.37789	9.00494	7.71119	9.07773	7.71224	8.46935	9.18559	8.97161	8.55984	8.24285	9.26058	8.69773	8.67724
"ENSG00000276066"	3.57404	3.73903	3.46314	4.00191	3.50687	3.57352	3.89309	3.22543	4.26554	3.42788	4.35912	3.08894	3.43295	3.34831
"ENSG00000276068"	8.21391	8.26478666666667	8.62125333333333	8.16962666666667	8.27411	8.00009	8.24401333333333	8.15753666666667	8.29775	8.13866	8.37447666666667	8.36679333333333	8.54153	8.19063333333333
"ENSG00000276070"	3.43658333333333	4.58257666666667	4.16144333333333	3.83069333333333	3.84428333333333	3.29291666666667	3.62542	3.40016333333333	4.07957333333333	3.65799	3.92904	3.73128	3.93365	3.62418
"ENSG00000276072"	7.60258	7.72712	7.6211	7.70264	7.59621	7.65223	7.72829	7.77663	7.89837	7.8158	7.67283	7.58635	7.82612	7.76417
"ENSG00000276076"	5.00175	4.76408	4.86446	5.15891	4.84723	4.88834	5.18923	4.73207	4.80306	4.76875	4.93125	4.69421	4.46608	4.41888
"ENSG00000276082"	6.40449	6.24602	6.48905	6.81482	6.39737	6.37431	6.95214	6.2899	7.05227	6.34487	6.57023	6.29291	6.16568	6.4646
"ENSG00000276084"	4.21410692307692	4.11591153846154	4.34207307692308	4.60480461538462	4.30662846153846	4.18282384615385	4.05418307692308	3.96457692307692	4.07911923076923	3.98990923076923	4.57696538461538	4.21403769230769	4.11401615384615	4.36079769230769
"ENSG00000276085"	5.10059	6.01073	5.7494	4.96585	5.0098	5.20148	5.296	5.085	5.72343	5.13467	4.84439	5.56926	5.47918	4.96076
"ENSG00000276086"	4.21410692307692	4.11591153846154	4.34207307692308	4.60480461538462	4.30662846153846	4.18282384615385	4.05418307692308	3.96457692307692	4.07911923076923	3.98990923076923	4.57696538461538	4.21403769230769	4.11401615384615	4.36079769230769
"ENSG00000276111"	7.40061	7.45876	7.30726	7.17907	7.25764	7.38347	7.33614	7.46532	7.36594	7.44796	7.37189	7.48904	7.48254	7.42306
"ENSG00000276114"	2.57743	2.61272	3.20951	2.7464	2.82238	2.8417	2.88936	2.927	3.20133	2.62098	2.82694	2.627	2.60995	2.5671
"ENSG00000276119"	1.88132	1.77048	1.81205	1.91271	1.9606	2.00126	2.42322	2.60216	2.11647	2.42112	1.90497	1.92494	2.28812	2.01125
"ENSG00000276125"	3.43658333333333	4.58257666666667	4.16144333333333	3.83069333333333	3.84428333333333	3.29291666666667	3.62542	3.40016333333333	4.07957333333333	3.65799	3.92904	3.73128	3.93365	3.62418
"ENSG00000276126"	3.54373	3.44101	3.74816	3.92751	3.25634	3.32297	3.67251	3.31979	3.35452	3.54568	3.67007	3.56402	3.35814	3.39131
"ENSG00000276130"	4.72778	5.03825	5.19078	5.16624	5.10596	4.88344	5.39706	4.81816	5.34852	4.91369	5.29839	4.86002	4.97428	4.63121
"ENSG00000276139"	4.21410692307692	4.11591153846154	4.34207307692308	4.60480461538462	4.30662846153846	4.18282384615385	4.05418307692308	3.96457692307692	4.07911923076923	3.98990923076923	4.57696538461538	4.21403769230769	4.11401615384615	4.36079769230769
"ENSG00000276146"	5.78697	7.0938	6.71013	6.76282	5.93313	5.83692	6.75838	5.57752	6.86192	6.16244	5.99568	5.96434	5.77774	5.80936
"ENSG00000276151"	3.4035	3.39903	3.78345	3.06808	3.31948	3.36076	3.39618	3.02066	2.99423	3.17601	3.33743	3.19249	3.14312	3.61735
"ENSG00000276154"	4.15028916666667	4.00841416666667	4.25100666666667	4.53881083333333	4.21950583333333	4.0623475	4.00558083333333	3.8841775	4.02709416666667	3.91356333333333	4.48741166666667	4.187155	4.05059916666667	4.2994675
"ENSG00000276155"	6.62892	6.21331	6.8749	6.96265	6.93728	6.70299	6.46623	5.95716	6.47099	6.46256	6.42556	6.40383	6.25484	6.56507
"ENSG00000276159"	3.57404	3.73903	3.46314	4.00191	3.50687	3.57352	3.89309	3.22543	4.26554	3.42788	4.35912	3.08894	3.43295	3.34831
