"eWAT_M04(r1)"	"eWAT_M04(r2)"	"eWAT_M04(r3)"	"BAT_M04(r1)"	"BAT_M04(r2)"	"BAT_M04(r3)"
"ENSMUSG00000083854"	9.01093	8.80614	8.61608	10.34048	10.61995	10.24677
"ENSMUSG00000083855"	4.4713	4.51461	4.63622	5.37999	5.05224	5.37943
"ENSMUSG00000083856"	4.14113	4.19656	4.25607	4.08663	3.94031	4.29928
"ENSMUSG00000083863"	13.091615	13.0663	13.046055	13.35296	13.487485	13.519995
"ENSMUSG00000083864"	4.03099	3.91302	3.92829	4.6734	4.53124	4.78376
"ENSMUSG00000083866"	5.06405	5.37217	5.24941	5.82665	6.21047	5.75847
"ENSMUSG00000083878"	10.7927133333333	10.5344433333333	10.5695133333333	10.19658	10.4443066666667	10.1385433333333
"ENSMUSG00000083879"	8.03535	7.96404	7.99822	8.60415	8.692615	8.176295
"ENSMUSG00000083885"	9.901888	9.852715	9.781844	9.335631	9.370236	9.330738
"ENSMUSG00000083886"	3.42691	3.53639	3.30044	3.70023	3.41972	3.63831
"ENSMUSG00000083892"	8.75867	8.79228	8.84729	9.9309	9.82661	9.81988
"ENSMUSG00000083896"	2.16357	2.03934	2.01965	2.56215	2.28876	2.25219
"ENSMUSG00000083899"	10.4238533333333	10.5435233333333	10.59759	10.2402366666667	10.40331	10.4863
"ENSMUSG00000083900"	6.16453	5.96024	5.84724	6.13528	6.20897	6.07125
"ENSMUSG00000083902"	8.40261	8.34061	8.3048	8.36337	8.24403	8.20087
"ENSMUSG00000083903"	4.06165	4.48472	4.26927	4.8165	4.62442	4.41329
"ENSMUSG00000083905"	3.58541	4.05299	3.79167	3.93675	3.98104	3.93234
"ENSMUSG00000083907"	3.47808	3.56096	3.57651	3.29114	3.8614	3.70779
"ENSMUSG00000083910"	12.3571190909091	12.3046536363636	12.2624627272727	11.5575209090909	11.64532	11.4673772727273
"ENSMUSG00000083911"	9.94775	9.63339	9.71281666666667	9.37893666666667	9.67025666666667	9.28894333333333
"ENSMUSG00000083914"	11.2540471428571	11.0566057142857	11.1182928571429	10.5436585714286	10.7449671428571	10.40579
"ENSMUSG00000083915"	10.3733	10.28282	10.36425	10.25895	10.35767	10.24237
"ENSMUSG00000083916"	4.18544	3.78131	3.54885	4.34934	3.83907	4.01735
"ENSMUSG00000083921"	5.12171	4.8398	5.0629	5.40665	5.52053	5.60757
"ENSMUSG00000083923"	2.64125	2.41672	2.31775	2.93723	2.76071	2.59673
"ENSMUSG00000083929"	6.56434	7.21545222222222	6.99353777777778	6.89202777777778	6.21393666666667	5.96646
"ENSMUSG00000083930"	4.76545	4.69132	4.48019	4.87797	4.66251	4.8702
"ENSMUSG00000083939"	5.58731	5.4681	5.51716	5.557385	5.436575	5.730935
"ENSMUSG00000083942"	2.5293	2.26109	2.24518	2.69489	2.81971	2.379
"ENSMUSG00000083947"	3.31308	3.3551	3.25573	3.60826	3.66956	2.89832
"ENSMUSG00000083948"	3.72124	4.07645	4.041	4.03065	4.28581	4.07986
"ENSMUSG00000083953"	10.199538	10.107836	10.2308666666667	10.0365913333333	10.1364473333333	10.067642
"ENSMUSG00000083961"	2.29432	2.29178	2.31734	2.69193	3.10832	2.5972
"ENSMUSG00000083964"	8.25183333333333	8.13741	8.0839	7.72219	7.92981666666667	7.77972666666667
"ENSMUSG00000083967"	4.67847	4.62576	4.67265	4.94879	4.92391	4.84504
"ENSMUSG00000083971"	7.61245666666667	7.26480666666667	7.67495	7.54625333333333	7.81801	7.76377666666667
"ENSMUSG00000083977"	3.89175	4.03902	3.59544	3.9186	4.19184	4.31414
"ENSMUSG00000083978"	3.15717	3.37816	3.22584	3.78991	4.05623	3.59881
"ENSMUSG00000083987"	2.77645666666667	2.63131333333333	2.86939	2.95614	2.88723	2.88201333333333
"ENSMUSG00000083992"	10.40513	10.19252	10.24719	9.52067	9.83905	9.5849
"ENSMUSG00000083993"	10.348835	10.46401375	10.53864875	9.5204275	9.79635875	9.55004375
"ENSMUSG00000083994"	3.74207	3.62364	3.75612	3.86369	3.33842	3.65297
"ENSMUSG00000083997"	3.10324	3.14011	3.25378	3.09496	3.44582	3.56755
"ENSMUSG00000084006"	2.37959	2.27833	2.39271	2.61957	2.56386	2.39614
"ENSMUSG00000084009"	4.68648	4.83291	4.61572	5.44367	5.19325	5.1746
"ENSMUSG00000084010"	6.56434	7.21545222222222	6.99353777777778	6.89202777777778	6.21393666666667	5.96646
"ENSMUSG00000084012"	8.23663	8.16103	8.24971	8.24382	8.29209	8.09424
"ENSMUSG00000084013"	7.51359	7.4754	7.367125	7.595955	7.62787	7.52569
"ENSMUSG00000084014"	5.99394	6.04514	6.00903	6.08732	5.89683	6.27066
"ENSMUSG00000084015"	9.812315	9.57521	9.456635	8.48496	8.877655	8.62442
"ENSMUSG00000084018"	5.86844	6.06915	5.83044	5.81067	5.96949	5.81599
"ENSMUSG00000084019"	3.64617	3.65663	3.46213	3.45477	4.10734	4.03446
"ENSMUSG00000084020"	8.12158	8.04676	8.12364	7.8892	7.72472	7.88598
"ENSMUSG00000084022"	6.2457	6.63503	6.52507	8.1618	8.14092	8.33846
"ENSMUSG00000084046"	2.49972	2.156	2.46023	2.45765	2.6912	2.23083
"ENSMUSG00000084050"	7.27804	7.04182	6.47826	7.11384	7.02452	6.96786
"ENSMUSG00000084056"	2.71867	2.674145	2.56922	3.157105	2.92516	3.166915
"ENSMUSG00000084060"	8.078435	7.9556025	7.9605725	7.30325	7.588895	7.220795
"ENSMUSG00000084061"	3.05804	3.10613	2.70898	3.22605	3.06307	3.53151
"ENSMUSG00000084063"	3.26896571428571	3.06882214285714	3.06496357142857	3.24915642857143	3.22063	3.04539785714286
"ENSMUSG00000084066"	5.85683	5.46425333333333	5.31934666666667	4.21908333333333	4.36667666666667	4.53166333333333
"ENSMUSG00000084067"	7.16944	6.95057	6.953955	7.685295	8.015375	7.785765
"ENSMUSG00000084072"	8.97265	8.81815	8.63237	8.93634	8.95891	9.3212
"ENSMUSG00000084074"	2.84297	2.87983	2.92703	3.60441	3.41482	3.64556
"ENSMUSG00000084081"	4.42744	4.48988	4.41312	4.60218	4.59192	4.4356
"ENSMUSG00000084086"	6.17238	5.97841	5.96497	6.24469	6.49593	6.44181
"ENSMUSG00000084093"	8.337975	8.127845	8.055915	10.53337	10.721665	10.43766
"ENSMUSG00000084094"	4.7537	4.82442	4.13844	4.86107	5.13242	4.84739
"ENSMUSG00000084101"	3.20066	3.22184	3.3694	3.4482	4.00993	3.80696
"ENSMUSG00000084104"	11.227	11.23681	11.30069	11.15442	11.00356	11.0595
"ENSMUSG00000084106"	10.8554966666667	10.7557333333333	10.7525533333333	9.72677	9.72176666666667	9.7254
"ENSMUSG00000084108"	6.38487	6.28557	6.51611	6.72399	6.58262	6.52318
"ENSMUSG00000084110"	5.88091	5.14989	5.7393	5.39317	5.38153	5.22599
"ENSMUSG00000084111"	10.7032677777778	10.5318211111111	10.48249	9.71655333333333	9.66662111111111	9.52434888888889
"ENSMUSG00000084117"	2.6721	2.39431	2.44408	2.91395	2.80988	2.57071
"ENSMUSG00000084120"	3.40876	3.51187	3.40127	3.11775	3.60262	3.14599
"ENSMUSG00000084124"	4.05504	4.21865	4.0043	4.19119	4.53121	4.56627
"ENSMUSG00000084127"	10.2659533333333	10.39803	10.24709	11.8318866666667	11.7770233333333	11.87832
"ENSMUSG00000084128"	7.85241	7.94185	8.08483	5.90334	5.66117	5.72665
"ENSMUSG00000084129"	10.4507475	10.376357	10.4936375	10.2834425	10.3681935	10.306035
"ENSMUSG00000084131"	10.9125971428571	10.8417857142857	10.81113	9.86084285714286	9.87375142857143	9.74624142857143
"ENSMUSG00000084133"	5.05396666666667	5.02522	5.41545666666667	4.06155333333333	3.92049333333333	4.25493666666667
"ENSMUSG00000084136"	3.94995	4.070455	4.03036	4.444815	4.16608	4.465425
"ENSMUSG00000084139"	11.2295	11.14819	11.11304	10.92251	11.05851	10.84234
"ENSMUSG00000084145"	7.89964	7.85151	7.80159	7.99802	8.02345	7.89648
"ENSMUSG00000084149"	12.0017922222222	11.9484144444444	11.8900255555556	11.1717555555556	11.2486955555556	11.0810055555556
"ENSMUSG00000084153"	2.87728	2.69109	2.76373	3.23376	3.24778	3.2553
"ENSMUSG00000084154"	4.46808	4.62644	4.52384	4.2282	4.22035	4.45954
"ENSMUSG00000084158"	6.7983	6.81581	7.01935	6.56504	6.53109	6.82853
"ENSMUSG00000084159"	7.57706	7.662875	7.427325	7.49003	7.558825	7.473495
"ENSMUSG00000084164"	10.3733	10.28282	10.36425	10.25895	10.35767	10.24237
"ENSMUSG00000084166"	9.1049025	9.028525	8.8622375	8.4882825	8.657025	8.4467775
"ENSMUSG00000084168"	8.86212	8.60412833333333	8.61098666666667	10.9694466666667	11.2103166666667	10.916055
"ENSMUSG00000084169"	5.01666	4.72036	5.11531	5.08232	5.06115	5.40325
"ENSMUSG00000084170"	6.155295	6.200565	6.237355	6.75154	6.47332	6.54331
"ENSMUSG00000084172"	2.39313	2.04429	1.95215	2.38951	2.49726	2.75844
"ENSMUSG00000084174"	4.70281	4.64108	4.65859	5.04194	4.77811	5.03979
"ENSMUSG00000084178"	10.74087	10.523825	10.46177	9.814185	10.116905	9.876155
"ENSMUSG00000084182"	2.5346	2.643095	2.52004	2.78789	3.02015	2.782225
"ENSMUSG00000084183"	9.31335	9.38017	9.17204	8.96473	8.85126	8.88798
"ENSMUSG00000084211"	3.3835	3.65763	3.54105	4.07185	4.22665	4.08783
"ENSMUSG00000084215"	5.59237	5.78533	5.08893	6.7742	6.49678	6.6989
"ENSMUSG00000084216"	3.65203	3.8984	3.7288	3.7473	3.81212	3.69172
"ENSMUSG00000084220"	4.30762	3.87366	4.62703	3.42798	3.46567	3.88708
"ENSMUSG00000084221"	10.2982793548387	10.2127816129032	10.3298777419355	10.1251925806452	10.2265641935484	10.1695516129032
"ENSMUSG00000084230"	8.65496	8.5352	8.37539	8.3877975	8.3202725	8.26221
"ENSMUSG00000084231"	12.6595	12.59415	12.59805	11.94925	12.06091	11.92387
"ENSMUSG00000084234"	3.02298	3.23765	3.01294	3.073	3.38684	3.49867
"ENSMUSG00000084235"	6.691195	6.46034	6.52397	5.74036	6.187265	5.750985
"ENSMUSG00000084241"	3.24851	3.24182	2.87266	3.56692	3.31674	3.69165
"ENSMUSG00000084254"	4.48465	4.4048	4.15532	4.74636	4.51907	4.76731
"ENSMUSG00000084260"	11.227	11.23681	11.30069	11.15442	11.00356	11.0595
"ENSMUSG00000084262"	2.64207	2.37938	2.52707	3.08356	2.7988	2.7988
"ENSMUSG00000084265"	10.66199	10.36547	10.408575	9.57738	9.9065	9.51907
"ENSMUSG00000084268"	2.61604	2.3026	2.45554	2.59983	2.4959	2.55736
"ENSMUSG00000084274"	6.88104	7.27411	7.08796	6.77373	6.70115	6.93575
"ENSMUSG00000084279"	6.928555	6.7747725	7.0929025	5.5561275	5.761965	5.6678325
"ENSMUSG00000084284"	12.51574	12.3313475	12.3621625	11.979915	12.175215	12.0018175
"ENSMUSG00000084289"	5.57836	5.558	5.01058	6.22585	6.4491	6.20453
"ENSMUSG00000084291"	12.9443833333333	12.93545	12.8486333333333	11.5932766666667	11.6525366666667	11.5767366666667
"ENSMUSG00000084303"	3.44121	3.39634	3.14896	3.82505	3.73239	3.71907
"ENSMUSG00000084307"	5.91917	5.56141	5.48739	6.48657	6.54494	6.34247
"ENSMUSG00000084314"	9.79765	9.52121	9.707575	8.87673	9.056915	8.758805
"ENSMUSG00000084319"	12.51574	12.3313475	12.3621625	11.979915	12.175215	12.0018175
"ENSMUSG00000084323"	10.7438933333333	10.6234855555556	10.6567177777778	9.97916888888889	10.0734333333333	9.93367555555556
"ENSMUSG00000084332"	5.45839	5.71158	6.76345	6.28914	6.322	6.7803
"ENSMUSG00000084333"	12.1035411111111	12.0176427777778	12.0175255555556	11.8722522222222	11.9123622222222	11.7862683333333
"ENSMUSG00000084334"	4.53292	4.34304	4.46522	4.52987	4.74105	4.54472
"ENSMUSG00000084335"	5.48930222222222	5.38750111111111	5.25144555555556	5.87236666666667	5.96911555555556	6.15500666666667
"ENSMUSG00000084336"	2.67492	2.71174	2.64579	2.76169	3.00175	2.61932
"ENSMUSG00000084338"	4.67296	4.50624	4.81675	5.32892	5.05232	5.0848
"ENSMUSG00000084342"	7.30712	7.01712	7.10915	7.64101	7.58684	7.77489
"ENSMUSG00000084344"	2.77645666666667	2.63131333333333	2.86939	2.95614	2.88723	2.88201333333333
"ENSMUSG00000084345"	11.505465625	11.3564625	11.404080625	10.569935625	10.747080625	10.53349875
"ENSMUSG00000084347"	10.53229	10.60745	10.51445	11.9558	11.7347	11.89692
"ENSMUSG00000084349"	10.9125971428571	10.8417857142857	10.81113	9.86084285714286	9.87375142857143	9.74624142857143
"ENSMUSG00000084350"	8.661655	8.449535	8.79402	6.50929	7.09355	6.7621
"ENSMUSG00000084353"	4.71773333333333	4.22940333333333	4.61841333333333	3.85188666666667	3.53274	3.60096
"ENSMUSG00000084363"	3.34885666666667	3.14774916666667	3.11756916666667	3.32814916666667	3.2897275	3.11697333333333
"ENSMUSG00000084366"	3.63271	3.49285	3.4916	3.6347	3.58298	3.57688
"ENSMUSG00000084367"	2.42868	2.27193	2.27357	2.59036	3.04504	2.59193
"ENSMUSG00000084370"	7.87329	7.77197	7.73696	7.61467	7.71447	7.40624
"ENSMUSG00000084371"	4.2692	4.25773	4.49839	5.55848	4.99156	5.86589
"ENSMUSG00000084373"	3.62108	3.63499	3.36017	3.88875	4.42339	4.2298
"ENSMUSG00000084378"	3.58479	3.65048	3.55959	3.29405	3.47411	3.76005
"ENSMUSG00000084379"	4.75925	4.60109	4.49886	4.50837	4.45941	4.38551
"ENSMUSG00000084383"	12.2704424390244	12.2090631707317	12.1764536585366	11.4600053658537	11.5595458536585	11.3692990243902
"ENSMUSG00000084384"	9.99122	9.91991	9.91853	12.228685	12.13611	12.13213
"ENSMUSG00000084387"	2.81125	2.64813	2.95489	3.09002	2.88953	3.48334
"ENSMUSG00000084403"	4.90857	4.64236	4.71075	5.2995	5.39505	5.92954
"ENSMUSG00000084404"	4.66297	4.73779	4.60857	4.80187	4.56769	4.67195
"ENSMUSG00000084413"	12.01584	12.11359	12.13377	13.16549	13.0987	13.21208
"ENSMUSG00000084414"	5.08436	5.02859	5.0643	5.93289	5.87778	5.8398
"ENSMUSG00000084416"	11.0833925	10.94005	10.9867975	9.91672	9.990695	9.81629
"ENSMUSG00000084425"	4.60162	4.45593	4.38325	4.58877	4.85198	4.63924
"ENSMUSG00000084428"	1.75024	1.88965	1.90542	2.1443	2.1283	1.9451
"ENSMUSG00000084435"	2.59756	2.22884	2.40446	2.58231	3.06715	2.70592
"ENSMUSG00000084437"	1.85218	1.83575	2.22816	2.07179	2.26804	1.93256
"ENSMUSG00000084440"	1.95668	2.0337	1.97734	2.35705	2.31859	2.19507
"ENSMUSG00000084441"	1.97443	1.72982	1.90228	2.18608	2.26015	2.25507
"ENSMUSG00000084448"	2.25325	2.49432	2.32755	2.73379	2.6552	3.01875
"ENSMUSG00000084451"	3.08903	3.2187	3.19823	3.16837	3.39021	3.28561
"ENSMUSG00000084473"	1.9106	1.97592	1.9232	2.10052	2.47591	1.99564
"ENSMUSG00000084474"	2.43187	2.46654	2.30395	2.47618	2.68099	2.45318
"ENSMUSG00000084476"	6.02988	6.03286	5.75652	5.71616	5.83864	6.06533
"ENSMUSG00000084478"	2.41667	2.27276	2.40276	2.41816	2.52244	2.28668
"ENSMUSG00000084493"	3.89785	4.22742	3.81449	4.00811	4.50158	4.32968
"ENSMUSG00000084497"	5.14609	5.39615	5.50792	4.67935	4.45066	4.18416
"ENSMUSG00000084501"	4.16895	4.02776	4.15954	4.20246	4.11638	4.32766
"ENSMUSG00000084502"	2.39609	2.69429	2.49318	2.92834	2.86424	2.47605
"ENSMUSG00000084504"	3.83322	4.04566	3.84517	4.29208	4.2198	4.49853
"ENSMUSG00000084507"	3.05537	3.16606	3.07703	3.65509	3.01409	3.73446
"ENSMUSG00000084513"	3.09604	2.82501	3.06319	3.82599	3.3921	3.87217
"ENSMUSG00000084515"	1.9321	1.87654	1.92123	2.50154	2.54307	2.02337
"ENSMUSG00000084524"	2.48562	2.43922	2.22484	2.87112	3.20574	2.53084
"ENSMUSG00000084536"	5.96152	5.84444	5.9443	6.0985	6.25327	5.92375
"ENSMUSG00000084555"	4.63112	5.00428	5.04774	4.67268	4.58331	4.67512
"ENSMUSG00000084557"	3.1774	3.38512	3.10265	3.86465	3.6472	3.78546
"ENSMUSG00000084560"	2.16911	1.6874	2.01534	2.37354	2.55407	2.1817
"ENSMUSG00000084573"	3.65923	3.62728	3.57186	4.29334	4.11295	4.36755
"ENSMUSG00000084581"	3.00474	2.82682	2.62003	3.35859	3.35787	2.94229
"ENSMUSG00000084583"	2.10949	2.08605	1.9196	2.35442	2.1759	2.00771
"ENSMUSG00000084588"	8.00455	8.02907	8.45261	9.39624	9.41342	9.65884
"ENSMUSG00000084589"	2.04676	2.00061	2.12281	2.18339	1.94035	2.0613
"ENSMUSG00000084591"	4.23357	4.22208	4.03535	4.32232	4.68931	4.86194
"ENSMUSG00000084606"	2.12278	2.00392	2.02281	2.51556	2.16618	2.36169
"ENSMUSG00000084621"	2.07034	2.50734	2.27486	2.7773	2.1683	2.93147
"ENSMUSG00000084622"	3.31321	3.39681	3.21636	3.4295	3.50316	3.63323
"ENSMUSG00000084632"	2.80272	2.9181	2.87706	2.94411	3.23018	3.00375
"ENSMUSG00000084640"	3.17274	3.17274	3.08588	3.10919	3.28336	3.48968
"ENSMUSG00000084648"	2.32145	2.27152	2.28705	2.56958	2.46908	2.49427
"ENSMUSG00000084652"	2.03441	2.23454	2.11154	2.26097	2.26338	2.32383
"ENSMUSG00000084654"	2.18104	2.32403	2.16117	2.37331	2.30795	2.3676
"ENSMUSG00000084659"	3.37695	3.35124	3.37467	3.55036	3.52149	3.63792
"ENSMUSG00000084661"	2.28352	2.3315	2.24284	2.47048	2.95078	2.59224
"ENSMUSG00000084665"	2.09769	2.04094	2.07214	2.55263	2.20394	2.07149
"ENSMUSG00000084667"	6.42536666666667	6.66693333333333	6.54590666666667	5.34232333333333	5.47372333333333	5.01715333333333
"ENSMUSG00000084669"	2.12054	2.33743	2.44392	2.51844	2.33743	2.29381
"ENSMUSG00000084671"	5.23719	5.13618	5.29203	5.2214	5.6709	5.24545
"ENSMUSG00000084673"	2.58654	2.7748	2.63065	3.14255	3.27043	2.98785
"ENSMUSG00000084675"	2.13051	1.9343	1.93111	2.25858	2.19735	2.18467
"ENSMUSG00000084678"	2.29252	2.64495	2.70369	2.64988	2.94004	2.9185
"ENSMUSG00000084682"	3.79764	3.76504	3.66441	3.893	4.34465	4.10006
"ENSMUSG00000084686"	6.0776	5.86479	5.5318	6.0551	5.776	5.95165
"ENSMUSG00000084700"	2.43151	2.33815	2.51915	2.68271	2.63435	2.61024
"ENSMUSG00000084703"	2.18621	2.15641	2.1648	2.20829	2.23946	2.00566
"ENSMUSG00000084722"	5.40746	5.3885	5.3559	5.82257	5.65272	5.55753
"ENSMUSG00000084725"	3.52976	3.58381	3.59484	3.39593	3.46927	3.58449
"ENSMUSG00000084729"	3.37335	3.58935	3.38206	3.82028	3.50316	3.57742
"ENSMUSG00000084731"	2.53826	2.38234	2.3572	2.61926	2.52979	2.56616
"ENSMUSG00000084734"	5.21893	5.41302	5.43645	5.5689	5.77018	5.72383
"ENSMUSG00000084737"	2.51704	2.51757	2.51567	2.81874	2.78946	2.62347
"ENSMUSG00000084748"	1.87865	1.8472	1.89992	2.08527	1.98192	2.04278
"ENSMUSG00000084771"	6.97767	7.01669	6.97357	7.34228	7.11379	7.31247
"ENSMUSG00000084786"	10.67853	10.58227	10.63733	10.65046	10.70778	10.50691
"ENSMUSG00000084793"	3.31452	3.27795	3.01073	3.30188	3.19006	3.39938
"ENSMUSG00000084817"	10.988325	10.9896216666667	10.88347	10.5507616666667	10.6940633333333	10.4481333333333
"ENSMUSG00000084830"	9.05180666666667	8.80347666666667	8.91479666666667	11.0212966666667	11.35517	11.0381166666667
"ENSMUSG00000084831"	2.40919	2.32645	2.43928	2.6966	2.83626	2.69365
"ENSMUSG00000084838"	10.389484	10.233686	10.240096	10.144062	10.267302	10.051462
"ENSMUSG00000084842"	4.32523	4.86859	4.53121	5.00819	4.91959	4.91959
"ENSMUSG00000084855"	4.13703	4.44051	3.87142	4.28363	4.41325	4.62879
"ENSMUSG00000084864"	4.10776	3.98485	4.15434	4.08722	4.53888	4.64422
"ENSMUSG00000084865"	6.49201	6.31811	6.33402	6.50357	6.598	6.74465
"ENSMUSG00000084874"	7.65272	7.30167	7.49849	8.49264	8.58694	8.33981
"ENSMUSG00000084883"	6.45738	6.80957	6.47198	6.80754	6.77454	7.02202
"ENSMUSG00000084893"	4.29343	4.19132	4.28048	5.79888	5.5774	6.68817
"ENSMUSG00000084902"	2.54929	2.62686	2.71144	2.89545	2.71648	3.0543
"ENSMUSG00000084924"	3.45196	3.51208	3.3886	3.90721	3.5371025	3.7992975
"ENSMUSG00000084925"	4.94738	5.17722	5.05068	5.41022	5.22818	5.24115
"ENSMUSG00000084946"	3.37895	3.5027	3.13424	3.58598	3.68668	3.65169
"ENSMUSG00000084950"	6.00911	5.90586	5.86149	5.93767	5.83778	5.58013
"ENSMUSG00000084955"	3.52583666666667	3.50584444444444	3.40227333333333	3.68958777777778	3.92493333333333	3.72938777777778
"ENSMUSG00000084982"	3.8123075	3.7521525	3.7626575	4.19045	4.1780925	3.9411525
"ENSMUSG00000084989"	5.17575	5.35884	5.10037	5.40824	5.29693	5.28227
"ENSMUSG00000085028"	5.11905	5.3634	5.40097	5.71616	5.72331	5.48842
"ENSMUSG00000085066"	6.71457	6.65035	6.53397	6.74472	6.6707	6.69193
"ENSMUSG00000085073"	2.41471	2.41334	2.44423	2.78732	2.77402	2.97119
"ENSMUSG00000085079"	3.682535	3.45967	3.36441	3.728455	3.740455	3.72792
"ENSMUSG00000085103"	3.53733	3.41847	3.69797	4.04007	4.03854	3.39256
"ENSMUSG00000085105"	10.72409	10.74921	10.77096	10.45166	10.46554	10.44415
"ENSMUSG00000085107"	3.31002	3.83233	3.65974	3.58398	4.00285	4.05742
"ENSMUSG00000085111"	6.6633	6.31293	6.11414	5.82996	5.6495	5.82703
"ENSMUSG00000085115"	2.62046	2.75011	2.8011	2.82757	2.60307	3.07949
"ENSMUSG00000085133"	6.22515	6.71531	6.79177	5.40348	4.79869	4.86366
"ENSMUSG00000085148"	6.39707	6.34317	6.141905	7.07166	6.99466	6.87865
"ENSMUSG00000085155"	4.11994	4.25269	4.06587	4.42107	4.27716	4.46326
"ENSMUSG00000085156"	5.06798	4.77032	5.06207	5.10481	4.9292	5.11421
"ENSMUSG00000085172"	8.80981	8.70554	8.6666	9.42353	9.5472	9.35624
"ENSMUSG00000085178"	4.86758	4.57857	4.63084	5.39251	5.21284	5.18378
"ENSMUSG00000085185"	6.2726	6.47966	5.99028	6.75455	6.7529	7.06364
"ENSMUSG00000085201"	3.86552	3.56339	3.42036	4.22472	3.74028	3.57049
"ENSMUSG00000085208"	6.63861	6.73264	6.95083	6.69246	6.37639	6.5566
"ENSMUSG00000085211"	6.19136	6.05879	6.4351	6.70043	6.40402	6.35217
"ENSMUSG00000085226"	5.99627	5.7651	5.51826	5.86694	6.37793	5.90873
"ENSMUSG00000085232"	3.36486	3.29384	3.14935	3.7189	3.57563	3.52303
"ENSMUSG00000085236"	4.09961	4.34924	4.1919	3.52457	3.71322	3.8818
"ENSMUSG00000085241"	6.64728	6.61955	6.72708	7.14026	7.1879	6.93102
"ENSMUSG00000085271"	3.45531	3.373	3.27904	3.57731	4.03624	4.01637
"ENSMUSG00000085272"	3.74257	3.76672	3.51497	4.27623	3.92197	4.37114
"ENSMUSG00000085314"	3.58007	3.36928	3.6053	3.86483	4.14045	4.02801
"ENSMUSG00000085340"	8.184905	7.941435	7.981515	7.98008	8.22609	7.812055
"ENSMUSG00000085342"	11.2402866666667	11.1963333333333	11.2018433333333	11.01847	11.0395633333333	10.9571866666667
"ENSMUSG00000085351"	4.01859	4.1417	4.07836	4.39723	4.17217	4.47123
"ENSMUSG00000085353"	3.12978	2.75953	2.98584	3.67681	3.69816	3.26165
"ENSMUSG00000085354"	2.11454	2.11033	2.27112	2.27112	2.4428	2.53896
"ENSMUSG00000085355"	4.40827	4.12819	4.29374	4.3744	4.5398	4.29517
"ENSMUSG00000085371"	10.505820625	10.437981875	10.545565625	10.341209375	10.425205625	10.366816875
"ENSMUSG00000085385"	6.20961333333333	6.30154	6.29262	6.12539666666667	6.21989666666667	6.31492666666667
"ENSMUSG00000085396"	9.01345	9.02589	9.26879	7.60109	7.67802	7.55943
"ENSMUSG00000085401"	7.76898	7.56781	7.73891	7.66285	7.61815	7.37877
"ENSMUSG00000085408"	4.70999	4.73965	4.27498	4.53259	4.90363	4.81154
"ENSMUSG00000085415"	4.60658	5.01958	4.77395	4.93474	5.05365	4.81309
"ENSMUSG00000085441"	2.529324	2.839584	2.607198	2.985922	2.929746	2.91988
"ENSMUSG00000085442"	10.6876876923077	10.6065484615385	10.5338184615385	10.4378953846154	10.5884438461538	10.3270246153846
"ENSMUSG00000085466"	5.3113	5.09681	5.25585	5.0172	5.18702	4.6711
"ENSMUSG00000085473"	5.37395666666667	5.54575333333333	5.20802333333333	5.40919	5.55162333333333	5.08306333333333
"ENSMUSG00000085521"	7.51515	7.38235	7.16824	7.34365	7.36457	7.32949
"ENSMUSG00000085547"	8.05574	8.1587	8.46714	5.7199	5.47309	5.96778
"ENSMUSG00000085576"	3.96124	4.26626	4.30802	4.33698	4.63282	4.32194
"ENSMUSG00000085584"	3.56437	3.46622	3.48728	4.2779	3.40437	3.87408
"ENSMUSG00000085587"	6.83429	6.84436	6.7828	6.85789	7.07767	6.84035
"ENSMUSG00000085600"	4.27421	4.28137	4.3553	4.59872	4.35801	4.85223
"ENSMUSG00000085611"	9.37875	9.33203	9.26995333333333	10.1082133333333	10.23154	9.97117
"ENSMUSG00000085627"	5.80639	5.86025	5.76613	6.47721	6.31575	6.3212
"ENSMUSG00000085628"	5.47699	5.35524	5.46148	5.41039	5.75403	5.46509
"ENSMUSG00000085636"	3.97877	4.23472	3.7303	4.8935	4.60149	4.28508
"ENSMUSG00000085642"	5.232494	5.253692	5.358624	4.799828	5.06599	4.899418
"ENSMUSG00000085666"	7.788235	7.6477	7.77048	7.3488925	7.275115	7.356345
"ENSMUSG00000085706"	4.69602	4.4991	4.13501	4.51978	4.619585	4.68502
