"Treated BAT (cold)_R1(r1)"	"Treated BAT (cold)_R1(r2)"	"Treated BAT (cold)_R1(r3)"	"Beige/brite (cold on iWAT)_R1(r1)"	"Beige/brite (cold on iWAT)_R1(r2)"	"Beige/brite (cold on iWAT)_R1(r3)"
"ENSMUSG00000048696"	2.47346036104052	2.67335076883686	2.72529888970658	2.55257966429902	2.65726065068063	2.71406686302604
"ENSMUSG00000037822"	4.06482148535989	4.10895707862235	4.18347687677272	4.1866667325241	4.23805292773388	4.26335522265746
"ENSMUSG00000036275"	5.88254519219539	5.81039602179634	5.83721032523588	5.70161646295927	5.63603719914944	5.73355093970719
"ENSMUSG00000029578"	6.45490039724887	6.78612920008259	6.79120118456715	6.44681559738787	6.33206151520062	6.51272510864534
"ENSMUSG00000104211"	-0.287545751097446	-0.288556911070109	-0.288275098535088	-0.243618136394281	-0.088791357326782	-0.189209237799393
"ENSMUSG00000009470"	5.36719850771857	5.39021951846666	5.56777990265567	5.67463076606283	5.51651066239109	5.53918190369292
"ENSMUSG00000062991"	-1.03155979427137	-1.16678031034078	-1.16662947499575	-1.11883397871124	-1.16995770071058	-1.16119330953565
"ENSMUSG00000058258"	3.62088477303775	3.55173883541582	3.50769736833193	3.98655269904163	4.31807606405722	4.24271454393268
"ENSMUSG00000028865"	-1.68184783376409	-1.74944400087513	-1.74934959506273	-1.75192095354905	-1.69831546384808	-1.74592601699255
"ENSMUSG00000033096"	7.93345563603501	7.93078359054551	7.77993539299297	8.19685084938477	7.79570342457695	8.01662347145921
"ENSMUSG00000047710"	2.29043168835418	2.27882087972736	2.22531192783375	2.46508544607009	2.34147955930748	2.39816992371649
"ENSMUSG00000054342"	1.3570835943933	1.3531944590098	1.35428044832447	1.7633171199677	1.50574362326397	2.00898725157659
"ENSMUSG00000026849"	3.08015791701674	3.06028621385907	2.97703757725211	2.79799886824406	3.08059800869057	2.7646160882567
"ENSMUSG00000028756"	5.89418644504221	5.89809056215344	5.7485540544618	6.12334012041617	6.15541761692557	6.0929975398792
"ENSMUSG00000106464"	-0.0966263648104017	-0.0978597747567871	-0.0271642472580839	-0.00100822478617849	-0.0476619072595779	0.0914418027124008
"ENSMUSG00000027194"	3.14361326978579	3.03505281737579	2.99292397827291	3.10653602713753	2.88529423368072	3.10435681418986
"ENSMUSG00000022089"	1.23016455101486	1.28278013763937	1.16292745322735	1.35221518879863	1.23583083059041	1.20816841918952
"ENSMUSG00000003848"	2.64761679754055	2.42250508148095	2.68320827032437	2.69352493536859	2.57766341975526	2.45850490355868
"ENSMUSG00000050423"	-0.792010828312317	-0.727810571513411	-0.727059414180724	-0.797439344627428	-0.693448750902449	-0.785885340094421
"ENSMUSG00000030495"	1.13087142225222	1.05883889206705	1.05956844687479	1.3217605960066	1.42296808625139	1.25589481970532
"ENSMUSG00000002897"	0.354072930904145	0.350565632194184	0.415149714267961	0.324744209702315	0.382063700303238	0.386784574174345
"ENSMUSG00000040711"	3.32960142466698	3.40706077645445	3.66018080459214	3.64196941003135	3.71346274316397	3.66478905588291
"ENSMUSG00000040225"	5.96201232433982	6.09565023887027	5.77416003705286	5.92918328762727	6.06290063337945	5.95864622395816
"ENSMUSG00000031379"	1.42068940808868	1.47855482063033	1.65234311992161	1.52065252704979	1.48796206086137	1.62627934720284
"ENSMUSG00000048332"	0.817201973224385	0.745500880456498	0.746086563748721	1.05199971657102	0.892165865747762	0.938182124440094
"ENSMUSG00000044066"	4.77094173991231	4.73668075851338	4.88857815336268	4.40467142821164	4.50583590753453	4.68328020661892
"ENSMUSG00000033983"	-1.17830196060545	-1.24648032509567	-1.2463446288896	-1.25004529045267	-1.14499475648913	-1.2414314240155
"ENSMUSG00000031523"	6.63958626663628	6.4039678600467	6.42799776251911	6.662753378759	6.76213036250722	6.33034916651056
"ENSMUSG00000040139"	0.609887953520637	0.794363217454797	0.674715352445362	0.784770319372792	0.702654734087463	0.712861835001727
"ENSMUSG00000060181"	3.25793867357395	3.31876180809892	3.19988397546846	3.15269524361337	3.11531816667531	3.16091882661305
"ENSMUSG00000003380"	5.61212088585765	5.55413952108355	5.74391318349515	5.30571974956198	5.63404573790744	5.41272850538477
"ENSMUSG00000019966"	1.85637459390085	1.91932648472765	2.04659890402163	2.42501361942485	2.32392623347713	2.14492150282554
"ENSMUSG00000039239"	-0.635069048668063	-0.571464355202848	-0.635586089770389	-0.499615217728502	-0.587542869161139	-0.628340446512615
"ENSMUSG00000100975"	-1.97384103755665	-1.97411137657489	-1.97403611542043	-1.92788499929267	-1.92452519263284	-1.97128911580114
"ENSMUSG00000046408"	-0.00809363654636363	-0.0113151109858233	-0.0104173469766354	-0.0350409143537719	-0.0302614291534644	0.0219338170022702
"ENSMUSG00000042784"	-0.0117636592681028	-0.0128805596855117	0.0525288677381524	0.164470251435244	0.131135728602818	-0.00129848748439646
"ENSMUSG00000039968"	1.80786688986947	1.79740426744334	1.85484299877283	1.71968278410993	1.63729723308416	1.75604921518108
"ENSMUSG00000020935"	3.14482959066111	3.38221540521855	3.30939471798155	3.24105223382268	3.42947733436246	2.90058111460629
"ENSMUSG00000045394"	2.35759955345272	2.34977352297572	2.35195978787772	3.3582255847105	2.92009989295246	3.29805227734748
"ENSMUSG00000028060"	3.35997534324509	3.25472946091654	3.5283386540218	3.16794247969165	2.92271175651108	3.11110534977307
"ENSMUSG00000078794"	1.40813356713985	1.59547054645433	1.65534945629816	1.81497910410931	1.49375846797649	1.60772135075862
"ENSMUSG00000026443"	-1.57839107612776	-1.57885093463579	-1.57872269875695	-1.52661016688367	-1.58157001869592	-1.48053446309604
"ENSMUSG00000074623"	0.464982724656032	0.398899739580696	0.400381737811418	0.310781534138862	0.261607022624547	0.284845412301809
"ENSMUSG00000090841"	6.7491876923817	6.45760712542239	6.58901899402539	6.8605607205364	6.6015421037033	6.88897916549079
"ENSMUSG00000073982"	3.03248412778283	3.11181268361479	3.36495910480989	3.04658102963408	3.2175697225943	3.12136583271126
"ENSMUSG00000027318"	-1.17830196060545	-1.24648032509567	-1.2463446288896	-1.25004529045267	-1.14499475648913	-1.2414314240155
"ENSMUSG00000027435"	-1.49790596345899	-1.63722853262187	-1.63711264354977	-1.64029553816655	-1.63967741832065	-1.6329583975579
"ENSMUSG00000022471"	4.22563844208742	4.13159269833633	4.266222426335	4.00188962261408	4.10281690636234	4.20670147262873
"ENSMUSG00000029468"	-1.04777643410036	-1.04830271224869	-1.04815616709494	-0.912498742367645	-0.999576290578208	-1.04282292181671
"ENSMUSG00000021476"	3.65791269812465	3.8157252446417	3.51580189101984	3.79980774334161	3.52790486994392	3.61454044069898
"ENSMUSG00000049577"	2.59223451498892	2.67825062906517	2.63365992799134	2.73884028987763	2.54118781551635	2.65200458349035
"ENSMUSG00000042401"	-1.77427404704315	-1.70988184585932	-1.77451097159931	-1.77699969339964	-1.72383064590394	-1.77119038281183
"ENSMUSG00000021767"	2.875552074906	2.90559887485107	2.99898286850204	2.8106429446244	2.94814581181853	2.69583448769568
"ENSMUSG00000024293"	2.81548303453406	2.6526773166071	2.89058615641032	2.84293297307937	2.61399715321509	2.58477272014152
"ENSMUSG00000020471"	2.87163301331071	2.76607603024446	2.57643503935552	2.59157223257573	2.49029834681566	2.50017500902004
"ENSMUSG00000033033"	-1.40023881311974	-1.4006486949504	-1.40053456829148	-1.35496283464663	-1.30231679736718	-1.39637768118956
"ENSMUSG00000062683"	5.24276668787207	5.24418561316307	5.15314153102979	4.85561144756571	5.09730559429769	5.03329800515634
"ENSMUSG00000031970"	-1.01524252723581	-0.945921958547426	-1.01571207106958	-0.966387415064025	-1.0197344515664	-0.917450016309872
"ENSMUSG00000090946"	2.80007961955183	2.83047777178053	2.68779675146494	2.77341259380734	2.7265043658724	2.8281498035191
"ENSMUSG00000007589"	2.04089521082537	2.33274951646722	2.43849960254888	2.0316470702708	2.14966939912222	2.60821938520026
"ENSMUSG00000019564"	1.09791754758273	1.0917254756561	0.962466069134906	1.13854803677436	1.15266189809079	1.15560298205984
"ENSMUSG00000024019"	0.872729670939406	0.800074372703053	1.05464068453509	0.837023013392067	0.996697510743347	0.99569317606272
"ENSMUSG00000050608"	6.81443043493616	6.99710045111099	6.69174412180666	6.21359364900853	6.28913202824663	6.5598371039892
"ENSMUSG00000075470"	3.97666204332571	3.91387525381024	4.02902450053405	4.10230711234522	4.12920141683751	4.02972547905253
"ENSMUSG00000001998"	1.23771197930616	1.41733817707746	1.47459313223348	1.52148325071334	1.45978056753288	1.26254695649573
"ENSMUSG00000028899"	3.31710030629246	3.25459529937103	2.87063007993496	3.16114112029713	3.19666094754137	3.19752812802608
"ENSMUSG00000073155"	4.56476290381769	4.61669786158572	4.38663022962613	4.5825826632831	4.61965283760638	4.75186995863572
"ENSMUSG00000033434"	2.02431346530594	2.01341200263531	2.07061462366675	1.97592694367862	1.94888768721424	2.05383536614561
"ENSMUSG00000045350"	-1.25854749798048	-1.25902689933973	-1.19293000748115	-1.26253329011174	-1.15790399049661	-1.25405526111221
"ENSMUSG00000060512"	-1.33520303170516	-1.3358705695577	-1.33568414259913	-1.34090621078788	-1.33987519131095	-1.13268653873273
"ENSMUSG00000028843"	0.461636154597537	0.392845173058948	0.393269042419529	0.612045015969741	0.627023034905819	0.408572927647126
"ENSMUSG00000024053"	-0.890129084734093	-0.826229325725952	-0.890563776461422	-0.84557902874845	-0.791736926939412	-0.884471266731147
"ENSMUSG00000036104"	5.07799860452446	5.01888763428828	4.93328643851258	5.032202928302	4.99375350252949	5.12883582564973
"ENSMUSG00000032387"	5.35839967163814	5.24097653573348	5.36786560507222	5.18309241326485	5.10129357886999	5.09516353852501
"ENSMUSG00000051721"	0.547402227194848	0.476621761907583	0.608514037864616	0.516201588042889	0.716797229773125	0.582089806770299
"ENSMUSG00000055862"	-1.7190057705873	-1.78627165541861	-1.78618050911274	-1.73885333618787	-1.78818336849141	-1.78287233640435
"ENSMUSG00000028081"	5.45930991961825	5.30588913761477	5.39409809198381	5.29897245858596	5.29175434705154	5.17820264743222
"ENSMUSG00000015697"	2.53586132303631	2.52330915339887	2.82025920955582	2.7401746145578	2.4948642831703	2.71950753973542
"ENSMUSG00000020255"	1.91300462277792	1.84441827241589	1.96310891087858	2.00534414294701	1.98559901586721	1.99909731678963
"ENSMUSG00000037108"	-0.225702092564697	-0.163673102273219	-0.297622311654778	-0.305665198583168	-0.247310179823237	-0.196596107984885
"ENSMUSG00000036943"	1.06987798008617	1.00192029658305	1.06552607951269	1.06570039748556	1.2518980581149	0.959651870556927
"ENSMUSG00000038544"	1.57514471098198	1.39286353091523	1.51245566508537	1.3430040454891	1.40327085680753	1.38028321568657
"ENSMUSG00000019478"	2.59089904794619	2.63187196746197	2.78376704876951	2.64924723659096	2.95398236543285	2.63697986215944
"ENSMUSG00000062753"	0.441667611855469	0.500554908062164	0.56168252224619	0.460753586367676	0.417225857260128	0.387877194004999
"ENSMUSG00000018474"	6.27985060145479	6.24674116013503	5.92780145493968	6.03227676840825	6.11665340498997	6.03985405461992
"ENSMUSG00000039824"	2.51269425777273	2.59356403886341	2.45085495083144	2.39020336151813	2.45410333163362	2.44533425915562
"ENSMUSG00000041506"	3.18484627966999	3.38247890644812	3.50013325621216	3.34029344262286	3.10161697734459	3.22777356357985
"ENSMUSG00000093744"	-1.49790596345899	-1.63722853262187	-1.63711264354977	-1.64029553816655	-1.63967741832065	-1.6329583975579
"ENSMUSG00000040584"	0.182764890721068	0.247261875108291	0.248197866321443	0.317338041220471	0.278835515279081	0.282030511169947
"ENSMUSG00000035329"	3.51870745485877	3.41111907173782	3.62007199982099	3.54767392515683	3.28687853135207	3.67498359342146
"ENSMUSG00000035469"	2.37123135163894	2.68289286929967	2.6397693344528	2.66400555969135	2.40464946275666	2.73963761419931
"ENSMUSG00000059995"	4.29529465914725	4.20399081898373	4.18011518198836	4.13657604778942	4.23482484914517	3.96083652130701
"ENSMUSG00000026249"	0.59348409393611	0.589750650763904	0.52388081952001	0.786357458136342	0.619573726580628	0.628309434821429
"ENSMUSG00000053646"	1.02573120617315	1.02256763616803	1.02345104165253	1.35928589128975	1.06628655085866	1.61678862084677
"ENSMUSG00000027684"	1.21002634322375	1.20544835149698	1.32862853272043	1.39519917440184	1.37072282037654	1.25266087536803
"ENSMUSG00000024958"	5.22919419886434	5.45972607698601	5.26529167810896	5.033792088491	5.26168646036639	5.27317345485641
"ENSMUSG00000022201"	4.69064074064883	4.82798606388284	4.69267624508165	4.65357925873998	4.32728077628358	4.48426090525018
"ENSMUSG00000024513"	4.4442546644107	4.68407960134413	4.53865647600473	4.40010704546884	4.54098741520032	4.26084714286843
"ENSMUSG00000037463"	-1.40023881311974	-1.4006486949504	-1.40053456829148	-1.35496283464663	-1.30231679736718	-1.39637768118956
"ENSMUSG00000010554"	3.88413570395017	4.01003608628132	4.1510319839166	4.14727774075653	4.26439980518463	3.95104384424165
"ENSMUSG00000073197"	-0.0983207902004935	-0.230884310246716	-0.164388213327704	-0.139234151147587	-0.183004888851804	-0.220623051799433
"ENSMUSG00000042066"	0.276328712055303	0.207708794450331	0.27391292812142	0.296434313178814	0.442626296891784	0.221520137109311
"ENSMUSG00000056133"	-2.05240096064278	-2.05265975914606	-2.05258770582078	-1.959958893367	-2.0541668374054	-2.04996040889619
"ENSMUSG00000028989"	-1.8046437798466	-1.804963322183	-1.73978429025761	-1.75779577225106	-1.80682872563292	-1.80164141480835
"ENSMUSG00000027959"	-0.335180369790581	-0.468993197738082	-0.40179891759579	-0.375264897109703	-0.47403050852941	-0.460121076212322
"ENSMUSG00000024892"	8.10295074058059	8.27751446814066	8.15495078637511	8.81397364105239	8.85292307240104	9.04179490819075
"ENSMUSG00000032802"	5.85953424901701	5.93666604246558	6.17936356194447	5.77579240589906	5.9256829394499	5.71396517833609
"ENSMUSG00000026491"	4.27895219399755	4.21729483791125	4.35128469892439	4.25823956912558	4.40028874025598	4.29729174516498
"ENSMUSG00000026761"	3.05666831381225	3.03985983688313	3.53382452521231	3.14023030624338	3.0635492261682	3.27211316231619
"ENSMUSG00000026922"	10.0852264046664	10.3409091293932	10.1492877443184	10.0589308907505	10.4014768960111	9.98820105664023
"ENSMUSG00000056145"	-1.30887407974594	-1.30932957105631	-1.24375902249658	-1.21542164909406	-1.31199099851305	-1.3045995111349
"ENSMUSG00000028518"	4.68601892650961	4.2921717713009	4.55336791740373	4.64243642128177	4.42493879948973	4.73410629739078
"ENSMUSG00000028970"	-0.363959943851583	-0.366856607333348	-0.366049686206268	-0.438500551587864	-0.333129923349638	-0.423400027234524
"ENSMUSG00000021576"	5.12543047976785	4.57635966316118	4.8586330688627	4.92103130817709	4.8617446899704	4.65520796056195
"ENSMUSG00000034931"	4.29934464181142	4.00214200952916	4.11707331970485	4.20998762558239	4.03219884282279	4.38994283007411
"ENSMUSG00000017195"	-1.07295601324827	-1.00688995069795	-0.9429205530865	-1.07767560017614	-1.07684189962571	-1.0676684630784
"ENSMUSG00000071343"	0.062517720637759	0.131173218533557	0.0615147182987713	0.0508134888655825	0.266994798175506	0.252423029733952
"ENSMUSG00000029657"	4.6237049420787	4.64962759682584	4.9340846461951	4.66690149331444	4.72503648685902	4.91479909840624
"ENSMUSG00000024780"	5.20174563765215	5.03469144933063	5.06752810527648	5.18210981608457	4.99115145822799	4.90190290932351
"ENSMUSG00000078607"	-0.997140695586629	-0.936973841771431	-1.06637288617789	-1.07072012559594	-1.06987929203948	-1.06063192887699
"ENSMUSG00000014773"	0.891889470791919	0.889375940199898	0.890077094442142	1.20634946533003	1.04030783981447	1.24688659792278
"ENSMUSG00000042055"	3.56225195215125	3.53936433893511	3.42131288073465	3.5216901436994	3.6478888225645	3.39388708386759
"ENSMUSG00000107337"	0.758305589123659	0.891360796128965	0.75668297449785	0.79395035158109	1.04897869965965	1.03411586280335
"ENSMUSG00000039067"	5.3754253866925	5.29711688476318	5.40421574873708	5.0552470710691	5.26775630123717	5.41362824165795
"ENSMUSG00000022159"	-0.625520330320988	-0.697218542356635	-0.696999270325968	-0.598958017141457	-0.701851607743689	-0.598704915572192
"ENSMUSG00000018920"	-0.758408236386072	-0.75912340323947	-0.758924129308863	-0.712541275773685	-0.656314698289124	-0.663150595239294
"ENSMUSG00000026411"	2.36476929685009	2.52433620111736	2.67597229361477	2.61788742289907	2.71815344599322	2.52528118853489
"ENSMUSG00000032086"	3.05982913987503	3.23100920762127	2.82160266781282	3.73545249827871	3.14289922515202	3.1520866039876
"ENSMUSG00000001288"	0.916164750056002	1.04190916101458	0.98078422813058	1.17179833339176	1.05551423640405	1.10432592970566
"ENSMUSG00000033943"	4.90837155196673	4.71972913761804	4.93012594021502	4.87154580808431	4.91581608192214	4.65450875796322
"ENSMUSG00000046814"	2.53628723988002	2.70605575596491	2.62237696326287	2.49175599655314	2.4347618526587	2.23022663307851
"ENSMUSG00000037938"	2.39789984096581	2.28341822003484	2.28696993063827	2.30856068013697	2.16273533947631	2.20122670879599
"ENSMUSG00000019054"	5.22038439648206	5.45926001840283	5.21585725413372	5.3442650676917	5.36966656767053	5.37008445640275
"ENSMUSG00000025505"	1.41155158001555	1.34204915637019	1.14379632795738	1.32630850882794	1.12498917518866	1.50497180675857
"ENSMUSG00000020059"	0.485340867889532	0.549339410540106	0.612959393937994	0.571021733115049	0.674336501278527	0.587106333166613
"ENSMUSG00000058704"	4.82030612622678	4.9595928979207	4.89837382016387	4.7843008984622	5.038262338051	4.9665737898894
"ENSMUSG00000039155"	-1.49790596345899	-1.63722853262187	-1.63711264354977	-1.64029553816655	-1.63967741832065	-1.6329583975579
"ENSMUSG00000001039"	-0.945742627172652	-0.807026463252659	-0.946262495200897	-0.951816166248318	-0.950732428795251	-0.845403016362117
"ENSMUSG00000035310"	1.4686972092987	1.57767364678225	1.52365057943336	1.5471431086312	1.42190936334159	1.53190678679213
"ENSMUSG00000058486"	4.11964227296311	4.2993589441524	4.22326312473397	3.93033970304867	3.76124317289374	3.87178676619173
"ENSMUSG00000044349"	0.250506412000929	0.248966992599929	0.249396209654993	0.524269237755394	0.296737848623603	0.43939872894568
"ENSMUSG00000022565"	5.94806101551207	5.7879301924914	6.13662213426469	6.49845768290353	6.25564071794618	6.6234476455364
"ENSMUSG00000018574"	9.24278250786818	9.33817679663863	9.45802028958858	9.46125953184434	9.16167250471512	9.75975820328101
"ENSMUSG00000034610"	2.9854499416447	3.01234120591176	3.017600276734	2.9758023454338	2.89992294214894	2.83461923458314
