"Treated BAT (cold)_R1(r1)"	"Treated BAT (cold)_R1(r2)"	"Treated BAT (cold)_R1(r3)"	"Beige/brite (cold on iWAT)_R1(r1)"	"Beige/brite (cold on iWAT)_R1(r2)"	"Beige/brite (cold on iWAT)_R1(r3)"
"ENSMUSG00000073478"	-0.363800116257583	-0.364796255620702	-0.229573940518238	-0.372153025051846	-0.260380954374383	-0.264205890509535
"ENSMUSG00000015488"	4.24472123076786	4.12546747935342	3.89389834640332	3.93000485190884	3.9493086493913	3.78358110633996
"ENSMUSG00000037474"	-1.57839107612776	-1.57885093463579	-1.57872269875695	-1.52661016688367	-1.58157001869592	-1.48053446309604
"ENSMUSG00000030763"	2.74822661893666	2.92533679026382	2.88539762219074	2.82214155200509	2.77549590221154	2.88007085875374
"ENSMUSG00000031987"	7.62344977250832	7.79403210643314	7.54345535487542	7.46504564871198	7.61270354426616	7.56745758791736
"ENSMUSG00000001416"	5.52644385597991	5.27161484889994	5.36521277216851	5.53952816271977	5.2916149841111	5.5802201155009
"ENSMUSG00000001095"	-1.54361685089321	-1.546097746132	-1.6128540301147	-1.61583581884146	-1.61525926431415	-1.60891408415606
"ENSMUSG00000036430"	2.54124039084278	2.69076517013995	2.83659850590941	2.79926447202673	2.72237501250153	2.7156140598126
"ENSMUSG00000070003"	4.06811528424795	4.3079867136975	4.04806170599259	3.85794232092646	3.84210834319014	3.90888347416785
"ENSMUSG00000060121"	0.019583924036995	0.0164584289960071	0.017329060343511	0.0867716070689477	-0.00184740863882188	-0.0370513502712159
"ENSMUSG00000031146"	0.971018047998072	1.02888216498551	0.968001199009336	1.11799511858521	1.08922595850461	1.01003667617924
"ENSMUSG00000103070"	-1.77427404704315	-1.70988184585932	-1.77451097159931	-1.77699969339964	-1.72383064590394	-1.77119038281183
"ENSMUSG00000072847"	-0.890129084734093	-0.826229325725952	-0.890563776461422	-0.84557902874845	-0.791736926939412	-0.884471266731147
"ENSMUSG00000023984"	-1.18360010192274	-1.25026852275077	-1.25013904526177	-1.2044158663993	-1.20074989433114	-1.2454331796083
"ENSMUSG00000033060"	1.43964062758744	1.3046743310613	1.37154432803835	1.31851680475127	1.4296619134832	1.59313257434931
"ENSMUSG00000021643"	0.652585723280507	0.645201032640664	0.45123530803448	0.437756022944243	0.550598296659593	0.55828734801289
"ENSMUSG00000015013"	4.23540541961528	4.01524300076146	4.09005297703835	3.83829249797782	4.02290280219701	3.91878546567981
"ENSMUSG00000047822"	2.76050243526265	2.69465784770297	2.74864687195899	2.77005092890479	2.51263127931094	2.85162981032902
"ENSMUSG00000028223"	9.07535743215785	8.87952538761277	8.76740400496504	9.08783810677919	8.79629028324085	9.12047604484769
"ENSMUSG00000041215"	0.0481984899193074	0.173076624728767	0.0473501412661737	0.181526052859783	0.191485830438168	0.0592058176402367
"ENSMUSG00000041548"	5.18423734163745	4.91088111183667	5.39460113323985	5.68644059170236	5.69432299592753	5.57051887713243
"ENSMUSG00000038205"	0.145253706022213	0.078726287677091	0.0796135197206013	0.103290659337909	0.0600581227362688	0.0255555724153244
"ENSMUSG00000003948"	8.05455737781019	7.93161802054981	7.70881665382712	8.20797477503167	8.57626203415513	7.83343683430936
"ENSMUSG00000026339"	2.7032739486559	2.53702032847584	2.73673415471986	2.63168698981715	2.3089047578201	2.61027413959149
"ENSMUSG00000002341"	2.95095907024543	3.20224667543681	2.87786670676157	2.90936250797342	4.24202813250963	3.0955443865583
"ENSMUSG00000082894"	-0.216920858483929	-0.219895922812551	-0.284763873349403	-0.241691176180063	-0.138547101962472	-0.275293641233326
"ENSMUSG00000022100"	4.82785016366515	4.96336735850423	4.74997542770002	4.78476176501654	4.97019940056936	4.94639614451846
"ENSMUSG00000023232"	1.27820958636213	1.27538140277914	1.34170799815461	1.67436271868902	1.54681702941771	1.54597193517825
"ENSMUSG00000007039"	-0.267775209407296	-0.268806859558831	-0.200142487587372	-0.0809088829068823	-0.274877802425745	-0.169039843761915
"ENSMUSG00000060227"	1.08544987359996	0.889362979221667	1.19004641229863	1.02063192332362	0.930676034380791	0.999066236861418
"ENSMUSG00000096956"	0.114238272008344	0.24468556633735	0.246157921708353	0.155618080637282	0.160676527484877	0.215735591319381
"ENSMUSG00000037601"	3.73865922523904	3.44721085532739	3.71957839158388	3.28421764103338	3.42501915816892	3.38124662904784
"ENSMUSG00000026688"	3.02516211465882	3.25704535629676	3.06859903828303	3.45406494820551	3.57737542091035	3.34968394951174
"ENSMUSG00000026825"	0.604150318496087	0.464327247360579	0.392691934904144	0.434939904819294	0.381061001181725	0.67447097477703
"ENSMUSG00000090290"	0.658516047874863	0.654506715035078	0.585696323899285	0.725402872018256	0.685157414782805	0.860025999578311
"ENSMUSG00000034758"	-1.08354849321045	-1.08612815235368	-1.15147590138661	-1.10501894647864	-1.15465385755238	-1.14624507820846
"ENSMUSG00000022758"	2.56989270276957	2.55629185234455	2.56008439616214	2.68379007712707	2.60157189665412	2.6960449884578
"ENSMUSG00000087479"	-1.77427404704315	-1.70988184585932	-1.77451097159931	-1.77699969339964	-1.72383064590394	-1.77119038281183
"ENSMUSG00000044783"	2.7889591914631	2.92759072400507	2.97926603836612	3.13590867331095	2.90639962559657	3.04067810224367
"ENSMUSG00000035513"	2.84195752357195	3.1581958608593	2.78006063818565	2.6155631431261	2.91658159243861	2.65810311085828
"ENSMUSG00000037085"	1.31749720770067	1.07054423508679	1.19696027895442	1.13543865497183	1.04393608311995	1.11682383685087
"ENSMUSG00000025086"	1.98954195038486	1.74175740390526	1.80751815757588	1.96947654283862	1.90500215916701	2.03407739119666
"ENSMUSG00000032557"	3.16404776137999	3.27137104986697	3.14980727173404	2.95700691246156	2.90143661035515	3.34628062279172
"ENSMUSG00000071281"	1.05840902551202	0.992383616174343	1.05295010562204	0.948771669853282	1.00624630925232	0.887347653373779
"ENSMUSG00000058145"	-0.929412358487191	-1.00238981742756	-1.00220539756013	-0.95276354824122	-1.00629380705647	-0.903607170783714
"ENSMUSG00000022412"	4.93245851796146	4.99323398423298	4.88199330501079	5.23755996423084	4.89513283306769	4.93155408486635
"ENSMUSG00000033306"	4.78601704710061	4.80917721911553	4.92403919813894	5.5621253628464	5.0883056377477	4.91248047429427
"ENSMUSG00000011877"	4.2613206453344	4.55950895712497	4.64399717146794	4.43636837595954	4.12173811483645	4.30390461651413
"ENSMUSG00000028370"	0.322576897414461	0.447461242080881	0.321543332809045	0.497932304882636	0.510576671858357	0.335970620455174
"ENSMUSG00000069305"	0.339115859782332	0.583553442306517	0.468883474294787	0.427459315103501	0.383431331819041	0.353376943317369
"ENSMUSG00000040026"	-1.34535734750658	-1.42133720667102	-1.42118690271905	-1.42534757092265	-1.42453421304279	-1.32047307984243
"ENSMUSG00000091577"	-0.712348449630297	-0.780139012718025	-0.714303878095865	-0.784991793185672	-0.680583554522705	-0.773257340803697
"ENSMUSG00000042506"	4.119882765305	3.94916288037695	4.13284160164163	3.98985732496454	4.49673660261667	3.85040577377878
"ENSMUSG00000071506"	-1.8046437798466	-1.804963322183	-1.73978429025761	-1.75779577225106	-1.80682872563292	-1.80164141480835
"ENSMUSG00000022091"	5.40507850445466	5.34704451191608	5.51421867333247	5.21690337144886	4.95887096911706	4.76294296408635
"ENSMUSG00000047963"	3.97742579139785	3.84582286591221	4.19529089661471	3.70688257555314	3.39226011639947	3.71790645798515
"ENSMUSG00000003680"	3.36271739971313	3.47228972183641	3.47846680690647	3.37275958322638	3.56571943172554	3.59654240953227
"ENSMUSG00000017734"	-0.614810008149408	-0.686791095523149	-0.489253148470041	-0.692692697452832	-0.69150250812765	-0.678583756897779
"ENSMUSG00000030397"	4.52674730225541	3.96772837889423	4.34283240157845	4.23820852369555	4.06486505156834	3.96984125165129
"ENSMUSG00000102562"	-1.68184783376409	-1.74944400087513	-1.74934959506273	-1.75192095354905	-1.69831546384808	-1.74592601699255
"ENSMUSG00000074102"	4.15014359931778	4.05659668065072	3.99533350355256	4.00800545346909	4.00350646377645	3.9801977024389
"ENSMUSG00000000088"	8.08307774478266	8.02379293642014	8.17114030480652	7.34952960804443	7.36938502913177	7.54396826466349
"ENSMUSG00000042396"	4.02942495036105	4.1366065840941	4.04529449195717	3.8300942966979	4.30256002903174	3.99591164555625
"ENSMUSG00000008333"	1.80081847592414	1.59915589239305	1.79418574870673	2.11325671041471	1.73706733723222	1.8860708756313
"ENSMUSG00000105166"	-0.531851213335081	-0.534798265115243	-0.603782763721363	-0.556560003048101	-0.609030635441922	-0.504468377896384
"ENSMUSG00000076433"	-1.43329388404753	-1.43382495252547	-1.36000439447961	-1.43777583247112	-1.43697481528616	-1.33325413394789
"ENSMUSG00000010290"	3.14632906329039	3.17022360662594	3.21780219195891	3.05295765560282	2.97196766567158	3.09010245494193
"ENSMUSG00000019738"	3.7633050995844	3.83666971799517	3.42502304427583	3.54030772241826	3.51714317111887	3.44544905371269
"ENSMUSG00000026966"	2.41240972655178	1.93374502288683	2.05624160142501	1.87224415367163	2.07804922282733	2.01786154136688
"ENSMUSG00000032265"	3.46262063465701	3.30058125409957	3.49123650469005	3.87429946950294	3.49539270032204	3.70746018938346
"ENSMUSG00000026159"	4.86465175842037	4.36816607258251	4.81619017655815	4.28024360272811	4.5904154165036	4.50397758465135
"ENSMUSG00000040594"	-0.311673369597314	-0.378911910135785	-0.444789251407533	-0.400339022760223	-0.39603328595255	-0.436079195204531
"ENSMUSG00000006369"	-0.909001358249941	-0.982103402698875	-0.981915741786906	-0.987082246184232	-0.928286632232327	-0.883089462028287
"ENSMUSG00000030795"	4.17148363836534	4.41219907646105	4.45040485976821	4.32445140883911	4.59140765480668	4.58108614565186
"ENSMUSG00000098199"	-1.76720082530867	-1.76753211537486	-1.70201589926607	-1.76995131793293	-1.71666231402376	-1.7640908664249
"ENSMUSG00000062397"	5.08270681272374	5.00102397398934	5.07821467617066	4.7651036262935	5.02873341896577	5.01083862540813
"ENSMUSG00000040511"	2.44761441049698	2.21135815419831	2.5343085885865	2.28331204780587	2.50749993003267	2.37761117678556
"ENSMUSG00000042660"	3.02822537167744	2.86730056421372	3.21833439275132	2.86593774128102	2.81477993680361	2.89974106080942
"ENSMUSG00000042073"	0.615810645529672	0.54528989139617	0.613081138842517	0.633486739607188	0.827158344797541	0.651070363172214
"ENSMUSG00000049775"	2.97191339335222	2.89676068251161	3.07607863594647	3.65187803414761	3.57330749079777	3.68503574324226
"ENSMUSG00000021124"	4.95364246030693	5.00468158296957	4.58690853512218	4.68238811398543	4.89127175070736	4.58206808000225
"ENSMUSG00000042097"	-1.54897139011035	-1.54944477518903	-1.5493127580284	-1.55295621599382	-1.49312211018481	-1.45072993396056
"ENSMUSG00000036721"	0.98701944423125	0.920312833025156	0.858937470269199	0.923626651479139	0.885626261275863	0.899742509150436
"ENSMUSG00000042558"	3.30781401532326	3.13450457111798	3.73274763619454	3.54842439696345	3.43735886756877	3.64589764513599
"ENSMUSG00000029554"	1.68309151079734	1.74143876833863	1.7435662589898	1.86712336073652	1.93038075012355	2.0399169602473
"ENSMUSG00000025511"	3.64769878995714	3.42803150731392	3.43400066595608	3.33642655157508	3.43983541111489	3.54001332284295
"ENSMUSG00000036278"	4.66036682092273	5.07509663229522	4.66749618086104	4.92847396162641	5.04043741764214	4.91546728240822
"ENSMUSG00000071633"	0.114619031427397	0.180620725827345	0.11365887223445	0.155752175944104	0.356150080831173	0.215436564514275
"ENSMUSG00000031660"	5.09269766159639	4.89874300599593	5.02310557402779	4.9458956210132	4.61585696933854	4.7240234528241
"ENSMUSG00000027091"	4.23540125806618	4.43821635338336	4.5876066368922	4.41651438233939	4.44871684750889	4.68343472846032
"ENSMUSG00000033373"	2.03591792072249	1.74861627123702	1.97562046912635	1.74065073801368	1.80268175651373	1.7444499781215
"ENSMUSG00000049932"	0.973253293703411	0.900736511420981	1.15436724554661	1.28502132091314	0.886623761508457	1.01384832537683
"ENSMUSG00000037419"	3.26691477278108	3.24610811055499	3.58592459456151	3.2570299268061	2.95902769152295	2.95762215388129
"ENSMUSG00000014668"	2.24586132471948	2.23558007685556	2.29552972264718	2.40800225028406	2.43485896917713	2.48049239864249
"ENSMUSG00000028341"	0.925679517806602	1.17378905325658	0.923938245920048	1.00922555873542	1.2081755535161	1.11962850783149
"ENSMUSG00000003166"	3.13606364949261	3.07155916622925	2.81819033435117	3.36845022987485	3.30173973049707	2.86892772190704
"ENSMUSG00000033862"	3.00696600809594	3.12451429538916	2.99460481508852	3.04290488397691	3.00480340357635	3.10561210454176
"ENSMUSG00000027340"	3.58507031380237	3.77212167876379	3.92241337280893	3.81962481409822	3.80995709262662	3.93048458486393
"ENSMUSG00000053398"	-0.188333735125559	-0.18935816989333	-0.122758714868474	-0.146089072794535	0.0488886307334309	-0.178762174127664
"ENSMUSG00000020143"	0.34738010326598	0.413825866332443	0.346223859748726	0.531036389810982	0.445519204301477	0.534873268849239
"ENSMUSG00000027254"	1.22795628957229	1.44138317929025	1.28336802588632	1.22166685918533	1.07777956946203	1.20575937674591
"ENSMUSG00000039202"	3.8162731962284	3.62830900940257	3.75952855013525	4.11527228979428	3.79983650366697	3.90139279305375
"ENSMUSG00000029179"	2.32589359263132	2.25969534735512	2.20646396324581	2.51092153394492	2.32230370923425	2.2317867356494
"ENSMUSG00000028906"	5.48111162845026	5.77083994410852	5.09151558188465	5.38755001486982	5.49608377170072	4.97722836668662
"ENSMUSG00000097503"	-0.914191284638449	-0.843950424401867	-0.843157016257344	-0.920234599552723	-0.919158159975896	-0.814763905266436
"ENSMUSG00000041782"	0.527241006912331	0.525489803410175	0.525977899691148	0.829858709007431	0.71918762980129	0.63108587982132
"ENSMUSG00000036057"	3.83620347515771	3.85416959181996	4.26933217864769	4.05072512092051	4.17350620375728	4.19315489750134
"ENSMUSG00000021003"	4.23459778312797	4.47858170089929	4.24812893406512	4.36833393891249	4.2593718177151	4.45163997683304
"ENSMUSG00000016409"	1.63926626067695	1.63363401782361	1.87343309741352	1.73610087648685	1.75216866330889	2.05768834035779
"ENSMUSG00000029066"	6.12142039368279	5.99833064849818	6.03747946630169	5.98271625375443	5.69391624527642	5.86097468603376
"ENSMUSG00000072762"	-0.83703503155962	-0.837892583769486	-0.761682632270816	-0.844312435153676	-0.843004966678034	-0.640527184593332
"ENSMUSG00000026171"	2.66968005235362	2.49693821142604	2.60782396442922	2.44743964556693	2.59779055360278	2.82018673130388
"ENSMUSG00000032513"	2.8285811386067	2.91021564096486	2.81711784743895	2.88564938391285	2.67278433513166	3.15109613610583
"ENSMUSG00000036138"	4.85095805040374	5.10679211853377	4.58239873183679	5.10907816617105	5.2764797117262	5.25005126970366
"ENSMUSG00000047126"	7.41399242550059	7.42710348416393	7.45284679333837	7.61271677268962	7.7083305354418	7.68267799883537
"ENSMUSG00000027011"	3.33321494845057	3.14705263909023	3.0113166385585	3.13957993141964	3.20775780474251	2.97559344842172
"ENSMUSG00000025017"	-0.929412358487191	-1.00238981742756	-1.00220539756013	-0.95276354824122	-1.00629380705647	-0.903607170783714
"ENSMUSG00000006641"	3.63874514667401	4.20254946483421	3.71577259515881	4.04229371351372	4.11665667187822	4.08554417629243
"ENSMUSG00000031360"	3.37133596579223	3.35041364247429	3.31298994827619	3.38812309029299	3.3311015814798	3.40136018096647
"ENSMUSG00000036356"	-1.97384103755665	-1.97411137657489	-1.97403611542043	-1.92788499929267	-1.92452519263284	-1.97128911580114
"ENSMUSG00000059898"	-2.05240096064278	-2.05265975914606	-2.05258770582078	-1.959958893367	-2.0541668374054	-2.04996040889619
"ENSMUSG00000055835"	0.762039002777019	0.758095624406909	0.938921053452689	0.729018154059287	0.928247261946865	0.711762394100324
"ENSMUSG00000097160"	-1.97384103755665	-1.97411137657489	-1.97403611542043	-1.92788499929267	-1.92452519263284	-1.97128911580114
"ENSMUSG00000023175"	9.66711343631179	9.78388809281929	9.55049982084407	9.43490005838293	9.32162672588644	9.6795126877973
"ENSMUSG00000042724"	1.12123065746684	1.30448088654773	1.04708888603621	1.08059730598593	1.24570398853003	1.40624662333976
"ENSMUSG00000032308"	0.381800029314454	0.439403096155306	0.379339040551073	0.400938942647028	0.456463281994962	0.328374507277152
"ENSMUSG00000041684"	0.899033995185137	1.25876309286267	0.966782390595437	0.983968463300112	0.993424341919126	1.09512164066308
"ENSMUSG00000063870"	6.06080635569148	6.09303530269555	6.29293404614551	6.60017532870084	6.47360739943224	7.03431100776277
"ENSMUSG00000103149"	2.06583859997089	2.05995308184226	2.26150138749798	2.47669663187836	2.86574290337962	2.5818459092613
"ENSMUSG00000038954"	1.83297066692315	2.12965052190453	2.2349660001148	2.1581367183452	2.05539802865187	2.11782601445177
"ENSMUSG00000027896"	-1.40023881311974	-1.4006486949504	-1.40053456829148	-1.35496283464663	-1.30231679736718	-1.39637768118956
"ENSMUSG00000020434"	1.16340605279524	1.28021751226289	1.39260141368956	1.26597425346895	1.23321933380898	1.11926562513763
"ENSMUSG00000038025"	4.5104167726097	4.39018110305242	4.26858532897984	4.30894628320546	4.47595509953905	4.66471963244971
"ENSMUSG00000038167"	1.5396046295645	1.12220844018279	1.19061684445244	1.20470335106513	1.21449939840061	1.39838482548756
"ENSMUSG00000042323"	4.86611140905015	4.9095924759542	4.89402245222766	5.05100560004674	4.98070069978576	5.31971798299023
"ENSMUSG00000029026"	-1.97384103755665	-1.97411137657489	-1.97403611542043	-1.92788499929267	-1.92452519263284	-1.97128911580114
"ENSMUSG00000045763"	1.14752587794108	1.14471008808077	1.27840891783435	1.40822468006206	1.42718360536342	1.4222817332465
"ENSMUSG00000035437"	3.91186987162352	4.03476365294344	3.81178899380221	4.09277197146544	4.06819945498998	4.39318579946163
"ENSMUSG00000070473"	1.30499967660809	1.30174069096758	1.37208170617211	1.72339435585275	1.54212273605674	1.66067214345614
"ENSMUSG00000029501"	3.60773959127343	3.67132053387014	3.49950940916089	3.90078993296796	3.87264596380278	4.09138869469332
"ENSMUSG00000029169"	4.8317162870933	5.02610755066645	4.80762411315825	5.1887171402374	5.28334046886079	5.1369017615591
"ENSMUSG00000032348"	4.29956684333841	3.84459211689533	3.81116880692687	4.09808656925133	3.79664053158409	4.04842306935079
"ENSMUSG00000025199"	4.41685109714763	4.61886704226985	4.60147854495625	4.47759434124124	4.48855651291731	4.65145036851321
"ENSMUSG00000034928"	6.76711443681059	6.75280398113645	6.58853726967349	6.25770317583188	6.14241260407948	6.08073328399912
"ENSMUSG00000032375"	1.97747306142237	2.02005954237697	2.07460236970845	1.97184078418926	1.94872359873852	1.76529560256512
"ENSMUSG00000054693"	3.54233156145891	3.88717712874352	3.82265734555413	3.95027651255183	3.66206681863961	4.03131095858093
"ENSMUSG00000040652"	5.26623178545919	5.20798824510349	5.04492264090804	4.95179112361388	5.19690549084631	5.00129225353413
"ENSMUSG00000023106"	4.74090013608612	4.78332015463549	4.63504809598053	4.64425353482903	4.61858272494857	4.81939407084834
"ENSMUSG00000028978"	2.59162696572404	2.63712724743702	2.69570878754712	3.03933719995562	2.73498432060326	3.02384335973707
"ENSMUSG00000022013"	6.73410170553618	6.53638989405112	6.55935243345238	6.36176377186018	6.48721386706087	6.25301684275725
"ENSMUSG00000039157"	3.37100292969647	3.46141359364141	3.31442849969108	3.2135311843683	3.10482721606699	2.98194959636233
"ENSMUSG00000020220"	6.49411697816241	6.58076745224235	6.52427924091684	6.39688039467091	6.32317977960401	6.531796183277
"ENSMUSG00000028845"	0.751552826483675	0.813529450853054	0.815220422671893	0.66110841306956	0.777607045129451	0.956101511637501
"ENSMUSG00000025404"	5.48298026610626	5.72322709819739	5.07912709483561	4.80615836242897	5.09450058598383	4.63024703806125
"ENSMUSG00000029001"	3.64645911026608	3.85112438812593	3.71160919270036	3.84234846485507	3.88891306389645	3.63116175271421
"ENSMUSG00000090104"	1.59499795315084	1.52266087068342	1.77221415555108	1.96441747383394	1.79744212469258	1.72732827430314
"ENSMUSG00000031708"	6.61254260155451	6.56678859525574	6.66354364673889	7.08099988998714	7.22090401096948	7.14802589787294
"ENSMUSG00000037709"	6.54341602875461	6.46648013429354	5.9822550815668	6.55018015953768	6.53208933742597	6.18942905996196
"ENSMUSG00000009090"	5.76580832492368	5.95268096662396	5.78560451001471	5.91289665407956	5.81324068239788	5.98290674467693
"ENSMUSG00000025066"	3.77183417979888	3.90618671151479	4.20514001885255	3.96427567359438	3.87477719365868	4.03244198239435
"ENSMUSG00000038271"	0.508315228396598	0.435368616344734	0.571296164795624	0.422288170822961	0.636571504904118	0.628190328814802
"ENSMUSG00000062110"	2.07998969099726	2.35770655202112	2.30981509801964	2.2922687073826	2.39540395658789	2.37134369185328
"ENSMUSG00000075054"	3.62834914431716	3.20147886636744	3.29941180024109	3.5162154742131	3.13318496381112	3.26508471894632
"ENSMUSG00000034187"	3.73388148205321	4.08228848380626	3.8815813374909	4.04270665139258	3.93746826291697	4.13160591622778
"ENSMUSG00000015745"	0.895955604660956	0.766222529419424	0.830667662836485	0.737048716599601	0.844410879877838	0.80711771258937
"ENSMUSG00000045064"	-1.7190057705873	-1.78627165541861	-1.78618050911274	-1.73885333618787	-1.78818336849141	-1.78287233640435
"ENSMUSG00000031220"	-1.76720082530867	-1.76753211537486	-1.70201589926607	-1.76995131793293	-1.71666231402376	-1.7640908664249
"ENSMUSG00000049892"	2.69883946147901	2.78459507660499	2.83626503589899	2.70071034489255	2.80405695167212	2.82910625671682
"ENSMUSG00000022136"	5.44577088802012	5.44673871968795	5.47715177063077	5.64384052770138	5.82619563170702	5.72993964223619
"ENSMUSG00000020401"	-1.8046437798466	-1.804963322183	-1.73978429025761	-1.75779577225106	-1.80682872563292	-1.80164141480835
"ENSMUSG00000039753"	4.09924749336809	4.27214281596332	4.11598919105716	4.26415045945419	4.38204138922732	4.25417260450754
"ENSMUSG00000028318"	1.64685930327533	1.52549378799868	1.4048027200132	1.46283783178839	1.52303771040629	1.53619836028874
"ENSMUSG00000033386"	3.50147106058196	3.63661680572245	3.56751885391571	3.57119690304828	3.58368185510224	3.41690568952965
"ENSMUSG00000095026"	-1.13908479441172	-1.07413739301796	-1.07341788303809	-1.14343021007298	-1.08925793952323	-1.1341902944642
"ENSMUSG00000024764"	3.96531503665805	3.97391605053322	3.98146784751312	4.01002217955163	3.71396024579438	4.0761330719273
"ENSMUSG00000039914"	5.18855063317215	5.41969297492811	5.18312881160805	5.06263821249051	4.9833405117836	5.16692114393002
"ENSMUSG00000022394"	3.0876221470437	2.82301980879829	3.07372324757307	2.99555212958398	2.87349193463728	3.31640623902312
"ENSMUSG00000051910"	4.37333021570201	4.59572414818575	4.44261252585068	4.48733138539925	4.43845494937817	4.11184939475909
"ENSMUSG00000027163"	4.43331617158147	4.55853135656786	4.25916317442722	4.18830380881522	4.0774338057773	4.29855220247653
"ENSMUSG00000034432"	4.59985170158228	4.64726952197743	4.54842862862276	4.45806561989453	4.37116197789849	4.65410605571008
"ENSMUSG00000031684"	2.23933319040402	2.17321470712473	1.93881359385926	1.98740821819914	2.26554873970821	2.23513222553715
"ENSMUSG00000032010"	5.04548070944777	4.89498389972815	4.90483322239141	4.80424638334687	4.8454332281043	4.76126045658686
"ENSMUSG00000031004"	0.800963125110844	0.798858928362119	0.866519830760462	1.10040257713041	0.893367028782163	1.06691219474385
"ENSMUSG00000032596"	-0.822800784596969	-0.891254422318578	-0.89107974495915	-0.895847274778915	-0.741773720307888	-0.884760980244074
"ENSMUSG00000022663"	4.90422491888992	4.70117335362958	4.76110440163904	4.53116033136622	4.67086292760899	4.30876846087393
"ENSMUSG00000025351"	2.99122270748374	2.91297488875497	2.9167693835718	3.38691335353041	4.00797556303134	3.90676543787673
"ENSMUSG00000001518"	1.39648857951707	1.44462089056295	1.44732353192971	1.2805838881852	1.2903371724765	1.31507815376912
"ENSMUSG00000008763"	3.81284791097725	3.49553108493088	3.83104591609433	3.99073273045506	3.69945839444292	3.80619026526245
"ENSMUSG00000034422"	1.26750147187403	1.19387004123461	1.26392298968335	1.41730893187014	1.4794069481724	1.54974247508693
"ENSMUSG00000044906"	-1.97384103755665	-1.97411137657489	-1.97403611542043	-1.92788499929267	-1.92452519263284	-1.97128911580114
"ENSMUSG00000010517"	4.87922618823444	4.74206982207608	4.99277212459879	4.74153358077694	4.85738828518163	4.73274330434628
"ENSMUSG00000061887"	4.25470333431254	4.22508471241883	3.95644864995778	4.24057276699448	4.17708248854219	4.05775432092495
"ENSMUSG00000079015"	-1.66679334008845	-1.6671933984709	-1.53227475429491	-1.67014058492014	-1.66954719312274	-1.66307820387684
"ENSMUSG00000040472"	1.78016421527402	1.64874641097765	1.65031167526339	2.02128408359366	1.89695447334808	1.78733768485864
"ENSMUSG00000070699"	3.26365140221451	3.14952147718441	3.2934635013058	3.26548315950105	2.99604394032111	3.65139762955294
"ENSMUSG00000021990"	0.379206838754957	0.3776193043191	0.445606996432836	0.467472389368593	0.661311160301097	0.481859662773337
"ENSMUSG00000026950"	-1.54361685089321	-1.546097746132	-1.6128540301147	-1.61583581884146	-1.61525926431415	-1.60891408415606
"ENSMUSG00000021068"	3.43597870849477	2.98503815151474	3.41962734493601	3.58621571467402	3.24172199885704	3.32141904117134
"ENSMUSG00000040170"	0.769314435585451	0.765389199743483	0.766483055077611	0.831868264591926	0.934655175868436	0.805941216069321
"ENSMUSG00000041632"	4.03243751243542	3.79646421234193	3.91243897444145	3.84303482293045	3.68088487238733	3.80137962595163
"ENSMUSG00000001576"	6.41767561080009	6.15815363673605	6.37388342583313	6.33833488788638	6.2750805296659	6.0143569957311
"ENSMUSG00000000838"	3.26497763092213	3.19855421289279	3.25107702510379	3.21103475894377	3.70946676634804	3.38526228635888
"ENSMUSG00000018476"	4.7572950314345	4.95312170626282	5.24847128512465	4.65601098913001	4.99944218371583	4.77267816219939
"ENSMUSG00000044134"	1.31841487062925	1.07616573826739	1.14042413342477	1.13974753077269	1.19861450283474	1.03496314440365
"ENSMUSG00000036169"	-1.11870675630082	-1.11922754544044	-1.11908249533343	-0.937143668972988	-1.12227140646113	-1.11382117198231
"ENSMUSG00000101698"	1.29270427716861	0.930358682738581	1.12074502685991	0.897111781814981	0.845758252211151	0.885340423639878
"ENSMUSG00000038119"	4.35635176362736	4.23316531929817	4.27319210903221	4.19532054367474	4.33995078511841	4.23281402588649
"ENSMUSG00000060992"	4.98626146017647	5.13441940413526	4.9856279606208	5.05855597445786	5.1700532620504	5.18921971882292
"ENSMUSG00000028101"	1.8369845368612	1.65563685630798	1.59442617237862	1.77974917665938	1.79940878340392	1.72986376880519
"ENSMUSG00000031434"	2.93451335245179	2.97063635721929	3.02458179762527	3.0723206930225	3.32618110253086	3.19797684916093
"ENSMUSG00000040624"	0.0689666703710445	-0.00778775656358352	-0.0073833671919846	-0.0186102565327779	0.101687910972943	0.273974199360799
"ENSMUSG00000029071"	5.10938218280573	4.9853585195004	4.9726448358362	4.78657759902293	4.99155786862218	4.65672923197126
"ENSMUSG00000034810"	2.39724774810952	2.31790792706953	2.39073879551897	3.18782761392083	2.97689628772797	3.03584144876706
"ENSMUSG00000025776"	-0.523654372403044	-0.524473373182261	-0.524245198500531	-0.38475727900389	-0.475190683680411	-0.428540610654796
"ENSMUSG00000028744"	1.50154441037858	1.5568760396188	1.61919020622757	1.387168414444	1.45096440069824	1.79502902341079
"ENSMUSG00000029822"	0.498969585325116	0.497095024866248	0.497617802485274	0.638803904465948	0.69955736032521	0.772091251739078
"ENSMUSG00000016637"	0.507379941807994	0.692741820785796	0.572592604242013	0.63961798773654	0.601355780651581	0.609717880777969
"ENSMUSG00000027533"	4.05288766720448	4.26677127692907	4.35929694791989	5.21956355325628	5.93011668025162	5.78580905025705
"ENSMUSG00000038068"	1.18921742582762	1.18622802460182	1.32186249312238	1.41018453429163	1.47237503476206	1.54256929457674
