"BAT_R3(r1)"	"BAT_R3(r2)"	"Beige/brite (RG on iWAT)_R3(r1)"	"Beige/brite (RG on iWAT)_R3(r2)"	"iWAT_R3(r1)"	"iWAT_R3(r2)"
"ENSMUSG00000081769"	4.50065245356115	4.75396181557486	4.86999996465217	4.55335395753359	4.8907964233627	5.2809353597571
"ENSMUSG00000028034"	11.4466340650033	11.9282201378004	11.2076941968054	11.4246896587201	11.4254215927797	11.4392434520624
"ENSMUSG00000055421"	4.53823336372801	4.09835502068667	4.65279085889968	4.47487221344857	4.584139416886	4.70949004468835
"ENSMUSG00000029754"	0.058733371104066	0.0605259679956908	0.119785013241378	0.11891050536787	0.146599609923764	0.12975080905772
"ENSMUSG00000088549"	-0.0976560840645723	-0.0839070813662647	-0.147049541646589	-0.086987028473488	-0.150762861532514	-0.0761015875798159
"ENSMUSG00000063488"	5.28786622626192	5.28910456482472	4.94488327424788	5.15335758651857	5.29039833450882	5.58041928853915
"ENSMUSG00000047509"	-1.91237336027129	-1.9119271635337	-1.91201618683906	-1.91302906624358	-1.91305273599327	-1.84104129045571
"ENSMUSG00000002477"	8.46637182370979	8.80569162831588	8.93317362899524	8.45968219831867	8.71117315724807	8.46385814946456
"ENSMUSG00000080789"	0.679343094988527	0.68393119377223	1.20972124709904	0.672361439855649	0.672103771076129	0.723065128547049
"ENSMUSG00000089145"	-2.11479209705251	-2.1144154409438	-2.11449062604503	-2.08428477395006	-2.08494521937825	-2.11518491644302
"ENSMUSG00000041845"	7.21382931301426	7.01187774413223	7.55660324267491	7.20658425172	7.27876915464008	7.15458637233568
"ENSMUSG00000026102"	7.32510397877894	7.50390034789636	6.99514378088323	6.74454710423298	7.60480042670241	7.57929951237163
"ENSMUSG00000027523"	5.52918680747914	5.23692465113068	4.93810998082934	5.1240540669124	5.14751353848274	5.26992554625481
"ENSMUSG00000103901"	5.80943964613224	5.83261916413274	5.57597875018748	5.71635667597163	5.54668544030001	5.56122797477666
"ENSMUSG00000083880"	1.44285939100351	1.46257010652643	1.92369149385487	1.4850410242741	1.37364012855754	1.46408846714317
"ENSMUSG00000032572"	-1.06932758556012	-1.00528741002332	-1.06864627796661	-1.07058214859156	-1.03866975594286	-1.03224586590192
"ENSMUSG00000087318"	0.392079389052594	0.406790047291995	0.51560915251865	0.370034569323559	0.336591169553692	0.376471698974166
"ENSMUSG00000025877"	5.36719673565155	4.9188049495725	5.22378738922292	5.47955331128041	5.66460288788674	5.54761814078654
"ENSMUSG00000083887"	-1.39757501440408	-1.49610175647987	-1.49622855903425	-1.49767620418273	-1.49771014308579	-1.49740426064982
"ENSMUSG00000102482"	1.24214950258324	1.26924460898518	1.31773771267433	1.26144085797777	1.16826681073049	1.21310070780606
"ENSMUSG00000037784"	6.10702334188758	6.43444952040856	6.13323822363318	5.89312242237271	6.45795184598758	6.43099877816387
"ENSMUSG00000021687"	10.6743628608293	10.5075792829989	9.97653428941526	10.4552536655174	10.1359799890501	10.5781018238271
"ENSMUSG00000036867"	6.16908581539484	6.49764529661729	6.22018379597541	6.5184777732816	6.78677489042374	6.56350949398015
"ENSMUSG00000024381"	8.42241052958086	8.31436325494931	9.06784750014053	8.81729630256189	9.13745153924152	9.1189063616537
"ENSMUSG00000065847"	-0.264599227842874	-0.262847953186562	-0.263195904283849	-0.267206781279753	-0.267301688030613	-0.0129665543100727
"ENSMUSG00000031262"	4.60361426125702	5.66918762518339	4.77260062248977	4.97574360763604	5.62218961426337	5.40216495025675
"ENSMUSG00000024900"	10.0068335801646	10.2405542849745	9.80424074002921	9.98015326788279	9.9680240514974	10.1186277951073
"ENSMUSG00000040254"	4.35808608618213	4.94381998473872	4.37594739002361	4.21237091755337	5.09189724593177	4.83908073697221
"ENSMUSG00000023991"	7.84438824432407	7.54069745857475	7.82477293273746	7.67921754249941	7.94631735422121	7.91507788418453
"ENSMUSG00000030314"	10.2103809143962	9.74293882284834	9.98477931370813	10.1577003703042	10.0262954755233	9.77873505962559
"ENSMUSG00000102550"	0.921090706225097	1.05516865247152	0.823329297388993	0.91179202342723	0.815776883703143	0.892779863502612
"ENSMUSG00000047953"	-0.382754473799749	-0.432033908034725	-0.371971023969135	-0.402859753277395	-0.373070056978244	-0.434703233145487
"ENSMUSG00000042225"	7.85074643913129	8.00746049479393	7.62654955881533	7.67109359733032	7.90073122428728	7.99904423866324
"ENSMUSG00000068969"	0.00247715524841734	0.00463305437808365	0.243909043085238	-0.000738356420964315	0.0683110492172405	0.000198283097607707
"ENSMUSG00000048696"	7.24895731308249	6.92926160367253	7.51940550158764	7.29199305183209	7.73312804133934	7.91307208788056
"ENSMUSG00000022435"	-0.058098944990402	0.268349810024782	-0.0561306276552363	-0.0617965522198405	-0.0619321425406377	-0.0607147921478408
"ENSMUSG00000087825"	1.53932535654255	2.24506189545695	1.49384928054238	1.39130067061243	1.39078195055652	1.39541537711264
"ENSMUSG00000037822"	10.3075313844151	10.3354729732136	10.5809338882121	10.4772671092802	10.3160674717889	10.2264144006253
"ENSMUSG00000036275"	11.7703763425485	11.7548932618429	11.5630978907561	11.5036378408692	11.9197971909668	11.8418317151295
"ENSMUSG00000029578"	11.0415817372465	10.8417369419978	10.8466074744	10.6567111732727	10.3140725443093	10.2829187502454
"ENSMUSG00000104211"	4.38545625993676	4.94937187202647	4.55056477207146	4.23278453116772	4.39378405300781	4.37234759391893
"ENSMUSG00000009470"	12.2713424445122	12.2539009923332	12.0514860126853	12.1914789661281	11.887430977419	12.0798886978044
"ENSMUSG00000062991"	3.26340924466618	3.28965194079446	3.83217204052175	4.02967448758354	4.13005378960815	4.45922541124861
"ENSMUSG00000058258"	10.3322585293862	10.4013673691512	10.5226826544646	10.5107896699325	10.3520870993082	10.4639471412557
"ENSMUSG00000022221"	7.36669103566518	7.37042406188308	7.91615179943564	7.80767917404312	7.52497669469059	7.78371572332622
"ENSMUSG00000032815"	3.67814687993945	4.32909232385265	3.78804769708769	4.18103296657422	3.60411778423568	4.11763138520393
"ENSMUSG00000098029"	-0.317135456384535	-0.303571486669978	-0.366824676542222	-0.337412060492899	-0.338152528088559	-0.331497316577998
"ENSMUSG00000081172"	2.71722701908478	2.86817596079051	3.14569266912839	2.82140236006354	2.8159214812391	2.80375649566369
"ENSMUSG00000106268"	-0.383154805555046	-0.417982070273295	-0.482011375116586	-0.484977125583567	-0.485046743050595	-0.44604396594133
"ENSMUSG00000046748"	2.54892652887265	2.33253174593304	2.32973868565501	2.64628287388726	3.34799266151953	2.4826496265071
"ENSMUSG00000028865"	2.34303603817877	2.02953800409331	2.84551732402261	2.19137926862716	2.11745695636673	2.00599282845693
"ENSMUSG00000033096"	12.7303523687651	12.359979646536	12.3639609695216	12.2463198457755	11.9459872802603	11.8501241286469
"ENSMUSG00000086048"	-1.18240102422616	-1.18159941490848	-1.18175912838104	-1.05933807989979	-1.18362692790017	-1.18324104708824
"ENSMUSG00000105699"	1.273156227963	1.19346575548773	1.12784363462766	1.21595969513074	1.40114626084814	1.15945920473961
"ENSMUSG00000047710"	8.78426417916309	8.30197098801745	8.45030846282361	8.45958425929727	8.89784005633279	8.75388861631168
"ENSMUSG00000099309"	-1.98523740158217	-1.98481836227382	-1.98490198504805	-1.95450830292827	-1.98587499727955	-1.94916827968665
"ENSMUSG00000054342"	2.97231325720735	2.57132683669122	2.91143197389277	2.53749680739528	3.07406709778883	3.15304834351736
"ENSMUSG00000026849"	8.05595663613184	7.77040565847672	8.68241726269592	8.38393384537848	8.13208721784101	8.19643791106124
"ENSMUSG00000105130"	0.816452706292281	0.889906385257272	1.16248250355277	0.847259243052496	0.913683176123173	0.8123223940187
"ENSMUSG00000081800"	-1.23160171786909	-1.28074578483136	-1.28088616522623	-1.21999638903876	-1.28252263181836	-1.28218533713154
"ENSMUSG00000107258"	-0.930337559040314	-1.02790316621246	-1.02807607121594	-1.03004915093917	-1.03009538973052	-0.991876787322063
"ENSMUSG00000051515"	-0.43586922437369	-0.532023492936836	-0.532261919697826	-0.442405836690032	-0.535044658030852	-0.53447058468871
"ENSMUSG00000028756"	9.60144499573098	10.4881704588945	9.77276364582001	9.51482188425898	9.61256340485371	9.16662546525769
"ENSMUSG00000095281"	0.527482247414639	0.477675470583014	0.477149866490907	0.708268905880114	0.470973678068478	0.584693652936111
"ENSMUSG00000099757"	3.59592522617459	3.76111790332916	3.53253385838841	3.64938841568984	3.87977373750907	3.86129581667009
"ENSMUSG00000106464"	8.00927849915677	8.14789900119336	7.78173675104409	7.88418612723839	7.51066430018928	7.89148642931771
"ENSMUSG00000086864"	0.880996927398924	0.825148025529176	1.2809964339197	0.89081965803931	0.813707065766438	0.815926336625612
"ENSMUSG00000027194"	9.61009761679034	9.73441434224351	9.3147597005313	9.27605696446555	9.27931617718445	9.37997031148362
"ENSMUSG00000085030"	3.20895978779422	2.96629592762609	2.96257647293583	3.50716525181276	3.75902336504747	3.86446906285969
"ENSMUSG00000022089"	7.52008394971545	7.46632820161528	8.06725831354815	7.670947939996	7.82247659459895	8.03074588904098
"ENSMUSG00000003848"	7.27557256856814	7.49862275490019	8.00334980404521	8.18782887703996	7.78184856211524	7.73089985345547
"ENSMUSG00000050423"	2.03452695143849	2.04295005498372	2.41663625169646	2.39413533172528	2.23807541033106	2.30798164420768
"ENSMUSG00000056412"	3.21926137041021	2.65566534318651	2.89251310619355	3.30937859235577	2.78733601015805	2.95101330837022
"ENSMUSG00000087346"	-1.49995435487815	-1.49931407842438	-1.43824507858297	-1.50089879077009	-1.50093296210995	-1.46237285192226
"ENSMUSG00000030495"	7.41421214665056	6.34444581228295	7.26510821750576	6.92791899348796	7.42063694224656	7.57124442152991
"ENSMUSG00000040505"	1.08056655444989	1.85076192850436	1.1692050848295	1.06916866367133	1.06874344833027	1.07254217959207
"ENSMUSG00000080574"	0.604757538012359	0.557469981513011	0.556969361373907	0.671992674794998	0.61251534067962	0.722741381122978
"ENSMUSG00000002897"	8.9536795117031	10.1828258892316	10.0196320791788	10.0031212203253	10.7619205242668	10.5449720003852
"ENSMUSG00000086526"	5.53748440183602	5.2946247989357	5.2406995589001	5.57155787620676	5.29787325842717	5.16474246123433
"ENSMUSG00000040711"	9.23325921884046	9.22351800226491	9.13265168069355	9.36534559301565	10.4648601895361	10.3056780873571
"ENSMUSG00000040225"	12.9388476721115	13.7056250070524	12.6228570888426	12.8765772360337	12.9793060980709	13.0540164350682
"ENSMUSG00000031379"	6.30041995597572	6.08096779463177	6.54614602474804	6.21467040385858	6.39893775444991	6.51000102085322
"ENSMUSG00000048332"	7.93949747975561	8.51032645848781	8.01084042202258	7.50177278144584	8.8100916185119	8.8077393988068
"ENSMUSG00000102629"	0.22848191405876	0.180077283379503	0.239749055153709	0.238541204297248	0.206705381096377	0.283890347632984
"ENSMUSG00000044066"	9.21628939193529	9.34361144654159	8.70178789182459	8.82368577316618	8.67611906024074	8.95240716365503
"ENSMUSG00000033983"	5.7015952629582	5.9662742511979	5.64555942931125	5.67021709099229	5.514595902314	5.43133958224
"ENSMUSG00000085498"	1.89427602380178	1.74808400522302	2.12089373505532	2.00348412185681	1.860475720863	1.81356696164761
"ENSMUSG00000031523"	14.0302459954806	13.7245406943544	13.6711124586175	13.7575782881644	13.2617534826972	13.3181018105132
"ENSMUSG00000105679"	2.73143839620485	2.93496668061288	2.6344985361985	2.93805033938802	3.16882708295582	3.25053565058749
"ENSMUSG00000040139"	6.59413271871929	5.84550585424146	6.72090705557659	6.86747520079599	6.53668143044578	6.5275486671316
"ENSMUSG00000081344"	7.13855879309558	7.12597050859278	7.60127996605584	7.01122059615384	7.02403560192198	6.81757805861139
"ENSMUSG00000081319"	-0.119280890366873	-0.215409060201469	-0.215707384672952	-0.186916725496468	-0.219191070806253	-0.111002818203409
"ENSMUSG00000060181"	8.50451175214502	8.24337188604401	8.08279873515424	7.86204297412533	8.09580335712451	7.70521542053141
"ENSMUSG00000105865"	-0.688367140201422	-0.687327260245855	-0.687534690407689	-0.658352626807689	-0.659056545889422	-0.58421728027149
"ENSMUSG00000099375"	5.49665866540996	5.86347258485064	6.02730962835643	5.99700800697627	5.80617773348894	6.21876288306682
"ENSMUSG00000003380"	10.3317603236613	9.02645620807963	10.5552369724898	10.2510134069123	10.0566644214802	10.1005279561689
"ENSMUSG00000093774"	-0.815873702097285	-0.814862060108034	-0.815063672135	-0.817365629299703	-0.696850206213993	-0.779027798294361
"ENSMUSG00000051378"	4.09105454231203	3.52085773620695	3.8155466889093	3.59781001190199	4.90391053498774	4.57655336786854
"ENSMUSG00000093106"	-1.0621081490877	-0.99805330503055	-1.06142319530314	-1.03073634266961	-1.06341507540593	-1.02502439030009
"ENSMUSG00000030731"	3.90655351833945	3.87242141585723	3.97441554483068	4.52260957680111	5.20234855459471	4.93634267767226
"ENSMUSG00000019966"	7.947660600933	7.83282561451172	8.61235356936216	8.6650976774529	8.85265602750493	8.86581963837234
"ENSMUSG00000097266"	-0.623021485475235	-0.719836090830892	-0.720047742371502	-0.690177220070228	-0.722518743853489	-0.684431465847547
"ENSMUSG00000039239"	6.19918905562816	5.3623819369775	6.85975135129016	6.68513738531823	7.35877990530611	7.39699545771711
"ENSMUSG00000006542"	0.882998315871752	0.833738463097583	0.833059674024004	0.859219154890264	1.10851012061783	0.974223844137455
"ENSMUSG00000100975"	5.85324949873627	5.97330034741125	5.38528157117629	5.01448072641693	5.88429784336633	5.34222427243157
"ENSMUSG00000046408"	5.63123065579042	5.24129868557394	5.65756432460617	5.1990415445176	5.27525446927993	5.63964709898805
"ENSMUSG00000087886"	-0.89725430211215	-0.896266200154437	-0.777315860765744	-0.865535824805363	-0.898766430666505	-0.89829032090987
"ENSMUSG00000042784"	4.93918000872126	4.46607542188465	4.6829510578174	4.72307979264947	4.90442181873611	4.68789572711054
"ENSMUSG00000091387"	6.83375615626557	6.52797007823114	7.00644517941326	7.36973472266726	7.25148116236002	7.79960918492881
"ENSMUSG00000039968"	8.4339907205289	8.06114215285293	8.56320308018243	8.441803213929	8.45289695552654	8.8295496210136
"ENSMUSG00000020935"	10.1618837265735	9.61134951756663	10.47035817814	10.515478981326	10.8504240045246	10.8081640866914
"ENSMUSG00000078675"	2.61610253201217	2.64537453203973	2.63970834565088	2.56846966566102	4.33841396892122	3.80595988356504
"ENSMUSG00000082860"	2.46189421836992	2.31720211595895	2.60032896382975	2.61983274049394	2.48202391886211	2.86417346315369
"ENSMUSG00000045394"	-0.0137241511251716	4.11917277706383e-05	-0.0627678721845436	-0.0342922284611877	0.0528115488751229	-0.0658564582650712
"ENSMUSG00000028060"	11.0249103408025	11.0379354208644	10.7347544328788	10.7834049761998	10.7225133068812	10.7372631585717
"ENSMUSG00000091507"	1.88353170091151	1.78250369234171	2.25205052410691	1.96173094592537	1.7991527740794	2.02582874113119
"ENSMUSG00000051136"	-2.11479209705251	-2.1144154409438	-2.11449062604503	-2.08428477395006	-2.08494521937825	-2.11518491644302
"ENSMUSG00000100629"	3.5518611393741	3.40989366654647	3.51358355995109	3.97669401593205	4.19400799352199	3.99187491999325
"ENSMUSG00000097094"	-0.622577346163565	-0.621455682557249	-0.561918648389899	-0.6242292899371	-0.505782150482529	-0.623750699427997
"ENSMUSG00000078794"	5.47099765447495	5.77894087284015	5.52332286349001	5.30583849646352	6.1468870957663	5.98028211677842
"ENSMUSG00000026443"	2.4437474349776	2.55668627700294	2.23015353255308	2.1443966832785	2.48868094149636	2.43232468160943
"ENSMUSG00000103653"	5.6855343991979	5.81470785597764	6.60999552729631	6.29861418310724	6.23528856180729	6.10075725256437
"ENSMUSG00000074623"	2.48101718666135	2.26808018104828	3.13727889290791	2.54863719367611	2.51343877837791	2.24106941266467
"ENSMUSG00000104122"	1.91192063317587	1.66966916426789	1.96605697780762	1.62517171781225	1.6556822511953	1.63296663322034
"ENSMUSG00000090841"	11.9158944748265	11.4700482139804	12.4490702621277	11.8837938164654	12.2481579643327	11.9935258545397
"ENSMUSG00000059434"	2.47073145037783	2.89590795148539	2.79810042953144	2.41565436923137	2.23600541312422	2.2867899312133
"ENSMUSG00000073982"	9.27461681282363	8.40592870005515	9.34003246414806	9.17821383759422	9.57379723579035	9.57849583049026
"ENSMUSG00000104093"	2.59184233175535	2.35576464370778	2.68870618728592	2.52526317383631	2.94317952738003	2.52442249550303
"ENSMUSG00000105700"	0.196499249622132	0.321638919258696	0.259426859605124	0.258151444642783	0.193308236154743	0.26939324238914
"ENSMUSG00000027318"	5.46021763786422	6.72069345022445	6.30978785420357	5.78700547737446	6.23409843950639	6.46412502507708
